version,label,start_date,end_date,total_return_pct,annual_pct,max_drawdown_pct
v1.0,v1.0 (1.0x hedge),2016-04-11,2026-04-09,856.7656397170007,25.356753288129298,-14.728587821533113
v1.1,v1.1 (0.8x hedge),2016-04-11,2026-04-09,965.6073178752839,26.715605392934695,-14.348637804826813
