date,close_qfq
2025-01-02,6.39
2025-01-03,6.22
2025-01-06,6.25
2025-01-07,6.3
2025-01-08,6.39
2025-01-09,6.26
2025-01-10,6.09
2025-01-13,6.08
2025-01-14,6.26
2025-01-15,6.24
2025-01-16,6.29
2025-01-17,6.31
2025-01-20,6.38
2025-01-21,6.36
2025-01-22,6.34
2025-01-23,6.39
2025-01-24,6.39
2025-01-27,6.44
2025-02-05,6.4
2025-02-06,6.49
2025-02-07,6.54
2025-02-10,6.56
2025-02-11,6.59
2025-02-12,6.62
2025-02-13,6.55
2025-02-14,6.52
2025-02-17,6.57
2025-02-18,6.43
2025-02-19,6.49
2025-02-20,6.62
2025-02-21,6.62
2025-02-24,6.67
2025-02-25,6.6
2025-02-26,6.68
2025-02-27,6.68
2025-02-28,6.78
2025-03-03,6.83
2025-03-04,6.96
2025-03-05,6.88
2025-03-06,6.89
2025-03-07,6.9
2025-03-10,6.91
2025-03-11,6.91
2025-03-12,6.86
2025-03-13,6.86
2025-03-14,6.98
2025-03-17,7.03
2025-03-18,6.99
2025-03-19,6.94
2025-03-20,6.92
2025-03-21,6.83
2025-03-24,6.82
2025-03-25,6.83
2025-03-26,6.92
2025-03-27,6.93
2025-03-28,6.71
2025-03-31,6.6
2025-04-01,6.76
2025-04-02,6.76
2025-04-03,6.55
2025-04-07,5.88
2025-04-08,5.87
2025-04-09,5.92
2025-04-10,6.06
2025-04-11,6.04
2025-04-14,6.14
2025-04-15,6.15
2025-04-16,6.08
2025-04-17,6.17
2025-04-18,6.51
2025-04-21,6.36
2025-04-22,6.4
2025-04-23,6.42
2025-04-24,6.35
2025-04-25,6.34
2025-04-28,6.21
2025-04-29,6.24
2025-04-30,6.19
2025-05-06,6.31
2025-05-07,6.4
2025-05-08,6.42
2025-05-09,6.43
2025-05-12,6.45
2025-05-13,6.47
2025-05-14,6.44
2025-05-15,6.44
2025-05-16,6.48
2025-05-19,6.53
2025-05-20,6.61
2025-05-21,6.62
2025-05-22,6.5
2025-05-23,6.5
2025-05-26,6.52
2025-05-27,6.6
2025-05-28,6.58
2025-05-29,6.68
2025-05-30,6.65
2025-06-03,6.71
2025-06-04,6.73
2025-06-05,6.7
2025-06-06,6.75
2025-06-09,6.8
2025-06-10,6.77
2025-06-11,6.8
2025-06-12,6.81
2025-06-13,6.71
2025-06-16,6.69
2025-06-17,6.64
2025-06-18,6.59
2025-06-19,6.45
2025-06-20,6.46
2025-06-23,6.56
2025-06-24,6.69
2025-06-25,6.71
2025-06-26,6.68
2025-06-27,6.76
2025-06-30,6.75
2025-07-01,6.78
2025-07-02,6.8
2025-07-03,6.82
2025-07-04,6.75
2025-07-07,6.8
2025-07-08,6.83
2025-07-09,6.83
2025-07-10,6.87
2025-07-11,6.83
2025-07-14,6.85
2025-07-15,6.73
2025-07-16,6.83
2025-07-17,6.85
2025-07-18,6.83
2025-07-21,6.99
2025-07-22,6.93
2025-07-23,6.94
2025-07-24,7.0
2025-07-25,6.97
2025-07-28,7.02
2025-07-29,7.01
2025-07-30,6.99
2025-07-31,6.86
2025-08-01,6.97
2025-08-04,7.08
2025-08-05,7.09
2025-08-06,7.14
2025-08-07,7.1
2025-08-08,7.17
2025-08-11,7.16
2025-08-12,7.17
2025-08-13,7.18
2025-08-14,7.0
2025-08-15,7.06
2025-08-18,7.07
2025-08-19,7.17
2025-08-20,7.19
2025-08-21,7.19
2025-08-22,7.14
2025-08-25,7.1
2025-08-26,7.17
2025-08-27,6.98
2025-08-28,6.95
2025-08-29,6.85
2025-09-01,6.86
2025-09-02,6.83
2025-09-03,6.69
2025-09-04,6.74
2025-09-05,6.8
2025-09-08,6.88
2025-09-09,6.83
2025-09-10,6.83
2025-09-11,6.89
2025-09-12,6.83
2025-09-15,6.77
2025-09-16,6.9
2025-09-17,6.9
2025-09-18,6.8
2025-09-19,6.71
2025-09-22,6.63
2025-09-23,6.52
2025-09-24,6.64
2025-09-25,6.6
2025-09-26,6.65
2025-09-29,6.68
2025-09-30,6.64
2025-10-09,6.65
2025-10-10,6.73
2025-10-13,6.72
2025-10-14,6.73
2025-10-15,6.74
2025-10-16,6.71
2025-10-17,6.59
2025-10-20,6.71
2025-10-21,6.85
2025-10-22,6.85
2025-10-23,6.89
2025-10-24,6.86
2025-10-27,6.86
2025-10-28,6.84
2025-10-29,6.79
2025-10-30,6.71
2025-10-31,6.78
2025-11-03,6.88
2025-11-04,6.88
2025-11-05,6.96
2025-11-06,6.98
2025-11-07,6.99
2025-11-10,7.03
2025-11-11,7.07
2025-11-12,7.06
2025-11-13,7.07
2025-11-14,7.09
2025-11-17,7.11
2025-11-18,7.03
2025-11-19,6.9
2025-11-20,6.94
2025-11-21,6.6
2025-11-24,6.74
2025-11-25,6.77
2025-11-26,6.69
2025-11-27,6.76
2025-11-28,6.84
2025-12-01,6.81
2025-12-02,6.88
2025-12-03,6.92
2025-12-04,6.76
2025-12-05,6.89
2025-12-08,6.87
2025-12-09,6.77
2025-12-10,6.68
2025-12-11,6.56
2025-12-12,6.41
2025-12-15,6.51
2025-12-16,6.4
2025-12-17,6.39
2025-12-18,6.53
2025-12-19,6.66
2025-12-22,6.61
2025-12-23,6.62
2025-12-24,6.65
2025-12-25,6.68
2025-12-26,6.63
2025-12-29,6.65
2025-12-30,6.58
2025-12-31,6.59
2026-01-05,6.67
2026-01-06,6.68
2026-01-07,6.63
2026-01-08,6.71
2026-01-09,6.73
2026-01-12,6.79
2026-01-13,6.74
2026-01-14,6.83
2026-01-15,6.84
2026-01-16,6.81
2026-01-19,6.92
2026-01-20,6.95
2026-01-21,6.97
2026-01-22,7.04
2026-01-23,7.06
2026-01-26,7.03
2026-01-27,7.0
2026-01-28,7.0
2026-01-29,6.96
2026-01-30,7.08
2026-02-02,6.93
2026-02-03,7.07
2026-02-04,7.12
2026-02-05,7.04
2026-02-06,7.11
2026-02-09,7.13
2026-02-10,7.12
2026-02-11,7.12
2026-02-12,7.0
2026-02-13,6.98
2026-02-24,7.19
2026-02-25,7.16
2026-02-26,7.11
2026-02-27,7.12
2026-03-02,6.96
2026-03-03,6.83
2026-03-04,6.77
2026-03-05,6.9
2026-03-06,7.16
2026-03-09,7.1
2026-03-10,7.16
2026-03-11,7.13
2026-03-12,7.11
2026-03-13,7.1
2026-03-16,7.09
2026-03-17,6.94
2026-03-18,7.02
2026-03-19,6.77
2026-03-20,6.52
2026-03-23,6.06
2026-03-24,6.32
2026-03-25,6.42
2026-03-26,6.42
2026-03-27,6.54
2026-03-30,6.64
2026-03-31,6.57
2026-04-01,6.63
2026-04-02,6.54
2026-04-03,6.2
2026-04-07,6.33
2026-04-08,6.51
2026-04-09,6.37
2026-04-10,6.52
