date,close_qfq
2022-11-01,20.29
2022-11-02,20.49
2022-11-03,20.53
2022-11-04,20.46
2022-11-07,20.6
2022-11-08,20.67
2022-11-09,20.34
2022-11-10,20.08
2022-11-11,20.08
2022-11-14,20.17
2022-11-15,20.33
2022-11-16,20.45
2022-11-17,20.88
2022-11-18,20.88
2022-11-21,20.9
2022-11-22,20.73
2022-11-23,20.28
2022-11-24,20.63
2022-11-25,20.42
2022-11-28,20.04
2022-11-29,20.49
2022-11-30,20.58
2022-12-01,20.19
2022-12-02,20.87
2022-12-05,20.85
2022-12-06,20.66
2022-12-07,20.56
2022-12-08,20.43
2022-12-09,20.57
2022-12-12,20.37
2022-12-13,20.81
2022-12-14,20.35
2022-12-15,20.49
2022-12-16,20.23
2022-12-19,19.58
2022-12-20,19.62
2022-12-21,20.03
2022-12-22,20.67
2022-12-23,20.65
2022-12-26,20.22
2022-12-27,20.13
2022-12-28,19.52
2022-12-29,19.15
2022-12-30,19.5
2023-01-03,20.61
2023-01-04,20.98
2023-01-05,20.85
2023-01-06,20.55
2023-01-09,20.47
2023-01-10,20.49
2023-01-11,19.95
2023-01-12,19.84
2023-01-13,19.67
2023-01-16,20.24
2023-01-17,20.24
2023-01-18,20.62
2023-01-19,20.81
2023-01-20,21.1
2023-01-30,21.33
2023-01-31,21.51
2023-02-01,22.03
2023-02-02,22.04
2023-02-03,22.03
2023-02-06,22.05
2023-02-07,22.91
2023-02-08,22.95
2023-02-09,23.13
2023-02-10,23.14
2023-02-13,22.87
2023-02-14,22.87
2023-02-15,22.8
2023-02-16,22.46
2023-02-17,22.23
2023-02-20,22.21
2023-02-21,22.23
2023-02-22,22.21
2023-02-23,22.37
2023-02-24,22.44
2023-02-27,22.01
2023-02-28,22.17
2023-03-01,22.3
2023-03-02,22.29
2023-03-03,22.16
2023-03-06,22.14
2023-03-07,21.65
2023-03-08,21.92
2023-03-09,22.31
2023-03-10,22.03
2023-03-13,21.75
2023-03-14,21.21
2023-03-15,21.53
2023-03-16,21.17
2023-03-17,21.16
2023-03-20,21.17
2023-03-21,21.66
2023-03-22,21.89
2023-03-23,21.61
2023-03-24,21.75
2023-03-27,21.69
2023-03-28,22.03
2023-03-29,21.7
2023-03-30,21.13
2023-03-31,21.4
2023-04-03,21.53
2023-04-04,22.78
2023-04-06,22.76
2023-04-07,22.6
2023-04-10,23.95
2023-04-11,23.35
2023-04-12,24.05
2023-04-13,23.21
2023-04-14,23.23
2023-04-17,22.89
2023-04-18,22.43
2023-04-19,22.15
2023-04-20,21.64
2023-04-21,20.53
2023-04-24,19.8
2023-04-25,19.08
2023-04-26,19.92
2023-04-27,20.06
2023-04-28,21.31
2023-05-04,21.61
2023-05-05,21.37
2023-05-08,21.39
2023-05-09,20.84
2023-05-10,20.99
2023-05-11,21.39
2023-05-12,21.2
2023-05-15,21.87
2023-05-16,21.92
2023-05-17,22.81
2023-05-18,23.46
2023-05-19,23.48
2023-05-22,24.12
2023-05-23,25.02
2023-05-24,25.5
2023-05-25,24.79
2023-05-26,24.36
2023-05-29,23.93
2023-05-30,23.67
2023-05-31,23.57
2023-06-01,23.56
2023-06-02,23.59
2023-06-05,23.7
2023-06-06,23.03
2023-06-07,23.18
2023-06-08,22.79
2023-06-09,22.91
2023-06-12,23.24
2023-06-13,23.41
2023-06-14,23.39
2023-06-15,23.3
2023-06-16,23.52
2023-06-19,23.61
2023-06-20,24.18
2023-06-21,23.43
2023-06-26,23.48
2023-06-27,24.03
2023-06-28,24.27
2023-06-29,25.18
2023-06-30,25.07
2023-07-03,24.69
2023-07-04,24.99
2023-07-05,24.74
2023-07-06,24.84
2023-07-07,24.73
2023-07-10,24.33
2023-07-11,24.68
2023-07-12,24.12
2023-07-13,24.44
2023-07-14,25.33
2023-07-17,25.13
2023-07-18,24.39
2023-07-19,24.13
2023-07-20,23.66
2023-07-21,23.28
2023-07-24,23.67
2023-07-25,24.28
2023-07-26,24.14
2023-07-27,23.88
2023-07-28,23.66
2023-07-31,23.66
2023-08-01,23.5
2023-08-02,23.93
2023-08-03,23.18
2023-08-04,22.88
2023-08-07,22.51
2023-08-08,22.57
2023-08-09,22.22
2023-08-10,22.55
2023-08-11,22.29
2023-08-14,22.25
2023-08-15,22.21
2023-08-16,21.66
2023-08-17,22.48
2023-08-18,23.16
2023-08-21,23.04
2023-08-22,23.14
2023-08-23,22.49
2023-08-24,22.17
2023-08-25,21.44
2023-08-28,21.49
2023-08-29,23.54
2023-08-30,24.07
2023-08-31,24.07
2023-09-01,23.83
2023-09-04,23.75
2023-09-05,23.64
2023-09-06,23.75
2023-09-07,23.29
2023-09-08,23.35
2023-09-11,23.35
2023-09-12,23.09
2023-09-13,22.53
2023-09-14,22.22
2023-09-15,22.07
2023-09-18,22.61
2023-09-19,22.16
2023-09-20,22.01
2023-09-21,21.92
2023-09-22,22.69
2023-09-25,22.73
2023-09-26,22.91
2023-09-27,23.09
2023-09-28,23.45
2023-10-09,23.07
2023-10-10,22.88
2023-10-11,23.32
2023-10-12,22.73
2023-10-13,22.23
2023-10-16,22.05
2023-10-17,22.01
2023-10-18,21.54
2023-10-19,21.49
2023-10-20,21.39
2023-10-23,20.74
2023-10-24,21.65
2023-10-25,22.08
2023-10-26,22.07
2023-10-27,22.41
2023-10-30,22.55
2023-10-31,22.43
2023-11-01,22.64
2023-11-02,22.41
2023-11-03,22.68
2023-11-06,22.94
2023-11-07,23.14
2023-11-08,23.09
2023-11-09,23.07
2023-11-10,23.1
2023-11-13,23.52
2023-11-14,23.41
2023-11-15,23.39
2023-11-16,23.11
2023-11-17,23.21
2023-11-20,23.77
2023-11-21,23.38
2023-11-22,23.09
2023-11-23,23.46
2023-11-24,23.14
2023-11-27,23.35
2023-11-28,24.29
2023-11-29,24.3
2023-11-30,23.59
2023-12-01,23.54
2023-12-04,23.52
2023-12-05,23.29
2023-12-06,23.56
2023-12-07,23.29
2023-12-08,22.78
2023-12-11,22.55
2023-12-12,22.46
2023-12-13,22.65
2023-12-14,22.62
2023-12-15,22.64
2023-12-18,22.41
2023-12-19,22.7
2023-12-20,22.73
2023-12-21,22.7
2023-12-22,22.08
2023-12-25,21.87
2023-12-26,21.53
2023-12-27,21.81
2023-12-28,22.32
2023-12-29,22.91
2024-01-02,23.5
2024-01-03,23.34
2024-01-04,23.16
2024-01-05,22.75
2024-01-08,22.3
2024-01-09,22.87
2024-01-10,22.58
2024-01-11,22.6
2024-01-12,22.21
2024-01-15,21.99
2024-01-16,21.95
2024-01-17,21.4
2024-01-18,20.57
2024-01-19,20.23
2024-01-22,18.86
2024-01-23,18.7
2024-01-24,18.86
2024-01-25,19.83
2024-01-26,19.92
2024-01-29,19.26
2024-01-30,18.33
2024-01-31,17.27
2024-02-01,16.91
2024-02-02,16.4
2024-02-05,13.48
2024-02-06,13.5
2024-02-07,11.64
2024-02-08,13.64
2024-02-19,14.25
2024-02-20,14.57
2024-02-21,14.95
2024-02-22,15.52
2024-02-23,16.32
2024-02-26,17.61
2024-02-27,17.69
2024-02-28,15.6
2024-02-29,16.25
2024-03-01,16.93
2024-03-04,16.52
2024-03-05,16.05
2024-03-06,16.87
2024-03-07,17.22
2024-03-08,17.06
2024-03-11,17.27
2024-03-12,17.67
2024-03-13,17.62
2024-03-14,17.22
2024-03-15,17.74
2024-03-18,18.13
2024-03-19,18.2
2024-03-20,18.44
2024-03-21,18.35
2024-03-22,18.04
2024-03-25,17.39
2024-03-26,17.32
2024-03-27,16.35
2024-03-28,17.27
2024-03-29,17.6
2024-04-01,17.99
2024-04-02,18.08
2024-04-03,18.0
2024-04-08,16.63
2024-04-09,16.84
2024-04-10,16.64
2024-04-11,16.69
2024-04-12,16.22
2024-04-15,14.73
2024-04-16,12.81
2024-04-17,14.61
2024-04-18,14.59
2024-04-19,14.57
2024-04-22,14.34
2024-04-23,14.61
2024-04-24,15.16
2024-04-25,15.52
2024-04-26,15.72
2024-04-29,16.13
2024-04-30,15.92
2024-05-06,16.27
2024-05-07,16.54
2024-05-08,16.27
2024-05-09,16.56
2024-05-10,15.93
2024-05-13,15.32
2024-05-14,15.38
2024-05-15,15.2
2024-05-16,15.63
2024-05-17,16.07
2024-05-20,16.41
2024-05-21,15.92
2024-05-22,15.88
2024-05-23,15.77
2024-05-24,15.31
2024-05-27,15.5
2024-05-28,15.54
2024-05-29,15.57
2024-05-30,15.49
2024-05-31,15.7
2024-06-03,15.08
2024-06-04,14.39
2024-06-05,14.17
2024-06-06,13.34
2024-06-07,13.85
2024-06-11,14.13
2024-06-12,14.55
2024-06-13,15.05
2024-06-14,14.68
2024-06-17,14.6
2024-06-18,14.97
2024-06-19,14.98
2024-06-20,15.47
2024-06-21,14.82
2024-06-24,14.22
2024-06-25,14.37
2024-06-26,14.89
2024-06-27,14.8
2024-06-28,14.98
2024-07-01,14.62
2024-07-02,14.61
2024-07-03,14.59
2024-07-04,14.2
2024-07-05,14.37
2024-07-08,14.21
2024-07-09,14.14
2024-07-10,13.71
2024-07-11,14.21
2024-07-12,14.08
2024-07-15,13.55
2024-07-16,13.55
2024-07-17,13.4
2024-07-18,13.19
2024-07-19,13.64
2024-07-22,13.8
2024-07-23,13.49
2024-07-24,13.24
2024-07-25,13.56
2024-07-26,13.86
2024-07-29,13.86
2024-07-30,13.76
2024-07-31,14.17
2024-08-01,14.17
2024-08-02,13.93
2024-08-05,13.66
2024-08-06,13.86
2024-08-07,13.8
2024-08-08,13.66
2024-08-09,13.56
2024-08-12,13.52
2024-08-13,13.71
2024-08-14,13.63
2024-08-15,13.63
2024-08-16,13.48
2024-08-19,13.3
2024-08-20,12.92
2024-08-21,12.88
2024-08-22,12.76
2024-08-23,12.57
2024-08-26,12.91
2024-08-27,12.86
2024-08-28,13.18
2024-08-29,13.36
2024-08-30,13.54
2024-09-02,13.3
2024-09-03,13.48
2024-09-04,13.13
2024-09-05,13.23
2024-09-06,12.89
2024-09-09,12.91
2024-09-10,13.02
2024-09-11,12.89
2024-09-12,12.83
2024-09-13,12.55
2024-09-18,12.31
2024-09-19,12.57
2024-09-20,12.5
2024-09-23,12.61
2024-09-24,13.07
2024-09-25,13.41
2024-09-26,13.77
2024-09-27,14.61
2024-09-30,16.57
2024-10-08,18.13
2024-10-09,16.69
2024-10-10,16.44
2024-10-11,15.7
2024-10-14,16.13
2024-10-15,15.84
2024-10-16,15.94
2024-10-17,16.01
2024-10-18,16.55
2024-10-21,16.79
2024-10-22,17.15
2024-10-23,17.09
2024-10-24,17.05
2024-10-25,17.55
2024-10-28,18.45
2024-10-29,17.94
2024-10-30,17.66
2024-10-31,18.15
2024-11-01,17.29
2024-11-04,17.94
2024-11-05,18.32
2024-11-06,18.37
2024-11-07,18.97
2024-11-08,19.18
