date,close_qfq
2022-11-01,17.42
2022-11-02,17.63
2022-11-03,17.53
2022-11-04,17.81
2022-11-07,18.05
2022-11-08,17.99
2022-11-09,18.22
2022-11-10,17.85
2022-11-11,17.91
2022-11-14,17.74
2022-11-15,18.09
2022-11-16,18.19
2022-11-17,18.28
2022-11-18,19.02
2022-11-21,18.59
2022-11-22,18.32
2022-11-23,17.59
2022-11-24,18.14
2022-11-25,17.74
2022-11-28,17.49
2022-11-29,17.89
2022-11-30,17.76
2022-12-01,17.94
2022-12-02,18.1
2022-12-05,18.22
2022-12-06,17.94
2022-12-07,18.09
2022-12-08,17.85
2022-12-09,17.56
2022-12-12,17.39
2022-12-13,17.59
2022-12-14,17.51
2022-12-15,17.74
2022-12-16,17.44
2022-12-19,16.68
2022-12-20,16.68
2022-12-21,16.38
2022-12-22,16.13
2022-12-23,16.15
2022-12-26,16.71
2022-12-27,16.87
2022-12-28,16.77
2022-12-29,16.67
2022-12-30,16.37
2023-01-03,16.89
2023-01-04,17.54
2023-01-05,18.04
2023-01-06,17.74
2023-01-09,17.66
2023-01-10,17.61
2023-01-11,17.23
2023-01-12,17.29
2023-01-13,17.38
2023-01-16,17.48
2023-01-17,17.51
2023-01-18,17.65
2023-01-19,17.75
2023-01-20,17.79
2023-01-30,17.96
2023-01-31,18.11
2023-02-01,18.53
2023-02-02,18.54
2023-02-03,18.48
2023-02-06,18.52
2023-02-07,18.68
2023-02-08,18.66
2023-02-09,18.82
2023-02-10,18.79
2023-02-13,19.37
2023-02-14,19.85
2023-02-15,19.47
2023-02-16,18.88
2023-02-17,18.89
2023-02-20,18.85
2023-02-21,18.82
2023-02-22,19.0
2023-02-23,19.57
2023-02-24,22.49
2023-02-27,23.64
2023-02-28,22.79
2023-03-01,22.17
2023-03-02,21.51
2023-03-03,23.7
2023-03-06,23.49
2023-03-07,24.3
2023-03-08,25.06
2023-03-09,24.61
2023-03-10,23.81
2023-03-13,23.15
2023-03-14,22.84
2023-03-15,23.37
2023-03-16,22.76
2023-03-17,22.69
2023-03-20,21.81
2023-03-21,23.06
2023-03-22,22.98
2023-03-23,22.89
2023-03-24,23.18
2023-03-27,24.55
2023-03-28,23.89
2023-03-29,24.89
2023-03-30,25.74
2023-03-31,25.47
2023-04-03,24.88
2023-04-04,23.99
2023-04-06,23.91
2023-04-07,23.58
2023-04-10,25.36
2023-04-11,24.7
2023-04-12,24.1
2023-04-13,24.21
2023-04-14,25.92
2023-04-17,26.83
2023-04-18,25.37
2023-04-19,25.47
2023-04-20,24.91
2023-04-21,24.16
2023-04-24,23.04
2023-04-25,21.96
2023-04-26,22.46
2023-04-27,22.82
2023-04-28,22.39
2023-05-04,23.52
2023-05-05,23.03
2023-05-08,23.68
2023-05-09,22.32
2023-05-10,23.16
2023-05-11,22.89
2023-05-12,22.9
2023-05-15,24.54
2023-05-16,24.52
2023-05-17,24.96
2023-05-18,25.33
2023-05-19,25.57
2023-05-22,26.47
2023-05-23,26.19
2023-05-24,26.59
2023-05-25,25.99
2023-05-26,26.42
2023-05-29,24.98
2023-05-30,25.55
2023-05-31,25.01
2023-06-01,24.8
2023-06-02,24.85
2023-06-05,24.98
2023-06-06,24.13
2023-06-07,24.14
2023-06-08,23.92
2023-06-09,23.65
2023-06-12,24.19
2023-06-13,23.95
2023-06-14,23.68
2023-06-15,23.95
2023-06-16,23.99
2023-06-19,23.55
2023-06-20,23.33
2023-06-21,22.89
2023-06-26,22.4
2023-06-27,23.56
2023-06-28,24.8
