date,close_qfq
2025-01-02,8.5
2025-01-03,8.3
2025-01-06,8.76
2025-01-07,8.42
2025-01-08,8.49
2025-01-09,8.44
2025-01-10,7.95
2025-01-13,8.0
2025-01-14,8.26
2025-01-15,8.11
2025-01-16,8.16
2025-01-17,8.15
2025-01-20,8.29
2025-01-21,8.16
2025-01-22,8.06
2025-01-23,8.13
2025-01-24,8.11
2025-01-27,8.08
2025-02-05,8.24
2025-02-06,8.34
2025-02-07,8.49
2025-02-10,8.63
2025-02-11,8.47
2025-02-12,8.44
2025-02-13,8.36
2025-02-14,8.47
2025-02-17,8.49
2025-02-18,8.16
2025-02-19,8.24
2025-02-20,8.34
2025-02-21,8.21
2025-02-24,8.19
2025-02-25,8.1
2025-02-26,8.18
2025-02-27,8.19
2025-02-28,7.91
2025-03-03,8.08
2025-03-04,8.12
2025-03-05,7.98
2025-03-06,8.09
2025-03-07,8.01
2025-03-10,8.15
2025-03-11,8.16
2025-03-12,8.15
2025-03-13,8.12
2025-03-14,8.36
2025-03-17,8.32
2025-03-18,8.36
2025-03-19,8.45
2025-03-20,8.89
2025-03-21,8.96
2025-03-24,8.98
2025-03-25,9.14
2025-03-26,9.14
2025-03-27,9.54
2025-03-28,9.02
2025-03-31,8.54
2025-04-01,10.26
2025-04-02,9.93
2025-04-03,9.77
2025-04-07,8.4
2025-04-08,9.0
2025-04-09,8.86
2025-04-10,9.08
2025-04-11,9.41
2025-04-14,9.48
2025-04-15,9.52
2025-04-16,9.07
2025-04-17,9.27
2025-04-18,9.36
2025-04-21,9.48
2025-04-22,9.39
2025-04-23,9.16
2025-04-24,8.99
2025-04-25,9.12
2025-04-28,8.93
2025-04-29,8.98
2025-04-30,8.86
2025-05-06,9.15
2025-05-07,9.22
2025-05-08,9.38
2025-05-09,9.26
2025-05-12,9.22
2025-05-13,9.59
2025-05-14,9.46
2025-05-15,9.33
2025-05-16,9.59
2025-05-19,9.55
2025-05-20,9.87
2025-05-21,9.76
2025-05-22,9.58
2025-05-23,9.75
2025-05-26,9.53
2025-05-27,10.61
2025-05-28,10.39
2025-05-29,10.8
2025-05-30,10.63
2025-06-03,11.02
2025-06-04,10.89
2025-06-05,10.56
2025-06-06,10.25
2025-06-09,10.56
2025-06-10,10.4
2025-06-11,10.35
2025-06-12,10.43
2025-06-13,10.01
2025-06-16,9.99
2025-06-17,9.86
2025-06-18,9.71
2025-06-19,9.35
2025-06-20,9.3
2025-06-23,9.43
2025-06-24,9.62
2025-06-25,9.65
2025-06-26,9.54
2025-06-27,9.61
2025-06-30,9.64
2025-07-01,9.8
2025-07-02,9.71
2025-07-03,9.9
2025-07-04,9.97
2025-07-07,9.9
