date,close_qfq
2025-01-02,12.13
2025-01-03,11.98
2025-01-06,11.75
2025-01-07,11.98
2025-01-08,11.89
2025-01-09,11.86
2025-01-10,11.44
2025-01-13,11.57
2025-01-14,12.09
2025-01-15,12.03
2025-01-16,11.98
2025-01-17,11.99
2025-01-20,12.3
2025-01-21,12.11
2025-01-22,12.0
2025-01-23,12.15
2025-01-24,12.34
2025-01-27,12.49
2025-02-05,12.63
2025-02-06,12.7
2025-02-07,12.83
2025-02-10,12.98
2025-02-11,12.89
2025-02-12,12.88
2025-02-13,12.79
2025-02-14,13.12
2025-02-17,12.99
2025-02-18,12.64
2025-02-19,12.85
2025-02-20,12.91
2025-02-21,12.92
2025-02-24,13.13
2025-02-25,13.07
2025-02-26,13.23
2025-02-27,13.04
2025-02-28,12.75
2025-03-03,12.92
2025-03-04,13.38
2025-03-05,13.09
2025-03-06,13.34
2025-03-07,13.17
2025-03-10,13.39
2025-03-11,13.43
2025-03-12,13.37
2025-03-13,13.25
2025-03-14,13.49
2025-03-17,13.54
2025-03-18,13.68
2025-03-19,13.5
2025-03-20,13.6
2025-03-21,13.38
2025-03-24,12.83
2025-03-25,12.96
2025-03-26,13.72
2025-03-27,14.03
2025-03-28,14.44
2025-03-31,13.6
2025-04-01,15.44
2025-04-02,15.11
2025-04-03,18.22
2025-04-07,21.95
2025-04-08,26.42
2025-04-09,30.98
2025-04-10,29.58
2025-04-11,24.04
2025-04-14,23.99
2025-04-15,22.78
2025-04-16,21.97
2025-04-17,21.47
2025-04-18,20.32
2025-04-21,20.83
2025-04-22,21.19
2025-04-23,20.06
2025-04-24,19.57
2025-04-25,19.38
2025-04-28,19.25
2025-04-29,19.28
2025-04-30,18.88
2025-05-06,19.64
2025-05-07,19.89
2025-05-08,20.01
2025-05-09,19.43
2025-05-12,19.5
2025-05-13,19.17
2025-05-14,19.41
2025-05-15,23.38
2025-05-16,21.96
2025-05-19,21.38
2025-05-20,24.39
2025-05-21,23.33
2025-05-22,22.72
2025-05-23,21.74
2025-05-26,21.8
2025-05-27,21.57
2025-05-28,19.36
2025-05-29,19.68
2025-05-30,19.31
2025-06-03,19.61
2025-06-04,19.78
2025-06-05,19.25
2025-06-06,19.18
2025-06-09,19.6
2025-06-10,20.25
2025-06-11,21.42
2025-06-12,21.97
2025-06-13,20.98
2025-06-16,20.19
2025-06-17,19.7
2025-06-18,19.53
2025-06-19,18.39
2025-06-20,18.08
2025-06-23,18.38
2025-06-24,18.7
2025-06-25,18.72
2025-06-26,18.6
2025-06-27,18.68
2025-06-30,18.79
2025-07-01,18.97
2025-07-02,19.08
2025-07-03,19.04
2025-07-04,18.69
2025-07-07,19.28
2025-07-08,19.19
2025-07-09,19.06
2025-07-10,18.93
2025-07-11,18.99
2025-07-14,19.29
2025-07-15,18.82
2025-07-16,19.11
2025-07-17,19.14
2025-07-18,19.15
2025-07-21,19.4
2025-07-22,19.7
2025-07-23,19.28
2025-07-24,19.4
2025-07-25,19.98
2025-07-28,19.75
2025-07-29,19.49
2025-07-30,19.49
2025-07-31,19.6
2025-08-01,20.02
2025-08-04,20.3
2025-08-05,20.23
2025-08-06,19.96
2025-08-07,19.58
2025-08-08,19.27
2025-08-11,19.68
2025-08-12,19.47
2025-08-13,19.34
2025-08-14,18.89
2025-08-15,19.16
2025-08-18,19.46
2025-08-19,19.52
2025-08-20,19.48
2025-08-21,19.61
2025-08-22,19.23
2025-08-25,19.25
2025-08-26,19.61
2025-08-27,18.64
2025-08-28,19.05
2025-08-29,19.04
2025-09-01,19.35
2025-09-02,18.85
2025-09-03,18.25
2025-09-04,18.59
2025-09-05,18.68
2025-09-08,18.99
2025-09-09,18.65
2025-09-10,18.53
2025-09-11,18.59
2025-09-12,18.38
2025-09-15,18.25
2025-09-16,18.48
2025-09-17,18.31
2025-09-18,17.74
2025-09-19,17.75
2025-09-22,17.48
2025-09-23,17.5
2025-09-24,17.65
2025-09-25,17.41
2025-09-26,17.67
2025-09-29,17.7
2025-09-30,17.56
2025-10-09,17.7
2025-10-10,18.4
2025-10-13,18.9
2025-10-14,18.51
2025-10-15,17.96
2025-10-16,17.69
2025-10-17,17.49
2025-10-20,17.61
2025-10-21,17.91
2025-10-22,17.9
2025-10-23,17.98
2025-10-24,18.03
2025-10-27,18.33
2025-10-28,18.18
2025-10-29,19.47
2025-10-30,19.74
2025-10-31,19.1
2025-11-03,19.14
2025-11-04,19.29
2025-11-05,19.01
2025-11-06,18.79
2025-11-07,18.82
2025-11-10,19.21
2025-11-11,19.23
2025-11-12,19.07
2025-11-13,19.14
2025-11-14,19.18
2025-11-17,19.41
2025-11-18,18.93
2025-11-19,20.32
2025-11-20,19.99
2025-11-21,18.8
2025-11-24,19.06
2025-11-25,19.21
2025-11-26,19.08
2025-11-27,18.61
2025-11-28,18.9
2025-12-01,18.78
2025-12-02,18.31
2025-12-03,18.12
2025-12-04,17.76
2025-12-05,18.03
2025-12-08,18.02
2025-12-09,17.89
2025-12-10,17.67
2025-12-11,17.18
2025-12-12,16.89
2025-12-15,16.83
2025-12-16,16.84
2025-12-17,16.79
2025-12-18,17.1
2025-12-19,17.58
2025-12-22,17.52
2025-12-23,17.55
2025-12-24,17.44
2025-12-25,17.55
2025-12-26,17.43
2025-12-29,17.54
2025-12-30,17.4
2025-12-31,17.41
2026-01-05,17.72
2026-01-06,17.8
2026-01-07,17.64
2026-01-08,18.05
2026-01-09,18.08
2026-01-12,18.44
2026-01-13,18.69
2026-01-14,18.56
2026-01-15,18.76
2026-01-16,18.72
2026-01-19,19.0
2026-01-20,19.31
2026-01-21,19.37
2026-01-22,19.59
2026-01-23,19.55
2026-01-26,19.65
2026-01-27,19.46
2026-01-28,19.3
2026-01-29,19.1
2026-01-30,19.58
2026-02-02,19.13
2026-02-03,19.36
2026-02-04,19.34
2026-02-05,19.3
2026-02-06,20.34
2026-02-09,20.22
2026-02-10,20.02
2026-02-11,20.34
2026-02-12,19.72
2026-02-13,19.66
2026-02-24,20.22
2026-02-25,20.21
2026-02-26,20.02
2026-02-27,20.21
2026-03-02,19.43
2026-03-03,19.44
2026-03-04,19.33
2026-03-05,19.26
2026-03-06,20.52
2026-03-09,20.29
2026-03-10,20.69
2026-03-11,20.41
2026-03-12,20.26
2026-03-13,20.7
2026-03-16,20.97
2026-03-17,20.0
2026-03-18,20.21
2026-03-19,19.81
2026-03-20,19.3
2026-03-23,17.72
2026-03-24,18.7
2026-03-25,19.1
2026-03-26,18.6
2026-03-27,18.75
2026-03-30,18.96
2026-03-31,18.53
2026-04-01,19.05
2026-04-02,18.66
2026-04-03,17.91
2026-04-07,18.66
2026-04-08,19.05
2026-04-09,18.6
2026-04-10,18.75
