date,close_qfq
2022-11-01,16.24
2022-11-02,16.8
2022-11-03,16.69
2022-11-04,17.15
2022-11-07,17.47
2022-11-08,17.48
2022-11-09,17.2
2022-11-10,17.17
2022-11-11,17.16
2022-11-14,16.97
2022-11-15,17.34
2022-11-16,17.37
2022-11-17,17.38
2022-11-18,17.34
2022-11-21,17.27
2022-11-22,17.07
2022-11-23,17.16
2022-11-24,17.1
2022-11-25,16.9
2022-11-28,16.67
2022-11-29,17.14
2022-11-30,17.02
2022-12-01,17.31
2022-12-02,17.42
2022-12-05,17.48
2022-12-06,17.2
2022-12-07,17.01
2022-12-08,16.83
2022-12-09,16.72
2022-12-12,16.8
2022-12-13,16.57
2022-12-14,16.43
2022-12-15,16.57
2022-12-16,16.08
2022-12-19,15.81
2022-12-20,15.73
2022-12-21,15.51
2022-12-22,15.21
2022-12-23,15.17
2022-12-26,15.41
2022-12-27,15.35
2022-12-28,15.15
2022-12-29,14.88
2022-12-30,15.0
2023-01-03,15.43
2023-01-04,15.63
2023-01-05,15.56
2023-01-06,15.46
2023-01-09,15.5
2023-01-10,15.24
2023-01-11,15.14
2023-01-12,15.39
2023-01-13,15.19
2023-01-16,15.41
2023-01-17,15.3
2023-01-18,15.54
2023-01-19,15.76
2023-01-20,15.81
2023-01-30,16.08
2023-01-31,16.2
2023-02-01,16.35
2023-02-02,16.26
2023-02-03,16.38
2023-02-06,16.32
2023-02-07,16.63
2023-02-08,16.62
2023-02-09,16.66
2023-02-10,16.76
2023-02-13,16.85
2023-02-14,17.14
2023-02-15,17.62
2023-02-16,16.82
2023-02-17,17.02
2023-02-20,16.89
2023-02-21,16.8
2023-02-22,17.18
2023-02-23,16.89
2023-02-24,16.73
2023-02-27,16.57
2023-02-28,16.97
2023-03-01,16.99
2023-03-02,17.02
2023-03-03,16.84
2023-03-06,16.89
2023-03-07,16.48
2023-03-08,16.86
2023-03-09,17.15
2023-03-10,16.89
2023-03-13,16.71
2023-03-14,16.29
2023-03-15,16.63
2023-03-16,16.31
2023-03-17,16.35
2023-03-20,16.36
2023-03-21,16.6
2023-03-22,16.76
2023-03-23,16.67
2023-03-24,16.62
2023-03-27,16.97
2023-03-28,16.75
2023-03-29,16.38
2023-03-30,15.92
2023-03-31,16.01
2023-04-03,16.21
2023-04-04,15.83
2023-04-06,15.72
2023-04-07,16.05
2023-04-10,15.62
2023-04-11,15.46
2023-04-12,15.7
2023-04-13,15.7
2023-04-14,15.91
2023-04-17,15.82
2023-04-18,15.62
2023-04-19,15.51
2023-04-20,15.23
2023-04-21,14.98
2023-04-24,15.0
2023-04-25,14.52
2023-04-26,15.15
2023-04-27,15.31
2023-04-28,15.33
2023-05-04,15.56
2023-05-05,15.55
2023-05-08,15.55
2023-05-09,15.24
2023-05-10,15.47
2023-05-11,15.57
2023-05-12,15.52
2023-05-15,15.59
2023-05-16,15.64
2023-05-17,15.84
2023-05-18,15.95
2023-05-19,15.77
2023-05-22,15.97
2023-05-23,15.8
2023-05-24,15.91
2023-05-25,16.0
2023-05-26,15.96
2023-05-29,15.73
2023-05-30,15.82
2023-05-31,15.82
2023-06-01,15.69
2023-06-02,15.87
2023-06-05,15.85
2023-06-06,15.43
2023-06-07,15.56
2023-06-08,15.42
2023-06-09,15.22
2023-06-12,15.36
2023-06-13,15.45
2023-06-14,15.16
2023-06-15,15.23
2023-06-16,15.22
2023-06-19,15.02
2023-06-20,15.07
2023-06-21,15.04
2023-06-26,14.8
2023-06-27,15.24
2023-06-28,15.26
2023-06-29,15.5
2023-06-30,15.67
2023-07-03,15.77
2023-07-04,15.75
2023-07-05,15.78
2023-07-06,15.87
2023-07-07,15.85
2023-07-10,15.87
2023-07-11,16.03
2023-07-12,15.97
2023-07-13,16.05
2023-07-14,16.27
2023-07-17,17.51
2023-07-18,16.97
2023-07-19,17.22
2023-07-20,16.96
2023-07-21,16.73
2023-07-24,16.83
2023-07-25,17.06
2023-07-26,17.68
2023-07-27,17.3
2023-07-28,16.95
2023-07-31,17.05
2023-08-01,16.79
2023-08-02,16.66
2023-08-03,16.55
2023-08-04,16.43
2023-08-07,16.36
2023-08-08,16.55
2023-08-09,16.57
2023-08-10,17.09
2023-08-11,16.76
2023-08-14,16.67
2023-08-15,16.6
2023-08-16,16.65
2023-08-17,17.05
2023-08-18,17.85
2023-08-21,19.27
2023-08-22,17.8
2023-08-23,17.77
2023-08-24,16.79
2023-08-25,20.19
2023-08-28,21.32
2023-08-29,20.59
2023-08-30,18.7
2023-08-31,19.07
2023-09-01,17.77
2023-09-04,17.7
2023-09-05,17.97
2023-09-06,17.47
2023-09-07,17.03
2023-09-08,17.23
2023-09-11,17.43
2023-09-12,17.54
2023-09-13,18.09
2023-09-14,17.6
2023-09-15,17.3
2023-09-18,17.48
2023-09-19,17.18
2023-09-20,16.76
2023-09-21,16.67
2023-09-22,17.03
2023-09-25,17.03
2023-09-26,17.25
2023-09-27,17.46
2023-09-28,17.28
2023-10-09,17.24
2023-10-10,17.21
2023-10-11,16.98
2023-10-12,16.8
2023-10-13,16.46
2023-10-16,16.53
2023-10-17,16.42
2023-10-18,15.81
2023-10-19,15.8
2023-10-20,15.76
2023-10-23,15.39
2023-10-24,16.11
2023-10-25,16.64
2023-10-26,16.72
2023-10-27,16.85
2023-10-30,17.04
2023-10-31,17.2
2023-11-01,17.47
2023-11-02,17.31
2023-11-03,17.31
2023-11-06,17.49
2023-11-07,17.54
2023-11-08,17.44
2023-11-09,17.44
2023-11-10,17.42
2023-11-13,17.73
2023-11-14,17.7
2023-11-15,17.82
2023-11-16,17.58
2023-11-17,17.78
2023-11-20,17.9
2023-11-21,17.71
2023-11-22,17.66
2023-11-23,17.92
2023-11-24,17.63
2023-11-27,17.58
2023-11-28,17.73
2023-11-29,17.54
2023-11-30,17.56
2023-12-01,17.46
2023-12-04,17.63
2023-12-05,17.33
2023-12-06,17.63
2023-12-07,17.35
2023-12-08,16.92
2023-12-11,16.82
2023-12-12,17.04
2023-12-13,17.0
2023-12-14,17.15
2023-12-15,17.21
2023-12-18,17.02
2023-12-19,16.93
2023-12-20,17.13
2023-12-21,17.24
2023-12-22,16.84
2023-12-25,16.42
2023-12-26,16.4
2023-12-27,16.59
2023-12-28,17.02
2023-12-29,17.22
2024-01-02,17.81
2024-01-03,17.6
2024-01-04,17.73
2024-01-05,17.59
2024-01-08,17.33
2024-01-09,17.48
2024-01-10,17.17
2024-01-11,17.52
2024-01-12,17.71
2024-01-15,17.34
2024-01-16,17.26
2024-01-17,16.8
2024-01-18,16.4
2024-01-19,16.13
2024-01-22,14.87
2024-01-23,14.52
2024-01-24,14.79
2024-01-25,15.92
2024-01-26,16.12
2024-01-29,15.24
2024-01-30,14.69
2024-01-31,13.47
2024-02-01,12.99
2024-02-02,11.97
2024-02-05,9.55
2024-02-06,9.14
2024-02-07,7.9
2024-02-08,8.94
2024-02-19,9.71
2024-02-20,9.86
2024-02-21,10.38
2024-02-22,10.91
2024-02-23,11.53
2024-02-26,12.1
2024-02-27,12.43
2024-02-28,10.67
2024-02-29,11.26
2024-03-01,11.37
2024-03-04,11.2
2024-03-05,10.88
2024-03-06,11.13
2024-03-07,11.23
2024-03-08,11.21
2024-03-11,11.5
2024-03-12,11.79
2024-03-13,11.88
2024-03-14,12.0
2024-03-15,12.69
2024-03-18,12.93
2024-03-19,12.74
2024-03-20,13.0
2024-03-21,12.89
2024-03-22,12.5
2024-03-25,12.14
2024-03-26,12.47
2024-03-27,11.77
2024-03-28,12.32
2024-03-29,12.76
2024-04-01,12.95
2024-04-02,12.96
2024-04-03,13.11
2024-04-08,12.43
2024-04-09,12.46
2024-04-10,12.11
2024-04-11,12.33
2024-04-12,12.04
2024-04-15,10.69
2024-04-16,9.21
2024-04-17,10.79
2024-04-18,10.4
2024-04-19,10.21
2024-04-22,9.9
2024-04-23,10.34
2024-04-24,10.84
2024-04-25,10.99
2024-04-26,10.87
2024-04-29,11.47
2024-04-30,11.33
2024-05-06,11.69
2024-05-07,11.86
2024-05-08,11.55
2024-05-09,11.71
2024-05-10,11.51
2024-05-13,11.14
2024-05-14,11.37
2024-05-15,11.37
2024-05-16,11.65
2024-05-17,11.82
2024-05-20,11.83
2024-05-21,11.58
2024-05-22,11.57
2024-05-23,11.18
2024-05-24,11.12
2024-05-27,11.24
2024-05-28,10.96
2024-05-29,11.28
2024-05-30,11.17
2024-05-31,11.23
2024-06-03,10.55
2024-06-04,10.21
2024-06-05,10.0
2024-06-06,9.22
2024-06-07,9.97
2024-06-11,9.8
2024-06-12,10.26
2024-06-13,10.25
2024-06-14,10.2
2024-06-17,9.88
2024-06-18,10.18
2024-06-19,10.18
2024-06-20,9.83
2024-06-21,9.82
2024-06-24,9.22
2024-06-25,9.68
2024-06-26,10.28
2024-06-27,10.0
2024-06-28,9.82
2024-07-01,10.0
2024-07-02,10.22
2024-07-03,10.05
2024-07-04,9.67
2024-07-05,9.96
2024-07-08,9.54
2024-07-09,9.83
2024-07-10,9.53
2024-07-11,9.96
2024-07-12,9.89
2024-07-15,9.59
2024-07-16,9.51
2024-07-17,9.36
2024-07-18,9.29
2024-07-19,9.41
2024-07-22,9.61
2024-07-23,9.54
2024-07-24,9.59
2024-07-25,9.86
2024-07-26,9.88
2024-07-29,9.95
2024-07-30,10.0
2024-07-31,10.23
2024-08-01,10.22
2024-08-02,10.03
2024-08-05,9.79
2024-08-06,10.05
2024-08-07,10.18
2024-08-08,10.12
2024-08-09,10.07
2024-08-12,11.46
2024-08-13,10.3
2024-08-14,10.57
2024-08-15,10.48
2024-08-16,10.17
2024-08-19,10.04
2024-08-20,9.83
2024-08-21,9.78
2024-08-22,9.61
2024-08-23,9.37
2024-08-26,9.71
2024-08-27,9.61
2024-08-28,9.64
2024-08-29,10.07
2024-08-30,10.18
2024-09-02,10.25
2024-09-03,10.36
2024-09-04,10.17
2024-09-05,10.26
2024-09-06,10.12
2024-09-09,10.14
2024-09-10,10.31
2024-09-11,10.22
2024-09-12,10.18
2024-09-13,10.08
2024-09-18,9.77
2024-09-19,10.12
2024-09-20,9.99
2024-09-23,9.97
2024-09-24,10.32
2024-09-25,10.41
2024-09-26,10.6
2024-09-27,11.13
2024-09-30,12.53
2024-10-08,13.58
2024-10-09,12.05
2024-10-10,12.71
