day,open,high,low,close,volume,amount
2026-01-22 11:25:00,3.760,3.760,3.750,3.750,33300,125078.0000
2026-01-22 11:30:00,3.750,3.760,3.750,3.750,23000,86296.0000
2026-01-22 13:05:00,3.760,3.770,3.750,3.770,627700,2359395.0000
2026-01-22 13:10:00,3.760,3.770,3.760,3.770,55100,207242.0000
2026-01-22 13:15:00,3.770,3.770,3.760,3.770,96900,364610.0000
2026-01-22 13:20:00,3.770,3.770,3.760,3.770,172700,650138.0000
2026-01-22 13:25:00,3.760,3.780,3.760,3.770,760700,2868514.0000
2026-01-22 13:30:00,3.770,3.770,3.760,3.760,84000,316444.0000
2026-01-22 13:35:00,3.760,3.770,3.760,3.770,229600,864205.0000
2026-01-22 13:40:00,3.770,3.770,3.760,3.770,96800,364285.0000
2026-01-22 13:45:00,3.760,3.770,3.760,3.770,174800,658710.0000
2026-01-22 13:50:00,3.770,3.770,3.760,3.770,67100,252745.0000
2026-01-22 13:55:00,3.760,3.770,3.760,3.770,146000,549442.0000
2026-01-22 14:00:00,3.760,3.770,3.760,3.760,81700,307337.0000
2026-01-22 14:05:00,3.760,3.770,3.760,3.760,191100,718896.0000
2026-01-22 14:10:00,3.760,3.770,3.750,3.760,357400,1344033.0000
2026-01-22 14:15:00,3.770,3.770,3.760,3.770,218400,821619.0000
2026-01-22 14:20:00,3.760,3.770,3.760,3.760,170200,641122.0000
2026-01-22 14:25:00,3.760,3.770,3.750,3.770,397500,1494018.0000
2026-01-22 14:30:00,3.760,3.770,3.750,3.770,326800,1228492.0000
2026-01-22 14:35:00,3.760,3.770,3.760,3.760,282800,1063924.0000
2026-01-22 14:40:00,3.760,3.770,3.760,3.770,129800,488262.0000
2026-01-22 14:45:00,3.770,3.770,3.760,3.770,266600,1003606.0000
2026-01-22 14:50:00,3.760,3.770,3.760,3.770,545100,2051131.0000
2026-01-22 14:55:00,3.760,3.770,3.760,3.760,728800,2741954.0000
2026-01-22 15:00:00,3.760,3.770,3.750,3.760,489300,1838453.0000
2026-01-23 09:35:00,3.760,3.790,3.750,3.760,743500,2798606.0000
2026-01-23 09:40:00,3.760,3.760,3.740,3.760,656500,2461766.0000
2026-01-23 09:45:00,3.760,3.760,3.740,3.740,241959,905913.6641
2026-01-23 09:50:00,3.750,3.750,3.740,3.750,218400,817707.9995
2026-01-23 09:55:00,3.740,3.750,3.740,3.740,207600,777210.0035
2026-01-23 10:00:00,3.740,3.750,3.730,3.740,725041,2711918.3481
2026-01-23 10:05:00,3.750,3.750,3.730,3.740,371000,1387460.0000
2026-01-23 10:10:00,3.740,3.750,3.740,3.740,210700,788294.0000
2026-01-23 10:15:00,3.740,3.750,3.740,3.750,290300,1087022.0000
2026-01-23 10:20:00,3.740,3.750,3.740,3.740,102700,384219.0000
2026-01-23 10:25:00,3.740,3.750,3.740,3.740,174100,651317.0000
2026-01-23 10:30:00,3.750,3.750,3.740,3.740,142700,533761.0000
2026-01-23 10:35:00,3.740,3.750,3.730,3.740,289200,1081468.0000
2026-01-23 10:40:00,3.730,3.740,3.730,3.740,201100,750540.0000
2026-01-23 10:45:00,3.740,3.740,3.730,3.730,202400,755708.0000
2026-01-23 10:50:00,3.740,3.740,3.730,3.740,168300,628638.0000
2026-01-23 10:55:00,3.740,3.740,3.730,3.740,358900,1338915.0000
2026-01-23 11:00:00,3.730,3.740,3.730,3.740,71600,267296.0000
2026-01-23 11:05:00,3.730,3.740,3.730,3.730,167600,625938.0000
2026-01-23 11:10:00,3.730,3.740,3.730,3.730,180700,674113.0000
2026-01-23 11:15:00,3.730,3.740,3.710,3.720,817800,3047609.0000
2026-01-23 11:20:00,3.720,3.730,3.720,3.730,220900,821968.0000
2026-01-23 11:25:00,3.730,3.730,3.720,3.730,135300,503482.0000
2026-01-23 11:30:00,3.730,3.730,3.720,3.720,90400,336667.0000
2026-01-23 13:05:00,3.720,3.740,3.720,3.740,561600,2094948.0000
2026-01-23 13:10:00,3.730,3.740,3.730,3.730,64600,241218.0000
2026-01-23 13:15:00,3.740,3.740,3.730,3.740,66200,247131.0000
2026-01-23 13:20:00,3.740,3.740,3.730,3.740,92300,344725.0000
2026-01-23 13:25:00,3.730,3.740,3.730,3.740,366400,1369888.0000
2026-01-23 13:30:00,3.740,3.750,3.730,3.740,145600,545543.0000
2026-01-23 13:35:00,3.750,3.750,3.740,3.740,35100,131537.0000
2026-01-23 13:40:00,3.740,3.750,3.740,3.750,60100,224897.0000
2026-01-23 13:45:00,3.740,3.750,3.730,3.730,113400,423926.0000
2026-01-23 13:50:00,3.730,3.740,3.720,3.730,304000,1133694.0000
2026-01-23 13:55:00,3.720,3.740,3.720,3.730,92100,343586.0000
2026-01-23 14:00:00,3.730,3.740,3.720,3.740,107500,400941.0000
2026-01-23 14:05:00,3.730,3.740,3.720,3.730,94000,350933.0000
2026-01-23 14:10:00,3.730,3.740,3.730,3.730,49200,183720.0000
2026-01-23 14:15:00,3.740,3.740,3.730,3.730,58400,217896.0000
2026-01-23 14:20:00,3.740,3.740,3.730,3.730,120500,450192.0000
2026-01-23 14:25:00,3.730,3.740,3.730,3.730,68900,257148.0000
2026-01-23 14:30:00,3.730,3.740,3.730,3.740,68000,253926.0000
2026-01-23 14:35:00,3.730,3.740,3.730,3.740,275900,1029821.0000
2026-01-23 14:40:00,3.730,3.740,3.730,3.740,141700,529177.0000
2026-01-23 14:45:00,3.730,3.740,3.730,3.730,635200,2373623.0000
2026-01-23 14:50:00,3.740,3.740,3.730,3.740,185902,694115.4600
2026-01-23 14:55:00,3.730,3.740,3.730,3.740,279900,1045191.0000
2026-01-23 15:00:00,3.740,3.740,3.730,3.730,554000,2068061.0000
2026-01-26 09:35:00,3.730,3.750,3.710,3.720,1034300,3858259.0000
2026-01-26 09:40:00,3.720,3.730,3.700,3.710,917400,3407831.0000
2026-01-26 09:45:00,3.720,3.730,3.700,3.710,615800,2287192.0000
2026-01-26 09:50:00,3.710,3.720,3.690,3.700,507200,1878707.0000
2026-01-26 09:55:00,3.700,3.710,3.680,3.700,650300,2404218.0000
2026-01-26 10:00:00,3.690,3.700,3.670,3.670,1142500,4204970.0000
2026-01-26 10:05:00,3.680,3.690,3.680,3.690,275100,1014359.0000
2026-01-26 10:10:00,3.700,3.700,3.680,3.700,261500,964707.0000
2026-01-26 10:15:00,3.690,3.710,3.690,3.690,318400,1178688.0000
2026-01-26 10:20:00,3.690,3.710,3.690,3.700,575000,2127413.0000
2026-01-26 10:25:00,3.700,3.710,3.680,3.690,361300,1335339.0000
2026-01-26 10:30:00,3.700,3.710,3.680,3.700,224300,829338.0000
2026-01-26 10:35:00,3.700,3.720,3.690,3.720,459000,1701043.0000
2026-01-26 10:40:00,3.720,3.730,3.720,3.720,186500,694993.0000
2026-01-26 10:45:00,3.720,3.730,3.710,3.720,161100,599307.0000
2026-01-26 10:50:00,3.730,3.730,3.710,3.710,201600,749346.0000
2026-01-26 10:55:00,3.710,3.730,3.710,3.720,188800,701884.0000
2026-01-26 11:00:00,3.720,3.730,3.710,3.710,152400,566137.0000
2026-01-26 11:05:00,3.710,3.730,3.710,3.720,199600,742843.0000
2026-01-26 11:10:00,3.730,3.730,3.720,3.720,213900,796116.0000
2026-01-26 11:15:00,3.730,3.730,3.720,3.720,175800,654857.0000
2026-01-26 11:20:00,3.720,3.730,3.720,3.720,208400,776382.0000
2026-01-26 11:25:00,3.730,3.730,3.720,3.720,113900,424026.0000
2026-01-26 11:30:00,3.730,3.730,3.710,3.710,295300,1097864.0000
2026-01-26 13:05:00,3.720,3.730,3.710,3.720,258700,962289.0000
2026-01-26 13:10:00,3.720,3.730,3.720,3.730,92300,343473.0000
2026-01-26 13:15:00,3.720,3.730,3.710,3.710,202600,753142.0000
2026-01-26 13:20:00,3.710,3.720,3.710,3.710,69900,259495.0000
2026-01-26 13:25:00,3.720,3.720,3.710,3.720,168400,626168.0000
2026-01-26 13:30:00,3.720,3.720,3.690,3.700,619500,2294506.0000
2026-01-26 13:35:00,3.690,3.700,3.690,3.690,128300,473777.0000
2026-01-26 13:40:00,3.690,3.700,3.690,3.700,71000,262249.0000
2026-01-26 13:45:00,3.700,3.700,3.680,3.690,377900,1394974.0000
2026-01-26 13:50:00,3.690,3.690,3.680,3.680,141500,520915.0000
2026-01-26 13:55:00,3.680,3.690,3.680,3.690,61500,226552.0000
2026-01-26 14:00:00,3.680,3.690,3.680,3.680,70300,258977.0000
2026-01-26 14:05:00,3.680,3.690,3.680,3.680,46500,171241.0000
2026-01-26 14:10:00,3.690,3.690,3.680,3.690,320600,1180002.0000
2026-01-26 14:15:00,3.690,3.700,3.680,3.690,273600,1009915.0000
2026-01-26 14:20:00,3.700,3.700,3.680,3.700,191800,708196.0000
2026-01-26 14:25:00,3.690,3.710,3.690,3.700,192600,712947.0000
2026-01-26 14:30:00,3.710,3.710,3.700,3.700,79600,294747.0000
2026-01-26 14:35:00,3.710,3.730,3.710,3.710,346500,1287443.0000
2026-01-26 14:40:00,3.710,3.720,3.710,3.720,215000,798626.0000
2026-01-26 14:45:00,3.720,3.720,3.710,3.720,227100,844443.0000
2026-01-26 14:50:00,3.720,3.730,3.710,3.730,479700,1784323.0000
2026-01-26 14:55:00,3.720,3.730,3.710,3.710,234800,873106.0000
2026-01-26 15:00:00,3.710,3.730,3.710,3.720,401600,1494343.0000
2026-01-27 09:35:00,3.730,3.740,3.690,3.700,677100,2516213.0000
2026-01-27 09:40:00,3.710,3.720,3.700,3.710,425800,1579261.0000
2026-01-27 09:45:00,3.720,3.720,3.680,3.690,662500,2446652.0000
2026-01-27 09:50:00,3.690,3.690,3.660,3.660,648500,2380297.0000
2026-01-27 09:55:00,3.660,3.660,3.630,3.630,1030400,3755186.0002
2026-01-27 10:00:00,3.640,3.650,3.610,3.610,958038,3472573.1437
2026-01-27 10:05:00,3.610,3.650,3.610,3.630,699000,2532320.9951
2026-01-27 10:10:00,3.650,3.650,3.620,3.640,660500,2402634.0015
2026-01-27 10:15:00,3.630,3.660,3.630,3.650,316600,1154886.0000
2026-01-27 10:20:00,3.660,3.660,3.640,3.650,359900,1313360.0000
2026-01-27 10:25:00,3.650,3.660,3.650,3.660,126500,462731.0000
2026-01-27 10:30:00,3.660,3.660,3.630,3.650,294800,1074474.0000
2026-01-27 10:35:00,3.650,3.650,3.630,3.640,108900,396393.0000
2026-01-27 10:40:00,3.640,3.660,3.630,3.650,198100,721911.0000
2026-01-27 10:45:00,3.660,3.660,3.640,3.640,93000,339827.0000
2026-01-27 10:50:00,3.650,3.650,3.640,3.640,81100,295410.0000
2026-01-27 10:55:00,3.640,3.650,3.630,3.630,60000,218286.0000
2026-01-27 11:00:00,3.640,3.640,3.630,3.640,35900,130463.0000
2026-01-27 11:05:00,3.640,3.650,3.630,3.640,146400,532822.0000
2026-01-27 11:10:00,3.650,3.650,3.640,3.650,23900,87060.0000
2026-01-27 11:15:00,3.650,3.650,3.630,3.640,206700,752413.0005
2026-01-27 11:20:00,3.640,3.650,3.630,3.640,259900,945121.0027
2026-01-27 11:25:00,3.640,3.640,3.630,3.640,62100,225550.0000
2026-01-27 11:30:00,3.630,3.640,3.630,3.640,195800,712413.0000
2026-01-27 13:05:00,3.650,3.650,3.630,3.640,203200,739745.0000
2026-01-27 13:10:00,3.640,3.650,3.640,3.650,55800,203244.0000
