时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2026-02-05 09:35:00,7.22,7.29,7.31,7.19,0.69,0.05,23529,17035889.0,1.66,0.91
2026-02-05 09:40:00,7.29,7.32,7.34,7.29,0.41,0.03,10715,7838345.0,0.69,0.42
2026-02-05 09:45:00,7.31,7.31,7.35,7.3,-0.14,-0.01,10325,7565821.0,0.68,0.4
2026-02-05 09:50:00,7.32,7.36,7.4,7.32,0.68,0.05,9925,7311184.0,1.09,0.39
2026-02-05 09:55:00,7.37,7.4,7.43,7.36,0.54,0.04,9873,7309538.0,0.95,0.38
2026-02-05 10:00:00,7.41,7.4,7.43,7.4,0.0,0.0,5961,4419110.0,0.41,0.23
2026-02-05 10:05:00,7.4,7.39,7.41,7.37,-0.14,-0.01,9398,6946997.0,0.54,0.37
2026-02-05 10:10:00,7.39,7.36,7.39,7.36,-0.41,-0.03,4889,3603828.0,0.41,0.19
2026-02-05 10:15:00,7.36,7.37,7.38,7.35,0.14,0.01,2890,2127198.0,0.41,0.11
2026-02-05 10:20:00,7.37,7.37,7.39,7.36,0.0,0.0,4472,3297808.0,0.41,0.17
2026-02-05 10:25:00,7.37,7.37,7.38,7.35,0.0,0.0,2653,1952548.0,0.41,0.1
2026-02-05 10:30:00,7.36,7.34,7.37,7.34,-0.41,-0.03,3370,2478482.0,0.41,0.13
2026-02-05 10:35:00,7.34,7.42,7.44,7.33,1.09,0.08,12987,9604203.0,1.5,0.5
2026-02-05 10:40:00,7.42,7.43,7.43,7.41,0.13,0.01,3688,2737240.0,0.27,0.14
2026-02-05 10:45:00,7.42,7.39,7.43,7.39,-0.54,-0.04,2297,1701583.0,0.54,0.09
2026-02-05 10:50:00,7.39,7.39,7.4,7.38,0.0,0.0,1737,1283861.0,0.27,0.07
2026-02-05 10:55:00,7.39,7.35,7.4,7.34,-0.54,-0.04,2712,1996084.0,0.81,0.11
2026-02-05 11:00:00,7.35,7.32,7.35,7.32,-0.41,-0.03,3677,2696313.0,0.41,0.14
2026-02-05 11:05:00,7.32,7.33,7.34,7.32,0.14,0.01,1787,1309704.0,0.27,0.07
2026-02-05 11:10:00,7.32,7.35,7.35,7.32,0.27,0.02,1597,1171746.0,0.41,0.06
2026-02-05 11:15:00,7.34,7.34,7.35,7.32,-0.14,-0.01,1864,1367503.0,0.41,0.07
2026-02-05 11:20:00,7.33,7.33,7.35,7.32,-0.14,-0.01,1770,1298320.0,0.41,0.07
2026-02-05 11:25:00,7.33,7.36,7.36,7.33,0.41,0.03,1309,961213.0,0.41,0.05
2026-02-05 11:30:00,7.36,7.34,7.37,7.33,-0.27,-0.02,904,664378.0,0.54,0.04
2026-02-05 13:05:00,7.34,7.32,7.35,7.32,-0.27,-0.02,3170,2325075.0,0.41,0.12
2026-02-05 13:10:00,7.32,7.3,7.33,7.3,-0.27,-0.02,1585,1159362.0,0.41,0.06
