时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2026-02-05 09:35:00,5.36,5.39,5.45,5.36,0.0,0.0,9988,5386489.0,1.67,0.31
2026-02-05 09:40:00,5.4,5.4,5.42,5.38,0.19,0.01,2097,1131843.0,0.74,0.07
2026-02-05 09:45:00,5.4,5.4,5.43,5.39,0.0,0.0,1939,1049980.0,0.74,0.06
2026-02-05 09:50:00,5.41,5.42,5.42,5.4,0.37,0.02,2079,1125291.0,0.37,0.06
2026-02-05 09:55:00,5.42,5.44,5.44,5.42,0.37,0.02,2024,1098581.0,0.37,0.06
2026-02-05 10:00:00,5.44,5.46,5.47,5.44,0.37,0.02,5846,3189198.0,0.55,0.18
2026-02-05 10:05:00,5.45,5.45,5.48,5.45,-0.18,-0.01,5080,2774003.0,0.55,0.16
2026-02-05 10:10:00,5.45,5.45,5.46,5.44,0.0,0.0,794,432870.0,0.37,0.02
2026-02-05 10:15:00,5.45,5.44,5.45,5.43,-0.18,-0.01,3544,1929857.0,0.37,0.11
2026-02-05 10:20:00,5.45,5.42,5.45,5.42,-0.37,-0.02,2533,1376004.0,0.55,0.08
2026-02-05 10:25:00,5.43,5.42,5.44,5.41,0.0,0.0,3147,1706133.0,0.55,0.1
2026-02-05 10:30:00,5.42,5.42,5.45,5.41,0.0,0.0,1510,820755.0,0.74,0.05
2026-02-05 10:35:00,5.43,5.43,5.43,5.41,0.18,0.01,1506,816026.0,0.37,0.05
2026-02-05 10:40:00,5.42,5.41,5.43,5.41,-0.37,-0.02,489,264871.0,0.37,0.02
2026-02-05 10:45:00,5.42,5.41,5.43,5.39,0.0,0.0,2170,1173909.0,0.74,0.07
2026-02-05 10:50:00,5.41,5.41,5.43,5.4,0.0,0.0,986,533227.0,0.55,0.03
2026-02-05 10:55:00,5.41,5.4,5.42,5.39,-0.18,-0.01,1340,723747.0,0.55,0.04
2026-02-05 11:00:00,5.39,5.38,5.39,5.38,-0.37,-0.02,2234,1203625.0,0.19,0.07
2026-02-05 11:05:00,5.38,5.38,5.4,5.37,0.0,0.0,1809,974886.0,0.56,0.06
2026-02-05 11:10:00,5.38,5.4,5.4,5.38,0.37,0.02,806,434295.0,0.37,0.03
2026-02-05 11:15:00,5.39,5.38,5.4,5.37,-0.37,-0.02,673,362304.0,0.56,0.02
2026-02-05 11:20:00,5.38,5.39,5.4,5.38,0.19,0.01,403,217195.0,0.37,0.01
2026-02-05 11:25:00,5.39,5.4,5.4,5.39,0.19,0.01,252,136008.0,0.19,0.01
2026-02-05 11:30:00,5.41,5.41,5.41,5.39,0.19,0.01,738,398971.0,0.37,0.02
2026-02-05 13:05:00,5.41,5.4,5.41,5.39,-0.18,-0.01,1655,892699.0,0.37,0.05
2026-02-05 13:10:00,5.4,5.38,5.41,5.38,-0.37,-0.02,621,334605.0,0.56,0.02
2026-02-05 13:15:00,5.37,5.38,5.39,5.37,0.0,0.0,226,121588.0,0.37,0.01
2026-02-05 13:20:00,5.38,5.4,5.4,5.38,0.37,0.02,459,247221.0,0.37,0.01
2026-02-05 13:25:00,5.4,5.4,5.4,5.39,0.0,0.0,440,237465.0,0.19,0.01
2026-02-05 13:30:00,5.39,5.39,5.39,5.38,-0.19,-0.01,492,265119.0,0.19,0.02
2026-02-05 13:35:00,5.39,5.38,5.39,5.37,-0.19,-0.01,493,265053.0,0.37,0.02
