时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2026-02-05 09:35:00,5.56,5.61,5.62,5.53,0.36,0.02,18316,10207190.0,1.61,0.54
2026-02-05 09:40:00,5.61,5.58,5.61,5.57,-0.53,-0.03,9276,5183040.0,0.71,0.27
2026-02-05 09:45:00,5.58,5.6,5.62,5.57,0.36,0.02,9069,5084842.0,0.9,0.27
2026-02-05 09:50:00,5.61,5.59,5.61,5.59,-0.18,-0.01,3783,2118494.0,0.36,0.11
2026-02-05 09:55:00,5.59,5.64,5.65,5.59,0.89,0.05,11203,6305415.0,1.07,0.33
2026-02-05 10:00:00,5.65,5.65,5.7,5.64,0.18,0.01,16032,9079618.0,1.06,0.47
2026-02-05 10:05:00,5.65,5.65,5.67,5.65,0.0,0.0,5578,3155972.0,0.35,0.16
2026-02-05 10:10:00,5.65,5.64,5.65,5.63,-0.18,-0.01,3799,2141029.0,0.35,0.11
2026-02-05 10:15:00,5.63,5.65,5.66,5.63,0.18,0.01,4814,2718020.0,0.53,0.14
2026-02-05 10:20:00,5.65,5.63,5.65,5.62,-0.35,-0.02,2937,1654960.0,0.53,0.09
2026-02-05 10:25:00,5.63,5.64,5.65,5.62,0.18,0.01,4150,2340773.0,0.53,0.12
2026-02-05 10:30:00,5.63,5.62,5.64,5.62,-0.35,-0.02,1547,871253.0,0.35,0.05
2026-02-05 10:35:00,5.62,5.64,5.64,5.61,0.36,0.02,3013,1696338.0,0.53,0.09
2026-02-05 10:40:00,5.63,5.63,5.64,5.63,-0.18,-0.01,1968,1108447.0,0.18,0.06
2026-02-05 10:45:00,5.63,5.64,5.64,5.62,0.18,0.01,2272,1280052.0,0.36,0.07
2026-02-05 10:50:00,5.64,5.63,5.64,5.62,-0.18,-0.01,1919,1080403.0,0.35,0.06
2026-02-05 10:55:00,5.62,5.62,5.63,5.62,-0.18,-0.01,2284,1284118.0,0.18,0.07
2026-02-05 11:00:00,5.62,5.61,5.62,5.6,-0.18,-0.01,2397,1345138.0,0.36,0.07
