时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2026-02-05 09:35:00,5.3,5.31,5.32,5.26,-0.19,-0.01,8183,4334023.0,1.13,0.25
2026-02-05 09:40:00,5.31,5.35,5.39,5.29,0.75,0.04,6921,3703647.0,1.88,0.21
2026-02-05 09:45:00,5.36,5.34,5.38,5.34,-0.19,-0.01,3693,1980087.0,0.75,0.11
2026-02-05 09:50:00,5.34,5.33,5.36,5.33,-0.19,-0.01,2112,1129062.0,0.56,0.06
2026-02-05 09:55:00,5.33,5.34,5.35,5.32,0.19,0.01,2885,1537778.0,0.56,0.09
2026-02-05 10:00:00,5.34,5.36,5.37,5.34,0.37,0.02,4282,2294223.0,0.56,0.13
2026-02-05 10:05:00,5.35,5.34,5.36,5.33,-0.37,-0.02,2566,1371511.0,0.56,0.08
2026-02-05 10:10:00,5.33,5.34,5.34,5.32,0.0,0.0,2140,1141004.0,0.37,0.07
2026-02-05 10:15:00,5.34,5.34,5.35,5.33,0.0,0.0,2107,1124134.0,0.37,0.06
2026-02-05 10:20:00,5.34,5.31,5.34,5.31,-0.56,-0.03,2636,1403098.0,0.56,0.08
2026-02-05 10:25:00,5.31,5.3,5.31,5.29,-0.19,-0.01,5326,2823168.0,0.38,0.16
2026-02-05 10:30:00,5.31,5.29,5.31,5.29,-0.19,-0.01,3131,1659896.0,0.38,0.1
2026-02-05 10:35:00,5.29,5.3,5.31,5.29,0.19,0.01,2776,1469747.0,0.38,0.08
2026-02-05 10:40:00,5.31,5.29,5.31,5.29,-0.19,-0.01,701,371572.0,0.38,0.02
2026-02-05 10:45:00,5.3,5.29,5.3,5.28,0.0,0.0,2851,1508308.0,0.38,0.09
2026-02-05 10:50:00,5.29,5.27,5.3,5.27,-0.38,-0.02,1682,888509.0,0.57,0.05
2026-02-05 10:55:00,5.29,5.29,5.3,5.27,0.38,0.02,3610,1904654.0,0.57,0.11
2026-02-05 11:00:00,5.28,5.29,5.3,5.27,0.0,0.0,4063,2148693.0,0.57,0.12
2026-02-05 11:05:00,5.3,5.29,5.31,5.29,0.0,0.0,2955,1568068.0,0.38,0.09
2026-02-05 11:10:00,5.29,5.3,5.3,5.29,0.19,0.01,392,207690.0,0.19,0.01
2026-02-05 11:15:00,5.3,5.3,5.31,5.29,0.0,0.0,843,446634.0,0.38,0.03
2026-02-05 11:20:00,5.3,5.31,5.31,5.29,0.19,0.01,438,232277.0,0.38,0.01
2026-02-05 11:25:00,5.3,5.32,5.32,5.3,0.19,0.01,626,332252.0,0.38,0.02
2026-02-05 11:30:00,5.32,5.31,5.32,5.31,-0.19,-0.01,650,345663.0,0.19,0.02
2026-02-05 13:05:00,5.31,5.31,5.32,5.3,0.0,0.0,440,233788.0,0.38,0.01
2026-02-05 13:10:00,5.32,5.32,5.32,5.3,0.19,0.01,1096,582290.0,0.38,0.03
2026-02-05 13:15:00,5.32,5.31,5.32,5.3,-0.19,-0.01,606,322006.0,0.38,0.02
2026-02-05 13:20:00,5.31,5.32,5.33,5.31,0.19,0.01,356,189501.0,0.38,0.01
2026-02-05 13:25:00,5.32,5.31,5.34,5.31,-0.19,-0.01,1008,536824.0,0.56,0.03
