时间,开盘,收盘,最高,最低,涨跌幅,涨跌额,成交量,成交额,振幅,换手率
2026-02-05 09:35:00,7.76,7.71,7.76,7.65,0.0,0.0,4892,3768861.0,1.43,0.16
2026-02-05 09:40:00,7.7,7.7,7.73,7.69,-0.13,-0.01,1793,1382385.0,0.52,0.06
2026-02-05 09:45:00,7.7,7.71,7.75,7.7,0.13,0.01,3283,2536023.0,0.65,0.11
2026-02-05 09:50:00,7.74,7.71,7.74,7.71,0.0,0.0,508,392499.0,0.39,0.02
2026-02-05 09:55:00,7.71,7.75,7.75,7.71,0.52,0.04,1401,1082819.0,0.52,0.05
2026-02-05 10:00:00,7.75,7.75,7.77,7.74,0.0,0.0,2932,2273102.0,0.39,0.1
2026-02-05 10:05:00,7.74,7.73,7.75,7.71,-0.26,-0.02,480,371155.0,0.52,0.02
2026-02-05 10:10:00,7.72,7.73,7.73,7.71,0.0,0.0,614,474014.0,0.26,0.02
2026-02-05 10:15:00,7.72,7.75,7.75,7.71,0.26,0.02,1015,784894.0,0.52,0.03
2026-02-05 10:20:00,7.74,7.73,7.75,7.72,-0.26,-0.02,1473,1139551.0,0.39,0.05
2026-02-05 10:25:00,7.73,7.72,7.74,7.72,-0.13,-0.01,700,540804.0,0.26,0.02
2026-02-05 10:30:00,7.72,7.72,7.74,7.71,0.0,0.0,784,605322.0,0.39,0.03
2026-02-05 10:35:00,7.71,7.74,7.74,7.71,0.26,0.02,599,462445.0,0.39,0.02
2026-02-05 10:40:00,7.74,7.71,7.74,7.71,-0.39,-0.03,368,283986.0,0.39,0.01
2026-02-05 10:45:00,7.71,7.71,7.72,7.7,0.0,0.0,1172,903921.0,0.26,0.04
2026-02-05 10:50:00,7.7,7.7,7.71,7.69,-0.13,-0.01,1405,1082114.0,0.26,0.05
2026-02-05 10:55:00,7.7,7.69,7.71,7.69,-0.13,-0.01,1002,770849.0,0.26,0.03
2026-02-05 11:00:00,7.69,7.69,7.69,7.67,0.0,0.0,1599,1229107.0,0.26,0.05
2026-02-05 11:05:00,7.69,7.68,7.71,7.67,-0.13,-0.01,847,651191.0,0.52,0.03
