rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,ma,days,scale,trigger_days
zz2000_and_cyb_below_ma30_days13:scale0.50,30.62265611574919,11.41313729079962,2.4896847582872614,-11.248066086049423,7543.560116945168,-0.44487830782018634,0.035037414735700434,0.9535463551002774,31.537318412076097,13.186097114350684,2.2261508880697867,-11.248066086049423,1449.9827663046904,-0.30822980188569815,0.04712241464657341,0.9535463551002774,32.36151029063868,15.763989064936077,1.9346089550830885,-11.248066086049423,306.1862599777756,0.21351148740332349,0.07045356031097638,0.9535463551003112,26.25503228108681,15.21240229665394,1.6819939066746108,-11.248066086049436,101.2868450253484,-1.0628314158877004,-0.025947799031587504,0.9535463551002881,15.42285332580482,14.738290087729913,1.0948877985367638,-11.248066086049423,15.41152236116623,-2.413215932654179,-0.10154456789693644,0.9535463551003325,30,13,0.5,180
zz2000_and_cyb_below_ma30_days13:scale0.75,30.848991807787197,11.547306823321197,2.477689931705464,-11.565440214904754,7761.412440429783,-0.21854261578218015,0.023042588153903143,0.6361722262449465,31.697589066764852,13.362775399320903,2.2079589440231,-11.56544021490472,1468.969686182389,-0.1479591471969428,0.028930470599886515,0.6361722262449803,32.26438840359225,15.996024845892274,1.9040738005357691,-11.565440214904788,304.6984278024637,0.1163896003568965,0.03991840576365702,0.6361722262449465,26.790444940997425,15.34358615279891,1.6978386806335524,-11.565440214904754,103.85911597095428,-0.5274187559770844,-0.010103025072645933,0.6361722262449696,16.632430847384573,15.013520710105963,1.1504563137370627,-11.565440214904765,16.62014899052835,-1.2036384110744258,-0.045976052696637515,0.6361722262449909,30,13,0.75,180
zz2000_and_cyb_below_ma30_days14:scale0.25,30.74609414453149,11.443119499473871,2.4920397359379245,-12.201612441149745,7661.659042785614,-0.32144027903788697,0.03739239238636349,-4.440892098500626e-14,31.72603863674688,13.227220411961044,2.2309040232338737,-12.201612441149745,1472.3618368171883,-0.11950957721491662,0.05187554981066045,-4.440892098500626e-14,32.79294884175488,15.850787129938684,1.9463075224078374,-12.201612441149734,312.84855297537035,0.644950038519525,0.08215212763572532,0.0,24.872568213738933,15.308402403276682,1.5970269209485637,-12.201612441149711,94.74537817408364,-2.4452954832355758,-0.11091478475763461,1.2434497875801753e-14,12.686224162055204,15.046039660052852,0.9081639129968911,-12.201612441149745,12.677012421023326,-5.149845096403794,-0.28826845343680907,1.0658141036401503e-14,30,14,0.25,157
zz2000_and_cyb_below_ma30_days14:scale0.50,30.859154613100827,11.500383654555588,2.4880213376517752,-12.201612441149724,7771.329706331946,-0.20837981046854992,0.033373994100214244,-2.3092638912203256e-14,31.774976722743965,13.302388823742712,2.221954943672349,-12.20161244114969,1478.212356545327,-0.07057149121783013,0.04292647024913565,1.0658141036401503e-14,32.59076877997118,15.944692870350016,1.925808813819857,-12.201612441149745,309.7156827382375,0.44276997673582486,0.061653419047744906,-1.0658141036401503e-14,25.687792431939126,15.349563074440557,1.6375972278089381,-12.201612441149766,98.58537329900332,-1.630071265035383,-0.07034447789726017,-4.263256414560601e-14,14.38470292302716,15.111783727032366,1.008798018983242,-12.201612441149734,14.374181175516298,-3.451366335431839,-0.18763434745045826,2.1316282072803006e-14,30,14,0.5,157
zz2000_and_cyb_below_ma30_days14:scale0.75,30.96631922899824,11.598140180898401,2.4753723176482123,-12.201612441149724,7876.622225990582,-0.10121519457113592,0.020724974096651305,-2.3092638912203256e-14,31.81483728755228,13.430183688444467,2.2044369372187917,-12.201612441149766,1482.9921335028257,-0.030710926409515338,0.025408463795578484,-6.572520305780927e-14,32.37580396613089,16.100800399074842,1.898184498362784,-12.201612441149711,306.4055969094683,0.22780516289553532,0.034029103590671905,2.3092638912203256e-14,26.50290985641064,15.421572389105606,1.6746109670977447,-12.201612441149711,102.47501050709774,-0.8149538405638701,-0.03333073860845359,1.2434497875801753e-14,16.10128662336281,15.225105706798134,1.1051278086868772,-12.201612441149734,16.089423379816136,-1.7347826350961881,-0.091304557746823,2.1316282072803006e-14,30,14,0.75,157
zz2000_and_cyb_below_ma30_days15:scale0.25,30.910871435774865,11.474895928574256,2.4968704471289818,-12.201612441149734,7821.9791629501615,-0.15666298779451182,0.04222310357742076,-3.375077994860476e-14,31.98713090329186,13.26752632285263,2.2400480211676554,-12.201612441149745,1503.8024968532216,0.14158268933006468,0.06101954774444218,-4.440892098500626e-14,32.97781463978677,15.911549014272097,1.948610855195166,-12.20161244114969,315.7298753810838,0.8298158365514183,0.08445546042305385,4.440892098500626e-14,25.868338975771586,15.351621832683598,1.6471967417300228,-12.201612441149766,99.44258399705541,-1.4495247212029234,-0.06074496397617546,-4.263256414560601e-14,14.229428720266469,15.132865136793516,0.9981720275558252,-12.201612441149724,14.219027453260003,-3.6066405381925293,-0.19826033887787498,3.197442310920451e-14,30,15,0.25,139
zz2000_and_cyb_below_ma30_days15:scale0.50,30.96850686525725,11.526004017722178,2.490283374564045,-12.201612441149766,7878.78534788839,-0.09902755831212673,0.035636031012483915,-6.572520305780927e-14,31.948194459216662,13.33460378867456,2.2271523853617525,-12.201612441149711,1499.0781719588008,0.1026462452548671,0.048123911938539266,-1.0658141036401503e-14,32.71225942328175,15.991864812719598,1.926579290166489,-12.201612441149724,311.5959449423649,0.5642606200463973,0.06242389539437698,1.0658141036401503e-14,26.35421321078062,15.38330980880124,1.6703764590977381,-12.201612441149724,101.76169501899048,-0.9636504861938882,-0.03756524660846017,0.0,15.424795151173786,15.179281311733767,1.067585810973813,-12.201612441149734,15.413462666920118,-2.4112741072852124,-0.1288465554598872,2.1316282072803006e-14,30,15,0.5,139
zz2000_and_cyb_below_ma30_days15:scale0.75,31.02074279291578,11.613100849175535,2.4760534181327127,-12.201612441149745,7930.599716017835,-0.04679163065359759,0.021406074581151735,-4.440892098500626e-14,31.901018168211714,13.448869027351106,2.2066143017902498,-12.201612441149678,1493.3708542504648,0.05546995424991863,0.02758582836703649,2.3092638912203256e-14,32.43566898312462,16.12758986720485,1.8982264869347723,-12.201612441149724,307.3252572696924,0.28767017988926824,0.03407109216266013,1.0658141036401503e-14,26.83740021868544,15.44086613104349,1.690637931655761,-12.201612441149711,104.08574171042831,-0.4804634782890709,-0.01730377405043737,1.2434497875801753e-14,16.627013041005245,15.263514894326628,1.1338033788939756,-12.2016124411497,16.614735462475295,-1.2090562174537531,-0.06262898753972457,5.5067062021407764e-14,30,15,0.75,139
zz2000_and_cyb_below_ma30_days16:scale0.25,30.8294053646198,11.492599038808526,2.4875684217245295,-12.201612441149724,7742.332283364214,-0.23812905894957836,0.03292107817296852,-2.3092638912203256e-14,31.97622716366415,13.287147949195575,2.236289322912096,-12.201612441149756,1502.478234927775,0.13067894970235372,0.05726084948888266,-5.5067062021407764e-14,33.08638008722655,15.936012982832482,1.9512101431233564,-12.201612441149724,317.42946170901814,0.9383812839911982,0.08705474835124427,1.0658141036401503e-14,26.388727331321604,15.379047204712595,1.6726558228912685,-12.20161244114969,101.92711379211042,-0.929136365652905,-0.035285882814929836,3.375077994860476e-14,15.653407531652054,15.219991135292638,1.078776983194963,-12.201612441149756,15.641895986060428,-2.182661726806945,-0.11765538323873725,0.0,30,16,0.25,124
zz2000_and_cyb_below_ma30_days16:scale0.50,30.913833488041355,11.54036804755264,2.4835651832206986,-12.2016124411497,7824.889322295326,-0.1537009355280219,0.028917839669137635,0.0,31.94049328218076,13.35094601318654,2.2241353087590383,-12.201612441149734,1498.1452402587265,0.09494506821896564,0.045106835335825046,-3.375077994860476e-14,32.78390283583366,16.01318930720469,1.927745884310875,-12.201612441149745,312.7079728232938,0.6359040325983045,0.0635904895387629,-1.0658141036401503e-14,26.701518350539576,15.405915227219365,1.6868277291967804,-12.201612441149678,103.43037909210935,-0.6163453464349331,-0.02111397650941793,4.618527782440651e-14,16.380080467673185,15.250392152405665,1.120051943100503,-12.201612441149711,16.367997703700276,-1.4559887907858133,-0.07638042333319728,4.440892098500626e-14,30,16,0.5,124
zz2000_and_cyb_below_ma30_days16:scale0.75,30.993225828706095,11.6215124868643,2.4724663748354336,-12.201612441149756,7903.265595092476,-0.07430859486328245,0.017819031283872633,-5.5067062021407764e-14,31.896952346555917,13.458600807799021,2.20487844846719,-12.2016124411497,1492.879836312524,0.05140413259412213,0.02584997504397668,0.0,32.47112338239513,16.14066294546266,1.8985518068203775,-12.201612441149711,307.87070048133876,0.32312457915977433,0.03439641204826538,2.3092638912203256e-14,27.011238287083582,15.454304233976915,1.6985915087359817,-12.201612441149734,104.92621872985156,-0.3066254098909269,-0.009350196970216551,-1.0658141036401503e-14,17.10764240890368,15.305475034702432,1.1593201944594025,-12.201612441149756,17.094984618838982,-0.7284268495553192,-0.037112171974297725,0.0,30,16,0.75,124
zz2000_and_cyb_below_ma30_days17:scale0.25,30.6682405462557,11.585762316620606,2.4574520820278307,-12.201612441149711,7586.975100467273,-0.3992938773136778,0.002804738476269719,-1.0658141036401503e-14,31.67114815856,13.411575206489745,2.1988689370067025,-12.201612441149711,1465.822942537984,-0.1744000554017937,0.019840463583489232,-1.0658141036401503e-14,32.22357016918147,16.114122557117934,1.889318994813614,-12.2016124411497,304.07442672010967,0.07557136594611791,0.025163600041501866,3.375077994860476e-14,26.755389785238528,15.391090865006522,1.6911989748489753,-12.201612441149724,103.69003461557726,-0.5624739117359816,-0.016742730857222998,0.0,16.663811999099366,15.258833632346313,1.1362700090040871,-12.201612441149724,16.651505357830644,-1.1722572593596325,-0.06016235742961307,3.197442310920451e-14,30,17,0.25,110
zz2000_and_cyb_below_ma30_days17:scale0.50,30.804376678228863,11.613787576924446,2.461126613866207,-12.201612441149724,7718.013800869818,-0.2631577453405143,0.006479270314645902,-2.3092638912203256e-14,31.734087552566216,13.449011825237218,2.196817663071952,-12.201612441149734,1473.3227368168898,-0.11146066139557931,0.017789189648738546,-3.375077994860476e-14,32.20436241758864,16.15255098118491,1.8842694998953489,-12.201612441149711,303.78105826809775,0.05636361435328752,0.020114105123236747,2.3092638912203256e-14,26.946091080336497,15.415562776271782,1.6989828948541579,-12.201612441149734,104.61097340841054,-0.37177261663801175,-0.008958810852040422,-1.0658141036401503e-14,17.055948265131704,15.281164179983808,1.1578886056327944,-12.201612441149724,17.04333143360577,-0.7801209933272943,-0.038543760800905824,3.197442310920451e-14,30,17,0.5,110
zz2000_and_cyb_below_ma30_days17:scale0.75,30.937479716575254,11.663753233147093,2.4601515989209464,-12.201612441149724,7848.157283638413,-0.13005470699412314,0.005504255369385369,-2.3092638912203256e-14,31.79222647698832,13.514999609459604,2.1901467265419168,-12.201612441149724,1480.2792198261839,-0.05332173697347642,0.011118253118703514,-2.3092638912203256e-14,32.179175880531034,16.22040806462202,1.8758394672875416,-12.201612441149711,303.39663141569383,0.031177077295680533,0.011684072515429467,2.3092638912203256e-14,27.133587140030045,15.459924892125839,1.70455901456399,-12.2016124411497,105.51913591241396,-0.18427655694446443,-0.0033826911422083494,2.3092638912203256e-14,17.446704735415388,15.32325887703318,1.1779614239127956,-12.2016124411497,17.433777911384784,-0.3893645230436107,-0.018470942520904643,5.5067062021407764e-14,30,17,0.75,110
zz2000_and_cyb_below_ma30_days18:scale0.25,30.835765568703376,11.606230717127255,2.4648020222751654,-12.2016124411497,7748.523314108909,-0.23176885486600085,0.010154678723604427,0.0,31.914790415599327,13.440496094819038,2.20872744813639,-12.20161244114979,1495.03510252801,0.06924220163753247,0.029698974713176618,-8.881784197001252e-14,32.53950678090356,16.153704949179016,1.900509954616708,-12.201612441149734,308.92438553405935,0.3915079776682049,0.03635455984459579,0.0,27.227461046901258,15.413585556611181,1.7142381797536719,-12.201612441149745,105.97483476468592,-0.09040265007325132,0.006296474047473577,-2.1316282072803006e-14,17.973336479707957,15.329730278405188,1.2081693734827945,-12.201612441149734,17.959990465304564,0.1372672212489583,0.011737007049094306,2.1316282072803006e-14,30,18,0.25,98
zz2000_and_cyb_below_ma30_days18:scale0.50,30.915682092134556,11.630692860676062,2.465322787774317,-12.201612441149711,7826.706048622802,-0.1518523314348208,0.010675444222755903,-1.0658141036401503e-14,31.89578114547391,13.47308263151204,2.2025994805162092,-12.201612441149724,1492.7384188917495,0.05023293151211661,0.023571007092995977,-2.3092638912203256e-14,32.413598516621,16.18558533339843,1.8909544625962091,-12.2016124411497,306.9860120737162,0.26559971338564736,0.026799067824097023,3.375077994860476e-14,27.26049636782171,15.434518093727501,1.7138860269003868,-12.201612441149756,106.13536060905817,-0.057367329152800295,0.005944321194188529,-3.197442310920451e-14,17.928634900609875,15.340464458126496,1.2048366219812163,-12.201612441149734,17.91532453048823,0.09256564215087693,0.008404255547516115,2.1316282072803006e-14,30,18,0.5,98
zz2000_and_cyb_below_ma30_days18:scale0.75,30.992942158623737,11.673813301083786,2.461904190156936,-12.201612441149656,7902.984265128978,-0.07459226494563964,0.007256846605375067,4.440892098500626e-14,31.87270362667778,13.529394362974523,2.192651343201326,-12.2016124411497,1489.9542130386128,0.02715541271598454,0.01362286977811289,0.0,32.2830967991877,16.240210764998032,1.8788020249186759,-12.201612441149745,304.98468638774483,0.13509799595234995,0.014646630146563755,-1.0658141036401503e-14,27.29063246823977,15.471367555864054,1.7117768298952454,-12.201612441149724,106.28187124156172,-0.027231228734738266,0.003835124189047079,0.0,17.88287930897623,15.358896156524562,1.2009211654651386,-12.201612441149724,17.869605411586377,0.046810050517230195,0.004488799031438395,3.197442310920451e-14,30,18,0.75,98
zz2000_and_cyb_below_ma30_days19:scale0.25,30.987681852279803,11.617132229380125,2.4729855699983,-12.201612441149678,7897.769034672028,-0.07985257128957457,0.018338226446739103,2.3092638912203256e-14,32.04283876959322,13.451673153893012,2.2145033865743122,-12.20161244114969,1510.583614015626,0.1972905556314224,0.035474913151098963,1.0658141036401503e-14,32.67941967609585,16.156559366755715,1.9070215349782993,-12.201612441149766,311.0870179309031,0.5314208728604939,0.042866140206187175,-3.197442310920451e-14,27.4105378122379,15.417460945360187,1.7236243045381652,-12.201612441149756,106.8654945924667,0.09267411526339231,0.015682598831966876,-3.197442310920451e-14,18.48381746018568,15.342398731953141,1.236849132407262,-12.201612441149734,18.470063576482755,0.6477482017266816,0.0404167659735617,2.1316282072803006e-14,30,19,0.25,87
zz2000_and_cyb_below_ma30_days19:scale0.50,31.016767449795026,11.640041375006076,2.4703315176076424,-12.201612441149745,7926.645381473368,-0.05076697377435124,0.015684174056081357,-4.440892098500626e-14,31.980846264896744,13.482789161967876,2.206082733677539,-12.201612441149756,1503.0391057482943,0.1352980509349493,0.02705426025432578,-5.5067062021407764e-14,32.50664703692576,16.18873105310103,1.8951493798811456,-12.20161244114969,308.41779499324423,0.35864823369040977,0.030993985109033506,4.440892098500626e-14,27.382462118849936,15.438480143126961,1.7199910556257285,-12.201612441149745,106.72874129985016,0.06459842187542719,0.012049349919530217,-2.1316282072803006e-14,18.268336797271132,15.353107849229605,1.2236430684446706,-12.201612441149734,18.25475526434255,0.432267538812134,0.027210702010970422,2.1316282072803006e-14,30,19,0.5,87
zz2000_and_cyb_below_ma30_days19:scale0.75,31.04338797725701,11.679516930345688,2.4641868756596996,-12.20161244114969,7953.160116227775,-0.024146446312368397,0.009539532108138626,1.0658141036401503e-14,31.915085080029936,13.535362036484244,2.19421250093919,-12.201612441149756,1495.0707270771886,0.06953686606814102,0.015184027515976695,-5.5067062021407764e-14,32.32950629057647,16.24239976046242,1.8808257150074814,-12.20161244114969,305.6955008979788,0.18150748734111488,0.016670320235369296,4.440892098500626e-14,27.351571343422478,15.474034179354673,1.7147512977768296,-12.201612441149756,106.57834574416248,0.03370764644796864,0.006809592070631254,-3.197442310920451e-14,18.052420252434942,15.36731337850648,1.2101672984571903,-12.20161244114969,18.039011149598274,0.2163509939759436,0.013734932023490076,6.572520305780927e-14,30,19,0.75,87
zz2000_and_cyb_below_ma30_days20:scale0.25,30.963205733823962,11.62269029790119,2.4701865609653866,-12.201612441149711,7873.544569173489,-0.1043286897454152,0.015539217413825579,-1.0658141036401503e-14,31.88877621828872,13.457145786189125,2.204637000309697,-12.201612441149724,1491.8928403646014,0.04322800432692375,0.02560852688648385,-2.3092638912203256e-14,32.4306987046189,16.164684055277807,1.8940241138918608,-12.201612441149678,307.24883937797455,0.2826999013835447,0.029868719119748643,5.684341886080802e-14,27.252174740262202,15.421765455247183,1.7147311316903011,-12.201612441149734,106.09491614544572,-0.06568895671230734,0.006789425984102815,-1.0658141036401503e-14,18.042160940704612,15.353506915043155,1.2105239015803608,-12.201612441149724,18.028760024195844,0.20609168224561358,0.014091535146660616,3.197442310920451e-14,30,20,0.25,77
zz2000_and_cyb_below_ma30_days20:scale0.50,31.000359185897718,11.644944326310515,2.4682221179077004,-12.201612441149711,7910.343157779468,-0.067175237671659,0.013574774356139407,-1.0658141036401503e-14,31.8780910603776,13.487612725996653,2.1993377163744294,-12.201612441149678,1490.6037921045565,0.032542846415804405,0.020309242951216167,2.3092638912203256e-14,32.34086245913761,16.195942307000795,1.8863069325269397,-12.201612441149745,305.86958551857555,0.19286365590225785,0.022151537754827588,-1.0658141036401503e-14,27.27682251174648,15.44222722992373,1.7139784428597329,-12.201612441149734,106.21472369892216,-0.041041185228028354,0.006036737153534588,-1.0658141036401503e-14,17.974069087418123,15.362403931117651,1.2059673912351812,-12.201612441149734,17.96072248874927,0.13799982895912422,0.00953502480148094,2.1316282072803006e-14,30,20,0.5,77
zz2000_and_cyb_below_ma30_days20:scale0.75,31.035138555713317,11.682557793047838,2.4630156552379514,-12.201612441149766,7944.934702960217,-0.03239586785606008,0.008368311686390406,-6.572520305780927e-14,31.86368546323479,13.53834958212935,2.190765239433387,-12.201612441149734,1488.867400272972,0.018137249272996314,0.011736766010173927,-3.375077994860476e-14,32.24663143548052,16.24688656843966,1.876325415772549,-12.201612441149745,304.426876830697,0.09863263224517027,0.012170021000436959,-1.0658141036401503e-14,27.298720529847564,15.476342422443201,1.7117067659554432,-12.201612441149656,106.32120423525562,-0.01914316712694486,0.0037650602492449448,6.750155989720952e-14,17.905372137047838,15.372902396030982,1.2012697616991534,-12.2016124411497,17.89208031167544,0.06930287858883943,0.004837395265453237,5.5067062021407764e-14,30,20,0.75,77
