pair,lb_a,lb_b,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_win_rate,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_win_rate,full_common_annual,full_common_vol,full_common_sharpe,full_common_max_dd,full_common_calmar,full_common_total_return,full_common_win_rate,entry_exit_cost_sum,rebalance_cost_sum,total_cost_sum,avg_prev_weight,avg_next_weight,last_3y_annual_delta_vs_16,last_3y_sharpe_delta_vs_16,last_3y_maxdd_delta_vs_16,last_5y_annual_delta_vs_16,last_5y_sharpe_delta_vs_16,last_5y_maxdd_delta_vs_16,full_common_annual_delta_vs_16,full_common_sharpe_delta_vs_16,full_common_maxdd_delta_vs_16
14/18,14,18,0.32551074645952394,0.1515128609556224,2.1484034055357513,-0.1277194895593998,2.5486380158772506,1.3257519398375077,0.6216216216216216,0.38467482053236246,0.1602208173572804,2.4009041201841237,-0.12771948955939963,3.011872517337758,4.089114558678405,0.6721311475409836,0.33506264537954333,0.11513682776273607,2.9101257337922424,-0.1439636535020149,2.3274113793927427,104.30711503070219,0.6494845360824743,0.513,0.187139999999994,0.700139999999994,0.7677155282680993,0.7679713481708877,0.016404107001349866,0.07912855337521574,-0.02165572122871369,0.026291217668831912,0.1537304085418758,-0.019956610425234084,0.013076844665175447,0.10723940285325773,-0.031041179810253325
12/17,12,17,0.30892453757112404,0.14987882935141392,2.0611619326623045,-0.10604417818111869,2.913168293345579,1.2396680873232806,0.6486486486486487,0.3815663965527578,0.1594664206282426,2.3927695564340006,-0.10604417818111903,3.5981833524237263,4.032256020276552,0.6885245901639344,0.33566027687647493,0.11486489930256923,2.9222180049303113,-0.10604417818111882,3.1652871721367095,105.15343413769962,0.654639175257732,0.5970000000000001,0.187259999999994,0.7842599999999941,0.7649616368286445,0.7652173913043478,-0.0001821018870500346,-0.008112919498231008,1.9590149567413895e-05,0.023182793689227266,0.1455958447917527,0.0017187009530465203,0.013674476162107041,0.1193316739913266,0.006878295510642757
13/16,13,16,0.33357287659428536,0.15055482654355132,2.2156239308461627,-0.12742309112522066,2.6178369528524317,1.3683794077356253,0.6486486486486487,0.3798763502161493,0.15976018157655367,2.3777911771721456,-0.1274230911252206,2.9812206473851672,4.001556062418405,0.6557377049180327,0.3436948434761542,0.11470016784838324,2.9964633001275836,-0.12742309112522102,2.697272844671449,116.02164590122445,0.6391752577319587,0.561,0.187439999999994,0.748439999999994,0.7624648427512145,0.7627205318332907,0.02446623713611129,0.1463490786856272,-0.02135932279453455,0.021492747352618746,0.13061746552989772,-0.019660211991055054,0.021709042761786312,0.1935769691885989,-0.014500617433459442
14/16,14,16,0.3242630542883669,0.15140262111637065,2.141726820166031,-0.13065303408590576,2.4818639425944022,1.3192009518414305,0.6756756756756757,0.37917419634061833,0.15984178809672575,2.3721844009350486,-0.1306530340859064,2.9021461230766783,3.9888454666415134,0.6557377049180327,0.33700416416340184,0.1147889572127199,2.9358587476222673,-0.13065303408590698,2.5793826107537225,106.97390192917278,0.634020618556701,0.543,0.1858199999999941,0.728819999999994,0.7593965737663002,0.7596522628483764,0.01515641483019281,0.07245196800549536,-0.02458926575521965,0.020790593477087782,0.12501068929280068,-0.02289015495174085,0.015018363449033956,0.13297241668328263,-0.017730560394145403
11/17,11,17,0.29913512017158705,0.14881921241409735,2.0100571379132672,-0.10135560189256444,2.951342743627197,1.1898704600805643,0.6756756756756757,0.3722220136680203,0.15919320036889395,2.338177841801538,-0.1013556018925644,3.6724365177424603,3.864383972830101,0.7049180327868853,0.33304654194943684,0.11461542512303043,2.9057741712508434,-0.10381936929366126,3.2079422579363635,101.85436777096447,0.6494845360824743,0.633,0.187499999999994,0.820499999999994,0.7621483375959079,0.7624040920716113,-0.009971519286587016,-0.059217714247268294,0.004708166438121664,0.013838410804489776,0.09100413015929032,0.006407277241601145,0.01106074123506895,0.10288784031185871,0.009103104398100317
12/16,12,16,0.305424412403573,0.14896332094094167,2.050332997910689,-0.10108741514601888,3.021389081542872,1.2217776619699792,0.6756756756756757,0.3705503918093356,0.15875916624333353,2.3340409286439887,-0.10108741514601877,3.6656431591814163,3.834831479021563,0.6721311475409836,0.3420880911721389,0.11427148955588762,2.9936434057318495,-0.10108741514601857,3.3840818926668574,113.7861686299378,0.6494845360824743,0.5970000000000001,0.18749999999999412,0.7844999999999941,0.7655331117361288,0.7657888008182051,-0.003682227054601084,-0.018941854249846735,0.004976353184667229,0.01216678894580503,0.08686721700174083,0.006675463988146779,0.02010229045777101,0.19075707479286486,0.011835058545743002
11/15,11,15,0.31376702709383264,0.14868331554180708,2.1103042123486073,-0.10010817085980267,3.134279893428982,1.264577685009316,0.6756756756756757,0.36953455497989807,0.1584701466922772,2.331887504953681,-0.10010817085980242,3.6913525819727218,3.8169428458903836,0.6557377049180327,0.33794021110294836,0.11447704839755869,2.952034629066792,-0.10182494941227972,3.318835050284778,108.28604780257521,0.6391752577319587,0.6390000000000001,0.18593999999999422,0.8249399999999942,0.7597137014314929,0.7599693251533742,0.004660387635658569,0.041029360188071795,0.005955597470883436,0.011150952116367518,0.08471379331143325,0.007654708274363126,0.015954410388580476,0.14914829812780717,0.011097524279481852
9/18,9,18,0.29874660948181186,0.15283321805320005,1.9547230195586178,-0.10654828353637295,2.803861306501734,1.1879095187531696,0.7027027027027027,0.3757011213348651,0.16129334526113348,2.3293032996904244,-0.106548283536373,3.5261114385442904,3.9263542887290273,0.7213114754098361,0.3410714629243947,0.11592465858715095,2.9421821645304287,-0.10654828353637268,3.2010976770729695,112.21041967796684,0.6597938144329897,0.6030000000000001,0.191549999999994,0.794549999999994,0.7689946277820414,0.7692504476848299,-0.010360029976362206,-0.1145518326019177,-0.00048451520568684736,0.01731751847133456,0.0821295880481765,0.0012145955977925504,0.019085662210026832,0.13929583359144404,0.006374190155388898
13/15,13,15,0.30975444748703373,0.14719879000824126,2.1043274028929955,-0.13047126082870178,2.374120135879704,1.2439240888471024,0.6486486486486487,0.36752950401448503,0.157799187801981,2.3290962972235976,-0.13047126082870214,2.816938394555875,3.7817897940881995,0.6557377049180327,0.340741517388774,0.11389317935168111,2.991764031247447,-0.13047126082870197,2.61162125072233,112.0343019577168,0.6494845360824743,0.597,0.185099999999994,0.782099999999994,0.7584355828220859,0.7586912065439673,0.0006478080288596644,0.03505255073245994,-0.024407492498015673,0.009145901150954483,0.08192258558134968,-0.022708381694536595,0.01875571667440612,0.18887770030846252,-0.0175487871369404
10/17,10,17,0.28353255052291626,0.14832616358403966,1.9115477921888706,-0.11831165573377918,2.3964887378544635,1.1120357124346367,0.6756756756756757,0.3682077608731895,0.1585969851680844,2.321656748285317,-0.11831165573377912,3.1121850048461677,3.7936581139114356,0.7049180327868853,0.3350451587390626,0.11494124015828164,2.914925559161215,-0.11831165573377925,2.8318863146752804,104.36821803636357,0.6597938144329897,0.663,0.1881299999999941,0.8511299999999941,0.7641943734015345,0.7644501278772379,-0.02557408893525781,-0.15772705997166492,-0.012247887403093072,0.009824158009658968,0.07448303664306932,-0.010548776599613577,0.013059358024694712,0.11203922822223022,-0.005389182042017673
