pair,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_win_rate,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_win_rate,full_common_annual,full_common_vol,full_common_sharpe,full_common_max_dd,full_common_calmar,full_common_total_return,full_common_win_rate,entry_exit_cost_sum,rebalance_cost_sum,total_cost_sum,avg_prev_weight,avg_next_weight
16/16,0.30910663945817407,0.14937920843885721,2.0692748521605355,-0.1060637683306861,2.914347135908277,1.2406014939301322,0.6756756756756757,0.35838360286353055,0.15948193101708266,2.247173711642248,-0.10776287913416555,3.325668409595297,3.624034905434433,0.6885245901639344,0.3219858007143679,0.11487651038866803,2.8028863309389846,-0.11292247369176157,2.851388126629915,88.99788130054229,0.634020618556701,0.621,0.18380999999999403,0.804809999999994,0.7627205318332907,0.7629762209153669
