rebalance_date,effective_date,exit_count,entry_count,blocked_entry_count,blocked_exit_count,buy_turnover_frac,sell_turnover_frac,turnover_frac_one_side,two_side_cost_rate,holding_count_after
1995-09-14,1995-09-15,0,0,0,0,0.0,0.0,0.0,0.0,0
1995-09-28,1995-09-29,0,0,0,0,0.0,0.0,0.0,0.0,0
1995-10-12,1995-10-13,0,0,0,0,0.0,0.0,0.0,0.0,0
1995-10-26,1995-10-27,0,0,0,0,0.0,0.0,0.0,0.0,0
1995-11-09,1995-11-10,0,0,0,0,0.0,0.0,0.0,0.0,0
1995-11-23,1995-11-24,0,0,0,0,0.0,0.0,0.0,0.0,0
1995-12-07,1995-12-08,0,0,0,0,0.0,0.0,0.0,0.0,0
1995-12-21,1995-12-22,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-01-04,1996-01-05,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-01-18,1996-01-19,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-02-01,1996-02-02,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-02-15,1996-02-16,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-03-07,1996-03-08,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-03-21,1996-03-22,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-04-04,1996-04-05,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-04-18,1996-04-19,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-05-02,1996-05-03,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-05-16,1996-05-17,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-05-30,1996-05-31,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-06-13,1996-06-14,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-06-27,1996-06-28,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-07-11,1996-07-12,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-07-25,1996-07-26,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-08-08,1996-08-09,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-08-22,1996-08-23,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-09-05,1996-09-06,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-09-19,1996-09-20,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-10-03,1996-10-04,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-10-17,1996-10-18,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-10-31,1996-11-01,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-11-14,1996-11-15,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-11-28,1996-11-29,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-12-12,1996-12-13,0,0,0,0,0.0,0.0,0.0,0.0,0
1996-12-26,1996-12-27,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-01-09,1997-01-10,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-01-23,1997-01-24,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-02-17,1997-02-18,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-02-27,1997-02-28,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-03-13,1997-03-14,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-03-27,1997-03-28,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-04-10,1997-04-11,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-04-24,1997-04-25,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-05-08,1997-05-09,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-05-22,1997-05-23,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-06-05,1997-06-06,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-06-19,1997-06-20,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-07-03,1997-07-04,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-07-17,1997-07-18,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-07-31,1997-08-01,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-08-14,1997-08-15,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-08-28,1997-08-29,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-09-11,1997-09-12,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-09-25,1997-09-26,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-10-09,1997-10-10,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-10-23,1997-10-24,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-11-06,1997-11-07,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-11-20,1997-11-21,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-12-04,1997-12-05,0,0,0,0,0.0,0.0,0.0,0.0,0
1997-12-18,1997-12-19,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-01-05,1998-01-06,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-01-15,1998-01-16,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-02-09,1998-02-10,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-02-19,1998-02-20,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-03-05,1998-03-06,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-03-19,1998-03-20,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-04-02,1998-04-03,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-04-16,1998-04-17,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-04-30,1998-05-04,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-05-14,1998-05-15,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-05-28,1998-05-29,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-06-11,1998-06-12,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-06-25,1998-06-26,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-07-09,1998-07-10,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-07-23,1998-07-24,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-08-06,1998-08-07,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-08-20,1998-08-21,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-09-03,1998-09-04,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-09-17,1998-09-18,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-10-05,1998-10-06,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-10-15,1998-10-16,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-10-29,1998-10-30,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-11-12,1998-11-13,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-11-26,1998-11-27,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-12-10,1998-12-11,0,0,0,0,0.0,0.0,0.0,0.0,0
1998-12-24,1998-12-25,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-01-07,1999-01-08,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-01-21,1999-01-22,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-02-04,1999-02-05,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-03-04,1999-03-05,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-03-18,1999-03-19,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-04-01,1999-04-02,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-04-15,1999-04-16,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-04-29,1999-04-30,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-05-13,1999-05-14,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-05-27,1999-05-28,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-06-10,1999-06-11,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-06-24,1999-06-25,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-07-08,1999-07-09,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-07-22,1999-07-23,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-08-05,1999-08-06,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-08-19,1999-08-20,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-09-02,1999-09-03,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-09-16,1999-09-17,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-09-30,1999-10-08,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-10-14,1999-10-15,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-10-28,1999-10-29,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-11-11,1999-11-12,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-11-25,1999-11-26,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-12-09,1999-12-10,0,0,0,0,0.0,0.0,0.0,0.0,0
1999-12-23,1999-12-24,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-01-06,2000-01-07,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-01-20,2000-01-21,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-02-14,2000-02-15,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-02-24,2000-02-25,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-03-09,2000-03-10,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-03-23,2000-03-24,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-04-06,2000-04-07,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-04-20,2000-04-21,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-05-08,2000-05-09,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-05-18,2000-05-19,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-06-01,2000-06-02,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-06-15,2000-06-16,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-06-29,2000-06-30,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-07-13,2000-07-14,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-07-27,2000-07-28,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-08-10,2000-08-11,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-08-24,2000-08-25,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-09-07,2000-09-08,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-09-21,2000-09-22,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-10-09,2000-10-10,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-10-19,2000-10-20,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-11-02,2000-11-03,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-11-16,2000-11-17,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-11-30,2000-12-01,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-12-14,2000-12-15,0,0,0,0,0.0,0.0,0.0,0.0,0
2000-12-28,2000-12-29,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-01-11,2001-01-12,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-02-05,2001-02-06,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-02-15,2001-02-16,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-03-01,2001-03-02,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-03-15,2001-03-16,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-03-29,2001-03-30,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-04-12,2001-04-13,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-04-26,2001-04-27,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-05-10,2001-05-11,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-05-24,2001-05-25,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-06-07,2001-06-08,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-06-21,2001-06-22,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-07-05,2001-07-06,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-07-19,2001-07-20,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-08-02,2001-08-03,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-08-16,2001-08-17,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-08-30,2001-08-31,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-09-13,2001-09-14,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-09-27,2001-09-28,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-10-11,2001-10-12,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-10-25,2001-10-26,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-11-08,2001-11-09,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-11-22,2001-11-23,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-12-06,2001-12-07,0,0,0,0,0.0,0.0,0.0,0.0,0
2001-12-20,2001-12-21,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-01-04,2002-01-07,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-01-17,2002-01-18,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-01-31,2002-02-01,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-02-25,2002-02-26,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-03-07,2002-03-08,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-03-21,2002-03-22,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-04-04,2002-04-05,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-04-18,2002-04-19,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-05-08,2002-05-09,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-05-16,2002-05-17,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-05-30,2002-05-31,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-06-13,2002-06-14,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-06-27,2002-06-28,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-07-11,2002-07-12,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-07-25,2002-07-26,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-08-08,2002-08-09,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-08-22,2002-08-23,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-09-05,2002-09-06,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-09-19,2002-09-20,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-10-08,2002-10-09,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-10-17,2002-10-18,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-10-31,2002-11-01,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-11-14,2002-11-15,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-11-28,2002-11-29,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-12-12,2002-12-13,0,0,0,0,0.0,0.0,0.0,0.0,0
2002-12-26,2002-12-27,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-01-09,2003-01-10,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-01-23,2003-01-24,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-02-13,2003-02-14,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-02-27,2003-02-28,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-03-13,2003-03-14,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-03-27,2003-03-28,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-04-10,2003-04-11,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-04-24,2003-04-25,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-05-15,2003-05-16,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-05-29,2003-05-30,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-06-12,2003-06-13,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-06-26,2003-06-27,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-07-10,2003-07-11,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-07-24,2003-07-25,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-08-07,2003-08-08,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-08-21,2003-08-22,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-09-04,2003-09-05,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-09-18,2003-09-19,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-10-08,2003-10-09,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-10-16,2003-10-17,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-10-30,2003-10-31,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-11-13,2003-11-14,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-11-27,2003-11-28,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-12-11,2003-12-12,0,0,0,0,0.0,0.0,0.0,0.0,0
2003-12-25,2003-12-26,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-01-08,2004-01-09,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-01-29,2004-01-30,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-02-12,2004-02-13,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-02-26,2004-02-27,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-03-11,2004-03-12,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-03-25,2004-03-26,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-04-08,2004-04-09,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-04-22,2004-04-23,0,0,0,0,0.0,0.0,0.0,0.0,0
2004-05-10,2004-05-11,0,0,0,0,0.0,0.0,0.0,0.0,0
