date,Top50,Top100
2010-01-27,1.0,1.0
2010-01-28,0.9881464911959196,0.9937862319845668
2010-01-29,0.9834231901714308,0.991375014852124
2010-02-01,0.9826435331634852,0.9892004483762268
2010-02-02,0.9847884549064658,0.9921580973974627
2010-02-03,0.9857358404238692,0.9927163011078182
2010-02-04,0.982313305461434,0.991637653462912
2010-02-05,0.9923215748474112,0.997708769760626
2010-02-08,0.9967715269575912,1.0010286595332434
2010-02-09,0.9982842824904672,0.99982894536711
2010-02-10,0.9952814051344008,1.000040367396401
2010-02-11,0.9988364454910952,1.002641231664463
2010-02-12,0.9955923259774456,0.9993634103237872
2010-02-22,0.992932820022032,0.9969140786868343
2010-02-23,0.989954021561966,0.9882295672912595
2010-02-24,0.989954021561966,0.9852648785893856
2010-02-25,0.989954021561966,0.9852648785893856
2010-02-26,0.989954021561966,0.9852648785893856
2010-03-01,0.9923780758415736,0.9843444041245452
2010-03-02,1.001628940697626,0.989693329771564
2010-03-03,1.000760428797497,0.9880084491064935
2010-03-04,1.0037807770529603,0.990656739450102
2010-03-05,1.0124751440786846,0.9977425533963546
2010-03-08,1.012663051030313,0.9981902178728448
2010-03-09,1.0133120147984769,0.996911952277492
2010-03-10,1.0160348275550666,1.0012622425857958
2010-03-11,1.020661758581862,1.0111296486055146
2010-03-12,1.0276949736949563,1.0161608080055913
2010-03-15,1.0276387061953036,1.0158446845846716
2010-03-16,1.0276012393326068,1.016471779026972
2010-03-17,1.0235942842242154,1.013207226790251
2010-03-18,1.0262778888780522,1.0165391565393247
2010-03-19,1.0300159042564898,1.018342386424798
2010-03-22,1.0363205354284928,1.0246444707526343
2010-03-23,1.0362022060806149,1.02602811924455
2010-03-24,1.0380691742746806,1.028035268611026
2010-03-25,1.0462034884354905,1.032829757318264
2010-03-26,1.039844357071284,1.0285804297418613
2010-03-29,1.0336293497748643,1.026343908756598
2010-03-30,1.034323726424018,1.0289505452112244
2010-03-31,1.0386273605396923,1.0308416228774462
2010-04-01,1.032137190416105,1.0263843205187329
2010-04-02,1.0395880981273522,1.0280657386659229
2010-04-06,1.0506578083039602,1.0339343890740864
2010-04-07,1.05411614157183,1.03907240543698
2010-04-08,1.0514462021208857,1.0383385208340268
2010-04-09,1.052208769611047,1.0369693421414556
2010-04-12,1.0534005358494876,1.0364706325478623
2010-04-13,1.0464052149252352,1.0321151367544292
2010-04-14,1.040064525801558,1.0292081889818292
2010-04-15,1.0458459307611268,1.035558483574623
2010-04-16,1.0420818276522166,1.0342432467016212
2010-04-19,1.0448259184590238,1.0358862354996905
2010-04-20,1.0306850800649767,1.0252504881513025
2010-04-21,1.0275930248247818,1.0185958145615253
2010-04-22,1.0275930248247818,1.0155400271178407
2010-04-23,1.0275930248247818,1.0155400271178407
2010-04-26,1.0275930248247818,1.0155400271178407
2010-04-27,1.0233392933363412,1.0155400271178407
2010-04-28,1.0202692754563325,1.0155400271178407
2010-04-29,1.0202692754563325,1.0155400271178407
2010-04-30,1.0202692754563325,1.0042282492592371
2010-05-04,1.0202692754563325,1.0012155645114595
2010-05-05,1.0202692754563325,1.0012155645114595
2010-05-06,1.0202692754563325,1.0012155645114595
2010-05-07,1.0202692754563325,1.0012155645114595
2010-05-10,1.0231122860420545,1.0012155645114595
2010-05-11,1.0322295043481942,1.0012155645114595
2010-05-12,1.0308806595673308,1.0012155645114595
2010-05-13,1.0203960625073107,1.0012155645114595
2010-05-14,1.0248843016360063,1.0012155645114595
2010-05-17,1.0321308331937864,1.003479303814505
2010-05-18,1.0176107914585877,0.9905987101773092
2010-05-19,1.0102721114063764,0.9876269140467772
2010-05-20,1.0112444174435955,0.9876269140467772
2010-05-21,1.002713550101231,0.9876269140467772
2010-05-24,0.9997054094509272,0.9876269140467772
2010-05-25,0.9997054094509272,0.9876269140467772
2010-05-26,0.9997054094509272,0.9876269140467772
2010-05-27,0.9997054094509272,0.9876269140467772
2010-05-28,1.0011182445205749,0.9876269140467772
2010-05-31,1.0052718114511052,0.9876269140467772
2010-06-01,1.0058991167734468,0.9876269140467772
2010-06-02,1.0050295357740364,0.9876269140467772
2010-06-03,1.0020144471667145,0.9876269140467772
2010-06-04,1.0020144471667145,0.9876269140467772
2010-06-07,1.0020144471667145,0.9876269140467772
2010-06-08,1.0020144471667145,0.9876269140467772
2010-06-09,1.0020144471667145,0.9876269140467772
2010-06-10,1.0020144471667145,0.9876269140467772
2010-06-11,1.0020144471667145,0.9876269140467772
2010-06-17,1.006295782310955,0.9876269140467772
2010-06-18,1.0026816095983662,0.981118886906612
2010-06-21,1.0011059003360876,0.9828548133112276
2010-06-22,1.0053792442986451,0.984908561325402
2010-06-23,1.003604538682561,0.9832283048730884
2010-06-24,1.0066264862593717,0.9827337971811316
2010-06-25,1.0040314596138444,0.981401515760602
2010-06-28,1.0134306289650856,0.987643486738193
2010-06-29,1.0167190999613915,0.9912142284202744
2010-06-30,1.0056506447372036,0.9850505158007208
2010-07-01,1.002633692802992,0.9836581957122108
2010-07-02,1.0042912545416085,0.9894220734440248
2010-07-05,1.007818713512395,0.9931798949280136
2010-07-06,1.0035076505862837,0.9888286123920966
2010-07-07,0.9983485094241406,0.9853672711574608
2010-07-08,1.0052413207030415,0.9923707488020828
2010-07-09,1.0036848148087525,0.992152003812112
2010-07-12,1.0076183709659547,0.9959111472411896
2010-07-13,1.011625011247601,0.998148284755506
2010-07-14,1.0111056147571302,0.9996100085340068
2010-07-15,1.0155067305610468,1.004120962447052
2010-07-16,1.0108905746118997,1.0009216424546716
2010-07-19,1.0078739014768452,0.9973558093719816
2010-07-20,1.0041029256710583,0.9931778692884834
2010-07-21,1.0010906168940452,0.9954058752340212
2010-07-22,1.0010906168940452,0.9913744062849856
2010-07-23,1.006185134611176,0.995920097566026
2010-07-26,1.0049073969508338,0.9949038785354352
2010-07-27,1.0083048593425994,0.9960412908274758
2010-07-28,1.0047319197111575,0.993289240729888
2010-07-29,1.0043984724121628,0.9953740541988676
2010-07-30,1.0102697984600488,0.996328564195643
2010-08-02,1.0041103291947966,0.992163449271403
2010-08-03,1.0068041974829982,0.9925415165483564
2010-08-04,1.0055353906863276,0.9935880369319098
2010-08-05,1.0038394956916294,0.991580080132764
2010-08-06,0.9982858063587966,0.9886053398923658
2010-08-09,0.9952909489397204,0.9886053398923658
2010-08-10,0.9952909489397204,0.9886053398923658
2010-08-11,0.9934288690365956,0.9886053398923658
2010-08-12,0.9956003206840872,0.9861391423623594
2010-08-13,0.9990246410689916,0.9831807249352724
2010-08-16,0.9953200846210192,0.9769348854166996
2010-08-17,0.992400759693838,0.9740040807604496
2010-08-18,0.9942528783805028,0.9740040807604496
2010-08-19,0.9931882826102868,0.9740040807604496
2010-08-20,1.0014303959853832,0.975176353892598
2010-08-23,1.014110188547389,0.9815318079164236
2010-08-24,1.0092488285814107,0.9775987916630366
2010-08-25,1.0193858195850074,0.982781932388141
2010-08-26,1.0261238412862177,0.9857994401542344
2010-08-27,1.025893904781489,0.985859463924455
2010-08-30,1.0168414543448387,0.9798265734015372
2010-08-31,1.0114247776785683,0.9762430817354264
2010-09-01,1.0105536991506787,0.97618002523592
2010-09-02,1.0107303696652503,0.9754352273555608
2010-09-03,1.0171868879067354,0.9809425216189764
2010-09-06,1.013180350935453,0.9820369726845896
2010-09-07,1.0134481517869116,0.9823681009203798
2010-09-08,1.0203722671264666,0.9834706117120694
2010-09-09,1.0325740467175697,0.9877862449355024
2010-09-10,1.0343633614610654,0.9922304832416666
