date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net,nav_rebased
2021-04-01,-0.0066931099672938,long_microcap_short_zz1000,long_microcap_short_zz1000,True,578639853.6592153,6335.79,0.0003441175047045,0.0067372274719983,0.0667748682404481,0.0423724630814184,0.0244024051590296,4.567211015618261,0.3995294435265215,0.0003,-0.0063931099672938,1.0,,,-0.0066931099672938,186970.678947242,0.0,0.0,0.0,-0.0066931099672937,99887.69973171913,0.9933068900327063
2021-04-02,-0.0020881774074346,long_microcap_short_zz1000,long_microcap_short_zz1000,True,579930373.2129881,6361.25,0.0022302638603473,0.0040184412677819,0.0589748809128458,0.0227649099790021,0.0362099709338437,-1.2268735172582463,0.1667937445538181,0.0003,-0.0017881774074346,1.0,,,-0.0020881774074346,186580.2509996117,0.0,0.0,0.0,-0.0020881774074346,99679.11649385872,0.9912326890262909
2021-04-06,0.0067295402832625,long_microcap_short_zz1000,long_microcap_short_zz1000,True,589498863.1824713,6421.49,0.0164993771863868,0.0094698369031243,0.0786103201806278,0.0323142265548639,0.0462960936257639,-2.889423388561518,0.1214627261524104,0.0003,0.0070295402832625,1.0,,,0.0067295402832625,187835.8503147748,0.0,0.0,0.0,0.0067295402832625,100349.91112370418,0.99790322933718
2021-04-07,0.0075342115043825,long_microcap_short_zz1000,long_microcap_short_zz1000,True,594233709.1609321,6422.76,0.008031984918341,0.0001977734139584,0.0810326609933858,0.0396617533272685,0.0413709076661172,-1.644615343003748,0.2497018624885377,0.0003,0.0078342115043825,1.0,,,0.0075342115043825,189251.04533915184,0.0,0.0,0.0,0.0075342115043826,101105.96857855616,1.0054216433279128
2021-04-08,-0.0125562514723423,long_microcap_short_zz1000,long_microcap_short_zz1000,True,585226983.9216549,6404.13,-0.0151568736347771,-0.0029006221624348,0.0412254716377511,0.0273796575256759,0.0138458141120751,-4.455331615674547,0.1798970512951319,0.0003,-0.0122562514723423,1.0,,,-0.0125562514723423,186874.76162246976,0.0,0.0,0.0,-0.0125562514723422,99836.45661172908,0.9927973163385521
2021-04-09,0.0063608398953378,long_microcap_short_zz1000,long_microcap_short_zz1000,True,588703812.7058064,6399.52,0.005940991922233,-0.0007198479731047,0.0370060454480885,0.0194246827599171,0.0175813626881713,-8.874675713970388,0.1349335053937136,0.0003,0.0066608398953378,1.0,,,0.0063608398953378,188063.44206162976,0.0,0.00096,0.00096,0.0053947334890382,100375.04768763928,0.998153193268831
2021-04-12,0.0120430432338318,long_microcap_short_zz1000,long_microcap_short_zz1000,True,583448275.956467,6263.4,-0.0089273020420639,-0.0212703452758957,0.0214074222313025,-0.0056343260479228,0.0270417482792253,-12.39113034658737,0.2521303311853041,0.0003,0.0123430432338318,1.0,,,0.0120430432338318,190328.2982250812,0.0,0.0,0.0,0.0120430432338318,101583.86872653944,1.010173995329355
2021-04-13,-0.004232069128578,long_microcap_short_zz1000,long_microcap_short_zz1000,True,578149033.280779,6231.14,-0.0090826263339296,-0.0051505572053516,0.0139102178470196,-0.0031467921757339,0.0170570100227536,-15.3629861254344,0.274377676161875,0.0003,-0.003932069128578,1.0,,,-0.004232069128578,189522.81570986807,0.0,0.0,0.0,-0.0042320691285779,101153.95877174036,1.0058988691492294
2021-04-14,-0.0032174278897032,long_microcap_short_zz1000,long_microcap_short_zz1000,True,584713591.1516623,6320.07,0.0113544388955075,0.0142718667852108,0.0137571772593456,-0.0062157997358325,0.0199729769951781,-17.54312423701707,0.4873131354227683,0.0003,-0.0029174278897032,1.0,,,-0.0032174278897032,188913.03971686805,0.0,0.0,0.0,-0.0032174278897032,100828.50320363426,1.0026624620734077
2021-04-15,0.0058844527603213,long_microcap_short_zz1000,long_microcap_short_zz1000,True,586159277.1209948,6296.61,0.0024724685576147,-0.0037119842027065,0.0216384191850602,0.0012100492924151,0.020428369892645,-18.996463162157944,0.2719520005069111,0.0003,0.0061844527603213,1.0,,,0.0058844527603213,190024.68957489065,0.0,0.0,0.0,0.0058844527603212,101421.82376762996,1.008562581966026
