date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag,current_holding,trade_state
2026-04-07,cash,cash,2457217.495611904,7606.017,-0.09073424659561014,-0.07405092562439641,-0.016683320971213722,-12.021275291887077,0.6402527783134965,1.0,0.0,cash,hold
