rebalance_date,rank,symbol,name,market_cap
2010-01-21,41,600671,天目药业,1449168731.5
2010-01-21,42,600885,宏发股份,1454416083.1200004
2010-01-21,43,2176,江特电机,1474873324.8000002
2010-01-21,44,600774,汉商集团,1476907765.5600002
2010-01-21,45,2044,美年健康,1480375000.0
2010-01-21,46,600980,北矿科技,1492400000.0
2010-01-21,47,2213,大为股份,1493500000.0
2010-01-21,48,810,创维数字,1493749071.36
2010-01-21,49,49,德赛电池,1510593926.4
2010-01-21,50,610,西安旅游,1522828753.74
2010-02-04,1,8,神州高铁,732849419.6
2010-02-04,2,600706,曲江文旅,743207582.9100001
2010-02-04,3,600419,天润乳业,815227200.0
2010-02-04,4,555,神州信息,815649120.0
2010-02-04,5,600817,宇通重工,835445148.34
2010-02-04,6,600711,盛屯矿业,846317160.0
2010-02-04,7,600234,科新发展,963063972.0
2010-02-04,8,2057,中钢天源,977760000.0
2010-02-04,9,2034,旺能环境,991286400.0
2010-02-04,10,600847,万里股份,1002744600.0
2010-02-04,11,35,中国天楹,1024544804.8
2010-02-04,12,600633,浙数文化,1043068570.3200002
2010-02-04,13,2020,京新药业,1061197500.0
2010-02-04,14,2136,安 纳 达,1071733600.0
2010-02-04,15,600566,济川药业,1082215440.0
2010-02-04,16,2175,东方智造,1090536137.7599998
2010-02-04,17,2174,游族网络,1091489360.36
2010-02-04,18,600793,宜宾纸业,1134081000.0
2010-02-04,19,803,山高环能,1154687272.7199998
2010-02-04,20,605,渤海股份,1162515750.0
2010-02-04,21,600988,赤峰黄金,1167755016.0000002
2010-02-04,22,600593,大连圣亚,1196000000.0
2010-02-04,23,600513,联环药业,1198800000.0
2010-02-04,24,2178,延华智能,1200800000.0
2010-02-04,25,995,皇台酒业,1217018880.0
2010-02-04,26,600455,博通股份,1220429320.0
2010-02-04,27,600617,国新能源,1227209831.9999998
2010-02-04,28,600984,建设机械,1261263960.0
2010-02-04,29,639,西王食品,1262749323.5499997
2010-02-04,30,526,学大教育,1263041754.91
2010-02-04,31,600885,宏发股份,1269923556.72
2010-02-04,32,705,浙江震元,1272093004.0
2010-02-04,33,600490,鹏欣资源,1280399999.9999998
2010-02-04,34,600980,北矿科技,1284400000.0000002
2010-02-04,35,7,全新好,1287358926.48
2010-02-04,36,600241,时代万恒,1290020000.0
2010-02-04,37,779,甘咨询,1308815960.4
2010-02-04,38,600774,汉商集团,1318044164.2999997
2010-02-04,39,49,德赛电池,1328611143.6
2010-02-04,40,600768,宁波富邦,1334797055.9999998
2010-02-04,41,586,汇源通信,1338604800.0
2010-02-04,42,2213,大为股份,1343120000.0
2010-02-04,43,600113,浙江东日,1351100000.0
2010-02-04,44,600148,长春一东,1351482097.5
2010-02-04,45,600699,均胜电子,1357640312.7900002
2010-02-04,46,2141,贤丰控股,1361886400.0000002
2010-02-04,47,810,创维数字,1366676667.72
2010-02-04,48,2043,兔 宝 宝,1367010000.0
2010-02-04,49,2102,能特科技,1391359453.9199998
2010-02-04,50,2176,江特电机,1391369467.44
2010-02-22,1,8,神州高铁,758628042.4000001
2010-02-22,2,600706,曲江文旅,789494306.64
2010-02-22,3,600419,天润乳业,803203199.9999999
2010-02-22,4,555,神州信息,844649977.6
2010-02-22,5,2057,中钢天源,946680000.0
2010-02-22,6,2034,旺能环境,994531200.0
2010-02-22,7,600234,科新发展,1010783358.0
2010-02-22,8,600847,万里股份,1033775600.0
2010-02-22,9,600711,盛屯矿业,1056081088.0
2010-02-22,10,2020,京新药业,1060182000.0
2010-02-22,11,35,中国天楹,1060546379.2
2010-02-22,12,2136,安 纳 达,1069366000.0
2010-02-22,13,600633,浙数文化,1071958224.6
2010-02-22,14,2175,东方智造,1108469778.24
2010-02-22,15,2174,游族网络,1110565542.19
2010-02-22,16,600566,济川药业,1111981680.0
2010-02-22,17,600793,宜宾纸业,1129869000.0
2010-02-22,18,600455,博通股份,1136111020.0000002
2010-02-22,19,803,山高环能,1177678833.46
2010-02-22,20,605,渤海股份,1188618750.0
2010-02-22,21,600988,赤峰黄金,1195653600.0000002
2010-02-22,22,600513,联环药业,1197000000.0
2010-02-22,23,2178,延华智能,1212800000.0
2010-02-22,24,995,皇台酒业,1254274560.0
2010-02-22,25,600593,大连圣亚,1257640000.0
2010-02-22,26,600984,建设机械,1262679520.0
2010-02-22,27,600885,宏发股份,1269923556.72
2010-02-22,28,600617,国新能源,1274024376.0
2010-02-22,29,2125,湘潭电化,1281046000.0
2010-02-22,30,600980,北矿科技,1287000000.0
2010-02-22,31,705,浙江震元,1289639114.4
2010-02-22,32,600490,鹏欣资源,1289640000.0
2010-02-22,33,600768,宁波富邦,1316072447.9999998
2010-02-22,34,600691,潞化科技,1319943192.84
2010-02-22,35,600774,汉商集团,1338993210.62
2010-02-22,36,2213,大为股份,1340030000.0
2010-02-22,37,810,创维数字,1342040181.2999997
2010-02-22,38,600148,长春一东,1354312426.5
2010-02-22,39,7,全新好,1357645764.4199998
2010-02-22,40,600241,时代万恒,1366340000.0
2010-02-22,41,49,德赛电池,1371028183.1999998
2010-02-22,42,2043,兔 宝 宝,1374330000.0
2010-02-22,43,2141,贤丰控股,1375528000.0
2010-02-22,44,639,西王食品,1375689972.7999997
2010-02-22,45,2176,江特电机,1379440344.96
2010-02-22,46,600520,三佳科技,1382479200.0000002
2010-02-22,47,600113,浙江东日,1396825000.0
2010-02-22,48,586,汇源通信,1398571200.0
2010-02-22,49,600353,旭光电子,1401916771.0
2010-02-22,50,2102,能特科技,1403295135.5099998
2010-03-04,1,600706,曲江文旅,804340991.61
2010-03-04,2,600419,天润乳业,845688000.0
2010-03-04,3,8,神州高铁,849221488.24
2010-03-04,4,600817,宇通重工,902383742.66
2010-03-04,5,555,神州信息,976060113.6
2010-03-04,6,2057,中钢天源,981120000.0
2010-03-04,7,600234,科新发展,1007891274.0
2010-03-04,8,2034,旺能环境,1024545600.0
2010-03-04,9,35,中国天楹,1057546248.0
2010-03-04,10,600633,浙数文化,1064355684.0
2010-03-04,11,600711,盛屯矿业,1078655312.0
2010-03-04,12,2136,安 纳 达,1107247600.0
2010-03-04,13,600847,万里股份,1133074800.0
2010-03-04,14,2174,游族网络,1137935716.12
2010-03-04,15,2175,东方智造,1159708751.04
2010-03-04,16,600455,博通股份,1166090860.0
2010-03-04,17,600793,宜宾纸业,1176201000.0
2010-03-04,18,600566,济川药业,1182144959.9999998
2010-03-04,19,605,渤海股份,1196076750.0
2010-03-04,20,2020,京新药业,1213522500.0
2010-03-04,21,600513,联环药业,1220400000.0
2010-03-04,22,600984,建设机械,1234368320.0
2010-03-04,23,2178,延华智能,1246400000.0
2010-03-04,24,2125,湘潭电化,1271998000.0
2010-03-04,25,600593,大连圣亚,1273280000.0
2010-03-04,26,600617,国新能源,1275696323.9999998
2010-03-04,27,995,皇台酒业,1298626560.0
2010-03-04,28,803,山高环能,1301577799.6699998
2010-03-04,29,705,浙江震元,1341024152.0
2010-03-04,30,600490,鹏欣资源,1345080000.0
2010-03-04,31,600691,潞化科技,1351997320.68
2010-03-04,32,600241,时代万恒,1359980000.0
2010-03-04,33,810,创维数字,1367973324.9
2010-03-04,34,600768,宁波富邦,1369571328.0
2010-03-04,35,600774,汉商集团,1407077611.16
2010-03-04,36,600520,三佳科技,1420912800.0
2010-03-04,37,526,学大教育,1425611485.7400002
2010-03-04,38,7,全新好,1426082948.73
2010-03-04,39,600988,赤峰黄金,1428806052.0000002
2010-03-04,40,2176,江特电机,1436917026.0000002
2010-03-04,41,600148,长春一东,1453373941.5
2010-03-04,42,779,甘咨询,1454239956.0
2010-03-04,43,2213,大为股份,1457450000.0
2010-03-04,44,600353,旭光电子,1460801805.0000002
2010-03-04,45,600671,天目药业,1461346619.9999998
2010-03-04,46,586,汇源通信,1470144000.0
2010-03-04,47,600493,凤竹纺织,1470500000.0
2010-03-04,48,600113,浙江东日,1475000000.0
2010-03-04,49,2102,能特科技,1478319419.79
2010-03-04,50,600444,国机通用,1483650000.0
2010-03-18,1,600706,曲江文旅,819187676.5800002
2010-03-18,2,600419,天润乳业,874545600.0
2010-03-18,3,8,神州高铁,889730752.64
2010-03-18,4,600817,宇通重工,912681987.94
2010-03-18,5,35,中国天楹,1038045395.2
2010-03-18,6,600234,科新发展,1054164618.0
2010-03-18,7,2057,中钢天源,1060920000.0
2010-03-18,8,555,神州信息,1082094499.2
2010-03-18,9,2034,旺能环境,1095120000.0
2010-03-18,10,600633,浙数文化,1114532451.96
2010-03-18,11,600711,盛屯矿业,1131655663.9999998
2010-03-18,12,2136,安 纳 达,1164070000.0
2010-03-18,13,600847,万里股份,1196910000.0
2010-03-18,14,600455,博通股份,1206063980.0
2010-03-18,15,2020,京新药业,1221646500.0
2010-03-18,16,600793,宜宾纸业,1222533000.0
2010-03-18,17,605,渤海股份,1224976500.0
2010-03-18,18,600513,联环药业,1232100000.0
2010-03-18,19,600566,济川药业,1252308239.9999998
2010-03-18,20,2175,东方智造,1255354833.6
2010-03-18,21,2174,游族网络,1265663194.46
2010-03-18,22,600593,大连圣亚,1265920000.0
2010-03-18,23,2125,湘潭电化,1266720000.0
2010-03-18,24,600984,建设机械,1276835120.0
2010-03-18,25,803,山高环能,1322014742.5499997
2010-03-18,26,995,皇台酒业,1330560000.0
2010-03-18,27,600768,宁波富邦,1330784639.9999998
2010-03-18,28,600241,时代万恒,1367400000.0
2010-03-18,29,600617,国新能源,1374341256.0
2010-03-18,30,7,全新好,1383540915.2400002
2010-03-18,31,2141,贤丰控股,1406221600.0
2010-03-18,32,810,创维数字,1410763011.8400002
2010-03-18,33,600490,鹏欣资源,1412400000.0
2010-03-18,34,600691,潞化科技,1416105576.36
2010-03-18,35,600774,汉商集团,1441992688.36
2010-03-18,36,2178,延华智能,1455200000.0
2010-03-18,37,409,云鼎科技,1456680258.0
2010-03-18,38,526,学大教育,1466975381.7500002
2010-03-18,39,600444,国机通用,1476300000.0
2010-03-18,40,2176,江特电机,1483549050.24
2010-03-18,41,600792,云煤能源,1484406000.0
2010-03-18,42,586,汇源通信,1485619199.9999998
2010-03-18,43,2102,能特科技,1495370393.4899998
2010-03-18,44,2044,美年健康,1496625000.0
2010-03-18,45,600353,旭光电子,1498171153.5
2010-03-18,46,600520,三佳科技,1505692800.0
2010-03-18,47,779,甘咨询,1515765492.6
2010-03-18,48,545,金浦钛业,1523886176.16
2010-03-18,49,705,浙江震元,1534031366.4
2010-03-18,50,2196,方正电机,1543771500.0000002
2010-04-01,1,600706,曲江文旅,862854397.08
2010-04-01,2,600419,天润乳业,903403200.0
2010-04-01,3,8,神州高铁,970749281.44
2010-04-01,4,555,神州信息,1063968963.2
2010-04-01,5,2057,中钢天源,1106280000.0
2010-04-01,6,35,中国天楹,1117548872.0000002
2010-04-01,7,600234,科新发展,1146711306.0
2010-04-01,8,2034,旺能环境,1169750400.0
2010-04-01,9,600633,浙数文化,1190557857.96
2010-04-01,10,2136,安 纳 达,1194059600.0
2010-04-01,11,600793,宜宾纸业,1255176000.0
2010-04-01,12,2020,京新药业,1271406000.0
2010-04-01,13,605,渤海股份,1275318000.0
2010-04-01,14,600513,联环药业,1294200000.0
2010-04-01,15,2174,游族网络,1298009763.65
2010-04-01,16,600847,万里股份,1303302000.0
2010-04-01,17,2175,东方智造,1310863720.8
2010-04-01,18,600566,济川药业,1313966880.0
2010-04-01,19,2125,湘潭电化,1330056000.0
2010-04-01,20,995,皇台酒业,1332334080.0
2010-04-01,21,803,山高环能,1338619758.64
2010-04-01,22,600593,大连圣亚,1351480000.0
2010-04-01,23,600711,盛屯矿业,1361323855.9999998
2010-04-01,24,600691,潞化科技,1365734804.04
2010-04-01,25,600768,宁波富邦,1369571328.0
2010-04-01,26,600455,博通股份,1369703940.0
2010-04-01,27,600984,建设机械,1370262080.0000002
2010-04-01,28,600617,国新能源,1391060736.0
2010-04-01,29,526,学大教育,1427535387.88
2010-04-01,30,600241,时代万恒,1431000000.0
2010-04-01,31,7,全新好,1433481563.25
2010-04-01,32,2141,贤丰控股,1443736000.0
2010-04-01,33,409,云鼎科技,1468676448.36
2010-04-01,34,810,创维数字,1471705899.3
2010-04-01,35,600490,鹏欣资源,1471800000.0
2010-04-01,36,2178,延华智能,1472000000.0
2010-04-01,37,2044,美年健康,1491750000.0
2010-04-01,38,600444,国机通用,1500450000.0
2010-04-01,39,586,汇源通信,1508831999.9999998
2010-04-01,40,600774,汉商集团,1546737919.9599998
2010-04-01,41,705,浙江震元,1557843944.8
2010-04-01,42,600493,凤竹纺织,1565700000.0
2010-04-01,43,600988,赤峰黄金,1583244642.0000002
2010-04-01,44,600603,广汇物流,1584385228.8
2010-04-01,45,600353,旭光电子,1588763513.4999998
2010-04-01,46,2213,大为股份,1591350000.0
2010-04-01,47,600982,宁波能源,1612800000.0
2010-04-01,48,2195,岩山科技,1617761600.0
2010-04-01,49,2026,山东威达,1638900000.0
2010-04-01,50,600885,宏发股份,1641983484.9599998
2010-04-15,1,600419,天润乳业,963523200.0
2010-04-15,2,8,神州高铁,1028198783.68
2010-04-15,3,555,神州信息,1033155552.0
2010-04-15,4,2057,中钢天源,1110480000.0
2010-04-15,5,2034,旺能环境,1135680000.0
2010-04-15,6,2136,安 纳 达,1153021200.0
2010-04-15,7,35,中国天楹,1195552283.2
2010-04-15,8,600633,浙数文化,1225529544.72
2010-04-15,9,2175,东方智造,1286098217.28
2010-04-15,10,600455,博通股份,1304747620.0
2010-04-15,11,2174,游族网络,1321232941.53
2010-04-15,12,2125,湘潭电化,1324024000.0
2010-04-15,13,600593,大连圣亚,1328480000.0
2010-04-15,14,803,山高环能,1332233213.9899998
2010-04-15,15,600513,联环药业,1345500000.0
2010-04-15,16,600566,济川药业,1345859279.9999998
2010-04-15,17,600793,宜宾纸业,1359423000.0
2010-04-15,18,600768,宁波富邦,1362883967.9999998
2010-04-15,19,600847,万里股份,1370683600.0000002
2010-04-15,20,600234,科新发展,1372293858.0000002
2010-04-15,21,605,渤海股份,1389984750.0
2010-04-15,22,2178,延华智能,1440800000.0
2010-04-15,23,600241,时代万恒,1445840000.0
2010-04-15,24,600490,鹏欣资源,1448040000.0
2010-04-15,25,526,学大教育,1453508066.7700002
2010-04-15,26,2020,京新药业,1462320000.0
2010-04-15,27,2141,贤丰控股,1467608800.0
2010-04-15,28,810,创维数字,1478189185.2
2010-04-15,29,600984,建设机械,1479260200.0
2010-04-15,30,600774,汉商集团,1485636534.86
2010-04-15,31,600885,宏发股份,1486702275.2400002
2010-04-15,32,7,全新好,1501918747.5599997
2010-04-15,33,2044,美年健康,1508000000.0
2010-04-15,34,600603,广汇物流,1508474879.9999998
2010-04-15,35,705,浙江震元,1541551128.0
2010-04-15,36,600671,天目药业,1542938472.9499998
2010-04-15,37,409,云鼎科技,1544081073.48
2010-04-15,38,560,我爱我家,1545600000.0
2010-04-15,39,995,皇台酒业,1546997760.0000002
2010-04-15,40,600617,国新能源,1566615275.9999998
2010-04-15,41,600711,盛屯矿业,1569399312.0
2010-04-15,42,2195,岩山科技,1572989600.0
2010-04-15,43,600353,旭光电子,1585366300.0
2010-04-15,44,586,汇源通信,1595880000.0
2010-04-15,45,600988,赤峰黄金,1612139604.0
2010-04-15,46,600148,长春一东,1621778517.0000002
2010-04-15,47,2201,九鼎新材,1631760000.0
2010-04-15,48,600982,宁波能源,1653120000.0
2010-04-15,49,2120,韵达股份,1665102400.0
2010-04-15,50,600493,凤竹纺织,1672800000.0
2010-04-29,1,600419,天润乳业,905808000.0
2010-04-29,2,8,神州高铁,939078402.0
2010-04-29,3,600455,博通股份,972471060.0
2010-04-29,4,2057,中钢天源,991200000.0
2010-04-29,5,555,神州信息,1001435864.0
2010-04-29,6,35,中国天楹,1005043952.0
2010-04-29,7,2034,旺能环境,1030224000.0
2010-04-29,8,2136,安 纳 达,1089096000.0
2010-04-29,9,600633,浙数文化,1106929911.36
2010-04-29,10,2175,东方智造,1170810528.48
2010-04-29,11,600691,潞化科技,1172265246.72
2010-04-29,12,600768,宁波富邦,1186337663.9999998
2010-04-29,13,600234,科新发展,1195876734.0
2010-04-29,14,605,渤海股份,1201670250.0
2010-04-29,15,600241,时代万恒,1261400000.0
2010-04-29,16,600793,宜宾纸业,1262547000.0
2010-04-29,17,600566,济川药业,1264002120.0
2010-04-29,18,600603,广汇物流,1288529510.4
2010-04-29,19,600885,宏发股份,1289910247.0800002
2010-04-29,20,2174,游族网络,1295521566.02
2010-04-29,21,526,学大教育,1298633944.5
2010-04-29,22,600593,大连圣亚,1311000000.0
2010-04-29,23,2178,延华智能,1312800000.0
2010-04-29,24,803,山高环能,1325846669.3400002
2010-04-29,25,600513,联环药业,1334700000.0
2010-04-29,26,600847,万里股份,1336106200.0
2010-04-29,27,2044,美年健康,1343875000.0
2010-04-29,28,600490,鹏欣资源,1355640000.0
2010-04-29,29,600774,汉商集团,1363433764.6599998
2010-04-29,30,2125,湘潭电化,1383590000.0
2010-04-29,31,567,海德股份,1398600000.0
2010-04-29,32,586,汇源通信,1400505600.0
2010-04-29,33,705,浙江震元,1403688831.9999998
2010-04-29,34,409,云鼎科技,1408695496.56
2010-04-29,35,560,我爱我家,1442112000.0
2010-04-29,36,2072,凯瑞德,1448480000.0
2010-04-29,37,600711,盛屯矿业,1454565215.9999998
2010-04-29,38,600671,天目药业,1457693253.4499998
2010-04-29,39,995,皇台酒业,1463616000.0
2010-04-29,40,600148,长春一东,1483092396.0
2010-04-29,41,2102,能特科技,1485139809.27
2010-04-29,42,2020,京新药业,1489738500.0
2010-04-29,43,2112,三变科技,1503040000.0
2010-04-29,44,2188,中天服务,1510800000.0
2010-04-29,45,791,甘肃能源,1527120000.0
2010-04-29,46,600444,国机通用,1527750000.0
2010-04-29,47,600353,旭光电子,1531010884.0
2010-04-29,48,2120,韵达股份,1535861600.0
2010-04-29,49,600984,建设机械,1540129280.0000002
2010-04-29,50,600988,赤峰黄金,1540400388.0
2010-05-13,1,600455,博通股份,788844540.0000001
2010-05-13,2,600419,天润乳业,802401600.0
2010-05-13,3,555,神州信息,865494344.0000001
2010-05-13,4,600706,曲江文旅,904774448.76
2010-05-13,5,600691,潞化科技,926135336.52
2010-05-13,6,2057,中钢天源,926520000.0
2010-05-13,7,35,中国天楹,949541524.8
2010-05-13,8,2136,安 纳 达,977029600.0
2010-05-13,9,2034,旺能环境,981552000.0
2010-05-13,10,2125,湘潭电化,1026194000.0
2010-05-13,11,605,渤海股份,1042255500.0
2010-05-13,12,600241,时代万恒,1098160000.0
2010-05-13,13,803,山高环能,1106149533.38
2010-05-13,14,600793,宜宾纸业,1113021000.0
2010-05-13,15,600885,宏发股份,1113104909.2800002
2010-05-13,16,600513,联环药业,1120500000.0
2010-05-13,17,2072,凯瑞德,1121120000.0
2010-05-13,18,2175,东方智造,1126403418.7199998
2010-05-13,19,600566,济川药业,1127927879.9999998
2010-05-13,20,600593,大连圣亚,1131600000.0
2010-05-13,21,2178,延华智能,1132800000.0
2010-05-13,22,2174,游族网络,1146229708.2199998
2010-05-13,23,600234,科新发展,1155387558.0
2010-05-13,24,600603,广汇物流,1187315712.0
2010-05-13,25,600768,宁波富邦,1187675136.0
2010-05-13,26,600490,鹏欣资源,1195920000.0
2010-05-13,27,600984,建设机械,1211719360.0000002
2010-05-13,28,409,云鼎科技,1230466382.64
2010-05-13,29,600774,汉商集团,1239485240.6
2010-05-13,30,560,我爱我家,1244544000.0
2010-05-13,31,600847,万里股份,1256312200.0
2010-05-13,32,526,学大教育,1260155901.7
2010-05-13,33,2026,山东威达,1269000000.0
2010-05-13,34,705,浙江震元,1269586416.8
2010-05-13,35,7,全新好,1281809965.59
2010-05-13,36,600353,旭光电子,1285279107.5
2010-05-13,37,600711,盛屯矿业,1297527136.0
2010-05-13,38,600444,国机通用,1298849999.9999998
2010-05-13,39,2188,中天服务,1307280000.0000002
2010-05-13,40,586,汇源通信,1311523200.0
2010-05-13,41,600792,云煤能源,1316526750.0
2010-05-13,42,2102,能特科技,1336796338.08
2010-05-13,43,300013,新宁物流,1342800000.0
2010-05-13,44,300061,旗天科技,1344000000.0
2010-05-13,45,2112,三变科技,1350720000.0
2010-05-13,46,610,西安旅游,1359527995.9099998
2010-05-13,47,2044,美年健康,1361750000.0
2010-05-13,48,2201,九鼎新材,1362816000.0
2010-05-13,49,600671,天目药业,1370012456.2499998
2010-05-13,50,600493,凤竹纺织,1371900000.0
2010-05-27,1,600706,曲江文旅,717880885.0200001
2010-05-27,2,555,神州信息,843743700.8000001
2010-05-27,3,600419,天润乳业,848092800.0
2010-05-27,4,35,中国天楹,912039884.8
2010-05-27,5,2057,中钢天源,917280000.0
2010-05-27,6,600691,潞化科技,953610303.24
2010-05-27,7,2034,旺能环境,963705600.0
2010-05-27,8,2136,安 纳 达,995970400.0
2010-05-27,9,600793,宜宾纸业,1000350000.0
2010-05-27,10,600234,科新发展,1032473988.0
2010-05-27,11,605,渤海股份,1061832750.0
2010-05-27,12,600241,时代万恒,1062120000.0
2010-05-27,13,600593,大连圣亚,1067200000.0
2010-05-27,14,2125,湘潭电化,1078974000.0
2010-05-27,15,600885,宏发股份,1085431030.32
2010-05-27,16,600768,宁波富邦,1108764287.9999998
2010-05-27,17,600444,国机通用,1109850000.0
2010-05-27,18,803,山高环能,1125309167.3300002
2010-05-27,19,600566,济川药业,1133243280.0
2010-05-27,20,2072,凯瑞德,1147519999.9999998
2010-05-27,21,600603,广汇物流,1177583616.0
2010-05-27,22,2178,延华智能,1203200000.0
2010-05-27,23,586,汇源通信,1210934400.0
2010-05-27,24,567,海德股份,1221696000.0
2010-05-27,25,600513,联环药业,1233000000.0
2010-05-27,26,2175,东方智造,1234859244.48
2010-05-27,27,560,我爱我家,1237824000.0
2010-05-27,28,705,浙江震元,1243267251.2
2010-05-27,29,600792,云煤能源,1248365250.0
2010-05-27,30,2044,美年健康,1249625000.0
2010-05-27,31,600984,建设机械,1262679520.0
2010-05-27,32,409,云鼎科技,1266454953.7199998
2010-05-27,33,600490,鹏欣资源,1268519999.9999998
2010-05-27,34,2174,游族网络,1269810190.51
2010-05-27,35,600774,汉商集团,1277891825.52
2010-05-27,36,2098,浔兴股份,1302000000.0
2010-05-27,37,7,全新好,1309554770.04
2010-05-27,38,526,学大教育,1318834916.9700005
2010-05-27,39,600353,旭光电子,1327178074.0000002
2010-05-27,40,2120,韵达股份,1331480799.9999998
2010-05-27,41,600180,瑞茂通,1332757324.8
2010-05-27,42,2026,山东威达,1336500000.0
2010-05-27,43,2112,三变科技,1346240000.0
2010-05-27,44,600992,贵绳股份,1352765100.0
2010-05-27,45,2195,岩山科技,1355099200.0000002
2010-05-27,46,2188,中天服务,1357200000.0
2010-05-27,47,2020,京新药业,1360770000.0
2010-05-27,48,958,电投产融,1368646450.0000002
2010-05-27,49,600671,天目药业,1371230245.1
2010-05-27,50,600882,妙可蓝多,1376398157.68
2010-06-10,1,600706,曲江文旅,786874303.41
2010-06-10,2,600419,天润乳业,823243199.9999999
2010-06-10,3,600455,博通股份,826319340.0000001
2010-06-10,4,600691,潞化科技,897515579.52
2010-06-10,5,555,神州信息,906276800.0
2010-06-10,6,35,中国天楹,922540344.0
2010-06-10,7,2057,中钢天源,941640000.0
2010-06-10,8,2034,旺能环境,947481600.0
2010-06-10,9,600793,宜宾纸业,986661000.0
