lookback,annual,max_dd,sharpe,total_return,active_days_pct,entry_exit_cost_sum,rebalance_cost_sum,total_cost_sum
14,0.328336635539483,-0.12057154509900875,2.880729812375193,96.5293158536728,0.7556861742908254,0.669,0.1836299999999941,0.8526299999999942
16,0.3219858007143679,-0.11292247369176157,2.8028863309389846,88.99788130054229,0.7627205318332907,0.621,0.18380999999999403,0.804809999999994
17,0.3226614831361898,-0.12262289958225149,2.7970829463364097,89.67283004139483,0.7672634271099744,0.615,0.18746999999999397,0.802469999999994
15,0.3155685560292951,-0.13120075720590324,2.744128330354031,82.27045303465677,0.7594580777096115,0.681,0.18326999999999388,0.8642699999999939
12,0.3106988555755201,-0.13302033153713652,2.7161573611540195,77.72850359179178,0.7476372924648786,0.885,0.18596999999999408,1.0709699999999942
13,0.31046286598030215,-0.12915511773067825,2.7108141334829923,77.4419861175173,0.7473173224322943,0.801,0.1819499999999942,0.9829499999999942
18,0.3090742911705453,-0.15805551446917257,2.6323852193732473,75.71466532220667,0.7700179073931952,0.6210000000000001,0.1871099999999942,0.8081099999999942
19,0.30779949920914684,-0.21972102086220746,2.613555840502751,74.4641410047717,0.7753326509723644,0.525,0.1906199999999938,0.7156199999999937
20,0.3029916899871248,-0.25985767438768853,2.576282878838064,69.96180798421892,0.7770668031737906,0.51,0.1882199999999937,0.6982199999999936
11,0.29058148527425387,-0.13792337095368012,2.568892167323428,60.3812741801124,0.7410623084780388,0.927,0.1801199999999945,1.1071199999999946
22,0.29580840750340065,-0.24914152836802247,2.5121645716584746,63.8253710278497,0.780281690140845,0.4710000000000001,0.1880099999999939,0.6590099999999939
23,0.293823490405817,-0.28082114549811144,2.477700688784723,62.200557534893576,0.7807377049180327,0.495,0.18878999999999407,0.6837899999999941
21,0.28973083310831704,-0.25735257540450124,2.460870837280981,59.14214724695647,0.7775217613927291,0.543,0.18671999999999378,0.7297199999999938
10,0.28076452001601804,-0.12257134502480345,2.4468198882934,53.301124613015475,0.7327035996936431,1.0230000000000001,0.1784399999999947,1.2014399999999945
24,0.2866738653291583,-0.30044384572229715,2.4303957371568146,56.7677909334343,0.781706379707917,0.489,0.190709999999994,0.679709999999994
26,0.28513567667303974,-0.285286988396419,2.403131963548035,55.2398641002323,0.7831325301204819,0.49500000000000005,0.193979999999994,0.6889799999999939
9,0.27428522688838286,-0.12801300899522008,2.3943647500733793,49.13229801127174,0.7240939254721797,1.119,0.1779599999999949,1.296959999999995
25,0.2778506277341859,-0.3386217907638745,2.341399870820277,50.36627691311939,0.7831881086622245,0.489,0.1930199999999942,0.6820199999999943
36,0.2793701220430653,-0.3021281910332576,2.3143023552342785,50.82934531025098,0.8059624775122076,0.375,0.1995899999999941,0.5745899999999942
8,0.26164929737784304,-0.14971995796298482,2.2930950266787633,41.7065295234961,0.7211023220209237,1.221,0.176609999999995,1.397609999999995
32,0.2680732362333007,-0.25622004261386344,2.255194271149539,44.138309587644905,0.7894736842105263,0.471,0.19352999999999418,0.6645299999999943
40,0.2759973580279378,-0.2550131044257517,2.253222991385287,48.48411476243651,0.821713403653203,0.35100000000000003,0.2051099999999937,0.5561099999999937
38,0.27232027342673937,-0.2629521763834479,2.243629060977163,46.37483869780181,0.8135767549498586,0.363,0.20354999999999399,0.566549999999994
29,0.2698199181797596,-0.34467383248529604,2.242104846399398,45.297204744810045,0.7891226269881991,0.47700000000000004,0.19214999999999438,0.6691499999999945
34,0.2674508051485598,-0.2385819660999042,2.240580053239062,43.726129432367806,0.7980991523246853,0.471,0.1970699999999944,0.6680699999999944
39,0.27398917059655203,-0.2934204626037521,2.2379631462082243,47.34809313672886,0.8207304526748971,0.41700000000000004,0.2031299999999939,0.6201299999999939
37,0.26973906336705755,-0.27200009286534266,2.2284796597206373,44.88844393892014,0.8133676092544987,0.393,0.20330999999999388,0.5963099999999939
33,0.26411167896669085,-0.2620202276034897,2.210896473499598,41.90110978050946,0.7937853107344632,0.489,0.19481999999999428,0.6838199999999943
30,0.2642318871568359,-0.3345693223506551,2.1980186729802,42.04941076714085,0.7900949448293559,0.501,0.1957499999999942,0.6967499999999942
28,0.2630897342239724,-0.31170260450692383,2.1973931906472512,41.53821214513829,0.7889202359579379,0.537,0.19202999999999432,0.7290299999999943
27,0.2581410447111334,-0.3327956107134728,2.1448520839367675,38.9646726292993,0.7853846153846153,0.5730000000000001,0.19061999999999418,0.7636199999999942
35,0.25579428529323267,-0.3020526996718505,2.1380553261974424,37.49499604312242,0.802672147995889,0.47700000000000004,0.19964999999999422,0.6766499999999942
31,0.25416303208966995,-0.3535474258537172,2.1059222210901005,36.84185190200293,0.7887577002053389,0.513,0.19382999999999428,0.7068299999999943
7,0.22081962388837195,-0.19183696040979273,1.9548117062688086,24.115778425784963,0.7125,1.4249999999999998,0.1712999999999948,1.5962999999999947
6,0.2039506937740514,-0.16959686802724777,1.8114445956467875,19.069636551829777,0.6977811782708493,1.5570000000000002,0.1596899999999949,1.716689999999995
5,0.17331474167469785,-0.16970164311561492,1.5264739175189082,12.238695288835483,0.6782253952065272,1.881,0.14669999999999528,2.027699999999995
4,0.1467531893362719,-0.1943086464832995,1.2793129949959106,8.154068087411419,0.662248279378027,2.229,0.14261999999999508,2.3716199999999947
