window,lookback,annual,max_dd,sharpe,vol,total_return,base_annual,base_max_dd,base_sharpe,annual_delta,max_dd_delta,sharpe_delta
full_common,14,0.328336635539483,-0.12057154509900875,2.880729812375193,0.11397689367777462,96.5293158536728,0.3219858007143679,-0.11292247369176157,2.8028863309389846,0.006350834825115115,-0.007649071407247174,0.07784348143620834
full_common,16,0.3219858007143679,-0.11292247369176157,2.8028863309389846,0.11487651038866803,88.99788130054229,0.3219858007143679,-0.11292247369176157,2.8028863309389846,0.0,0.0,0.0
full_common,17,0.3226614831361898,-0.12262289958225149,2.7970829463364097,0.11535642286147019,89.67283004139483,0.3219858007143679,-0.11292247369176157,2.8028863309389846,0.0006756824218219215,-0.009700425890489917,-0.005803384602574901
full_common,15,0.3155685560292951,-0.13120075720590324,2.744128330354031,0.11499773991567747,82.27045303465677,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.006417244685072765,-0.018278283514141666,-0.05875800058495351
full_common,12,0.3106988555755201,-0.13302033153713652,2.7161573611540195,0.11438912193346296,77.72850359179178,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.01128694513884776,-0.020097857845374947,-0.08672896978496514
full_common,13,0.31046286598030215,-0.12915511773067825,2.7108141334829923,0.11452753700284261,77.4419861175173,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.011522934734065737,-0.01623264403891668,-0.09207219745599238
full_common,18,0.3090742911705453,-0.15805551446917257,2.6323852193732473,0.11741225748263917,75.71466532220667,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.012911509543822586,-0.045133040777410996,-0.17050111156573733
full_common,19,0.30779949920914684,-0.21972102086220746,2.613555840502751,0.11777039328531726,74.4641410047717,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.014186301505221044,-0.10679854717044589,-0.18933049043623384
full_common,20,0.3029916899871248,-0.25985767438768853,2.576282878838064,0.11760808274430556,69.96180798421892,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.018994110727243108,-0.14693520069592697,-0.2266034521009206
full_common,11,0.29058148527425387,-0.13792337095368012,2.568892167323428,0.11311548572200895,60.3812741801124,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.03140431544011402,-0.02500089726191855,-0.2339941636155567
full_common,22,0.29580840750340065,-0.24914152836802247,2.5121645716584746,0.11775040968279979,63.8253710278497,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.026177393210967237,-0.1362190546762609,-0.29072175928051003
full_common,23,0.293823490405817,-0.28082114549811144,2.477700688784723,0.1185871609657312,62.200557534893576,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.028162310308550875,-0.16789867180634988,-0.3251856421542616
full_common,21,0.28973083310831704,-0.25735257540450124,2.460870837280981,0.11773508333677561,59.14214724695647,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.032254967606050844,-0.14443010171273968,-0.34201549365800377
full_common,10,0.28076452001601804,-0.12257134502480345,2.4468198882934,0.11474670504327344,53.301124613015475,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.04122128069834985,-0.009648871333041875,-0.35606644264558485
full_common,24,0.2866738653291583,-0.30044384572229715,2.4303957371568146,0.11795357478059199,56.7677909334343,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.0353119353852096,-0.1875213720305356,-0.3724905937821701
full_common,26,0.28513567667303974,-0.285286988396419,2.403131963548035,0.11865169328947686,55.2398641002323,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.03685012404132815,-0.1723645147046574,-0.3997543673909498
full_common,9,0.27428522688838286,-0.12801300899522008,2.3943647500733793,0.11455448752324679,49.13229801127174,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.047700573825985026,-0.01509053530345851,-0.4085215808656053
full_common,25,0.2778506277341859,-0.3386217907638745,2.341399870820277,0.11866859274953526,50.36627691311939,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.04413517298018199,-0.22569931707211294,-0.46148646011870786
full_common,36,0.2793701220430653,-0.3021281910332576,2.3143023552342785,0.12071461683094753,50.82934531025098,0.3219858007143679,-0.11292247369176157,2.8028863309389846,-0.04261567867130256,-0.18920571734149605,-0.48858397570470613
