symbol,name,code
sh603033,三维股份,603033
sh603035,常熟汽饰,603035
sh603036,如通股份,603036
sh603037,凯众股份,603037
sh603038,华立股份,603038
sh603039,泛微网络,603039
sh603040,新坐标,603040
sh603041,美思德,603041
sh603042,华脉科技,603042
sh603043,广州酒家,603043
sh603045,福达合金,603045
sh603048,浙江黎明,603048
sh603049,中策橡胶,603049
sh603050,科林电气,603050
sh603051,鹿山新材,603051
sh603052,可川科技,603052
sh603053,成都燃气,603053
sh603055,台华新材,603055
sh603056,德邦股份,603056
sh603057,紫燕食品,603057
sh603058,永吉股份,603058
sh603059,倍加洁,603059
sh603060,国检集团,603060
sh603061,金海通,603061
sh603062,麦加芯彩,603062
sh603063,禾望电气,603063
sh603065,宿迁联盛,603065
sh603066,音飞储存,603066
sh603067,振华股份,603067
sh603068,博通集成,603068
sh603069,海汽集团,603069
sh603070,万控智造,603070
sh603071,物产环能,603071
sh603072,天和磁材,603072
sh603073,彩蝶实业,603073
sh603075,热威股份,603075
sh603076,乐惠国际,603076
sh603077,和邦生物,603077
sh603078,江化微,603078
sh603079,圣达生物,603079
sh603080,新疆火炬,603080
sh603081,大丰实业,603081
sh603082,北自科技,603082
sh603083,剑桥科技,603083
sh603085,天成自控,603085
sh603086,先达股份,603086
sh603087,甘李药业,603087
sh603088,宁波精达,603088
sh603089,正裕工业,603089
sh603090,宏盛股份,603090
sh603091,众鑫股份,603091
sh603092,德力佳,603092
sh603093,南华期货,603093
sh603095,越剑智能,603095
sh603096,新经典,603096
sh603097,江苏华辰,603097
sh603098,森特股份,603098
sh603099,长白山,603099
sh603100,川仪股份,603100
sh603101,XD汇嘉时,603101
sh603102,百合股份,603102
sh603103,横店影视,603103
sh603105,芯能科技,603105
sh603106,恒银科技,603106
sh603107,上海汽配,603107
sh603108,润达医疗,603108
sh603109,神驰机电,603109
sh603110,东方材料,603110
sh603111,康尼机电,603111
sh603112,华翔股份,603112
sh603113,金能科技,603113
sh603115,海星股份,603115
sh603116,红蜻蜓,603116
sh603117,万林物流,603117
sh603118,共进股份,603118
sh603119,浙江荣泰,603119
sh603120,肯特催化,603120
sh603121,华培动力,603121
sh603122,合富中国,603122
sh603123,翠微股份,603123
sh603124,江南新材,603124
sh603125,常青科技,603125
sh603126,中材节能,603126
sh603127,昭衍新药,603127
sh603128,华贸物流,603128
sh603129,春风动力,603129
sh603130,云中马,603130
sh603131,上海沪工,603131
sh603132,金徽股份,603132
sh603135,中重科技,603135
sh603136,天目湖,603136
sh603137,恒尚节能,603137
sh603138,海量数据,603138
sh603139,康惠股份,603139
sh603150,万朗磁塑,603150
sh603151,邦基科技,603151
sh603153,上海建科,603153
sh603155,新亚强,603155
sh603156,养元饮品,603156
sh603158,腾龙股份,603158
sh603159,上海亚虹,603159
sh603160,汇顶科技,603160
sh603161,科华控股,603161
sh603162,海通发展,603162
sh603163,圣晖集成,603163
sh603165,荣晟环保,603165
sh603166,福达股份,603166
sh603167,渤海轮渡,603167
sh603168,莎普爱思,603168
sh603169,兰石重装,603169
sh603170,宝立食品,603170
sh603171,税友股份,603171
sh603172,万丰股份,603172
sh603173,福斯达,603173
sh603175,超颖电子,603175
sh603176,汇通集团,603176
sh603177,德创环保,603177
sh603178,圣龙股份,603178
sh603179,新泉股份,603179
sh603180,金牌家居,603180
sh603181,皇马科技,603181
sh603182,嘉华股份,603182
sh603183,建研院,603183
sh603185,弘元绿能,603185
sh603186,华正新材,603186
sh603187,海容冷链,603187
sh603188,亚邦股份,603188
sh603189,网达软件,603189
sh603190,亚通精工,603190
sh603191,望变电气,603191
sh603192,汇得科技,603192
sh603193,润本股份,603193
sh603194,中力股份,603194
sh603195,公牛集团,603195
sh603196,璞源材料,603196
sh603197,保隆科技,603197
sh603198,迎驾贡酒,603198
sh603199,九华旅游,603199
sh603200,上海洗霸,603200
sh603201,常润股份,603201
sh603202,天有为,603202
sh603203,快克智能,603203
sh603205,健尔康,603205
sh603206,嘉环科技,603206
sh603207,小方制药,603207
sh603208,江山欧派,603208
sh603209,兴通股份,603209
sh603210,泰鸿万立,603210
sh603211,晋拓股份,603211
sh603212,赛伍技术,603212
sh603213,镇洋发展,603213
sh603214,爱婴室,603214
sh603215,比依股份,603215
sh603216,梦天家居,603216
sh603217,元利科技,603217
sh603218,日月股份,603218
sh603219,富佳股份,603219
sh603220,中贝通信,603220
sh603221,爱丽家居,603221
sh603222,济民健康,603222
sh603223,恒通股份,603223
sh603225,新凤鸣,603225
sh603226,菲林格尔,603226
sh603227,雪峰科技,603227
sh603228,景旺电子,603228
sh603229,奥翔药业,603229
sh603230,内蒙新华,603230
sh603231,索宝蛋白,603231
sh603232,格尔软件,603232
sh603233,大参林,603233
sh603235,天新药业,603235
sh603236,移远通信,603236
sh603237,五芳斋,603237
sh603238,诺邦股份,603238
sh603239,浙江仙通,603239
sh603248,锡华科技,603248
sh603255,鼎际得,603255
sh603256,宏和科技,603256
sh603257,中国瑞林,603257
sh603258,电魂网络,603258
sh603259,药明康德,603259
sh603260,合盛硅业,603260
sh603261,*ST立航,603261
sh603262,技源集团,603262
sh603266,天龙股份,603266
sh603267,鸿远电子,603267
sh603268,*ST松发,603268
sh603269,海鸥股份,603269
sh603270,金帝股份,603270
sh603271,永杰新材,603271
sh603272,联翔股份,603272
sh603273,天元智能,603273
sh603275,众辰科技,603275
sh603276,恒兴新材,603276
sh603277,银都股份,603277
sh603278,大业股份,603278
sh603279,景津装备,603279
sh603280,南方路机,603280
sh603281,江瀚新材,603281
sh603282,亚光股份,603282
sh603283,赛腾股份,603283
sh603284,林平发展,603284
sh603285,键邦股份,603285
sh603286,日盈电子,603286
sh603288,海天味业,603288
sh603289,泰瑞机器,603289
sh603290,斯达半导,603290
sh603291,联合水务,603291
sh603296,华勤技术,603296
sh603297,永新光学,603297
sh603298,杭叉集团,603298
sh603299,苏盐井神,603299
sh603300,海南华铁,603300
sh603301,振德医疗,603301
sh603303,得邦照明,603303
sh603305,旭升集团,603305
sh603306,华懋科技,603306
sh603307,扬州金泉,603307
sh603308,应流股份,603308
sh603309,维力医疗,603309
sh603310,巍华新材,603310
sh603311,金海高科,603311
sh603312,西典新能,603312
sh603313,梦百合,603313
sh603315,福鞍股份,603315
sh603316,诚邦股份,603316
sh603317,天味食品,603317
sh603318,水发燃气,603318
sh603319,美湖股份,603319
sh603320,迪贝电气,603320
sh603321,梅轮电梯,603321
sh603322,超讯通信,603322
sh603323,苏农银行,603323
sh603324,盛剑科技,603324
sh603325,博隆技术,603325
sh603326,我乐家居,603326
sh603327,福蓉科技,603327
sh603328,依顿电子,603328
sh603329,上海雅仕,603329
sh603330,天洋新材,603330
sh603331,百达精工,603331
sh603332,苏州龙杰,603332
sh603333,尚纬股份,603333
sh603334,丰倍生物,603334
sh603335,迪生力,603335
sh603336,宏辉果蔬,603336
sh603337,杰克科技,603337
sh603338,浙江鼎力,603338
sh603339,四方科技,603339
sh603341,龙旗科技,603341
sh603344,星德胜,603344
sh603345,安井食品,603345
sh603348,文灿股份,603348
sh603350,安乃达,603350
sh603351,威尔药业,603351
sh603352,至信股份,603352
sh603353,和顺石油,603353
sh603355,莱克电气,603355
sh603356,华菱精工,603356
sh603357,设计总院,603357
sh603358,华达科技,603358
sh603359,东珠生态,603359
sh603360,百傲化学,603360
sh603363,傲农生物,603363
sh603365,水星家纺,603365
sh603366,日出东方,603366
sh603367,辰欣药业,603367
sh603368,柳药集团,603368
sh603369,今世缘,603369
sh603370,华新精科,603370
sh603373,安邦护卫,603373
sh603375,盛景微,603375
sh603376,大明电子,603376
sh603377,ST东时,603377
sh603378,亚士创能,603378
sh603379,三美股份,603379
sh603380,易德龙,603380
sh603381,永臻股份,603381
sh603382,海阳科技,603382
sh603383,顶点软件,603383
sh603385,惠达卫浴,603385
sh603386,骏亚科技,603386
sh603387,基蛋生物,603387
sh603389,*ST亚振,603389
sh603390,通达电气,603390
sh603391,力聚热能,603391
sh603392,万泰生物,603392
sh603393,新天然气,603393
sh603395,红四方,603395
sh603396,金辰股份,603396
sh603398,*ST沐邦,603398
sh603399,永杉锂业,603399
sh603400,华之杰,603400
sh603402,陕西旅游,603402
sh603406,天富龙,603406
sh603408,建霖家居,603408
sh603409,汇通控股,603409
sh603416,信捷电气,603416
sh603418,友升股份,603418
sh603421,鼎信通讯,603421
sh603429,*ST集友,603429
sh603439,三力制药,603439
sh603444,吉比特,603444
sh603456,九洲药业,603456
sh603458,勘设股份,603458
sh603466,风语筑,603466
sh603477,巨星农牧,603477
sh603486,科沃斯,603486
sh603488,展鹏科技,603488
sh603489,八方股份,603489
sh603496,恒为科技,603496
sh603499,翔港科技,603499
sh603500,祥和实业,603500
sh603501,豪威集团,603501
sh603505,金石资源,603505
sh603506,南都物业,603506
sh603507,振江股份,603507
sh603508,思维列控,603508
sh603511,爱慕股份,603511
sh603515,欧普照明,603515
sh603516,淳中科技,603516
sh603517,ST绝味,603517
sh603518,锦泓集团,603518
sh603519,立霸股份,603519
sh603520,司太立,603520
sh603527,众源新材,603527
sh603528,多伦科技,603528
sh603529,爱玛科技,603529
sh603530,神马电力,603530
sh603533,掌阅科技,603533
sh603535,嘉诚国际,603535
sh603536,惠发食品,603536
sh603538,美诺华,603538
sh603551,奥普科技,603551
sh603556,海兴电力,603556
sh603557,ST起步,603557
sh603558,健盛集团,603558
sh603559,ST通脉,603559
sh603565,中谷物流,603565
sh603566,普莱柯,603566
sh603567,珍宝岛,603567
sh603568,伟明环保,603568
sh603569,长久物流,603569
sh603577,汇金通,603577
sh603578,三星新材,603578
sh603579,荣泰健康,603579
sh603580,*ST艾艾,603580
sh603583,捷昌驱动,603583
sh603585,苏利股份,603585
sh603586,金麒麟,603586
sh603587,地素时尚,603587
sh603588,高能环境,603588
sh603589,口子窖,603589
sh603590,康辰药业,603590
sh603595,ST东尼,603595
sh603596,伯特利,603596
sh603598,引力传媒,603598
sh603599,广信股份,603599
sh603600,永艺股份,603600
sh603601,再升科技,603601
sh603602,纵横通信,603602
sh603605,珀莱雅,603605
sh603606,东方电缆,603606
sh603607,京华激光,603607
sh603608,天创时尚,603608
sh603609,禾丰股份,603609
sh603610,麒盛科技,603610
sh603611,诺力股份,603611
sh603612,索通发展,603612
sh603613,国联股份,603613
sh603615,茶花股份,603615
sh603616,韩建河山,603616
sh603617,君禾股份,603617
sh603618,杭电股份,603618
sh603619,中曼石油,603619
sh603626,科森科技,603626
sh603628,清源股份,603628
sh603629,利通电子,603629
sh603630,拉芳家化,603630
sh603633,徕木股份,603633
sh603636,南威软件,603636
sh603637,镇海股份,603637
sh603638,艾迪精密,603638
sh603639,海利尔,603639
sh603648,畅联股份,603648
sh603650,彤程新材,603650
sh603655,朗博科技,603655
sh603656,泰禾智能,603656
sh603657,春光科技,603657
sh603658,安图生物,603658
sh603659,璞泰来,603659
sh603660,苏州科达,603660
sh603661,恒林股份,603661
sh603662,柯力传感,603662
sh603663,三祥新材,603663
sh603665,康隆达,603665
sh603666,亿嘉和,603666
sh603667,五洲新春,603667
sh603668,天马科技,603668
sh603669,灵康药业,603669
sh603676,卫信康,603676
sh603677,奇精机械,603677
sh603678,火炬电子,603678
sh603679,华体科技,603679
sh603680,今创集团,603680
sh603681,永冠新材,603681
sh603682,锦和商管,603682
sh603683,晶华新材,603683
sh603685,晨丰科技,603685
sh603686,福龙马,603686
sh603687,大胜达,603687
sh603688,石英股份,603688
sh603689,皖天然气,603689
sh603690,至纯科技,603690
sh603693,江苏新能,603693
sh603696,安记食品,603696
sh603697,有友食品,603697
sh603698,航天工程,603698
sh603699,纽威股份,603699
sh603700,宁水集团,603700
sh603701,德宏股份,603701
sh603703,盛洋科技,603703
sh603706,东方环宇,603706
sh603707,健友股份,603707
sh603708,家家悦,603708
sh603709,中源家居,603709
sh603711,香飘飘,603711
sh603712,七一二,603712
sh603713,密尔克卫,603713
sh603716,塞力医疗,603716
sh603717,天域生物,603717
sh603718,海利生物,603718
sh603719,良品铺子,603719
sh603721,*ST天择,603721
sh603722,阿科力,603722
sh603725,天安新材,603725
sh603726,朗迪集团,603726
sh603727,博迈科,603727
sh603728,鸣志电器,603728
sh603729,龙韵股份,603729
sh603730,岱美股份,603730
sh603733,仙鹤股份,603733
sh603737,三棵树,603737
sh603738,泰晶科技,603738
sh603739,蔚蓝生物,603739
sh603755,日辰股份,603755
sh603757,大元泵业,603757
sh603758,秦安股份,603758
sh603759,海天股份,603759
sh603766,隆鑫通用,603766
sh603767,中马传动,603767
sh603768,常青股份,603768
sh603773,沃格光电,603773
sh603776,永安行,603776
sh603777,来伊份,603777
sh603778,国晟科技,603778
sh603779,威龙股份,603779
sh603786,科博达,603786
sh603787,新日股份,603787
sh603788,宁波高发,603788
sh603789,*ST星农,603789
sh603790,雅运股份,603790
sh603797,联泰环保,603797
sh603798,康普顿,603798
sh603799,华友钴业,603799
sh603800,洪田股份,603800
sh603801,志邦家居,603801
sh603803,瑞斯康达,603803
sh603806,福斯特,603806
sh603808,歌力思,603808
sh603809,豪能股份,603809
sh603810,丰山集团,603810
sh603811,诚意药业,603811
sh603813,*ST原尚,603813
sh603815,交建股份,603815
sh603816,顾家家居,603816
sh603817,海峡环保,603817
sh603818,曲美家居,603818
sh603819,神力股份,603819
sh603822,ST嘉澳,603822
sh603823,百合花,603823
sh603825,ST华扬,603825
sh603826,坤彩科技,603826
sh603828,ST柯利达,603828
sh603829,洛凯股份,603829
sh603833,欧派家居,603833
sh603836,海程邦达,603836
sh603838,*ST四通,603838
sh603839,安正时尚,603839
sh603843,*ST正平,603843
sh603848,好太太,603848
sh603855,华荣股份,603855
sh603856,东宏股份,603856
sh603858,步长制药,603858
sh603859,能科科技,603859
sh603860,中公高科,603860
sh603861,白云电器,603861
sh603863,松炀资源,603863
sh603866,桃李面包,603866
sh603867,新化股份,603867
sh603868,飞科电器,603868
sh603869,ST智知,603869
sh603871,嘉友国际,603871
sh603876,鼎胜新材,603876
sh603877,太平鸟,603877
sh603878,武进不锈,603878
sh603879,永悦科技,603879
sh603880,南卫股份,603880
sh603881,数据港,603881
sh603882,金域医学,603882
sh603883,老百姓,603883
sh603885,吉祥航空,603885
sh603886,元祖股份,603886
sh603887,城地香江,603887
sh603888,新华网,603888
sh603889,新澳股份,603889
sh603890,春秋电子,603890
sh603893,瑞芯微,603893
sh603895,天永智能,603895
sh603896,寿仙谷,603896
sh603897,长城科技,603897
sh603898,好莱客,603898
sh603899,晨光股份,603899
sh603900,莱绅通灵,603900
sh603901,永创智能,603901
sh603903,中持股份,603903
sh603906,龙蟠科技,603906
sh603908,牧高笛,603908
sh603909,建发合诚,603909
sh603912,佳力图,603912
sh603915,国茂股份,603915
sh603916,苏博特,603916
sh603917,合力科技,603917
sh603918,金桥信息,603918
sh603919,金徽酒,603919
sh603920,世运电路,603920
sh603922,金鸿顺,603922
sh603926,铁流股份,603926
sh603927,中科软,603927
sh603928,兴业股份,603928
sh603929,亚翔集成,603929
sh603931,格林达,603931
sh603933,睿能科技,603933
sh603936,博敏电子,603936
sh603937,丽岛新材,603937
sh603938,三孚股份,603938
sh603939,益丰药房,603939
sh603948,建业股份,603948
sh603949,雪龙集团,603949
sh603950,长源东谷,603950
sh603955,大千生态,603955
sh603956,威派格,603956
sh603958,哈森股份,603958
sh603959,百利科技,603959
sh603960,克来机电,603960
sh603966,法兰泰克,603966
sh603967,中创物流,603967
sh603968,醋化股份,603968
sh603969,银龙股份,603969
sh603970,中农立华,603970
sh603976,正川股份,603976
sh603977,国泰集团,603977
sh603978,深圳新星,603978
sh603979,金诚信,603979
sh603980,吉华集团,603980
sh603982,泉峰汽车,603982
sh603983,丸美生物,603983
sh603985,恒润股份,603985
sh603986,兆易创新,603986
sh603987,康德莱,603987
sh603988,中电电机,603988
sh603989,艾华集团,603989
sh603990,麦迪科技,603990
sh603991,至正股份,603991
sh603992,松霖科技,603992
sh603993,洛阳钼业,603993
sh603995,甬金股份,603995
sh603997,继峰股份,603997
sh603998,方盛制药,603998
sh603999,读者传媒,603999
sh605001,威奥股份,605001
sh605003,众望布艺,605003
sh605005,合兴股份,605005
sh605006,山东玻纤,605006
sh605007,五洲特纸,605007
sh605008,长鸿高科,605008
sh605009,豪悦护理,605009
sh605011,杭州热电,605011
sh605016,百龙创园,605016
sh605018,长华集团,605018
sh605020,永和股份,605020
sh605028,世茂能源,605028
sh605033,美邦股份,605033
sh605050,福然德,605050
sh605055,迎丰股份,605055
sh605056,咸亨国际,605056
sh605058,澳弘电子,605058
sh605060,联德股份,605060
sh605066,天正电气,605066
sh605068,明新旭腾,605068
sh605069,正和生态,605069
sh605077,华康股份,605077
sh605080,浙江自然,605080
sh605081,*ST太和,605081
sh605086,龙高股份,605086
sh605088,冠盛股份,605088
sh605089,味知香,605089
sh605090,九丰能源,605090
sh605098,行动教育,605098
sh605099,共创草坪,605099
sh605100,华丰股份,605100
sh605108,同庆楼,605108
sh605111,新洁能,605111
sh605116,奥锐特,605116
sh605117,德业股份,605117
sh605118,力鼎光电,605118
sh605122,四方新材,605122
sh605123,派克新材,605123
sh605128,上海沿浦,605128
sh605133,嵘泰股份,605133
sh605136,丽人丽妆,605136
sh605138,盛泰集团,605138
sh605151,西上海,605151
sh605155,西大门,605155
sh605158,华达新材,605158
sh605162,新中港,605162
sh605166,聚合顺,605166
sh605167,利柏特,605167
sh605168,三人行,605168
sh605169,洪通燃气,605169
sh605177,东亚药业,605177
sh605178,时空科技,605178
sh605179,一鸣食品,605179
sh605180,华生科技,605180
sh605183,确成股份,605183
sh605186,健麾信息,605186
sh605188,国光连锁,605188
sh605189,富春染织,605189
sh605196,华通线缆,605196
sh605198,安德利,605198
sh605199,ST葫芦娃,605199
sh605208,永茂泰,605208
sh605218,伟时电子,605218
sh605222,起帆电缆,605222
sh605228,神通科技,605228
sh605255,天普股份,605255
sh605258,协和电子,605258
sh605259,绿田机械,605259
sh605266,健之佳,605266
sh605268,王力安防,605268
sh605277,新亚电子,605277
sh605286,同力天启,605286
sh605287,德才股份,605287
sh605288,凯迪股份,605288
sh605289,罗曼股份,605289
sh605296,神农集团,605296
sh605298,必得科技,605298
sh605299,舒华体育,605299
sh605300,佳禾食品,605300
sh605303,园林股份,605303
sh605305,中际联合,605305
sh605318,法狮龙,605318
sh605319,无锡振华,605319
sh605333,沪光股份,605333
sh605336,帅丰电器,605336
sh605337,李子园,605337
sh605338,巴比食品,605338
sh605339,南侨食品,605339
sh605358,立昂微,605358
sh605365,立达信,605365
sh605366,宏柏新材,605366
sh605368,蓝天燃气,605368
sh605369,拱东医疗,605369
sh605376,博迁新材,605376
sh605377,华旺科技,605377
sh605378,野马电池,605378
sh605388,均瑶健康,605388
sh605389,长龄液压,605389
sh605398,新炬网络,605398
sh605399,晨光新材,605399
sh605488,福莱新材,605488
sh605499,东鹏饮料,605499
sh605500,森林包装,605500
sh605507,国邦医药,605507
sh605555,德昌股份,605555
sh605566,福莱蒽特,605566
sh605567,春雪食品,605567
sh605577,龙版传媒,605577
sh605580,恒盛能源,605580
sh605588,冠石科技,605588
sh605589,圣泉集团,605589
sh605598,上海港湾,605598
sh605599,菜百股份,605599
sh688001,华兴源创,688001
sh688002,睿创微纳,688002
sh688003,天准科技,688003
sh688004,博汇科技,688004
sh688005,容百科技,688005
sh688006,杭可科技,688006
sh688007,光峰科技,688007
sh688008,澜起科技,688008
sh688009,中国通号,688009
sh688010,福光股份,688010
sh688011,新光光电,688011
sh688012,中微公司,688012
sh688013,天臣医疗,688013
sh688015,交控科技,688015
sh688016,心脉医疗,688016
sh688017,绿的谐波,688017
sh688018,乐鑫科技,688018
sh688019,安集科技,688019
sh688020,方邦股份,688020
sh688021,奥福科技,688021
sh688022,瀚川智能,688022
sh688023,安恒信息,688023
sh688025,杰普特,688025
sh688026,洁特生物,688026
sh688027,国盾量子,688027
sh688028,沃尔德,688028
sh688029,南微医学,688029
sh688030,山石网科,688030
sh688031,星环科技,688031
sh688032,禾迈股份,688032
sh688033,天宜新材,688033
sh688035,德邦科技,688035
sh688036,传音控股,688036
sh688037,芯源微,688037
sh688038,中科通达,688038
sh688039,当虹科技,688039
sh688041,海光信息,688041
sh688045,必易微,688045
sh688046,药康生物,688046
sh688047,龙芯中科,688047
sh688048,长光华芯,688048
sh688049,炬芯科技,688049
sh688050,爱博医疗,688050
sh688051,佳华科技,688051
sh688052,纳芯微,688052
sh688053,ST思科瑞,688053
sh688055,龙腾光电,688055
sh688056,莱伯泰科,688056
sh688057,金达莱,688057
sh688058,宝兰德,688058
sh688059,华锐精密,688059
sh688060,云涌科技,688060
sh688061,灿瑞科技,688061
sh688062,迈威生物,688062
sh688063,派能科技,688063
sh688065,凯赛生物,688065
sh688066,航天宏图,688066
sh688067,爱威科技,688067
sh688068,热景生物,688068
sh688069,德林海,688069
sh688070,纵横股份,688070
sh688071,华依科技,688071
sh688072,拓荆科技,688072
sh688073,毕得医药,688073
sh688075,安旭生物,688075
sh688076,ST诺泰,688076
sh688077,大地熊,688077
sh688078,龙软科技,688078
sh688079,美迪凯,688079
sh688080,映翰通,688080
sh688081,兴图新科,688081
sh688082,盛美上海,688082
sh688083,中望软件,688083
sh688084,晶品特装,688084
sh688085,三友医疗,688085
sh688087,英科再生,688087
sh688088,虹软科技,688088
sh688089,嘉必优,688089
sh688090,瑞松科技,688090
sh688091,上海谊众,688091
sh688092,爱科科技,688092
sh688093,世华科技,688093
sh688095,福昕软件,688095
sh688096,京源环保,688096
sh688097,博众精工,688097
sh688098,申联生物,688098
sh688099,晶晨股份,688099
sh688100,威胜信息,688100
sh688101,三达膜,688101
sh688102,斯瑞新材,688102
sh688103,国力电子,688103
sh688105,诺唯赞,688105
sh688106,金宏气体,688106
sh688107,安路科技,688107
sh688108,赛诺医疗,688108
sh688109,品茗科技,688109
sh688110,东芯股份,688110
sh688111,金山办公,688111
sh688112,鼎阳科技,688112
sh688113,联测科技,688113
sh688114,华大智造,688114
sh688115,思林杰,688115
sh688116,天奈科技,688116
sh688117,圣诺生物,688117
sh688118,普元信息,688118
sh688119,中钢洛耐,688119
sh688120,华海清科,688120
sh688121,卓然股份,688121
sh688122,西部超导,688122
sh688123,聚辰股份,688123
sh688125,安达智能,688125
sh688126,沪硅产业,688126
sh688127,蓝特光学,688127
sh688128,中国电研,688128
sh688129,东来技术,688129
sh688130,晶华微,688130
sh688131,皓元医药,688131
sh688132,邦彦技术,688132
sh688133,泰坦科技,688133
sh688135,利扬芯片,688135
sh688136,科兴制药,688136
sh688137,近岸蛋白,688137
sh688138,清溢光电,688138
sh688139,海尔生物,688139
sh688141,杰华特,688141
sh688143,长盈通,688143
sh688146,中船特气,688146
sh688147,微导纳米,688147
sh688148,芳源股份,688148
sh688150,莱特光电,688150
sh688151,华强科技,688151
sh688152,麒麟信安,688152
sh688153,唯捷创芯,688153
sh688155,先惠技术,688155
sh688156,路德科技,688156
sh688157,松井股份,688157
sh688158,优刻得,688158
sh688159,有方科技,688159
sh688160,步科股份,688160
sh688161,威高骨科,688161
sh688162,巨一科技,688162
sh688163,赛伦生物,688163
sh688165,埃夫特,688165
sh688166,博瑞医药,688166
sh688167,炬光科技,688167
sh688168,安博通,688168
sh688169,石头科技,688169
sh688170,德龙激光,688170
sh688171,纬德信息,688171
sh688172,燕东微,688172
sh688173,希荻微,688173
sh688175,高凌信息,688175
sh688176,亚虹医药,688176
sh688177,百奥泰,688177
sh688178,万德斯,688178
sh688179,阿拉丁,688179
sh688180,君实生物,688180
sh688181,八亿时空,688181
sh688182,灿勤科技,688182
sh688183,生益电子,688183
sh688184,ST帕瓦,688184
sh688185,康希诺,688185
sh688186,广大特材,688186
sh688187,时代电气,688187
sh688188,柏楚电子,688188
sh688189,南新制药,688189
sh688190,云路股份,688190
sh688191,智洋创新,688191
sh688192,迪哲医药,688192
sh688193,仁度生物,688193
sh688195,腾景科技,688195
sh688196,卓越新能,688196
sh688197,首药控股,688197
sh688198,佰仁医疗,688198
sh688199,久日新材,688199
sh688200,华峰测控,688200
sh688201,信安世纪,688201
sh688202,美迪西,688202
sh688203,海正生材,688203
sh688205,德科立,688205
sh688206,概伦电子,688206
sh688207,格灵深瞳,688207
sh688208,道通科技,688208
sh688209,英集芯,688209
sh688210,统联精密,688210
sh688211,中科微至,688211
sh688212,澳华内镜,688212
sh688213,思特威,688213
sh688215,瑞晟智能,688215
sh688216,气派科技,688216
sh688217,睿昂基因,688217
sh688218,江苏北人,688218
sh688219,会通股份,688219
sh688220,翱捷科技,688220
sh688221,前沿生物,688221
sh688222,成都先导,688222
sh688223,晶科能源,688223
sh688225,亚信安全,688225
sh688226,威腾电气,688226
sh688227,品高股份,688227
sh688228,开普云,688228
sh688229,博睿数据,688229
sh688230,芯导科技,688230
sh688231,隆达股份,688231
sh688232,新点软件,688232
sh688233,神工股份,688233
sh688234,天岳先进,688234
sh688235,百济神州,688235
sh688236,春立医疗,688236
sh688237,超卓航科,688237
sh688238,和元生物,688238
sh688239,航宇科技,688239
sh688244,永信至诚,688244
sh688246,嘉和美康,688246
sh688247,宣泰医药,688247
sh688248,南网科技,688248
sh688249,晶合集成,688249
sh688251,井松智能,688251
sh688252,天德钰,688252
sh688253,英诺特,688253
sh688255,凯尔达,688255
sh688256,寒武纪,688256
sh688257,新锐股份,688257
sh688258,卓易信息,688258
sh688259,创耀科技,688259
sh688260,昀冢科技,688260
sh688261,东微半导,688261
sh688262,国芯科技,688262
sh688265,南模生物,688265
sh688266,泽璟制药,688266
sh688267,中触媒,688267
sh688268,华特气体,688268
sh688269,凯立新材,688269
sh688270,臻镭科技,688270
sh688271,联影医疗,688271
sh688272,富吉瑞,688272
sh688273,麦澜德,688273
sh688275,万润新能,688275
sh688276,百克生物,688276
sh688277,天智航,688277
sh688278,特宝生物,688278
sh688279,峰岹科技,688279
sh688280,精进电动,688280
sh688281,华秦科技,688281
sh688282,理工导航,688282
sh688283,坤恒顺维,688283
sh688285,高铁电气,688285
sh688286,敏芯股份,688286
sh688287,*ST观典,688287
sh688288,鸿泉技术,688288
sh688289,圣湘生物,688289
sh688290,景业智能,688290
sh688291,金橙子,688291
sh688292,浩瀚深度,688292
sh688293,奥浦迈,688293
sh688295,中复神鹰,688295
sh688296,和达科技,688296
sh688297,中无人机,688297
sh688298,东方生物,688298
sh688299,长阳科技,688299
sh688300,联瑞新材,688300
sh688301,奕瑞科技,688301
sh688302,海创药业,688302
sh688303,大全能源,688303
sh688305,科德数控,688305
sh688306,均普智能,688306
sh688307,中润光学,688307
sh688308,欧科亿,688308
sh688309,恒誉环保,688309
sh688310,迈得医疗,688310
sh688311,盟升电子,688311
sh688312,燕麦科技,688312
sh688313,仕佳光子,688313
sh688314,康拓医疗,688314
sh688315,诺禾致源,688315
sh688316,青云科技,688316
sh688317,之江生物,688317
sh688318,财富趋势,688318
sh688319,欧林生物,688319
sh688320,禾川科技,688320
sh688321,微芯生物,688321
sh688322,奥比中光,688322
sh688323,瑞华泰,688323
sh688325,赛微微电,688325
sh688326,经纬恒润,688326
sh688327,云从科技,688327
sh688328,深科达,688328
sh688329,艾隆科技,688329
sh688330,宏力达,688330
sh688331,荣昌生物,688331
sh688332,中科蓝讯,688332
sh688333,铂力特,688333
sh688334,西高院,688334
sh688335,复洁科技,688335
sh688336,三生国健,688336
sh688337,普源精电,688337
sh688338,赛科希德,688338
sh688339,亿华通,688339
sh688343,云天励飞,688343
sh688345,博力威,688345
sh688347,华虹公司,688347
sh688348,昱能科技,688348
sh688349,三一重能,688349
sh688350,富淼科技,688350
sh688351,微电生理,688351
sh688352,颀中科技,688352
sh688353,华盛锂电,688353
sh688355,明志科技,688355
sh688356,键凯科技,688356
sh688357,建龙微纳,688357
sh688358,祥生医疗,688358
sh688359,三孚新科,688359
sh688360,德马科技,688360
sh688361,中科飞测,688361
