change_date,symbol,old_name,new_name
2006-07-17,000671,阳光发展,G 闽阳光
2006-07-18,000862,ST 仪 表,GST 仪表
2006-07-18,000679,大连友谊,G 连友谊
2006-07-18,000616,亿城股份,G 亿  城
2006-07-19,000995,皇台酒业,G 皇  台
2006-07-19,000886,海南高速,G 海高速
2006-07-20,000915,山大华特,G 华  特
2006-07-20,000159,国际实业,G 新国际
2006-07-21,000809,中汇医药,G 中  汇
2006-07-24,000952,广济药业,G 广  济
2006-07-25,000563,陕国投Ａ,G 陕国投
2006-07-25,000627,G 百  科,G 天  茂
2006-07-26,002055,N 得  润,得润电子
2006-07-26,002054,N 德  美,德美化工
2006-07-26,001896,豫能控股,G 豫  能
2006-07-26,000927,一汽夏利,G 夏  利
2006-07-26,000875,吉电股份,G 吉  电
2006-07-27,000019,深深宝Ａ,G 深宝Ａ
2006-07-28,000701,厦门信达,G 信  达
2006-07-28,000545,吉林制药,G 吉  药
2006-07-31,000966,长源电力,G 长  源
2006-07-31,000812,陕西金叶,G 金  叶
2006-07-31,000676,思达高科,G 思  达
2006-07-31,000005,ST 星 源,GST 星源
2006-08-02,000611,时代科技,G 时代科
2006-08-02,000515,攀渝钛业,G 攀  钛
2006-08-02,000979,*ST 科苑,G*ST科苑
2006-08-02,000801,四川湖山,G 湖  山
2006-08-02,000993,闽东电力,G 闽  电
2006-08-03,002058,N 威尔泰,威 尔 泰
2006-08-03,002057,N 天  源,天源科技
2006-08-03,002056,N 东  磁,横店东磁
2006-08-03,000553,沙隆达Ａ,G 沙隆达
2006-08-04,000766,*ST 通金,通化金马
2006-08-04,000697,咸阳偏转,G 偏  转
2006-08-07,000418,小天鹅Ａ,G 小天鹅
2006-08-07,000948,南天信息,G 南  天
2006-08-08,000803,金宇车城,G 川金宇
2006-08-08,000766,通化金马,G 通金马
2006-08-08,000666,经纬纺机,G 经  纬
2006-08-09,000789,*ST 江泥,G*ST江泥
2006-08-09,000416,健特生物,G 健  特
2006-08-11,000534,汕电力Ａ,G 汕电力
2006-08-11,002059,N 世  博,世博股份
2006-08-11,002060,N 粤水电,粤 水 电
2006-08-14,000007,深达声Ａ,G 深达声
2006-08-15,000569,长城股份,G 长  钢
2006-08-17,002062,N 宏  润,宏润建设
2006-08-17,002061,N 江  山,江山化工
2006-08-17,000505,*ST 珠江,G*ST珠江
2006-08-18,000715,中兴商业,G 沈中兴
2006-08-18,000548,湖南投资,G 投  资
2006-08-18,000004,*ST 国农,G*ST国农
2006-08-21,000691,*ST 寰岛,ST 寰 岛
2006-08-24,002066,N 瑞  泰,瑞泰科技
2006-08-24,002065,N 东  华,东华合创
2006-08-24,002064,N 华  峰,华峰氨纶
2006-08-24,002063,N 远  光,远光软件
2006-08-24,000656,*ST 东源,G*ST东源
2006-08-28,000681,远东股份,G 远  东
2006-08-28,000820,*ST 金城,G*ST金城
2006-08-31,000632,*ST 三木,G*ST三木
2006-08-31,000590,紫光古汉,G 古  汉
2006-09-01,000710,ST 天 仪,GST 天仪
2006-09-01,000663,永安林业,G 永  林
2006-09-01,000042,深长城Ａ,G 深长城
2006-09-04,000752,西藏发展,G 藏发展
2006-09-05,000829,赣南果业,G 赣  南
2006-09-07,000939,凯迪电力,G 凯  迪
2006-09-11,002057,天源科技,中钢天源
2006-09-11,000045,深纺织Ａ,G 深纺Ａ
2006-09-12,000411,英特集团,G 英  特
2006-09-12,000796,宝商集团,G 陕宝商
2006-09-12,000593,宝光药业,G 宝  光
2006-09-18,002068,N 黑  猫,黑猫股份
2006-09-18,002067,N 景  兴,景兴纸业
2006-09-20,000655,*ST 华陶,G*ST华陶
2006-09-21,000967,*ST 上风,G*ST上风
2006-09-22,000612,焦作万方,G 万  方
2006-09-25,000560,ST昆百大,G ST昆百
2006-09-25,000760,博盈投资,G 博  盈
2006-09-25,000893,广州冷机,G 冷  机
2006-09-26,000639,金德发展,G 金  德
2006-09-26,000409,ST 四 通,G ST四通
2006-09-28,000532,力合股份,G 力  合
2006-09-29,002069,N 獐子岛,獐 子 岛
2006-10-09,000555,G ST太光,ST 太 光
2006-10-09,000557,G ST广夏,ST银广夏
2006-10-09,000558,G 莱  茵,莱茵置业
2006-10-09,000559,G 钱  潮,万向钱潮
2006-10-09,000560,G ST昆百,ST昆百大
2006-10-09,000561,*ST 长岭,S*ST长岭
2006-10-09,000562,G 宏  源,宏源证券
2006-10-09,000563,G 陕国投,陕国投Ａ
2006-10-09,000564,G 陕民生,西安民生
2006-10-09,000565,G 渝三峡,渝三峡Ａ
2006-10-09,000566,G 海  药,海南海药
2006-10-09,000584,G 舒  卡,舒卡股份
2006-10-09,000568,G 老  窖,泸州老窖
2006-10-09,000569,G 长  钢,长城股份
2006-10-09,000570,G 常柴Ａ,苏常柴Ａ
2006-10-09,000571,新大洲Ａ,S 新大洲
2006-10-09,000572,G 金  盘,金盘股份
2006-10-09,000573,G 宏  远,粤宏远Ａ
2006-10-09,000576,G 甘  化,广东甘化
2006-10-09,000578,*ST 数码,S*ST数码
2006-10-09,000581,G 威  孚,威孚高科
2006-10-09,000582,北 海 港,S 北海港
2006-10-09,000554,泰山石油,S 泰石油
2006-10-09,000585,G 东北电,东北电气
2006-10-09,000567,G 海  德,海德股份
2006-10-09,000553,G 沙隆达,沙隆达Ａ
2006-10-09,000540,*ST 中天,S*ST中天
2006-10-09,000551,G 创  元,创元科技
2006-10-09,000522,G 白云山,白云山Ａ
2006-10-09,000523,G 浪  奇,广州浪奇
2006-10-09,000524,G 穗东方,东方宾馆
2006-10-09,000525,G 红太阳,红 太 阳
2006-10-09,000526,G 旭  飞,旭飞投资
2006-10-09,000527,G 美  的,美的电器
2006-10-09,000528,G 柳  工,柳    工
2006-10-09,000530,G 大  冷,大冷股份
2006-10-09,000531,G 穗恒运,穗恒运Ａ
2006-10-09,000532,G 力  合,力合股份
2006-10-09,000533,万家乐Ａ,S 万家乐
2006-10-09,000534,G 汕电力,汕电力Ａ
2006-10-09,000536,ST闽闽东,S ST闽东
2006-10-09,000537,G 广  宇,广宇发展
2006-10-09,000538,G 云白药,云南白药
2006-10-09,000586,G 汇  源,汇源通信
2006-10-09,000541,G 佛  照,佛山照明
2006-10-09,000543,G 皖  能,皖能电力
2006-10-09,000544,白鸽股份,S 白  鸽
2006-10-09,000545,G 吉  药,吉林制药
2006-10-09,000546,G 光  华,光华控股
2006-10-09,000547,G 闽福发,闽福发Ａ
2006-10-09,000548,G 投  资,湖南投资
2006-10-09,000549,湘火炬Ａ,S 湘火炬
2006-10-09,000550,G 江  铃,江铃汽车
2006-10-09,000552,G 靖  煤,靖远煤电
2006-10-09,000539,G 粤电力,粤电力Ａ
2006-10-09,000601,G 韶  能,韶能股份
2006-10-09,000589,G 黔轮胎,黔轮胎Ａ
2006-10-09,000628,G 倍  特,倍特高新
2006-10-09,000629,G 新钢钒,新 钢 钒
2006-10-09,000630,G 铜  都,铜都铜业
2006-10-09,000632,G*ST三木,*ST 三木
2006-10-09,000633,*ST 合金,S*ST合金
2006-10-09,000635,G 英力特,英 力 特
2006-10-09,000636,G 风  华,风华高科
2006-10-09,000637,茂化实华,S 茂实华
2006-10-09,000639,G 金  德,金德发展
2006-10-09,000651,G 格  力,格力电器
2006-10-09,000652,G 泰  达,泰达股份
2006-10-09,000655,G*ST华陶,*ST 华陶
2006-10-09,000656,G*ST东源,*ST 东源
2006-10-09,000657,中钨高新,S 中  钨
2006-10-09,000659,G 中  富,珠海中富
2006-10-09,000661,长春高新,S 长高新
2006-10-09,000662,G 索芙特,索 芙 特
2006-10-09,000663,G 永  林,永安林业
2006-10-09,000665,武汉塑料,S 武塑料
2006-10-09,000666,G 经  纬,经纬纺机
2006-10-09,000667,G 名  流,名流置业
2006-10-09,000668,武汉石油,S 武石油
2006-10-09,000669,G 领  先,领先科技
2006-10-09,000670,*ST 天发,S*ST天发
2006-10-09,000671,G 闽阳光,阳光发展
2006-10-09,000627,G 天  茂,天茂集团
2006-10-09,000626,如意集团,S 如  意
2006-10-09,000625,G 长  安,长安汽车
2006-10-09,000623,G 敖  东,吉林敖东
2006-10-09,000590,G 古  汉,紫光古汉
2006-10-09,000591,桐 君 阁,S 桐君阁
2006-10-09,000593,G 宝  光,大通燃气
2006-10-09,000594,G 宏  峰,天津宏峰
2006-10-09,000595,G 西  轴,西北轴承
2006-10-09,000596,GST古井A,ST古井Ａ
2006-10-09,000597,G 东北药,东北制药
2006-10-09,000598,G 蓝清洗,蓝星清洗
2006-10-09,000599,G 双  星,青岛双星
2006-10-09,000600,G 建  投,建投能源
2006-10-09,000521,美菱电器,S 美  菱
2006-10-09,000602,G 金  马,金马集团
2006-10-09,000587,ST 光 明,S ST光明
2006-10-09,000603,G*ST威达,*ST 威达
2006-10-09,000606,G 明  胶,青海明胶
2006-10-09,000607,G 华  立,华立药业
2006-10-09,000608,G 阳  光,阳光股份
2006-10-09,000609,燕化高新,S 燕  化
2006-10-09,000610,G 西  旅,西安旅游
2006-10-09,000611,G 时代科,时代科技
2006-10-09,000612,G 万  方,焦作万方
2006-10-09,000613,*ST东海A,S*ST东海
2006-10-09,000615,G 金  环,湖北金环
2006-10-09,000616,G 亿  城,亿城股份
2006-10-09,000617,石油济柴,S 济  柴
2006-10-09,000619,G 海型材,海螺型材
2006-10-09,000605,G 四环药,四环药业
2006-10-09,000520,G 长  航,长航凤凰
2006-10-09,000505,G*ST珠江,*ST 珠江
2006-10-09,000518,四环生物,S 四  环
2006-10-09,000033,G 新  都,新都酒店
2006-10-09,000034,*ST 深泰,S*ST深泰
2006-10-09,000035,*ST 科健,S*ST科健
2006-10-09,000036,G 华  联,华联控股
2006-10-09,000037,G 南  电,深南电Ａ
2006-10-09,000038,*ST 大通,S*ST大通
2006-10-09,000039,G 中  集,中集集团
2006-10-09,000040,G 深鸿基,深 鸿 基
2006-10-09,000042,G 深长城,深 长 城
2006-10-09,000043,G 深南光,深南光Ａ
2006-10-09,000045,G 深纺Ａ,深纺织Ａ
2006-10-09,000046,G 泛  海,泛海建设
2006-10-09,000048,G 康达尔,康达尔Ａ
2006-10-09,000049,G 德  赛,德赛电池
2006-10-09,000050,G 深天马,深天马Ａ
2006-10-09,000055,G 方大Ａ,方  大Ａ
2006-10-09,000056,G 深国商,深 国 商
2006-10-09,000058,G 赛  格,深 赛 格
2006-10-09,000059,G 辽  通,辽通化工
2006-10-09,000060,G 中  金,中金岭南
2006-10-09,000061,G 农产品,农 产 品
2006-10-09,000062,G 华  强,深圳华强
2006-10-09,000063,G 中  兴,中兴通讯
2006-10-09,000065,G 北  方,北方国际
2006-10-09,000066,G 长  城,长城电脑
2006-10-09,000032,G 深桑达,深桑达Ａ
2006-10-09,000068,赛格三星,S 三  星
2006-10-09,000031,G 中粮地,中粮地产
2006-10-09,000029,G 深深房,深深房Ａ
2006-10-09,000001,深发展Ａ,S深发展A
2006-10-09,000002,G 万科Ａ,万  科Ａ
2006-10-09,000004,G*ST国农,*ST 国农
2006-10-09,000005,GST 星源,ST 星 源
2006-10-09,000006,G 深振业,深振业Ａ
2006-10-09,000007,G 深达声,深达声Ａ
2006-10-09,000008,G 宝利来,宝 利 来
2006-10-09,000009,深宝安Ａ,S深宝安A
2006-10-09,000010,*ST 华新,S*ST华新
2006-10-09,000011,深物业Ａ,S深物业A
2006-10-09,000012,G 南  玻,南  玻Ａ
2006-10-09,000014,G 沙  河,沙河股份
2006-10-09,000016,G 康佳Ａ,深康佳Ａ
2006-10-09,000017,*ST中华A,S*ST中华
2006-10-09,000018,G 深中冠,深中冠Ａ
2006-10-09,000019,G 深宝Ａ,深深宝Ａ
2006-10-09,000020,*ST华发A,S*ST华发
2006-10-09,000021,G 深科技,深科技Ａ
2006-10-09,000022,G 深赤湾,深赤湾Ａ
2006-10-09,000023,G 深天地,深天地Ａ
2006-10-09,000024,G 招商局,招商地产
2006-10-09,000025,G 特力Ａ,特  力Ａ
2006-10-09,000026,飞亚达Ａ,S飞亚达A
2006-10-09,000027,G 深能源,深能源Ａ
2006-10-09,000028,G 一  致,一致药业
2006-10-09,000030,*ST盛润A,S*ST盛润
2006-10-09,000069,G 华侨城,华侨城Ａ
2006-10-09,000070,G 特  发,特发信息
2006-10-09,000078,G 海  王,海王生物
2006-10-09,000420,G 吉  纤,吉林化纤
2006-10-09,000421,南京中北,S 中  北
2006-10-09,000422,G 宜  化,湖北宜化
2006-10-09,000423,东阿阿胶,S 阿  胶
2006-10-09,000425,徐工科技,S 徐  工
2006-10-09,000426,G 大  地,大地基础
2006-10-09,000428,G 华  天,华天酒店
2006-10-09,000429,G 粤高速,粤高速Ａ
2006-10-09,000430,张 家 界,S 张家界
2006-10-09,000488,G 晨  鸣,晨鸣纸业
2006-10-09,000498,G 丹  化,丹东化纤
2006-10-09,000501,G 武商Ａ,鄂武商Ａ
2006-10-09,000502,绿景地产,S 绿  景
2006-10-09,000503,G 海  虹,海虹控股
2006-10-09,000504,赛迪传媒,S 赛  迪
2006-10-09,000672,*ST 铜城,S*ST铜城
2006-10-09,000506,*ST 东泰,S*ST东泰
2006-10-09,000507,粤 富 华,S 粤富华
2006-10-09,000509,*ST 华塑,S*ST华塑
2006-10-09,000510,G 金  路,金路集团
2006-10-09,000511,G 银  基,银基发展
2006-10-09,000513,丽珠集团,S 丽  珠
2006-10-09,000514,G 渝开发,渝 开 发
2006-10-09,000515,G 攀  钛,攀渝钛业
2006-10-09,000516,G 解  放,陕解放Ａ
2006-10-09,000419,G 通  程,通程控股
2006-10-09,000418,G 小天鹅,小天鹅Ａ
2006-10-09,000417,G 合百大,合肥百货
2006-10-09,000416,G 健  特,健特生物
2006-10-09,000088,G 盐田港,盐 田 港
2006-10-09,000089,G 深机场,深圳机场
2006-10-09,000090,G 天  健,深 天 健
2006-10-09,000096,G 广  聚,广聚能源
2006-10-09,000099,G 海  直,中信海直
2006-10-09,000100,GTCL集团,TCL 集团
2006-10-09,000150,光电股份,S 光  电
2006-10-09,000151,G 中  成,中成股份
2006-10-09,000153,G 丰原药,丰原药业
2006-10-09,000155,G 川  化,川化股份
2006-10-09,000157,G 中  联,中联重科
2006-10-09,000158,G 常  山,常山股份
2006-10-09,000519,G 银  动,银河动力
2006-10-09,000159,G 新国际,国际实业
2006-10-09,000400,G 许  继,许继电气
2006-10-09,000401,G 冀  东,冀东水泥
2006-10-09,000402,G 金融街,金 融 街
2006-10-09,000403,*ST 生化,S*ST生化
2006-10-09,000404,华意压缩,S 华  意
2006-10-09,000407,G 胜  利,胜利股份
2006-10-09,000408,G*ST玉源,*ST 玉源
2006-10-09,000409,G ST四通,ST 四 通
2006-10-09,000410,G 沈  机,沈阳机床
2006-10-09,000411,G 英  特,英特集团
2006-10-09,000413,G 宝  石,宝  石Ａ
2006-10-09,000415,G 汇  通,汇通水利
2006-10-09,000301,G 丝  绸,丝绸股份
2006-10-09,000673,大同水泥,S 大  水
2006-10-09,000757,*ST方向A,S*ST方向
2006-10-09,000677,G 海  龙,山东海龙
2006-10-09,000897,G 津  滨,津滨发展
2006-10-09,000898,G 鞍  钢,鞍钢股份
2006-10-09,000899,G 赣  能,赣能股份
2006-10-09,000900,G 现投股,现代投资
2006-10-09,000901,G 航科技,航天科技
2006-10-09,000902,中国服装,S 中  服
2006-10-09,000903,G 云  内,云内动力
2006-10-09,000905,厦门港务,S 厦港务
2006-10-09,000906,南方建材,S 南建材
2006-10-09,000908,*ST 天一,S*ST天一
2006-10-09,000909,G 数  源,数源科技
2006-10-09,000910,G 大  亚,大亚科技
2006-10-09,000911,G 南  糖,南宁糖业
2006-10-09,000912,G 泸天化,泸 天 化
2006-10-09,000913,G 钱  摩,钱江摩托
2006-10-09,000915,G 华  特,山大华特
2006-10-09,000916,G 华  路,华北高速
2006-10-09,000917,G 电  广,电广传媒
2006-10-09,000918,*ST 亚华,S*ST亚华
2006-10-09,000919,G 金陵药,金陵药业
2006-10-09,000920,G 南汇通,南方汇通
2006-10-09,000921,*ST 科龙,S*ST科龙
2006-10-09,000922,阿继电器,S 阿  继
2006-10-09,000923,河北宣工,S 宣  工
2006-10-09,000925,*ST 海纳,S*ST海纳
2006-10-09,000895,双汇发展,S 双  汇
2006-10-09,000926,G 福  星,福星科技
2006-10-09,000893,G 冷  机,广州冷机
2006-10-09,000890,G 法尔胜,法 尔 胜
2006-10-09,000848,G 露  露,承德露露
2006-10-09,000850,G 华  茂,华茂股份
2006-10-09,000851,G 高  鸿,高鸿股份
2006-10-09,000852,江钻股份,S 江  钻
2006-10-09,000856,*ST 唐陶,S*ST唐陶
2006-10-09,000858,G 五粮液,五 粮 液
2006-10-09,000859,G 国  风,国风塑业
2006-10-09,000860,G 顺  鑫,顺鑫农业
2006-10-09,000861,G 海  印,海印股份
2006-10-09,000862,GST 仪表,ST 仪 表
2006-10-09,000863,*ST 商务,S*ST商务
2006-10-09,000868,G 安  凯,安凯客车
2006-10-09,000869,G 张  裕,张  裕Ａ
2006-10-09,000875,G 吉  电,吉电股份
2006-10-09,000876,G 新希望,新 希 望
2006-10-09,000877,G 天  山,天山股份
2006-10-09,000878,G 云  铜,云南铜业
2006-10-09,000881,G 国  际,大连国际
2006-10-09,000882,G 京华联,华联股份
2006-10-09,000883,G 鄂三环,三环股份
2006-10-09,000885,*ST 春都,S*ST春都
2006-10-09,000886,G 海高速,海南高速
2006-10-09,000887,*ST 飞彩,S*ST飞彩
2006-10-09,000888,G 峨眉山,峨眉山Ａ
2006-10-09,000889,G 渤  海,渤海物流
2006-10-09,000892,ST 星 美,S ST星美
2006-10-09,000839,G 国  安,中信国安
2006-10-09,000927,G 夏  利,一汽夏利
2006-10-09,000929,兰州黄河,S 兰黄河
2006-10-09,000971,G 迈  亚,湖北迈亚
2006-10-09,000972,G 中  基,新 中 基
2006-10-09,000973,G 佛  塑,佛塑股份
2006-10-09,000975,科 学 城,S 科学城
2006-10-09,000976,G 春  晖,春晖股份
2006-10-09,000977,G 浪  潮,浪潮信息
2006-10-09,000978,G 桂  旅,桂林旅游
2006-10-09,000979,G*ST科苑,*ST 科苑
2006-10-09,000980,G 黄金马,金马股份
2006-10-09,000981,兰光科技,S 兰  光
2006-10-09,000982,圣 雪 绒,S 圣雪绒
2006-10-09,000983,G 西  煤,西山煤电
2006-10-09,000985,大庆华科,S 庆华科
2006-10-09,000987,G 穗友谊,广州友谊
2006-10-09,000988,G 华  工,华工科技
2006-10-09,000989,G 九芝堂,九 芝 堂
2006-10-09,000990,G 诚  志,诚志股份
2006-10-09,000993,G 闽  电,闽东电力
2006-10-09,000995,G 皇  台,皇台酒业
2006-10-09,000996,G 捷  利,捷利股份
2006-10-09,000997,G 新大陆,新 大 陆
2006-10-09,000998,G 隆  平,隆平高科
2006-10-09,000999,三九医药,S 三  九
2006-10-09,001696,G 宗  申,宗申动力
2006-10-09,001896,G 豫  能,豫能控股
2006-10-09,000970,G 三  环,中科三环
2006-10-09,000928,G*ST吉炭,*ST 吉炭
2006-10-09,000969,G 安泰Ａ,安泰科技
2006-10-09,000967,G*ST上风,*ST 上风
2006-10-09,000930,G 丰  原,丰原生化
2006-10-09,000931,中 关 村,S 中关村
2006-10-09,000932,G 华  菱,华菱管线
2006-10-09,000933,G 神  火,神火股份
2006-10-09,000935,四川双马,S 川双马
2006-10-09,000936,G 华西村,华 西 村
2006-10-09,000937,G 金  牛,金牛能源
2006-10-09,000938,G 紫  光,紫光股份
2006-10-09,000939,G 凯  迪,凯迪电力
2006-10-09,000948,G 南  天,南天信息
2006-10-09,000949,G 新  纤,新乡化纤
2006-10-09,000950,G ST建峰,ST 建 峰
2006-10-09,000951,G 重  汽,中国重汽
2006-10-09,000952,G 广  济,广济药业
2006-10-09,000953,河池化工,S 河  化
2006-10-09,000955,G 欣  龙,欣龙控股
2006-10-09,000957,G 中  通,中通客车
2006-10-09,000958,G 石热电,东方热电
2006-10-09,000959,G 首  钢,首钢股份
2006-10-09,000960,G 锡  业,锡业股份
2006-10-09,000961,G 大  牛,大连金牛
2006-10-09,000676,G 思  达,思达高科
2006-10-09,000963,华东医药,S 华东药
2006-10-09,000965,天水股份,S 天  水
2006-10-09,000966,G 长  源,长源电力
2006-10-09,000968,G 煤气化,煤 气 化
2006-10-09,000838,蓝星石化,S 蓝石化
2006-10-09,000962,G 东方钽,东方钽业
2006-10-09,000836,G 鑫  茂,鑫茂科技
2006-10-09,000716,南方控股,S 南控股
2006-10-09,000717,G 韶  钢,韶钢松山
2006-10-09,000718,G ST环球,ST 环 球
2006-10-09,000719,ST 鑫 安,S ST鑫安
2006-10-09,000720,G 泰  山,鲁能泰山
2006-10-09,000721,西安饮食,S 西饮食
2006-10-09,000722,G 金  果,金果实业
2006-10-09,000723,天宇电气,S 天  宇
2006-10-09,000725,G 京东方,京东方Ａ
2006-10-09,000726,G 鲁  泰,鲁  泰Ａ
2006-10-09,000727,G 华  电,华东科技
2006-10-09,000728,北京化二,S 京化二
2006-10-09,000729,G 燕  啤,燕京啤酒
2006-10-09,000731,四川美丰,S 川美丰
2006-10-09,000732,*ST 三农,S*ST三农
2006-10-09,000733,G 振华科,振华科技
2006-10-09,000837,G 秦发展,秦川发展
2006-10-09,000736,*ST 重实,S*ST重实
2006-10-09,000737,G 南  风,南风化工
2006-10-09,000738,G*ST宇航,*ST 宇航
2006-10-09,000739,G 康  裕,普洛康裕
2006-10-09,000748,G*ST信息,*ST 信息
2006-10-09,000750,*ST 集琦,S*ST集琦
2006-10-09,000751,G 锌  业,锌业股份
2006-10-09,000752,G 藏发展,西藏发展
2006-10-09,000715,G 沈中兴,中兴商业
2006-10-09,000753,G 漳发展,漳州发展
2006-10-09,000713,G 丰  乐,丰乐种业
2006-10-09,000711,G 天  伦,天伦置业
2006-10-09,000678,G 襄  轴,襄阳轴承
2006-10-09,000679,G 连友谊,大连友谊
2006-10-09,000680,G 山  推,山推股份
2006-10-09,000681,G 远  东,远东股份
2006-10-09,000682,东方电子,S 东  方
2006-10-09,000683,G 天然碱,天 然 碱
2006-10-09,000685,G 公  用,公用科技
2006-10-09,000686,锦州六陆,S 锦六陆
2006-10-09,000687,G 天  鹅,保定天鹅
2006-10-09,000688,*ST 朝华,S*ST朝华
2006-10-09,000690,G 宝能源,宝新能源
2006-10-09,000692,G 惠  天,惠天热电
2006-10-09,000693,*ST 聚友,S*ST聚友
2006-10-09,000695,G 滨  能,滨海能源
2006-10-09,000697,G 偏  转,咸阳偏转
2006-10-09,000698,G 沈  化,沈阳化工
2006-10-09,000700,G 模  塑,模塑科技
2006-10-09,000701,G 信  达,厦门信达
2006-10-09,000702,G 正  虹,正虹科技
2006-10-09,000703,世纪光华,S 光  华
2006-10-09,000705,G 震  元,浙江震元
2006-10-09,000707,G 双  环,双环科技
2006-10-09,000708,G 冶特钢,大冶特钢
2006-10-09,000709,G 唐  钢,唐钢股份
2006-10-09,000710,GST 天仪,ST 天 仪
2006-10-09,000712,G 锦  龙,锦龙股份
2006-10-09,000755,G 三  维,山西三维
2006-10-09,000735,G 罗牛山,罗 牛 山
2006-10-09,000758,G 中  色,中色股份
2006-10-09,000802,G 京  旅,北京旅游
2006-10-09,000803,G 川金宇,金宇车城
2006-10-09,000806,G 银  河,银河科技
2006-10-09,000807,G 云  铝,云铝股份
2006-10-09,000809,G 中  汇,中汇医药
2006-10-09,000810,华润锦华,S 锦  华
2006-10-09,000811,G 冰  轮,烟台冰轮
2006-10-09,000812,G 金  叶,陕西金叶
2006-10-09,000756,G 新  华,新华制药
2006-10-09,000815,G 美  利,美利纸业
2006-10-09,000816,G 江  动,江淮动力
2006-10-09,000818,G 锦  化,锦化氯碱
2006-10-09,000819,岳阳兴长,S 岳兴长
2006-10-09,000820,G*ST金城,*ST 金城
2006-10-09,000821,G 京  山,京山轻机
2006-10-09,000822,G 海  化,山东海化
2006-10-09,000823,G 超  声,超声电子
2006-10-09,000825,G 太  钢,太钢不锈
2006-10-09,000826,G 合  加,合加资源
2006-10-09,000828,G 东  控,东莞控股
2006-10-09,000829,G 赣  南,赣南果业
2006-10-09,000830,G 鲁  西,鲁西化工
2006-10-09,000831,G 关  铝,关铝股份
2006-10-09,000833,贵糖股份,S 贵  糖
2006-10-09,000835,G 圣  达,四川圣达
2006-10-09,000801,G 湖  山,四川湖山
2006-10-09,000800,G 轿  车,一汽轿车
2006-10-09,000813,G 天  纺,天山纺织
2006-10-09,000798,G 中  水,中水渔业
2006-10-09,000759,G 中  百,武汉中百
2006-10-09,000799,酒 鬼 酒,S 酒鬼酒
2006-10-09,000761,G 本  钢,本钢板材
2006-10-09,000762,G 藏矿业,西藏矿业
2006-10-09,000766,G 通金马,通化金马
2006-10-09,000767,G 漳  电,漳泽电力
2006-10-09,000768,G 西  飞,西飞国际
2006-10-09,000776,延边公路,S 延边路
2006-10-09,000777,G 中  核,中核科技
2006-10-09,000778,G 铸  管,新兴铸管
2006-10-09,000779,*ST 派神,S*ST派神
2006-10-09,000780,G 草原发,草原兴发
2006-10-09,000782,G 美  达,美达股份
2006-10-09,000760,G 博  盈,博盈投资
2006-10-09,000785,G 中  商,武汉中商
2006-10-09,000797,中国武夷,S 武  夷
2006-10-09,000796,G 陕宝商,宝商集团
2006-10-09,000795,G 刚  玉,太原刚玉
2006-10-09,000792,G 钾  肥,盐湖钾肥
2006-10-09,000791,G ST化工,ST 化 工
2006-10-09,000793,G 燃  气,燃气股份
2006-10-09,000789,G*ST江泥,*ST 江泥
2006-10-09,000788,G 合  成,西南合成
2006-10-09,000787,*ST 创智,S*ST创智
2006-10-09,000786,G 北  新,北新建材
2006-10-09,000790,G 华  神,华神集团
2006-10-09,000783,石 炼 化,S 石炼化
2006-10-12,000409,ST 四 通,ST 泰 格
2006-10-13,000797,S 武  夷,中国武夷
2006-10-13,002071,N 宏  宝,江苏宏宝
2006-10-13,002070,N 众  和,众和股份
2006-10-16,000682,S 东  方,东方电子
2006-10-16,000985,S 庆华科,大庆华科
2006-10-17,000905,S 厦港务,厦门港务
2006-10-19,002074,N 东  源,东源电器
2006-10-19,002073,N 软  控,青岛软控
2006-10-19,002072,N 德  棉,德棉股份
2006-10-26,002076,N 雪莱特,雪 莱 特
2006-10-26,002075,N 张  铜,高新张铜
2006-10-26,000657,S 中  钨,中钨高新
2006-10-27,000021,深科技Ａ,长城开发
2006-10-30,000908,S*ST天一,S 天一科
2006-11-01,000780,草原兴发,*ST 兴发
2006-11-01,000963,S 华东药,华东医药
2006-11-02,000628,倍特高新,高新发展
2006-11-03,000793,燃气股份,华闻传媒
2006-11-07,000655,*ST 华陶,*ST 金岭
2006-11-13,000953,S 河  化,河池化工
2006-11-13,000571,S 新大洲,新大洲Ａ
2006-11-17,002077,N 大  港,大港股份
2006-11-17,000810,S 锦  华,华润锦华
2006-11-17,002079,N 固  锝,苏州固锝
2006-11-17,002078,N 太  阳,太阳纸业
2006-11-21,002081,N 金螳螂,金 螳 螂
2006-11-21,002082,N 栋  梁,栋梁新材
2006-11-21,002080,N 中  材,中材科技
2006-11-22,200020,*ST华发B,ST华发Ｂ
2006-11-22,000020,S*ST华发,S ST华发
2006-11-23,000887,S*ST飞彩,S ST飞彩
2006-11-24,000703,S 光  华,世纪光华
2006-11-27,002084,N 海  鸥,海鸥卫浴
2006-11-27,002083,N 孚  日,孚日股份
2006-11-27,000716,S 南控股,南方控股
2006-11-29,002086,N 海  洋,东方海洋
2006-11-29,002085,N 万  丰,万丰奥威
2006-12-01,002089,N 新海宜,新 海 宜
2006-12-01,002088,N 鲁  阳,鲁阳股份
2006-12-01,002087,N 新  纺,新野纺织
2006-12-01,000929,S 兰黄河,兰州黄河
2006-12-06,000518,S 四  环,四环生物
2006-12-11,000513,S 丽  珠,丽珠集团
2006-12-11,002091,N 国  泰,江苏国泰
2006-12-11,002090,N 金  智,金智科技
2006-12-11,002092,N 中  泰,中泰化学
