change_date,symbol,old_name,new_name
1994-01-03,000005,深原野Ａ,深星源Ａ
1994-11-01,000503,琼化纤,琼海虹
1995-05-22,000503,琼海虹,琼海虹Ａ
1996-05-17,000530,连大冷Ａ,大冷股份
1996-10-03,000568,川老窖Ａ,泸州老窖
1996-12-28,000538,云白药Ａ,云南白药
1997-01-01,000005,深星源Ａ,世纪星源
1997-05-05,000033,深新都Ａ,新都酒店
1997-05-05,000402,华亚纸业,重庆华亚
1997-05-05,200015,深中厨Ｂ,深中浩Ｂ
1997-05-05,000504,琼港澳Ａ,港澳实业
1997-05-05,000503,琼海虹Ａ,海虹控股
1997-05-06,000611,民族商场,民族集团
1997-06-19,200039,深中集Ｂ,中  集Ｂ
1997-06-19,000039,深中集Ａ,中集集团
1997-07-08,000559,万向潮Ａ,万向钱潮
1997-07-09,000509,川天歌Ａ,天歌集团
1997-07-09,000523,穗浪奇Ａ,广州浪奇
1997-07-21,000571,新大州Ａ,新大洲Ａ
1997-07-25,000576,粤甘化Ａ,广东甘化
1997-07-30,000541,粤照明Ａ,佛山照明
1997-08-18,200625,长 安 Ｂ,长  安Ｂ
1997-08-26,000652,美纶股份,泰达股份
1997-09-04,000513,粤丽珠Ａ,丽珠集团
1997-10-29,000405,珠海鑫光,有色鑫光
1997-10-30,000564,陕民生Ａ,西安民生
1997-10-30,000521,皖美菱Ａ,美菱电器
1997-10-30,000510,川金路Ａ,金路集团
1997-12-15,000590,湘中药Ａ,古汉集团
1998-01-01,000543,皖皖能Ａ,皖能电力
1998-01-01,000524,穗东方Ａ,东方宾馆
1998-01-01,000550,赣江铃Ａ,江铃汽车
1998-03-30,000519,蓉动力Ａ,银河动力
1998-04-13,000506,川盐化Ａ,峨眉集团
1998-04-28,000511,辽物资Ａ,ST辽物资
1998-04-29,000558,辽房天Ａ,ST辽房天
1998-04-29,000548,湘中意Ａ,ST湘中意
1998-04-30,000515,渝钛白Ａ,ST渝钛白
1998-04-30,000506,峨眉集团,ST 峨 眉
1998-05-04,000015,深中浩Ａ,ST中浩Ａ
1998-05-04,000413,宝  石Ａ,ST宝石Ａ
1998-05-04,200015,深中浩Ｂ,ST中浩Ｂ
1998-05-04,000518,苏三山Ａ,ST苏三山
1998-05-04,200413,宝  石Ｂ,ST宝石Ｂ
1998-05-18,000669,吉 诺 尔,ST吉诺尔
1998-06-08,000583,川长征Ａ,托普软件
1998-06-09,000569,长城特钢,ST 长 钢
1998-06-10,000049,深万山Ａ,ST深万山
1998-06-15,200030,莱英达Ｂ,ST英达Ｂ
1998-06-15,000503,海虹控股,ST 海 虹
1998-06-15,000030,莱英达Ａ,ST英达Ａ
1998-06-15,000014,深华源Ａ,ST深华源
1998-07-06,000566,琼海药Ａ,轻骑海药
1998-07-13,000419,通程东百,通程控股
1998-08-31,000591,重庆中药,桐 君 阁
1998-09-03,000790,华神科技,华神集团
1998-09-14,000518,ST苏三山,PT苏三山
1998-09-16,000562,新宏信Ａ,宏源信托
1998-09-16,000540,黔中天Ａ,中天企业
1998-09-18,000608,广西虎威,阳光股份
1998-09-30,000780,内蒙兴发,草原兴发
1998-09-30,000409,华立高科,四通高科
1998-10-08,000068,赛格中康,赛格三星
1998-10-13,000667,昆明五华,华一投资
1998-10-14,000556,琼南洋Ａ,南洋航运
1998-11-18,000629,攀钢板材,新 钢 钒
1999-04-19,000526,厦海发Ａ,ST厦海发
1999-04-22,000507,粤富华Ａ,ST粤富华
1999-04-22,000607,重庆川仪,ST 重 仪
1999-04-27,000004,深安达Ａ,ST深安达
1999-04-27,200020,深华发Ｂ,ST华发Ｂ
1999-04-27,000522,白云山Ａ,ST白云山
1999-04-27,000020,深华发Ａ,ST华发Ａ
1999-04-28,000511,ST辽物资,银基发展
1999-04-29,000566,轻骑海药,ST 海 药
1999-04-29,000555,黔凯涤Ａ,ST黔凯涤
1999-04-29,000536,闽闽东Ａ,ST闽闽东
1999-04-30,000639,株洲庆云,ST株庆云
1999-04-30,000034,深华宝Ａ,ST深华宝
1999-04-30,000009,深宝安Ａ,ST深宝安
1999-05-04,000017,深中华Ａ,ST中华Ａ
1999-05-04,000502,琼能源Ａ,ST琼能源
1999-05-04,000556,南洋航运,ST 南 洋
1999-05-04,000588,粤金曼Ａ,ST粤金曼
1999-05-04,200017,深中华Ｂ,ST中华Ｂ
1999-05-04,200057,深大洋Ｂ,ST大洋Ｂ
1999-05-04,200613,大东海Ｂ,ST东海Ｂ
1999-05-04,000613,大 东 海,ST东海Ａ
1999-05-27,000558,ST辽房天,辽 房 天
1999-06-01,000548,ST湘中意,湖南投资
1999-06-04,000693,泰康股份,聚友网络
1999-06-09,000569,ST 长 钢,川投长钢
1999-06-10,000049,ST深万山,深万山Ａ
1999-07-05,000515,ST渝钛白,PT渝钛白
1999-08-04,000046,南油物业,光彩建设
1999-08-18,000008,深锦兴Ａ,亿安科技
1999-09-01,000621,北京比特,比特科技
1999-09-29,000518,PT苏三山,PT振新
1999-10-13,000537,津国商Ａ,南开戈德
1999-10-20,000542,粤 TCLＡ,TCL 通讯
1999-11-10,000926,湖北川绳,福星科技
1999-11-12,000917,电广实业,电广传媒
1999-11-12,000517,甬中元Ａ,甬 成 功
1999-11-18,000787,五 一 文,创智科技
1999-11-18,000681,苏常远东,远东股份
1999-12-09,000908,天一泵业,天一科技
1999-12-13,000048,康达尔Ａ,中科创业
1999-12-17,000720,山东电缆,鲁能泰山
1999-12-21,000669,ST吉诺尔,ST 中 讯
1999-12-29,000509,天歌集团,天歌科技
1999-12-30,000633,合金股份,合金投资
2000-01-26,000525,宁天龙Ａ,红 太 阳
2000-02-21,000653,九州股份,ST 九 州
2000-02-22,000806,北海银河,银河科技
2000-02-22,000506,ST 峨 眉,ST 东 控
2000-02-28,200505,琼珠江Ｂ,珠 江 Ｂ
2000-02-28,000505,琼珠江Ａ,珠江控股
2000-03-07,000545,吉制药Ａ,恒和制药
2000-03-14,000620,牡 石 化,圣方科技
2000-03-21,000526,ST厦海发,厦 海 发
2000-03-21,000503,ST 海 虹,海虹控股
2000-03-22,000607,ST 重 仪,华立控股
2000-03-22,000639,ST株庆云,庆云发展
2000-03-24,000551,苏物贸Ａ,创元科技
2000-03-28,000669,ST 中 讯,中讯科技
2000-03-29,200020,ST华发Ｂ,深华发Ｂ
2000-03-29,000020,ST华发Ａ,深华发Ａ
2000-04-03,000403,宜春工程,三九生化
2000-04-07,000411,凯地丝绸,ST 凯 地
2000-04-07,000518,PT振新,ST 振 新
2000-04-12,000038,深大通Ａ,ST深大通
2000-04-14,000009,ST深宝安,深宝安Ａ
2000-04-19,200025,深特力Ｂ,ST特力Ｂ
2000-04-19,000504,港澳实业,ST 港 澳
2000-04-19,000025,深特力Ａ,ST特力Ａ
2000-04-21,000546,吉轻工Ａ,ST吉轻工
2000-04-25,000828,广东福地,福地科技
2000-04-26,000507,ST粤富华,粤 富 华
2000-04-26,001696,成都联益,ST 联 益
2000-04-27,000413,ST宝石Ａ,宝  石Ａ
2000-04-27,000010,深华新Ａ,ST深华新
2000-04-27,200413,ST宝石Ｂ,宝  石Ｂ
2000-04-28,000689,宏业集团,ST 宏 业
2000-05-08,000566,ST 海 药,轻骑海药
2000-05-09,200011,深物业Ｂ,ST物业Ｂ
2000-05-09,200003,深金田Ｂ,ST金田Ｂ
2000-05-09,000592,中福实业,ST 中 福
2000-05-09,000585,东北电Ａ,ST东北电
2000-05-09,000011,深物业Ａ,ST深物业
2000-05-09,000003,深金田Ａ,ST金田Ａ
2000-05-10,000015,ST中浩Ａ,PT中浩Ａ
2000-05-10,200015,ST中浩Ｂ,PT中浩Ｂ
2000-05-10,000658,海洋集团,ST 海 洋
2000-05-11,000602,金马集团,ST 金 马
2000-05-15,000895,双汇实业,双汇发展
2000-05-15,000765,六 渡 桥,华信股份
2000-05-15,000619,红星宣纸,海螺型材
2000-05-17,000060,有色中金,中金岭南
2000-05-26,000700,兴澄股份,模塑科技
2000-06-05,200550,赣江铃Ｂ,ST江铃Ｂ
2000-06-05,000550,江铃汽车,ST 江 铃
2000-06-08,000425,徐工股份,徐工科技
2000-06-19,000657,金海股份,中钨高新
2000-06-30,000578,青  百Ａ,数码网络
2000-07-12,200505,珠 江 Ｂ,珠  江Ｂ
2000-07-12,200513,粤丽珠Ｂ,丽  珠Ｂ
2000-07-12,200530,大 冷 Ｂ,大  冷Ｂ
2000-07-17,000627,湖北中天,百科药业
2000-07-17,000554,鲁石化Ａ,泰山石油
2000-07-24,000688,涪陵建陶,朝华科技
2000-07-28,200024,深招港Ｂ,招商局Ｂ
2000-07-28,000024,深招港Ａ,招商局Ａ
2000-08-03,000707,湖北双环,双环科技
2000-08-08,000402,重庆华亚,金 融 街
2000-09-08,000036,深惠中Ａ,华联控股
2000-09-15,000676,河南思达,思达高科
2000-10-11,000562,宏源信托,宏源证券
2000-10-18,000590,古汉集团,紫光生物
2000-10-25,000685,佛山兴华,公用科技
2000-10-30,000900,湖南高速,现代投资
2000-11-03,000520,武凤凰Ａ,中国凤凰
2000-11-07,000631,长春兰宝,兰宝信息
2000-11-09,000957,中通客车,中通控股
2000-11-22,000805,金狮股份,炎黄在线
2000-11-23,000777,中核苏阀,中核科技
2000-11-27,000727,华东电子,华东科技
2000-12-08,000581,苏威孚Ａ,威孚高科
2000-12-22,001896,河南豫能,豫能控股
2000-12-26,000540,中天企业,世纪中天
2001-01-04,000892,三爱海陵,长丰通信
2001-01-11,000518,ST 振 新,振新股份
2001-01-18,000034,ST深华宝,深 华 宝
2001-02-13,000506,ST 东 控,东泰控股
2001-02-19,000838,西南化机,ST西化机
2001-02-21,000675,银山化工,ST 银 山
2001-03-05,000034,深 华 宝,深信泰丰
2001-03-07,000535,猴  王Ａ,ST 猴 王
2001-03-07,000004,ST深安达,深安达Ａ
2001-03-09,000504,ST 港 澳,赛迪传媒
2001-03-19,000518,振新股份,四环生物
2001-03-21,000065,深圳西林,北方国际
2001-03-23,000502,ST琼能源,琼 能 源
2001-03-27,000555,ST黔凯涤,太光电信
2001-03-28,000662,广西康达,ST 康 达
2001-03-29,000702,正虹饲料,正虹科技
2001-04-06,000038,ST深大通,深大通Ａ
2001-04-09,000047,深中侨Ａ,ST 中 侨
2001-04-10,000010,ST深华新,深 华 新
2001-04-12,000550,ST 江 铃,江铃汽车
2001-04-12,200550,ST江铃Ｂ,江  铃Ｂ
2001-04-18,000788,合成制药,ST 合 成
2001-04-18,000004,深安达Ａ,北大高科
2001-04-19,000012,深南玻Ａ,南玻科控
2001-04-19,000007,深达声Ａ,ST 达 声
2001-04-23,200613,ST东海Ｂ,PT东海Ｂ
2001-04-23,000863,北商技术,和光商务
2001-04-23,000613,ST东海Ａ,PT东海Ａ
2001-04-23,000411,ST 凯 地,PT 凯 地
2001-04-24,000588,ST粤金曼,PT粤金曼
2001-04-27,000430,张 家 界,ST张家界
2001-04-30,000416,青岛国货,ST 国 货
2001-05-08,000048,中科创业,ST 中 科
2001-05-08,000033,新都酒店,ST 新 都
2001-05-09,200003,ST金田Ｂ,PT金田Ｂ
2001-05-09,000556,ST 南 洋,PT 南 洋
2001-05-09,000546,ST吉轻工,PT吉轻工
2001-05-09,000536,ST闽闽东,PT闽闽东
2001-05-11,000703,招商股份,世纪光华
2001-05-11,000003,ST金田Ａ,PT金田Ａ
2001-06-08,000526,厦 海 发,旭飞实业
2001-06-11,000719,焦作碱业,焦作鑫安
2001-06-15,000519,银河动力,银河创新
2001-06-22,000028,深益力Ａ,一致药业
2001-06-22,200028,深益力Ｂ,一  致Ｂ
2001-07-11,000605,中联建设,四环药业
2001-07-27,000712,金泰发展,锦龙发展
2001-08-30,000752,拉萨啤酒,西藏发展
2001-10-22,000416,ST 国 货,ST 青 健
2001-10-29,000048,ST 中 科,ST康达尔
2001-11-05,000712,锦龙发展,锦龙股份
2001-11-13,200168,雷　伊Ｂ,雷  伊Ｂ
2001-11-15,000915,声乐股份,山大华特
2001-11-20,000515,PT渝钛白,渝 钛 白
2001-11-28,000590,紫光生物,紫光古汉
2001-12-18,000835,隆源实业,隆源双登
2001-12-25,000662,ST 康 达,ST 红 日
2002-01-07,000757,内江峨柴,方向光电
2002-01-08,000827,大 龙 泉,长兴实业
2002-02-07,000416,ST 青 健,健特生物
2002-02-08,000014,ST深华源,深华源Ａ
2002-03-07,000430,ST张家界,张 家 界
2002-03-15,200002,深万科Ｂ,万  科Ｂ
2002-03-15,000002,深万科Ａ,万  科Ａ
2002-03-27,000851,中国七砂,ST 七 砂
2002-03-27,000678,襄阳轴承,ST 襄 轴
2002-03-27,000602,ST 金 马,金马集团
2002-04-01,000662,ST 红 日,广西红日
2002-04-01,000571,新大洲Ａ,ST新大洲
2002-04-02,000558,辽 房 天,莱茵置业
2002-04-05,000769,盛道包装,菲菲农业
2002-04-08,000586,川长江Ａ,ST川长江
2002-04-09,000893,广州冷机,ST 冷 机
2002-04-10,000723,天宇电气,ST 天 宇
2002-04-12,000753,福建双菱,漳州发展
2002-04-12,000007,ST 达 声,深达声Ａ
2002-04-17,200054,深建摩Ｂ,ST建摩Ｂ
2002-04-17,000885,春  都Ａ,ST 春 都
2002-04-17,000405,有色鑫光,ST 鑫 光
2002-04-17,000033,ST 新 都,新都酒店
2002-04-18,000572,琼金盘Ａ,ST 金 盘
2002-04-18,000567,琼海德Ａ,ST琼海德
2002-04-18,000560,昆百大Ａ,ST昆百大
2002-04-18,000514,渝开发Ａ,ST渝开发
2002-04-22,000810,四川锦华,华润锦华
2002-04-22,000566,轻骑海药,ST 海 药
2002-04-23,000826,国投原宜,ST 原 宜
2002-04-23,000533,万家乐Ａ,ST万家乐
2002-04-23,000522,ST白云山,白云山A
2002-04-24,000618,吉林化工,ST 吉 化
2002-04-24,000603,威达医械,ST 威 达
2002-04-25,000699,佳纸股份,ST 佳 纸
2002-04-25,000638,中辽国际,ST辽国际
2002-04-26,000921,科龙电器,ST 科 龙
2002-04-26,000656,重庆东源,ST 东 源
2002-04-30,000150,麦 科 特,ST麦科特
2002-04-30,000008,亿安科技,ST 亿 安
2002-04-30,000620,圣方科技,ST圣方科
2002-04-30,000412,北方五环,ST 五 环
2002-04-30,000738,南方摩托,ST 南 摩
2002-05-08,000013,深石化Ａ,ST石化Ａ
2002-05-08,000544,豫白鸽Ａ,ST 白 鸽
2002-05-08,200013,深石化Ｂ,ST石化Ｂ
2002-05-08,000682,东方电子,ST 东 方
2002-05-08,000557,银广夏Ａ,ST银广夏
2002-05-09,000055,深圳方大,方  大Ａ
2002-05-09,200055,深方大Ｂ,方  大Ｂ
2002-05-16,000522,白云山A,白云山Ａ
2002-06-17,000957,中通控股,中通客车
2002-06-19,000552,甘长风Ａ,长风特电
2002-06-21,000639,庆云发展,金德发展
2002-06-25,000411,PT 凯 地,ST 凯 地
2002-06-28,000536,PT闽闽东,ST闽闽东
2002-07-02,000594,内蒙宏峰,ST 宏 峰
2002-07-12,000014,深华源Ａ,沙河股份
2002-07-19,000030,ST英达Ａ,ST盛润Ａ
2002-07-19,200030,ST英达Ｂ,ST盛润Ｂ
2002-07-23,000411,ST 凯 地,ST 英 特
2002-07-24,000910,大亚股份,大亚科技
2002-08-08,000546,PT吉轻工,ST吉轻工
2002-08-28,000889,华联商城,渤海物流
2002-10-10,000975,乌江电力,科 学 城
2002-10-18,200613,PT东海Ｂ,ST东海Ｂ
2002-10-18,000613,PT东海Ａ,ST东海Ａ
2002-11-07,000688,朝华科技,朝华集团
2002-11-21,000882,中商股份,华联股份
2002-11-28,000526,旭飞实业,好 时 光
2002-12-25,000586,ST川长江,ST 汇 源
2003-01-08,000502,琼 能 源,恒大地产
2003-01-21,000616,大连渤海,亿城股份
2003-02-18,000695,灯塔油漆,ST 灯 塔
2003-02-20,000611,民族集团,时代科技
2003-02-24,000809,第一纺织,ST 一 纺
2003-02-26,000739,青岛东方,普洛药业
2003-03-03,000927,天津汽车,一汽夏利
2003-03-05,000514,ST渝开发,渝 开 发
2003-03-05,000153,新力药业,丰原药业
2003-03-14,000805,炎黄在线,炎黄物流
2003-03-17,000893,ST 冷 机,广州冷机
2003-03-18,000710,天兴仪表,ST 天 仪
2003-03-26,000801,四川湖山,ST 湖 山
2003-04-01,000409,四通高科,ST 四 通
2003-04-10,000980,金马股份,ST 金 马
2003-04-10,000592,ST 中 福,ST 昌 源
2003-04-11,200570,苏常柴Ｂ,ST常柴Ｂ
2003-04-11,000951,小鸭电器,ST 小 鸭
2003-04-11,000570,苏常柴Ａ,ST常柴Ａ
2003-04-15,000635,民族化工,ST 民 化
2003-04-16,000723,ST 天 宇,天宇电气
2003-04-16,000498,丹东化纤,ST 丹 化
2003-04-16,000005,世纪星源,ST 星 源
2003-04-17,000760,湖北车桥,博盈投资
2003-04-17,000561,陕长岭Ａ,ST 长 岭
2003-04-17,000555,太光电信,ST 太 光
2003-04-18,000040,深鸿基Ａ,ST 鸿 基
2003-04-22,000529,粤美雅Ａ,ST 美 雅
2003-04-24,000718,吉林纸业,ST 吉 纸
2003-04-28,000765,华信股份,ST 华 信
2003-04-29,000927,一汽夏利,ST 夏 利
2003-04-29,000621,比特科技,ST 比 特
2003-04-29,000505,珠江控股,ST 珠 江
2003-04-29,200505,珠  江Ｂ,ST珠江Ｂ
2003-04-30,200992,中  鲁Ｂ,ST中鲁Ｂ
2003-04-30,200418,小天鹅Ｂ,ST天鹅Ｂ
2003-04-30,000418,小天鹅Ａ,ST天鹅Ａ
2003-05-09,000572,ST 金 盘,*ST 金盘
2003-05-09,000570,ST常柴Ａ,*ST常柴A
2003-05-09,000561,ST 长 岭,*ST 长岭
2003-05-09,000544,ST 白 鸽,*ST 白鸽
2003-05-09,000533,ST万家乐,*ST 家乐
2003-05-09,000529,ST 美 雅,*ST 美雅
2003-05-09,000505,ST 珠 江,*ST 珠江
2003-05-09,000409,ST 四 通,*ST 四通
2003-05-09,000418,ST天鹅Ａ,*ST天鹅A
2003-05-09,000040,ST 鸿 基,*ST 鸿基
2003-05-09,000030,ST盛润Ａ,*ST盛润A
2003-05-09,000013,ST石化Ａ,*ST石化A
2003-05-09,000008,ST 亿 安,*ST 亿安
2003-05-09,000005,ST 星 源,*ST 星源
2003-05-09,000498,ST 丹 化,*ST 丹化
2003-05-09,000635,ST 民 化,*ST 民化
2003-05-09,000620,ST圣方科,*ST 圣方
2003-05-09,000660,南 华 西,*ST 南华
2003-05-09,200570,ST常柴Ｂ,*ST常柴B
2003-05-09,200505,ST珠江Ｂ,*ST珠江B
2003-05-09,200418,ST天鹅Ｂ,*ST天鹅B
2003-05-09,000638,ST辽国际,*ST 中辽
2003-05-09,200030,ST盛润Ｂ,*ST盛润B
2003-05-09,200013,ST石化Ｂ,*ST石化B
2003-05-09,000980,ST 金 马,*ST 金马
2003-05-09,000951,ST 小 鸭,*ST 小鸭
2003-05-09,200054,ST建摩Ｂ,*ST建摩B
2003-05-09,000809,ST 一 纺,*ST 一纺
2003-05-09,000927,ST 夏 利,*ST 夏利
2003-05-09,000670,天发股份,*ST 天发
2003-05-09,000695,ST 灯 塔,*ST 灯塔
2003-05-09,000621,ST 比 特,*ST 比特
2003-05-09,000730,环保股份,*ST 环保
2003-05-09,000765,ST 华 信,*ST 华信
2003-05-09,000801,ST 湖 山,*ST 湖山
2003-05-09,000710,ST 天 仪,*ST 天仪
2003-06-04,000921,ST 科 龙,科龙电器
2003-06-13,000711,龙发股份,天伦置业
2003-06-27,200761,本钢板Ｂ,ST板材Ｂ
2003-06-27,000761,本钢板材,ST 板 材
2003-07-10,000635,*ST 民化,*ST 英化
2003-07-31,000669,中讯科技,领先科技
2003-08-05,000667,华一投资,名流置业
2003-08-11,000532,粤华电Ａ,力合股份
2003-08-19,000593,成都华联,宝光药业
2003-09-25,000618,ST 吉 化,*ST 吉化
2003-10-23,001696,ST 联 益,ST 宗 动
2003-10-24,200012,深南玻Ｂ,南  玻Ｂ
2003-10-24,000012,南玻科控,南  玻Ａ
2003-11-03,000678,ST 襄 轴,*ST 襄轴
2003-11-06,000560,ST昆百大,*ST 百大
2003-11-06,000826,ST 原 宜,*ST 原宜
2003-11-10,000826,*ST 原宜,*ST 资源
2003-12-16,000851,ST 七 砂,*ST 鸿股
2004-01-02,000545,恒和制药,吉林制药
2004-01-15,000885,ST 春 都,*ST 春都
2004-01-15,000827,长兴实业,*ST 长兴
2004-02-12,000951,*ST 小鸭,*ST 重汽
2004-02-12,000695,*ST 灯塔,*ST 滨能
2004-02-12,000426,富龙热力,大地基础
2004-02-12,000049,深万山Ａ,ST 万 山
2004-02-13,000828,福地科技,东莞控股
2004-02-13,000980,*ST 金马,ST 金 马
2004-02-20,000008,*ST 亿安,ST 亿 安
2004-02-24,001696,ST 宗 动,宗申动力
2004-02-24,000572,*ST 金盘,ST 金 盘
2004-02-25,000586,ST 汇 源,汇源通信
2004-02-27,000678,*ST 襄轴,ST 襄 轴
2004-03-10,000776,延边公路,*ST 延路
2004-03-19,000671,石狮新发,阳光发展
2004-03-22,000801,*ST 湖山,ST 湖 山
2004-03-23,000498,*ST 丹化,丹东化纤
2004-03-24,000150,ST麦科特,*ST 光电
2004-03-25,000529,*ST 美雅,ST 美 雅
2004-03-26,000533,*ST 家乐,万家乐Ａ
2004-03-26,000635,*ST 英化,英 力 特
2004-03-30,000802,京西旅游,*ST 京西
2004-03-31,000710,*ST 天仪,ST 天 仪
2004-03-31,000571,ST新大洲,新大洲Ａ
2004-04-02,000809,*ST 一纺,ST 一 纺
2004-04-05,200992,ST中鲁Ｂ,*ST中鲁B
2004-04-05,200570,*ST常柴B,苏常柴Ｂ
2004-04-05,000670,*ST 天发,天发石油
2004-04-05,000570,*ST常柴A,苏常柴Ａ
2004-04-05,000544,*ST 白鸽,白鸽股份
2004-04-06,000560,*ST 百大,ST昆百大
2004-04-13,000766,通化金马,ST通金马
2004-04-16,000851,*ST 鸿股,ST 鸿 股
2004-04-19,000826,*ST 资源,国投资源
2004-04-19,000995,皇台酒业,*ST 皇台
2004-04-20,200030,*ST盛润B,ST盛润Ｂ
