date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,momentum_gap_exit_buffer,base_holding,base_next_holding,base_signal_on,gap_peak,gap_decay_ratio,signal_quality_derisk_triggered,execution_scale,trade_id,trade_return_net,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net,buffer
2010-02-02,0.0,cash,long_microcap_short_zz1000,True,982.887894890948,4225.47,0.002426579704938314,-0.0034245363786233884,-0.031007230935773067,-0.0504433767646304,0.019436145828857332,,0.34118543355095954,0.0,0.0,1.0,,,0.0,1.0,0.0015,cash,long_microcap_short_zz1000,True,0.019436145828857332,,False,0.0,1,-0.0030000000000000027,0.003,0.0,0.003,-0.0030000000000000027,0.997,0.0015
2010-02-03,0.005545271259525481,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1003.3439923490084,4304.84,0.02081223867380122,0.018783709267844673,-0.03080556165655235,-0.05213140743350364,0.02132584577695129,,0.908389332534383,0.00023999999999999998,0.005785271259525481,1.0,,,0.005545271259525481,1.0055452712595254,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.02132584577695129,1.0,False,1.0,1,0.002528635445746774,0.0,0.0,0.0,0.0055452712595254194,1.0025286354457468,0.0015
2010-02-04,0.003743551666755325,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1018.414651641839,4364.23,0.015020431086199437,0.01379609927430514,-0.007376603328247189,-0.026996958968367957,0.019620355640120768,,0.9249424439225501,0.00023999999999999998,0.003983551666755325,1.0,,,0.003743551666755325,1.009309581935747,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.02132584577695129,0.920027081004506,False,1.0,1,0.005557130399642896,0.0,0.0007199999999999,0.0007199999999999,0.0030208563095552865,1.005557130399643,0.0015
2010-02-05,0.0025238452495920357,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1005.837299966324,4281.78,-0.012349931980297324,-0.018892221537361698,-0.04517815119171065,-0.07105634261167648,0.025878191419965835,,0.9309897394951766,0.00023999999999999998,0.0027638452495920354,1.0,,,0.0025238452495920357,1.0118569231294832,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.025878191419965835,1.0,False,1.0,1,0.008095000986395373,0.0,0.0,0.0,0.0025238452495919272,1.0080950009863954,0.0015
2010-02-08,0.00038113925231810365,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1005.860692787913,4278.58,2.3257063135107003e-05,-0.0007473527364787458,-0.051734964546795825,-0.08147330772913364,0.029738343182337812,,0.9168941623044734,0.00023999999999999998,0.0006211392523181036,1.0,,,0.00038113925231810365,1.0122425815206175,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.029738343182337812,1.0,False,1.0,1,0.008479225561336845,0.0,0.0,0.0,0.00038113925231808565,1.0084792255613368,0.0015
2010-02-09,0.00251245162757618,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1008.3941835104616,4277.33,0.0025187292243489257,-0.0002921530040340681,-0.06529051239653094,-0.09647553363399208,0.03118502123746114,,0.9298259232635204,0.00023999999999999998,0.00275245162757618,1.0,,,0.00251245162757618,1.0147857920420609,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.03118502123746114,1.0,False,1.0,1,0.011012980832975083,0.0,0.0,0.0,0.0025124516275760733,1.011012980832975,0.0015
2010-02-10,0.002682909927443351,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1021.3545382797892,4330.42,0.012852468787760474,0.012411948575396403,-0.053520900990755904,-0.08649600776297606,0.03297510677222015,,0.8490773484330263,0.00023999999999999998,0.002922909927443351,1.0,,,0.002682909927443351,1.0175083709177588,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.03297510677222015,1.0,False,1.0,1,0.013725437596025847,0.0,0.0,0.0,0.0026829099274432444,1.0137254375960258,0.0015
2010-02-11,0.0021922990703526282,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1019.4443132896686,4307.13,-0.0018702858983109527,-0.005378231210829476,-0.023037949280628633,-0.060962555186133915,0.03792460590550528,,0.938112033184327,0.00023999999999999998,0.002432299070352628,1.0,,,0.0021922990703526282,1.019739053573398,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.03792460590550528,1.0,False,1.0,1,0.015947826930460485,0.0,0.0,0.0,0.002192299070352677,1.0159478269304605,0.0015
2010-02-12,-0.002522598509378798,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1028.3173890087894,4366.28,0.00870383561264676,0.013733042652531946,-0.02702364413479963,-0.05213364796599551,0.025110003831195882,,0.22971197890398098,0.00023999999999999998,-0.002282598509378798,1.0,,,-0.002522598509378798,1.0171666613568984,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.03792460590550528,0.6621032237951566,False,1.0,1,0.013384998456639208,0.0,0.0,0.0,-0.0025225985093787484,1.0133849984566392,0.0015
2010-02-22,0.00023670722546544477,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1033.7835221672135,4392.69,0.005315608990812626,0.006048627206683976,-0.0014393341291520922,-0.01757662235422519,0.0161372882250731,,0.1256316867198709,0.00023999999999999998,0.00047670722546544475,1.0,,,0.00023670722546544477,1.017407432055144,0.0015,long_microcap_short_zz1000,long_microcap_short_zz1000,True,0.03792460590550528,0.4255097143337895,False,1.0,1,0.0134424215306308,0.0,0.0001799999999999,0.0001799999999999,5.666461816500323e-05,1.0134424215306308,0.0015
