asset,short_w,long_w,low_q,high_q,slope_lb,dte,iv_mult,annual,vol,sharpe,max_dd,total,active_days,long_days,short_days,trades
QQQ,10,20,0.2,0.8,3,30,1.0,0.00034938567576792146,0.05129556319100439,0.0068112260404851665,-0.20550881772234714,0.006579706314267408,694,371,323,451
QQQ,10,20,0.2,0.8,3,21,1.0,5.1731889590733715e-05,0.045666115013069525,0.001132828785105284,-0.1923783413480531,0.0009716512687605317,694,371,323,451
QQQ,10,20,0.2,0.7,3,30,1.2,-0.00030445137643042575,0.06570726680569632,-0.00463345062473413,-0.19994610743949764,-0.005700273839242209,823,371,452,539
QQQ,10,20,0.3,0.7,3,21,1.1,-0.00094448418006432,0.05462888593175961,-0.017289098321428976,-0.20191418636468536,-0.01758351850394646,958,506,452,595
QQQ,10,40,0.2,0.7,3,30,1.1,-0.001150773729884702,0.05132946016533522,-0.02241936163322178,-0.18406597451051776,-0.0213848776944483,781,343,438,445
QQQ,10,20,0.3,0.7,3,30,1.1,-0.0016991732860694997,0.061907857543533035,-0.027446811333676935,-0.22021691737335464,-0.031422799726581796,958,506,452,595
QQQ,10,40,0.3,0.7,3,21,1.0,-0.0012491332204958017,0.04216822674913544,-0.029622616761360788,-0.18337188231048948,-0.023192470678557453,901,463,438,513
QQQ,10,40,0.3,0.7,3,30,1.0,-0.0016284691571409882,0.047417148761404175,-0.0343434643304935,-0.19840079158001717,-0.030134124837184806,901,463,438,513
QQQ,10,20,0.2,0.7,3,21,1.1,-0.002182979664845597,0.05319126841836604,-0.04104018816915167,-0.20072752421694962,-0.040197401269659094,823,371,452,539
QQQ,10,20,0.2,0.7,3,30,1.1,-0.003922198907841623,0.06034919851685312,-0.06499173152641471,-0.23018681659879203,-0.07112341739377681,823,371,452,539
QQQ,10,40,0.2,0.7,3,21,1.0,-0.002757152048711742,0.04104143395641915,-0.06717972017350786,-0.18717322113498913,-0.050513281788021835,781,343,438,445
QQQ,10,40,0.2,0.7,3,30,1.0,-0.0037787607216875907,0.04619073948002655,-0.08180775549873096,-0.20527980411944238,-0.06860899740145421,781,343,438,445
QQQ,10,20,0.3,0.7,3,30,1.0,-0.005565750921741608,0.056340558247303905,-0.09878764241758199,-0.24444059157045342,-0.09947937867127599,958,506,452,595
QQQ,10,20,0.3,0.7,3,21,1.0,-0.005367457906154227,0.05023363180864561,-0.10684988747380285,-0.2339247750969491,-0.0961022532356165,958,506,452,595
QQQ,10,20,0.2,0.7,3,21,1.0,-0.006040152934872922,0.049086140900586175,-0.123052104403685,-0.24412664960181046,-0.10751050227484249,823,371,452,539
QQQ,10,20,0.2,0.7,3,30,1.0,-0.006868920695822789,0.055128955600629484,-0.12459733040443009,-0.2617813925247039,-0.12137820481703654,823,371,452,539
QQQ,5,40,0.2,0.8,5,21,1.0,-0.017325975773957114,0.08847919575822727,-0.19581977012201823,-0.40766722503177966,-0.27972730493744946,757,371,386,407
QQQ,5,40,0.2,0.8,5,21,1.1,-0.02064476033351048,0.09794652830213742,-0.21077582525260333,-0.4439666214457733,-0.32405088842971097,757,371,386,407
QQQ,5,40,0.2,0.8,5,30,1.0,-0.021819428341295688,0.10349484594017826,-0.21082623142323126,-0.46311107092773296,-0.33911066192994677,757,371,386,407
SPY,5,20,0.3,0.8,3,21,1.2,-0.027409466473306332,0.12537271521872514,-0.2186238562791577,-0.5553929655297922,-0.4065271779570042,784,476,308,557
SPY,5,20,0.3,0.8,3,21,1.1,-0.025270833748607502,0.11508434034579937,-0.2195853377850977,-0.5299680186582817,-0.3815428587271582,784,476,308,557
SPY,5,20,0.3,0.8,3,30,1.1,-0.030271554767368647,0.13551100066461041,-0.2233881723173952,-0.5846394250612073,-0.43847101563282753,784,476,308,557
SPY,5,20,0.3,0.8,3,30,1.0,-0.027889977619719675,0.12306592967195257,-0.2266263107430615,-0.5569248357138233,-0.41200768751014205,784,476,308,557
SPY,5,20,0.3,0.8,3,30,1.2,-0.03380909604540416,0.14797371297674353,-0.22848041969939492,-0.6171859607504532,-0.47570638761113937,784,476,308,557
SPY,5,20,0.3,0.8,3,21,1.0,-0.024154491446574,0.10485948039971701,-0.23035105032467038,-0.5102728997535604,-0.3681089775043871,784,476,308,557
QQQ,5,40,0.2,0.8,3,21,1.0,-0.020791948292290252,0.08993415799632054,-0.23119078173991364,-0.4198996950401286,-0.3259555529341065,696,328,368,437
QQQ,5,40,0.2,0.8,5,30,1.1,-0.026693493902460674,0.11504336623009333,-0.2320298403740391,-0.5106251248474337,-0.39827130153287604,757,371,386,407
QQQ,5,40,0.2,0.8,3,21,1.1,-0.023320318395239514,0.09937266548072361,-0.23467538364222712,-0.4551790632814805,-0.35789083102534025,696,328,368,437
QQQ,5,40,0.2,0.8,5,21,1.2,-0.02531801771765807,0.10783984770382316,-0.23477423472622813,-0.4877456445341269,-0.38210466386393016,757,371,386,407
SPY,5,20,0.2,0.8,3,21,1.2,-0.02916790809854486,0.12370068370291616,-0.23579423512804112,-0.5638641100185412,-0.4263510114999699,657,349,308,473
QQQ,5,40,0.2,0.8,3,21,1.2,-0.02639054355312831,0.10917431795062511,-0.24172849483761946,-0.4913926551663874,-0.394745347007991,696,328,368,437
SPY,5,20,0.2,0.8,3,21,1.1,-0.027720941535753774,0.11366838847859174,-0.24387555684379852,-0.5406477707266857,-0.4100852186698206,657,349,308,473
QQQ,5,40,0.2,0.8,3,30,1.0,-0.025846310803020356,0.10516679842632168,-0.24576492951934734,-0.4806148595033403,-0.38836198849428294,696,328,368,437
QQQ,5,40,0.3,0.8,3,21,1.0,-0.022821659595688715,0.09139948137637866,-0.24969134673434548,-0.4162882608572489,-0.3517080436529999,806,438,368,511
SPY,5,20,0.3,0.8,5,30,1.0,-0.030199337089434564,0.11944863291881615,-0.2528227937942136,-0.6204058443666581,-0.43768540849178195,893,541,352,551
QQQ,5,40,0.2,0.8,3,30,1.1,-0.02967483636978674,0.1167105020457002,-0.2542602066621819,-0.5257764305911936,-0.4319484192901545,696,328,368,437
SPY,5,20,0.2,0.8,3,30,1.2,-0.03715740406732915,0.14601290343002638,-0.25448027670469586,-0.6320493065217391,-0.5087865578893764,657,349,308,473
SPY,5,20,0.2,0.8,3,30,1.1,-0.03423541039089517,0.13386331777810673,-0.2557490054717167,-0.6016479177278261,-0.48003244114426336,657,349,308,473
SPY,5,20,0.2,0.8,3,21,1.0,-0.026607671503215857,0.10369405693695294,-0.2565978445552921,-0.5192321871171294,-0.3972744177972939,657,349,308,473
SPY,5,20,0.3,0.8,5,21,1.0,-0.026216384837937534,0.10195113308672198,-0.25714657644498445,-0.5726039297032188,-0.3927095170271103,893,541,352,551
QQQ,5,40,0.3,0.8,3,30,1.0,-0.027616742237760672,0.10686467439548789,-0.2584272342004789,-0.4681694426652256,-0.40889718369922445,806,438,368,511
QQQ,5,40,0.3,0.8,5,21,1.0,-0.02328004462568023,0.09006037235043414,-0.2584937638842441,-0.4574604863325109,-0.35739356296708735,871,485,386,467
SPY,5,20,0.2,0.8,3,30,1.0,-0.031665499535798,0.12172444913979696,-0.26014083250794673,-0.571865087001606,-0.4534327267248528,657,349,308,473
QQQ,5,40,0.2,0.8,5,30,1.2,-0.033124564307020044,0.12704844872181897,-0.2607238784910194,-0.562183160380974,-0.46868869628445975,757,371,386,407
SPY,5,20,0.3,0.8,5,21,1.1,-0.02932332624112788,0.11181573623393014,-0.2622468646075042,-0.6051941530539837,-0.42807263618093194,893,541,352,551
QQQ,5,20,0.2,0.8,5,21,1.2,-0.02856699219616443,0.1088453902097158,-0.26245477315229904,-0.5444481716796797,-0.419648171633315,822,430,392,499
QQQ,5,40,0.3,0.8,3,21,1.1,-0.02671260931429087,0.10129860317678076,-0.2637016550729085,-0.45760552870816856,-0.3984931269805295,806,438,368,511
QQQ,5,40,0.2,0.8,3,30,1.2,-0.03410267898496566,0.12863324783466837,-0.2651155868255589,-0.5697147397616333,-0.4786891764577429,696,328,368,437
QQQ,5,20,0.2,0.8,5,21,1.1,-0.026248076108407625,0.09894070756497701,-0.26529096824145726,-0.5186227432048371,-0.3930804542940828,822,430,392,499
SPY,5,20,0.3,0.8,5,30,1.1,-0.03499620564672612,0.1314643376111944,-0.26620303485061747,-0.6602759852998634,-0.48766882096120734,893,541,352,551
QQQ,5,40,0.3,0.8,5,30,1.0,-0.028048309959934903,0.10532649671254574,-0.2662987076887557,-0.5102857241664812,-0.41380304013841873,871,485,386,467
SPY,5,40,0.2,0.8,3,21,1.0,-0.02417946269695559,0.089480072355721,-0.2702217606712703,-0.48052156789582595,-0.36841247495974616,686,336,350,457
SPY,5,20,0.2,0.8,5,21,1.1,-0.029697988210628412,0.1097420923254612,-0.27061620187223456,-0.5816800635447045,-0.43220281883414335,747,395,352,459
SPY,5,20,0.2,0.8,5,21,1.0,-0.027148583079203092,0.10026757266931487,-0.27076134742724695,-0.5508505357477446,-0.40353143033396344,747,395,352,459
SPY,5,20,0.2,0.8,5,21,1.2,-0.03256904585905429,0.11927167112645652,-0.2730660646527146,-0.6121835112560324,-0.46292835282153544,747,395,352,459
SPY,5,20,0.2,0.8,5,30,1.0,-0.03218029051938143,0.11748749151964824,-0.27390397141979744,-0.6014874960972263,-0.45886211605468397,747,395,352,459
SPY,5,20,0.3,0.8,5,21,1.2,-0.033462992208398545,0.1217307016968605,-0.2748936114056884,-0.6394127713788037,-0.4721692369910424,893,541,352,551
QQQ,5,40,0.3,0.8,3,30,1.1,-0.03275804920882719,0.11896213593348275,-0.2753653416843804,-0.5206991645254206,-0.46489479102076425,806,438,368,511
SPY,5,40,0.2,0.8,5,21,1.0,-0.024783192960743383,0.08940673615615255,-0.2771960371918567,-0.47213092006580276,-0.3757082727025324,757,383,374,415
QQQ,5,20,0.2,0.8,5,21,1.0,-0.024840531309133884,0.08926783631674579,-0.2782696695032816,-0.49549627128015256,-0.3763970155172567,822,430,392,499
QQQ,5,20,0.2,0.8,5,30,1.1,-0.03250794178944183,0.11607129744754066,-0.2800687379593913,-0.580986294460489,-0.4622911486940836,822,430,392,499
QQQ,5,40,0.3,0.8,3,21,1.2,-0.03134342213749375,0.11149788630681307,-0.2811122540138997,-0.5060157390354277,-0.4500096622195223,806,438,368,511
SPY,5,40,0.2,0.8,3,30,1.0,-0.0296119691427692,0.10484167561138827,-0.2824446382613199,-0.5348662690497034,-0.4312570704036862,686,336,350,457
SPY,5,20,0.2,0.8,5,30,1.1,-0.03652383816578997,0.12903042757033298,-0.28306376142078,-0.6405657765326715,-0.5026827521622181,747,395,352,459
QQQ,5,20,0.2,0.8,5,30,1.0,-0.02953386356298049,0.10425578048821986,-0.28328274388888774,-0.5465093402123391,-0.43039703619475933,822,430,392,499
SPY,5,40,0.2,0.8,3,21,1.1,-0.027982402322440092,0.09856848627952418,-0.28388791771729716,-0.5151721955413748,-0.413056335639728,686,336,350,457
QQQ,5,20,0.2,0.8,5,30,1.2,-0.03647566513723011,0.1281138890226648,-0.2847128083886139,-0.6160820779624842,-0.5022157252684347,822,430,392,499
SPY,5,20,0.3,0.8,5,30,1.2,-0.04095506393072357,0.14348129029444998,-0.285438358176709,-0.6999838771509104,-0.5439126477187255,893,541,352,551
SPY,5,40,0.2,0.8,5,30,1.0,-0.030187446171174304,0.10471214909583446,-0.28828981576479923,-0.5244325412613448,-0.4375559555271713,757,383,374,415
QQQ,5,40,0.3,0.8,5,21,1.1,-0.029251524123494743,0.10003762581244019,-0.2924052213947801,-0.5124809584727037,-0.42727786618862906,871,485,386,467
SPY,5,20,0.2,0.8,5,30,1.2,-0.041202956023841164,0.14058009521530818,-0.29309238950746175,-0.6775717577329231,-0.5461207889416815,747,395,352,459
QQQ,5,40,0.3,0.8,3,30,1.2,-0.03872249883952705,0.13136230076497038,-0.29477634461357544,-0.5753683836657555,-0.5235621901630947,806,438,368,511
QQQ,5,20,0.3,0.8,5,21,1.1,-0.029721755379713,0.10074583096388859,-0.29501722399179464,-0.5608021665601597,-0.4324638675903467,944,552,392,553
QQQ,5,40,0.2,0.7,5,21,1.0,-0.02727109736001121,0.09238866305627248,-0.29517796294336257,-0.49653016277868284,-0.40494005145901013,887,371,516,487
QQQ,5,20,0.3,0.8,5,30,1.0,-0.03137881362614714,0.10584689135185259,-0.2964547491700892,-0.5767819434359167,-0.45038679601952547,944,552,392,553
SPY,5,40,0.2,0.8,3,21,1.2,-0.03222443592150093,0.10787600580946309,-0.2987173623986191,-0.5508316697978145,-0.45932532327949915,686,336,350,457
QQQ,5,20,0.3,0.8,5,21,1.0,-0.02714771291188567,0.09067238546941138,-0.29940441923240274,-0.5295307324205818,-0.40352141421036314,944,552,392,553
SPY,5,20,0.3,0.7,3,21,1.2,-0.03912658975870442,0.13031135342250483,-0.30025464958410325,-0.6400491132184184,-0.5273081860514786,975,476,499,687
QQQ,5,20,0.2,0.8,3,21,1.2,-0.034118932558437676,0.11356464907735131,-0.3004362082358793,-0.5480524815013222,-0.4788538417622584,740,373,367,515
QQQ,5,20,0.3,0.8,5,30,1.1,-0.03551044638714118,0.11814656504705061,-0.30056266445833213,-0.6178267530997822,-0.4927701719538158,944,552,392,553
SPY,5,40,0.2,0.8,3,30,1.1,-0.035012553856064166,0.11590719545377683,-0.3020740318924116,-0.578998841044728,-0.4878317426787032,686,336,350,457
QQQ,5,20,0.3,0.8,5,21,1.2,-0.03358242144183621,0.11114819285192501,-0.30214095776236083,-0.5931640483583726,-0.4733923382995452,944,552,392,553
QQQ,5,40,0.2,0.7,5,21,1.1,-0.031147521538700484,0.10254545851703747,-0.3037435493403685,-0.5303201041907422,-0.4479176985892074,887,371,516,487
QQQ,5,40,0.3,0.8,5,30,1.1,-0.035760503918998765,0.11748644178205707,-0.30437983631622956,-0.5733811539974074,-0.49523336961355136,871,485,386,467
QQQ,5,40,0.2,0.7,3,21,1.2,-0.03495792992453084,0.11392896481390179,-0.3068397047373612,-0.5774271733916743,-0.4872871837993069,825,328,497,529
SPY,5,40,0.3,0.8,3,21,1.0,-0.02801242090752465,0.0911546587762681,-0.30730651931108555,-0.4853798702367613,-0.41339654458459085,792,442,350,525
QQQ,5,20,0.2,0.8,3,21,1.1,-0.03204779809249747,0.10351327062985573,-0.3096008646765153,-0.5305240260044108,-0.4574696475396508,740,373,367,515
SPY,5,20,0.3,0.7,3,21,1.1,-0.03706470387921734,0.11940509373932064,-0.31041141310215115,-0.620260924116524,-0.5078979306981235,975,476,499,687
SPY,5,40,0.2,0.8,5,21,1.1,-0.030715221419116423,0.09842289189492655,-0.3120739578746285,-0.5148218792433125,-0.44327461041445615,757,383,374,415
SPY,5,40,0.3,0.8,3,30,1.0,-0.03347131246017532,0.10682239781389909,-0.3133360900444067,-0.5360072969755904,-0.47225453361906544,792,442,350,525
QQQ,5,40,0.2,0.7,5,21,1.2,-0.035485903321462176,0.1130280065631202,-0.31395672984505096,-0.5731569791832036,-0.49252779758642173,887,371,516,487
QQQ,5,20,0.3,0.8,5,30,1.2,-0.04107925459045536,0.130789736887105,-0.3140862239513038,-0.6576176116211407,-0.545020165484236,944,552,392,553
QQQ,5,40,0.2,0.7,5,30,1.0,-0.0340465496649035,0.10802037871142015,-0.31518635715821675,-0.5601174497946266,-0.478120150254853,887,371,516,487
QQQ,5,40,0.2,0.7,3,21,1.1,-0.032760226940379056,0.10351219838281175,-0.31648663106568614,-0.5510061114820383,-0.4649174089122111,825,328,497,529
SPY,5,20,0.2,0.7,3,21,1.2,-0.040863846849853,0.1287027847734866,-0.3175055374425057,-0.6469072952406919,-0.5430975591934202,848,349,499,603
SPY,5,20,0.3,0.7,3,30,1.2,-0.0488847328918558,0.15372114625781483,-0.3180091619266768,-0.7080827438425563,-0.6097406118711433,975,476,499,687
QQQ,5,20,0.3,0.8,3,21,1.2,-0.03677538130147573,0.11559770008888673,-0.31813246520647015,-0.5724052955097977,-0.5051146766472245,852,485,367,573
SPY,5,20,0.3,0.7,3,30,1.1,-0.04506514553148799,0.1404937238823852,-0.32076269520206063,-0.6823995300543526,-0.579243431367314,975,476,499,687
QQQ,5,20,0.2,0.8,3,30,1.2,-0.042952673371908334,0.13373047249550807,-0.32118837666823535,-0.6199790658167401,-0.5614212809430552,740,373,367,515
SPY,5,40,0.2,0.8,3,30,1.2,-0.040885851411620266,0.12718082206448159,-0.32147811869694354,-0.621955819928142,-0.5432943114873314,686,336,350,457
QQQ,5,20,0.3,0.8,3,21,1.1,-0.03383621199541664,0.10513691864671283,-0.3218299759108886,-0.5508649755701717,-0.4759825601805018,852,485,367,573
SPY,5,40,0.3,0.8,3,21,1.1,-0.03256133638944125,0.10058623047879944,-0.3237156441239162,-0.5225715786844608,-0.46284799652512376,792,442,350,525
QQQ,5,20,0.2,0.8,3,30,1.1,-0.03938445382506495,0.12147863294417287,-0.32420889888647825,-0.5945342367788338,-0.5296840397736199,740,373,367,515
QQQ,5,40,0.2,0.7,3,21,1.0,-0.030357136671123053,0.09334738756567934,-0.32520606588763645,-0.5204920852642371,-0.4394006577918578,825,328,497,529
QQQ,5,20,0.2,0.8,3,21,1.0,-0.030584996084219163,0.09360459587044082,-0.32674673502732926,-0.5125142134214792,-0.44186870487753693,740,373,367,515
QQQ,5,20,0.3,0.8,3,30,1.1,-0.040427783115500215,0.12335465142161971,-0.32773618707996816,-0.6090885458844919,-0.5391819330848442,852,485,367,573
QQQ,5,20,0.3,0.8,3,30,1.2,-0.04481201811477531,0.13610176585370506,-0.3292537597413943,-0.6374092435856502,-0.5771446262082445,852,485,367,573
SPY,5,20,0.3,0.7,3,21,1.0,-0.03577727333447156,0.10866135792167493,-0.3292547969100521,-0.6034048751668597,-0.4953981512952381,975,476,499,687
SPY,5,40,0.2,0.8,5,30,1.1,-0.03813583852315039,0.11568044057463865,-0.32966539834834574,-0.5774118121625761,-0.5180736903469334,757,383,374,415
SPY,5,20,0.3,0.7,3,30,1.0,-0.042101332260020996,0.12740093058106633,-0.33046330248923533,-0.6584405580991927,-0.5540387223477358,975,476,499,687
QQQ,5,20,0.3,0.8,3,30,1.0,-0.03666783313499722,0.11080934406982164,-0.33090921566950704,-0.5759785106873418,-0.5040762796896028,852,485,367,573
QQQ,5,40,0.2,0.7,5,30,1.1,-0.0398962166157113,0.12041773461484297,-0.33131512350169723,-0.6092662380760494,-0.5343657694233743,887,371,516,487
QQQ,5,20,0.3,0.8,3,21,1.0,-0.031495563097185486,0.09488588315723838,-0.331930968540317,-0.5263402519227832,-0.4516291501010019,852,485,367,573
QQQ,5,20,0.2,0.8,3,30,1.0,-0.03645060322958915,0.10934771323430334,-0.3333458208813669,-0.5667509987162596,-0.501972591428228,740,373,367,515
SPY,5,40,0.3,0.8,3,30,1.1,-0.03952202304879027,0.1182993017716655,-0.3340850069011683,-0.581534683207843,-0.5309469171090431,792,442,350,525
SPY,5,20,0.2,0.7,3,21,1.1,-0.039485166248899084,0.11803993403464554,-0.3345068478038112,-0.6288891012238378,-0.5306088890704873,848,349,499,603
QQQ,5,40,0.3,0.8,5,21,1.2,-0.03695145247462084,0.11041149395885567,-0.3346703422778667,-0.579440309884595,-0.5068102333417364,871,485,386,467
SPY,5,40,0.2,0.7,3,21,1.0,-0.030867102181037165,0.09173010816095083,-0.3364991364326896,-0.5439656655936917,-0.44491007127039317,797,336,461,525
QQQ,5,40,0.2,0.7,3,30,1.2,-0.04527730809729158,0.1342293515042319,-0.337313021257233,-0.6614201964101316,-0.5809949753729647,825,328,497,529
SPY,5,40,0.2,0.7,3,21,1.1,-0.03455475220524751,0.10124925649614577,-0.34128400939480374,-0.5734176317686182,-0.4832508220972517,797,336,461,525
QQQ,5,40,0.3,0.7,3,21,1.0,-0.03236702116556356,0.09475917282363194,-0.3415713772196581,-0.5139813545988517,-0.4608188734897678,935,438,497,603
SPY,5,40,0.3,0.8,3,21,1.2,-0.03765071477796922,0.11019721435539588,-0.34166666551608366,-0.5679342957004183,-0.5134899548922899,792,442,350,525
QQQ,5,40,0.2,0.7,3,30,1.1,-0.041574455334968285,0.12155137950973635,-0.3420319498030719,-0.6281088297592281,-0.5494110416860983,825,328,497,529
QQQ,5,40,0.3,0.7,3,21,1.1,-0.036119730327717536,0.10536134732875942,-0.34281765793116714,-0.5530057926136913,-0.49875212545817027,935,438,497,603
QQQ,5,40,0.3,0.7,3,21,1.2,-0.03986722509441576,0.1161560892472374,-0.34322113763281625,-0.5895766595267864,-0.5341017312752162,935,438,497,603
SPY,5,20,0.2,0.7,3,30,1.2,-0.05218079670864273,0.15183312240733524,-0.3436720254533988,-0.7194168817529075,-0.6343639273320373,848,349,499,603
QQQ,5,40,0.2,0.7,3,30,1.0,-0.037587890010407965,0.10911728866458154,-0.34447236061693537,-0.5886500911167999,-0.5128933396272733,825,328,497,529
SPY,5,40,0.2,0.7,3,30,1.0,-0.037267636806510795,0.10736938876142724,-0.34709741050420606,-0.5991850433890554,-0.5098412753770314,797,336,461,525
QQQ,5,40,0.2,0.7,5,30,1.2,-0.046241259354843134,0.13315002557122246,-0.3472868980420023,-0.6594978323758728,-0.5888664689958201,887,371,516,487
SPY,5,40,0.2,0.8,5,21,1.2,-0.03757258670035002,0.10761999996213942,-0.3491227161639845,-0.5640609437252971,-0.5127479069011132,757,383,374,415
QQQ,5,40,0.3,0.8,5,30,1.2,-0.045465395120870555,0.13006761645971937,-0.3495519973255659,-0.645340420496956,-0.5825419850988789,871,485,386,467
SPY,5,40,0.2,0.7,3,21,1.2,-0.03883684034407009,0.11096975423863187,-0.3499768077394717,-0.6051670774670895,-0.5246249979620162,797,336,461,525
SPY,5,20,0.2,0.7,3,30,1.1,-0.04896853097057208,0.13890335101134624,-0.35253671429836214,-0.6954048694869202,-0.6103856221936399,848,349,499,603
QQQ,5,40,0.3,0.7,5,21,1.0,-0.033164908244999514,0.0939015729985973,-0.35318799447049654,-0.5388533402579961,-0.4691047488344515,1001,485,516,547
QQQ,5,40,0.3,0.7,3,30,1.0,-0.03933698224461668,0.11075393351356379,-0.3551745838426512,-0.5775798466845471,-0.5292475069095768,935,438,497,603
SPY,5,20,0.2,0.7,3,21,1.0,-0.03820123485551519,0.10753601952137061,-0.3552412952008463,-0.610660364374181,-0.5186884570064437,848,349,499,603
SPY,5,40,0.3,0.8,3,30,1.2,-0.0461658892414627,0.1299368035762461,-0.3552949431634498,-0.6329137068861415,-0.5882560880503572,792,442,350,525
SPY,5,40,0.2,0.7,3,30,1.1,-0.04281271798254582,0.11896687139389978,-0.3598709244088024,-0.6383097687755412,-0.5602156325423513,797,336,461,525
QQQ,5,40,0.3,0.7,3,30,1.1,-0.04461985707794691,0.12371384105449704,-0.3606698870362571,-0.6241271836736518,-0.5755447095121204,935,438,497,603
SPY,5,40,0.3,0.8,5,21,1.0,-0.03304125122239776,0.091290234263684,-0.3619363176017376,-0.5167654841623498,-0.46782854122319195,878,504,374,481
SPY,5,20,0.2,0.7,3,30,1.0,-0.04582165951740147,0.12610376638342538,-0.36336471805352916,-0.6699577549611154,-0.5854574382434555,848,349,499,603
QQQ,5,40,0.3,0.7,3,30,1.2,-0.049843680476311714,0.13684544969329887,-0.36423337851585497,-0.6658688954930725,-0.6170617849683291,935,438,497,603
SPY,5,40,0.3,0.8,5,30,1.0,-0.03910290504610847,0.10695038015972273,-0.3656172608990364,-0.5668453864954215,-0.5270893960007208,878,504,374,481
QQQ,5,40,0.3,0.7,5,30,1.0,-0.040197571128202325,0.10977383783750068,-0.3661853490784133,-0.598768473587532,-0.5371019568465352,1001,485,516,547
SPY,5,40,0.2,0.7,5,21,1.0,-0.03435788835857756,0.09259239025868675,-0.3710660051283664,-0.5625349496623727,-0.48126903178702574,874,383,491,483
SPY,5,40,0.3,0.7,3,21,1.0,-0.03467379178822083,0.09336327403033057,-0.3713857739924212,-0.5482306216293419,-0.4844456906612792,903,442,461,593
SPY,5,40,0.2,0.8,5,30,1.2,-0.0471376805969671,0.12680876396490265,-0.371722577550031,-0.6347393992144346,-0.5960607156375552,757,383,374,415
SPY,5,40,0.2,0.7,3,30,1.2,-0.04901137570019598,0.13075214496182555,-0.3748418484033693,-0.6774265791556326,-0.610715016459852,797,336,461,525
SPY,5,40,0.3,0.7,3,30,1.0,-0.04109653266486035,0.10930326768099421,-0.3759863134632183,-0.6001682897721352,-0.545174047419912,903,442,461,593
SPY,5,20,0.3,0.7,5,21,1.1,-0.04369866694751756,0.11617735851571671,-0.3761375495691436,-0.6917744470857604,-0.5677950441161437,1085,541,544,678
SPY,5,20,0.3,0.7,5,21,1.0,-0.040034544589859444,0.10581900406977662,-0.37833038537634345,-0.6630850849015574,-0.5356236319173696,1085,541,544,678
SPY,5,40,0.3,0.7,3,21,1.1,-0.03910272556037375,0.10321347590134407,-0.37885290868170973,-0.5799280801290465,-0.5270877376161925,903,442,461,593
QQQ,5,40,0.3,0.7,5,21,1.1,-0.03966198502622653,0.10454123509467213,-0.3793908211464002,-0.5873076665536087,-0.5322284647006306,1001,485,516,547
SPY,5,20,0.3,0.7,5,30,1.0,-0.04712570632650759,0.12387301847795498,-0.3804356017601549,-0.7168744198210373,-0.595965406199057,1085,541,544,678
SPY,5,20,0.3,0.7,5,21,1.2,-0.04823515498460773,0.1266777176541651,-0.3807706349453777,-0.7190057869554832,-0.6047062799208635,1085,541,544,678
SPY,5,20,0.2,0.7,5,21,1.2,-0.047354871351619976,0.1243168764026334,-0.38092069815403484,-0.7004763234220759,-0.5977857596780454,939,395,544,587
SPY,5,40,0.2,0.7,5,30,1.0,-0.04141819129508806,0.1083629640893674,-0.38221722378256745,-0.6184276879679135,-0.5480298212179395,874,383,491,483
SPY,5,20,0.2,0.7,5,21,1.1,-0.04406778032024283,0.1141826446423199,-0.38594114244144806,-0.6752876784079509,-0.5709162191540036,939,395,544,587
SPY,5,20,0.3,0.7,5,30,1.1,-0.052948392325497196,0.1365085053977065,-0.38787614127952197,-0.7508292352956621,-0.639883248585514,1085,541,544,678
SPY,5,40,0.3,0.7,3,30,1.1,-0.04728573633856181,0.12129753736759304,-0.3898326162654239,-0.6404883597813286,-0.5972374109201115,903,442,461,593
SPY,5,40,0.3,0.7,3,21,1.2,-0.04422604371357575,0.11322633230990421,-0.39059857200467824,-0.6202008171901721,-0.5722479271872125,903,442,461,593
SPY,5,20,0.2,0.7,5,21,1.0,-0.04095351477509901,0.10419736134859792,-0.39303792576941377,-0.646790136776971,-0.543898816426336,939,395,544,587
SPY,5,40,0.2,0.7,5,21,1.1,-0.04048756381869234,0.10203326743017095,-0.3968074809169571,-0.5999223822531841,-0.5397206056162722,874,383,491,483
QQQ,5,40,0.3,0.7,5,30,1.1,-0.048840234318587306,0.12275007851244786,-0.39788352814482725,-0.6542066018148536,-0.6093976867656503,1001,485,516,547
SPY,5,20,0.3,0.7,5,30,1.2,-0.05973760774350967,0.1492516183412586,-0.4002476382327843,-0.7815690690724321,-0.685382366880358,1085,541,544,678
SPY,5,20,0.2,0.7,5,30,1.0,-0.049072085281019584,0.12198176743045537,-0.4022903284213906,-0.7043984143919017,-0.6111813059239248,939,395,544,587
QQQ,5,20,0.2,0.7,5,21,1.2,-0.046458296248538145,0.11491744783768902,-0.40427539179391175,-0.6649740700799066,-0.5906193494372283,1003,430,573,601
SPY,5,20,0.2,0.7,5,30,1.1,-0.05444760594681286,0.13416511744492568,-0.4058253515051214,-0.7389141838792037,-0.6504365163765046,939,395,544,587
SPY,5,40,0.3,0.7,3,30,1.2,-0.05424668154928869,0.13343314952040938,-0.4065457627603352,-0.6867766056012048,-0.649039357254189,903,442,461,593
QQQ,5,40,0.3,0.7,5,21,1.2,-0.046997978049268196,0.11548018867679842,-0.4069787085367894,-0.6422870020004678,-0.5949474248195432,1001,485,516,547
SPY,5,40,0.3,0.8,5,21,1.1,-0.04106232899369644,0.1006969323852586,-0.40778132978862924,-0.5748409665703766,-0.5448693749930099,878,504,374,481
