asset,bias_momentum,r2,is_current_holding,source
QQQ,-8.50845118621174,0.7542618878568774,False,Yahoo
GLD,-43.33515529775755,0.8301919912637096,False,Yahoo
TLT,-4.5623939595809855,0.7674898039703966,False,Yahoo
CN_CHINEXT_TR,-9.372917765497847,0.14127120827881248,False,CNINDEX:399606
CN_DIVLOWVOL_TR,9.112205185989009,0.0017368654062142384,False,CSINDEX:H30269
