date,return,nav,holding,next_target,is_signal,score,r2
2017-08-11,0.0,1.0,cash,cash,False,,0.08479301547024012
2017-08-14,0.0,1.0,cash,cash,False,,0.25795223365099
2017-08-15,0.0,1.0,cash,0.159928,True,0.03563118453506142,0.41097914538661257
2017-08-16,0.014222224804384176,1.0142222248043842,0.159928,0.159928,False,0.031409107895129074,0.506649996907268
2017-08-17,-0.02002682173380188,0.9939105771097668,0.159928,cash,True,,0.09621506735036463
2017-08-18,0.0,0.9939105771097668,cash,0.159928,True,0.0027478849085793566,0.55254935651214
2017-08-21,0.003995352448980194,0.9978816001680897,0.159928,cash,True,,
2017-08-22,0.0,0.9978816001680897,cash,cash,False,,
2017-08-23,0.0,0.9978816001680897,cash,cash,False,,
2017-08-24,0.0,0.9978816001680897,cash,cash,False,,
2017-08-25,0.0,0.9978816001680897,cash,cash,False,,
2017-08-28,0.0,0.9978816001680897,cash,cash,False,,0.1685902033140937
2017-08-29,0.0,0.9978816001680897,cash,cash,False,,0.029315159564829576
2017-08-30,0.0,0.9978816001680897,cash,cash,False,,0.005621056489549013
2017-08-31,0.0,0.9978816001680897,cash,cash,False,,0.08245877687479147
2017-09-01,0.0,0.9978816001680897,cash,cash,False,,0.29530691628625216
2017-09-04,0.0,0.9978816001680897,cash,cash,False,,
2017-09-05,0.0,0.9978816001680897,cash,cash,False,,
2017-09-06,0.0,0.9978816001680897,cash,1.512660,True,0.0018439359577624437,0.6189300718918576
2017-09-07,-0.002460328596197714,0.9954264835315766,1.512660,1.512660,False,0.0019887521982735468,0.7438926107678481
2017-09-08,-0.003475616978951601,0.9919667623441162,1.512660,cash,True,,
2017-09-11,0.0,0.9919667623441162,cash,cash,False,,
2017-09-12,0.0,0.9919667623441162,cash,cash,False,,
2017-09-13,0.0,0.9919667623441162,cash,cash,False,,
2017-09-14,0.0,0.9919667623441162,cash,cash,False,,
2017-09-15,0.0,0.9919667623441162,cash,0.159928,True,0.009779431393835969,0.8443236492732318
2017-09-18,0.013893206386710544,1.00574836130212,0.159928,0.159928,False,0.031041997322194925,0.6114771061990483
2017-09-19,-0.0011731596903654662,1.0045684578659893,0.159928,0.159928,False,0.031154583002678482,0.41004427124229964
2017-09-20,-0.004357227269192077,1.0001913247876053,0.159928,cash,True,,0.24340391829724478
2017-09-21,0.0,1.0001913247876053,cash,cash,False,,0.04462358544178683
2017-09-22,0.0,1.0001913247876053,cash,cash,False,,0.04753441003830442
2017-09-25,0.0,1.0001913247876053,cash,cash,False,,0.20549727901499237
2017-09-26,0.0,1.0001913247876053,cash,0.159928,True,0.05568682204938402,0.37836779348472244
2017-09-27,-0.0095725625391061,0.9906169307800046,0.159928,0.159928,False,0.05021443835099215,0.5246563536525443
2017-09-28,0.0003317140452732126,0.9909455323294297,0.159928,0.159928,False,0.037939535971563965,0.6320747298431277
2017-09-29,0.006623449112363788,0.9975090096359379,0.159928,cash,True,,0.10851038785371646
2017-10-09,0.0,0.9975090096359379,cash,cash,False,,0.2677867732184556
2017-10-10,0.0,0.9975090096359379,cash,1.512010,True,0.014612115256844804,0.4616681202679294
2017-10-11,0.018804642746552913,1.0162668101986094,1.512010,0.159928,True,0.0546501401791355,0.843714346508025
2017-10-12,0.004850850965272047,1.0211965690358353,0.159928,0.159928,False,0.05941950727301948,0.8780833897444705
2017-10-13,-0.009482316533743429,1.0115132599250647,0.159928,0.159928,False,0.04258130192570442,0.8996622015639493
2017-10-16,0.004158293645605937,1.0157194290862572,0.159928,0.159928,False,0.05470796825784219,0.9053373601428192
2017-10-17,-0.012260304220879314,1.003266399882602,0.159928,1.512010,True,0.04033127651064605,0.9020735562248314
2017-10-18,0.02773848878491525,1.0310954936640278,1.512010,1.512010,False,0.049554146402902566,0.890751909054583
2017-10-19,0.019377918660277604,1.051075978271228,1.512010,1.512010,False,0.05537296153934523,0.8715030508970858
2017-10-20,-0.010769988002584219,1.0397559025954424,1.512010,1.512010,False,0.04415021380309714,0.8993118523656515
2017-10-23,-0.0013768728567054023,1.0383242909155594,1.512010,1.512010,False,0.04172756558386048,0.917825809434723
2017-10-24,0.0014759344056036738,1.0398567894606958,1.512010,1.512010,False,0.03700176942969913,0.9349165878726655
2017-10-25,0.007871501692014338,1.0480420239383883,1.512010,1.512010,False,0.01669513475024975,0.9377972428921977
2017-10-26,0.010841646340290945,1.059404524911691,1.512010,1.512010,False,0.007959523081833897,0.9409957765899695
2017-10-27,0.0037878372934305737,1.0634173768799806,1.512010,0.159928,True,0.05599934980630383,0.7821907199345232
2017-10-30,-0.00489303423206866,1.0582140392519301,0.159928,0.159928,False,0.05144093520163007,0.8285641611857125
2017-10-31,-0.016433190536161546,1.040824206316862,0.159928,0.159928,False,0.030843836494512278,0.8368666338834913
2017-11-01,-0.000708210142591148,1.040087084057294,0.159928,0.159928,False,0.03904743429199997,0.8203289163668174
2017-11-02,0.0031073305638193993,1.0433189784426191,0.159928,cash,True,,0.1801840283767296
2017-11-03,0.0,1.0433189784426191,cash,1.512200,True,0.018934489890716666,0.6343695140524419
2017-11-06,-0.02259066394231446,1.0197497100159831,1.512200,1.512010,True,0.04556051833163233,0.886345394525655
2017-11-07,-0.02457900180810746,0.9946852800496833,1.512010,0.159928,True,0.05577740604856629,0.7978658683638088
2017-11-08,0.024329447072571897,1.0188854229245183,0.159928,0.159928,False,0.0821929882531649,0.8113677892281101
2017-11-09,-0.046158776250769695,0.9718549186625747,0.159928,0.159928,False,0.029383310768352988,0.8182495504428552
2017-11-10,-0.0027727873073950526,0.9691601716794777,0.159928,0.159928,False,0.00267736027840626,0.7881050546604342
2017-11-13,-0.002773576287728563,0.9664721320082965,0.159928,1.512000,True,0.003999851969735069,0.448173538044274
2017-11-14,-0.0014609515726585753,0.9650601630271083,1.512000,cash,True,,
2017-11-15,0.0,0.9650601630271083,cash,cash,False,,0.06636222340325604
2017-11-16,0.0,0.9650601630271083,cash,0.159928,True,0.029199228402292166,0.6488919330490547
2017-11-17,0.016266951303264054,0.9807587497037903,0.159928,cash,True,,0.07126045631034415
2017-11-20,0.0,0.9807587497037903,cash,cash,False,,0.18414114819409988
2017-11-21,0.0,0.9807587497037903,cash,1.512800,True,0.06957467299635223,0.3026338668967204
2017-11-22,0.023691923840935214,1.0039948113081034,1.512800,1.512800,False,0.08225956915508204,0.3907655760667958
2017-11-23,0.008726922148078575,1.0127565958634641,1.512800,1.512800,False,0.10201377617575158,0.4422358456675923
2017-11-24,0.008980984750355692,1.0218521474067361,1.512800,1.512800,False,0.04906151256835534,0.535793726444829
2017-11-27,0.001955009865516999,1.023849878436016,1.512800,1.512000,True,0.055615953131242124,0.5887451438178304
2017-11-28,-0.014887348572731662,1.00860746840959,1.512000,1.512400,True,0.041366158972559575,0.37377072430076796
2017-11-29,0.01839479038735181,1.027160591374102,1.512400,cash,True,,0.1701949240631849
2017-11-30,0.0,1.027160591374102,cash,cash,False,,0.03425133424965707
2017-12-01,0.0,1.027160591374102,cash,cash,False,,
2017-12-04,0.0,1.027160591374102,cash,cash,False,,0.02339821126792844
