date,return,nav,holding,next_target,is_signal,score,r2
2017-11-29,0.0,1.0,cash,1.512800,True,62.0906123303319,0.7070270298870568
2017-11-30,0.004828391319702696,1.0048283913197027,1.512800,1.512800,False,62.05974120533648,0.7297619076878018
2017-12-01,-0.012343729330788644,0.9924250616333605,1.512800,1.512800,False,62.934146357423636,0.7376525033881489
2017-12-04,0.0058245110751200535,0.9982054523960707,1.512800,1.512800,False,58.51288362996188,0.7004074468202487
2017-12-05,0.04090673829464597,1.0390387816015254,1.512800,1.512800,False,60.61963082666318,0.7239459813758443
2017-12-06,-0.01799850615626275,1.0203376356942746,1.512800,1.512800,False,58.17358829049024,0.7063235861406261
2017-12-07,-0.001704439280504455,1.0185985321486202,1.512800,1.512800,False,52.74591591242893,0.6627904837755039
2017-12-08,-0.012982434898019202,1.0053746430177828,1.512800,1.512800,False,41.604404017310394,0.5679890908675268
2017-12-11,-0.009471262224894028,0.9958524761395021,1.512800,1.512800,False,29.517678976368426,0.4320784781276669
2017-12-12,-0.005220380427256921,0.9906537473646281,1.512800,cash,True,,0.16775261614498382
2017-12-13,0.0,0.9906537473646281,cash,1.512660,True,18.838504113763666,0.5310215264581201
2017-12-14,0.004682772100652821,0.9952927530941943,1.512660,1.512660,False,19.128808790001507,0.5621625541584643
2017-12-15,0.00654771942656085,1.0018096507887444,1.512660,1.512660,False,18.689119764321852,0.563664471632247
2017-12-18,-0.003406587626390678,0.9983968984283687,1.512660,1.512660,False,16.0581493826373,0.5250039074441716
2017-12-19,-0.00595933728977438,0.9924471145615694,1.512660,1.512660,False,11.412900033870681,0.4405632656748767
2017-12-20,-0.003208326413954299,0.9892630202694688,1.512660,1.512660,False,10.512063352991088,0.41188896157261073
2017-12-21,-0.0016569775320081082,0.9876238336716358,1.512660,0.159928,True,18.64081632837713,0.7566378139833548
2017-12-22,0.000995701020267692,0.9886072117304633,0.159928,0.159928,False,23.789487174239596,0.8370406417951266
2017-12-25,0.019346345797810915,1.0077331487068104,0.159928,0.159928,False,30.758203780702093,0.908178695273159
2017-12-26,0.0011242301616560813,1.0088660727074872,0.159928,0.159928,False,35.556651053603744,0.9463973103448584
2017-12-27,-0.024110578790972448,0.9845417277719344,0.159928,0.159928,False,31.164254597728004,0.9144004151302911
2017-12-28,0.008728176738630689,0.9931349819784846,0.159928,0.159928,False,26.682040969011894,0.8873329127831082
2017-12-29,-0.017689654413839517,0.9755667673609905,0.159928,cash,True,,0.22557119670940345
2018-01-02,0.0,0.9755667673609905,cash,1.512400,True,36.06984235547509,0.40204998232928923
2018-01-03,0.0017017188424117702,0.9772269077110394,1.512400,1.512400,False,40.0669586056522,0.5235230219999044
2018-01-04,0.010028798468482814,0.987027319426452,1.512400,1.512400,False,42.52772641072393,0.5901212308433744
2018-01-05,-0.008185264020054261,0.9789482402219402,1.512400,1.512400,False,44.10814529778273,0.6542517362453751
2018-01-08,0.017276070769445928,0.995860619299639,1.512400,1.512400,False,46.626901670300555,0.7119450847817492
2018-01-09,6.670617326864914e-05,0.9959270493506615,1.512400,1.512400,False,48.18802480754176,0.7611346937115645
2018-01-10,-0.006006578528999662,0.9899449353195818,1.512400,1.512400,False,49.227653594279005,0.8046771719796242
2018-01-11,0.0020166438471365122,0.991941301682398,1.512400,1.512400,False,48.753429910607025,0.8178442680977626
2018-01-12,-0.0020001657010921825,0.9899572547132761,1.512400,1.512400,False,46.310367571275194,0.8029354466189567
2018-01-15,-0.014223853864318459,0.9758762473903125,1.512400,1.512400,False,41.178932730086366,0.7205258208669856
2018-01-16,0.0009111380257864621,0.9767654053477717,1.512400,1.512400,False,37.59057728916792,0.6502313495071348
2018-01-17,-0.010546344498822191,0.9664641008884424,1.512400,1.512400,False,30.388450767458934,0.4881088595837147
2018-01-18,-0.0020093533014029497,0.9645221330566347,1.512400,1.512000,True,31.91152820883054,0.3215620265859964
2018-01-19,0.02474267431729338,0.9883869900666761,1.512000,1.512200,True,75.98163075481413,0.922278814647134
2018-01-22,-0.015534475852499674,0.9730329162365604,1.512200,1.512200,False,70.52615928876357,0.9103397799245323
2018-01-23,0.028517933309631482,1.0007818040498708,1.512200,1.512200,False,71.36573606511274,0.9226860975669274
2018-01-24,-0.01840215211514229,0.9823652650576786,1.512200,1.512000,True,67.87239367656716,0.7469141731862986
2018-01-25,-0.019261809023757626,0.9634431329305646,1.512000,1.512000,False,72.06373613009592,0.8035200684979695
2018-01-26,-0.00014257244560300641,0.9633057724869033,1.512000,1.512000,False,75.06442509779829,0.8445872565594961
2018-01-29,-0.004102589422609326,0.95935372441396,1.512000,1.512000,False,74.19464330483503,0.852967761480701
2018-01-30,-0.016468767129326656,0.9435543513319343,1.512000,1.512000,False,68.8567474662469,0.8149620712385814
2018-01-31,-0.0005455413252114516,0.9430396034406997,1.512000,1.512000,False,64.14379189360992,0.7694402875044218
2018-02-01,0.02068570241105272,0.9625470400393111,1.512000,1.512800,True,62.88971040786783,0.8753454766538509
2018-02-02,-0.010292621820039982,0.9526399073721876,1.512800,1.512800,False,63.50136510658861,0.8795026092398255
2018-02-05,0.03775332217277949,0.9886052287098567,1.512800,1.512800,False,65.44039661700693,0.8706953665190762
2018-02-06,0.030489353816941067,1.0187471633132694,1.512800,1.512800,False,67.13159327095909,0.8484214479509229
2018-02-07,-0.030398944295966346,0.9877783250440356,1.512800,1.512800,False,66.34158861140033,0.8515291891539504
2018-02-08,-0.04499193373850341,0.9433362680953244,1.512800,1.512800,False,54.39172578669074,0.7935908705654519
2018-02-09,0.005555829972111681,0.9485772840073884,1.512800,1.512800,False,41.339529568381494,0.7360814459306882
2018-02-12,-0.03730121817890597,0.9131941957770747,1.512800,1.512800,False,29.897909905563992,0.5938548657755426
2018-02-13,0.008654967593588525,0.9210978619481784,1.512800,1.512800,False,17.97164474427015,0.4642291554008525
2018-02-14,-0.0031166386320258255,0.9182271327677544,1.512800,1.512400,True,11.051760586021103,0.46940180281745886
2018-02-22,0.01281343160985493,0.9299927733357871,1.512400,1.512400,False,10.006209023695527,0.47079972295803674
2018-02-23,0.004988394295732945,0.9346319439813682,1.512400,1.512400,False,10.200406346335882,0.4921054502266459
2018-02-26,-0.0148141147210612,0.9207861991412597,1.512400,1.512400,False,7.468337969216706,0.44449144785347533
2018-02-27,-0.018288246586570356,0.9039466340778535,1.512400,1.512010,True,5.3453110365819825,0.3455436381009882
2018-02-28,-0.009517788220034906,0.8953430614524871,1.512010,cash,True,,0.20182721375936902
2018-03-01,0.0,0.8953430614524871,cash,cash,False,,0.04620357636409669
2018-03-02,0.0,0.8953430614524871,cash,cash,False,,0.001546830173586981
2018-03-05,0.0,0.8953430614524871,cash,cash,False,,0.09751041796316388
2018-03-06,0.0,0.8953430614524871,cash,cash,False,,0.27522307046605315
2018-03-07,0.0,0.8953430614524871,cash,1.512660,True,31.178166545046473,0.4227076939339715
2018-03-08,-0.0073967097621125966,0.8887204686894017,1.512660,1.512660,False,33.798378295352315,0.531944156159241
2018-03-09,0.00902143703062186,0.8967380044355079,1.512660,1.512660,False,37.3859019520885,0.6562802261103667
2018-03-12,0.0004355404179472444,0.8971285700807489,1.512660,1.512660,False,40.097041850724935,0.7334935318905352
2018-03-13,-0.003072864280810328,0.8943718157424533,1.512660,1.512660,False,39.70210591340668,0.7255482958805717
2018-03-14,-0.011638972944458703,0.8839622463767405,1.512660,1.512660,False,35.82073264100077,0.6249555768156342
2018-03-15,0.0052380471521911165,0.8885924823040187,1.512660,1.512660,False,34.45542138582226,0.5838447356209806
2018-03-16,-0.003248151771220953,0.8857061990587293,1.512660,1.512660,False,32.69415268327038,0.5161899844771195
2018-03-19,0.006314190115572993,0.8912987163861277,1.512660,1.512660,False,30.41013870219615,0.4530637576075319
2018-03-20,0.00425241328228565,0.8950888868861722,1.512660,1.512660,False,28.71117931347167,0.4041548188722112
2018-03-21,0.013396114017349525,0.9070795996705618,1.512660,1.512010,True,32.65131125799349,0.7003953884998688
2018-03-22,0.0023894883792197064,0.9092470558330019,1.512010,1.512010,False,41.10093552682711,0.7942807308305337
2018-03-23,0.02097705524623006,0.9283203815556829,1.512010,1.512010,False,51.15584513191052,0.8551504007905079
2018-03-26,0.006954714760821767,0.9347765850160599,1.512010,1.512010,False,59.18078841572822,0.8956978304319917
2018-03-27,-0.0004493313727942372,0.9343565605698587,1.512010,1.512010,False,64.91221371543533,0.926202380566276
2018-03-28,-0.011232292003172328,0.9238615948464582,1.512010,1.512010,False,64.80349207205518,0.9309616367438972
2018-03-29,-0.029992749915289107,0.8961524450758883,1.512010,1.512010,False,57.68092549521083,0.8719455658133284
2018-03-30,0.013549284608803891,0.908294669607097,1.512010,1.512010,False,51.49967644202265,0.8308507187445516
2018-04-02,-0.007702492523056548,0.9012985367057162,1.512010,1.512660,True,47.85147266653456,0.6651923379292841
2018-04-03,-0.001352425217995168,0.9000795978357333,1.512660,1.512660,False,54.21794684457297,0.7557811647998014
2018-04-04,0.004603322908984353,0.90422295486836,1.512660,1.512660,False,59.28567196030571,0.8172001454568487
2018-04-09,0.026714616468085373,0.9283789243093071,1.512660,1.512660,False,64.84004542551305,0.8426621477572084
2018-04-10,-0.033594037006946964,0.8971909283695907,1.512660,1.512660,False,65.04710486270143,0.8675503559290106
2018-04-11,-0.0002669268085957466,0.8969514440583799,1.512660,1.512660,False,64.29353811462404,0.8778975369919034
2018-04-12,-0.0046809692083139565,0.8927528419673899,1.512660,1.512660,False,61.6870427890791,0.8566618094831977
2018-04-13,0.009871558619928056,0.9015657039799784,1.512660,1.512660,False,56.56366328854335,0.8287454847001388
2018-04-16,0.010639355189512756,0.9111577817313045,1.512660,1.512660,False,52.963264584688964,0.8130859532338359
2018-04-17,-0.0006651517000967333,0.9105517235837295,1.512660,1.512660,False,46.76449086968499,0.7840634415878198
2018-04-18,0.01725927802075189,0.9262671889333359,1.512660,1.512660,False,42.788978008359535,0.7763919245330668
2018-04-19,0.01958111949040009,0.9444045374398766,1.512660,1.512660,False,40.39217347347684,0.7764605689257815
2018-04-20,0.012784534753802035,0.956478310070425,1.512660,1.512660,False,41.14382178990156,0.7756299567309156
2018-04-23,-0.03212902019416353,0.925747599130893,1.512660,1.512660,False,31.94962453722811,0.7420184200544361
2018-04-24,0.0018809382619033865,0.9274888732109635,1.512660,cash,True,,0.28804449421548095
2018-04-25,0.0,0.9274888732109635,cash,0.159928,True,31.591088322865946,0.5526935646204327
2018-04-26,-0.0029218152646270923,0.9247789220634439,0.159928,0.159928,False,34.70116926865134,0.6237114223433395
2018-04-27,-0.011431092949461763,0.9142076882476337,0.159928,0.159928,False,32.66250988653728,0.5538517324570835
2018-05-02,0.0028244448658565346,0.9167898174590312,0.159928,0.159928,False,33.31503590662203,0.5411391329457476
2018-05-03,0.005399605708140687,0.9217401209905483,0.159928,0.159928,False,31.952118940786136,0.48874061318430845
2018-05-04,-0.003432979926684565,0.9185758056575679,0.159928,0.159928,False,26.52343578215913,0.4090826161594989
2018-05-07,0.023612461181282907,0.9402656412107229,0.159928,0.159928,False,26.178525437430416,0.40975146162890347
2018-05-08,0.006797061505253721,0.9466566846053089,0.159928,0.159928,False,31.26253698796249,0.5497296967910084
2018-05-09,-0.0031443233370767043,0.9436800898997048,0.159928,0.159928,False,33.97126377982037,0.6209509522853541
2018-05-10,0.01212967069274562,0.9551266186294888,0.159928,0.159928,False,37.96791656537363,0.6876741751895579
