variant,members,n_indices,n_pairs,adk_annual,adk_vol,adk_sharpe,adk_max_dd,pair_change_days,trade_days_per_year,median_pair_spell,combined_annual,combined_vol,combined_sharpe,combined_max_dd,delta_combined_annual_bp,delta_combined_sharpe,delta_combined_max_dd_bp,delta_trade_days_per_year
baseline_5,"SZ50,HS300,ZZ500,ZZ1000,CYB",5,10,0.291419228413236,0.2041489684466887,1.427483227716318,-0.34678828579695425,610,39.82883446549875,4.0,0.21244625158581543,0.1065154469162501,1.8752801804653914,-0.12816285373707595,0.0,0.0,0.0,0.0
drop_cyb,"SZ50,HS300,ZZ500,ZZ1000",4,6,0.22065489122397608,0.19799313651192185,1.114457274182783,-0.42446083197552076,540,35.258312477654634,4.0,0.1930162148538983,0.099637027270185,1.8334715378374165,-0.12794206073313952,-194.30036731917122,-0.0418086426279749,2.207930039364314,-4.570521987844117
drop_sz50,"HS300,ZZ500,ZZ1000,CYB",4,6,0.24094587830495673,0.19341062510530269,1.2457737426461106,-0.3886286998710242,554,36.172416875223455,4.0,0.19744801427122027,0.10392147918907503,1.7980702233191685,-0.1272300176179707,-149.98237314595153,-0.07720995714622281,9.328361191052458,-3.6564175902752964
drop_zz1000,"SZ50,HS300,ZZ500,CYB",4,6,0.18763584749570938,0.20251974957128774,0.9265064167465842,-0.34720342610428295,547,35.715364676439044,4.0,0.18729638386256986,0.1033590425013872,1.723726881628707,-0.12035499655927595,-251.49867723245566,-0.15155329883668434,78.07857177799998,-4.113469789059707
balanced_4,"SZ50,HS300,ZZ500,CYB",4,6,0.18763584749570938,0.20251974957128774,0.9265064167465842,-0.34720342610428295,547,35.715364676439044,4.0,0.18729638386256986,0.1033590425013872,1.723726881628707,-0.12035499655927595,-251.49867723245566,-0.15155329883668434,78.07857177799998,-4.113469789059707
core_3,"SZ50,HS300,ZZ500",3,3,0.12194257960840149,0.1882471924957331,0.6477790079720074,-0.5038507831333322,413,26.966079728280302,3.0,0.1805181989262754,0.10249011201666193,1.6810284686560637,-0.12309057211342755,-319.2805265954002,-0.19425171180932765,50.72281623648395,-12.862754737218449
growth_3,"ZZ500,ZZ1000,CYB",3,3,0.12449507086185818,0.16373838260105766,0.760329184179043,-0.2293292495114416,472,30.818376832320343,5.0,0.1806317283279355,0.10259134675786662,1.6804047521461543,-0.12215696523721191,-318.1452325787992,-0.1948754283192371,60.0588849986404,-9.010457633178408
