low_ratio,high_ratio,dte,vol_cap,slope_filter,annual,vol,sharpe,max_dd,total,active_days,long_days,short_days,trades
0.95,1.05,21,None,False,0.052540387771141006,0.054508903175171874,0.9638863508644675,-0.09666659293677522,1.3235148588150714,3454,114,3340,415
0.95,1.05,21,30.0,False,0.04901053830991908,0.054145003641438615,0.9051719459560625,-0.09666659293677471,1.19849461347395,3417,114,3303,405
0.95,1.05,21,25.0,False,0.04522779630556961,0.05141478939656645,0.8796651087437886,-0.09666659293677476,1.0715459932479288,3261,114,3147,420
0.95,1.05,21,None,True,0.035412763293223515,0.042084138962616334,0.8414752960653643,-0.0631389432963519,0.7735082567775595,2013,81,1932,1165
0.95,1.05,21,30.0,True,0.03402407123885398,0.04172918283043501,0.8153543618888857,-0.06313894329635336,0.7347494364022309,1990,81,1909,1153
0.92,1.02,21,None,False,0.03761045109926142,0.05139003523787991,0.7318627225135376,-0.11934625870232994,0.8365126017322693,3054,205,2849,546
0.92,1.02,21,30.0,False,0.03741258068413278,0.05137496672294072,0.7282258864690758,-0.11934625870232983,0.830754980630996,3050,205,2845,546
0.95,1.05,21,25.0,True,0.028860647263892814,0.04073235685329641,0.7085435141364074,-0.06313894329635138,0.5975037009692967,1911,81,1830,1126
0.92,1.02,21,25.0,False,0.031694075937593436,0.0506360845754469,0.6259187732094452,-0.11239506503016002,0.671500439589366,2958,205,2753,550
0.92,1.02,21,None,True,0.020374201718097895,0.041782939276796494,0.4876201165055995,-0.08851323160627356,0.39385761638391537,1846,142,1704,1145
0.92,1.02,21,30.0,True,0.020331069345041586,0.0417826713639843,0.4865909402472169,-0.08851323160627467,0.3928878586590765,1845,142,1703,1143
0.92,1.02,21,25.0,True,0.016091762920555697,0.041427037060220905,0.3884362499100217,-0.08120530768198157,0.30060599681310185,1795,142,1653,1121
0.9,1.0,21,None,False,0.02000282062613623,0.05214122491279596,0.3836277467510616,-0.10935914786238991,0.38552848247109495,2744,319,2425,677
0.9,1.0,21,30.0,False,0.019816518161522856,0.052127742913025764,0.38015300594515233,-0.10935914786238991,0.38136782133236324,2742,319,2423,677
0.95,1.05,30,None,False,0.022786281845783574,0.062295798809759766,0.36577557846828174,-0.13492166973874986,0.4491098122272732,3454,114,3340,415
0.95,1.05,30,None,True,0.016084015667972018,0.04788290030459597,0.335903121274135,-0.11001917325933502,0.3004427375515957,2013,81,1932,1165
0.9,1.0,21,25.0,False,0.016982909063845142,0.051600421164586345,0.3291234583081389,-0.1058377584023411,0.31951428502021173,2684,319,2365,671
0.95,1.05,30,30.0,True,0.014838510406658845,0.04745883722685107,0.31266063969775415,-0.10765133748422914,0.2744448137000397,1990,81,1909,1153
0.95,1.05,30,30.0,False,0.01903664987265885,0.061868050608892354,0.3076975868045646,-0.13492166973875183,0.364078203459687,3417,114,3303,405
0.95,1.05,30,25.0,False,0.016259090954701794,0.058900081255019165,0.2760453060209705,-0.1349216697387505,0.3041368324770457,3261,114,3147,420
0.9,1.0,21,30.0,True,0.010848069170191987,0.04221828919122714,0.2569518892879769,-0.0925816250832096,0.19439991532246048,1732,230,1502,1128
0.9,1.0,21,None,True,0.010848069170191987,0.04221828919122714,0.2569518892879769,-0.0925816250832096,0.19439991532246048,1732,230,1502,1128
0.9,1.0,21,25.0,True,0.009030025592822177,0.04198054046317342,0.2151002701059455,-0.08645510666699492,0.1595194766765693,1700,230,1470,1114
0.95,1.05,30,25.0,True,0.009909826303917457,0.046351769004241296,0.21379607546393073,-0.11420361905782346,0.17627783809940856,1911,81,1830,1126
0.92,1.02,30,None,False,0.009033181862706297,0.058897422376563695,0.15337142948212884,-0.17208267656948262,0.15957919415864041,3054,205,2849,546
0.88,1.0,21,30.0,False,0.0075712575899864465,0.05057941012750752,0.1496905078746427,-0.10807357794204733,0.13222623920873855,2267,319,1948,717
0.88,1.0,21,None,False,0.0075712575899864465,0.05057941012750752,0.1496905078746427,-0.10807357794204733,0.13222623920873855,2267,319,1948,717
0.92,1.02,30,30.0,False,0.00868681444281072,0.05887702819142889,0.14754165944936934,-0.1720826765694835,0.15304303567046107,3050,205,2845,546
0.88,1.0,21,30.0,True,0.004947273398880014,0.041304133170301946,0.11977671528613872,-0.13446236534484338,0.08464473359425395,1468,230,1238,1028
0.88,1.0,21,None,True,0.004947273398880014,0.041304133170301946,0.11977671528613872,-0.13446236534484338,0.08464473359425395,1468,230,1238,1028
0.88,1.0,21,25.0,False,0.005863668573478087,0.05021317784791813,0.1167754925059219,-0.11858927183978421,0.10104438885352773,2229,319,1910,715
0.88,1.0,21,25.0,True,0.003626285500032189,0.04125144024697942,0.08790688224025629,-0.1399442782455185,0.061407873384775824,1452,230,1222,1022
0.92,1.02,30,25.0,False,0.003793862880218324,0.058028245667443926,0.06537958948407131,-0.17208267656948076,0.06432953122610408,2958,205,2753,550
0.92,1.02,30,None,True,0.00029087775946878835,0.04757351298454599,0.006114279590058411,-0.19788108464379978,0.00479988085335914,1846,142,1704,1145
0.92,1.02,30,30.0,True,0.0001616059351337018,0.04757063089172001,0.003397178723602558,-0.19788108464379905,0.002664053618728124,1845,142,1703,1143
0.92,1.02,30,25.0,True,-0.0037412237194083264,0.047166548909060496,-0.07931942883125911,-0.2044196467628928,-0.05984647042172908,1795,142,1653,1121
0.9,1.0,30,None,False,-0.007183402077476808,0.059649122542091655,-0.12042762359844958,-0.1847059346521759,-0.11192263630134025,2744,319,2425,677
