date,open,close,high,low,volume,symbol,name,call_volume,put_volume,total_volume,oi_total,oi_call,oi_put,pcr_raw,put5,call5,pcr5,q70,q30,signal_long_only,signal_long_short,oo_ret,strat_ret_long_only,strat_ret_long_short,buy_hold_ret
2022-09-19,5.71,5.679,5.721,5.637,1590733,510500,中证500ETF南方,105643.0,162120.0,267763.0,96428.0,42012.0,54416.0,1.5346000000000002,,,,,,0.0,0.0,-0.004028021015761718,,,-0.004028021015761718
2022-09-20,5.687,5.709,5.768,5.687,1447292,510500,中证500ETF南方,113774.0,110951.0,224725.0,138274.0,62610.0,75664.0,0.9752,,,,,,0.0,0.0,0.0005275189027607041,0.0,0.0,0.0005275189027607041
2022-09-21,5.69,5.739,5.762,5.636,1214695,510500,中证500ETF南方,148759.0,147383.0,296142.0,181270.0,84991.0,96279.0,0.9908,,,,,,0.0,0.0,0.0019332161687168892,0.0,0.0,0.0019332161687168892
2022-09-22,5.701,5.73,5.777,5.693,1409796,510500,中证500ETF南方,156782.0,145453.0,302235.0,223482.0,105655.0,117827.0,0.9277,,,,,,0.0,0.0,0.002981932994211567,0.0,0.0,0.002981932994211567
2022-09-23,5.718,5.659,5.743,5.594,2056784,510500,中证500ETF南方,240739.0,282434.0,523173.0,256994.0,127274.0,129720.0,1.1732,848341.0,765697.0,1.1079330335628845,,,0.0,0.0,-0.017488632388947156,-0.0,-0.0,-0.017488632388947156
2022-09-26,5.618,5.566,5.691,5.56,3397843,510500,中证500ETF南方,215386.0,214553.0,429939.0,283610.0,140217.0,143393.0,0.9961,900774.0,875440.0,1.0289385908800146,,,0.0,0.0,-0.007831968672125433,-0.0,-0.0,-0.007831968672125433
2022-09-27,5.574,5.675,5.685,5.573,2404239,510500,中证500ETF南方,260712.0,223320.0,484032.0,298504.0,140249.0,158255.0,0.8565999999999999,1013143.0,1022378.0,0.9909671373992789,,,0.0,0.0,0.014531754574811595,0.0,0.0,0.014531754574811595
2022-09-28,5.655,5.536,5.67,5.533,2039260,510500,中证500ETF南方,296810.0,263862.0,560672.0,331465.0,168465.0,163000.0,0.889,1129622.0,1170429.0,0.965135006053336,,,0.0,0.0,-0.015030946065428763,-0.0,-0.0,-0.015030946065428763
2022-09-29,5.57,5.551,5.626,5.507,2424138,510500,中证500ETF南方,310359.0,268766.0,579125.0,372754.0,188054.0,184700.0,0.866,1252935.0,1324006.0,0.9463212402360714,,,0.0,0.0,-0.004847396768402179,-0.0,-0.0,-0.004847396768402179
2022-09-30,5.543,5.473,5.575,5.471,1563072,510500,中证500ETF南方,291381.0,322950.0,614331.0,418104.0,213815.0,204289.0,1.1083,1293451.0,1374648.0,0.9409325150874988,,,0.0,0.0,-0.011185278729929693,-0.0,-0.0,-0.011185278729929693
2022-10-10,5.481,5.407,5.529,5.385,1686062,510500,中证500ETF南方,350744.0,346566.0,697310.0,463057.0,248149.0,214908.0,0.9881,1425464.0,1510006.0,0.9440121429981073,,,0.0,0.0,-0.012953840540047334,-0.0,-0.0,-0.012953840540047334
2022-10-11,5.41,5.442,5.474,5.38,2682347,510500,中证500ETF南方,293059.0,281372.0,574431.0,482157.0,252944.0,229213.0,0.9601000000000001,1483516.0,1542353.0,0.9618524423397238,,,0.0,0.0,0.006099815157116328,0.0,0.0,0.006099815157116328
2022-10-12,5.443,5.578,5.585,5.351,3165166,510500,中证500ETF南方,479007.0,440894.0,919901.0,483593.0,239440.0,244153.0,0.9204000000000001,1660548.0,1724550.0,0.9628877098373488,,,0.0,0.0,0.019658276685651233,0.0,0.0,0.019658276685651233
2022-10-13,5.55,5.593,5.637,5.546,1620378,510500,中证500ETF南方,439847.0,316724.0,756571.0,504735.0,244451.0,260284.0,0.7201000000000001,1708506.0,1854038.0,0.9215053844635331,,,0.0,0.0,0.018018018018018056,0.0,0.0,0.018018018018018056
2022-10-14,5.65,5.741,5.769,5.626,2548665,510500,中证500ETF南方,518693.0,382610.0,901303.0,536834.0,245887.0,290947.0,0.7376,1768166.0,2081350.0,0.8495284310663752,,,0.0,0.0,0.011327433628318673,0.0,0.0,0.011327433628318673
2022-10-17,5.714,5.768,5.791,5.711,1604421,510500,中证500ETF南方,424580.0,335229.0,759809.0,571434.0,263813.0,307621.0,0.7896,1756829.0,2155186.0,0.8151635172091876,,,0.0,0.0,0.014175708785439278,0.0,0.0,0.014175708785439278
2022-10-18,5.795,5.795,5.834,5.752,1836065,510500,中证500ETF南方,437607.0,370512.0,808119.0,587017.0,262972.0,324045.0,0.8467,1845969.0,2299734.0,0.8026880500092619,,,0.0,0.0,-0.0025884383088868868,-0.0,-0.0,-0.0025884383088868868
2022-10-19,5.78,5.744,5.804,5.732,1306563,510500,中证500ETF南方,360048.0,339999.0,700047.0,590175.0,274128.0,316047.0,0.9443,1745074.0,2180775.0,0.8002081828707684,,,0.0,0.0,-0.009861591695501826,-0.0,-0.0,-0.009861591695501826
2022-10-20,5.723,5.724,5.812,5.641,2431984,510500,中证500ETF南方,653301.0,630779.0,1284080.0,608625.0,285869.0,322756.0,0.9655,2059129.0,2394229.0,0.8600384507914657,,,0.0,0.0,0.0012231347195528208,0.0,0.0,0.0012231347195528208
2022-10-21,5.73,5.724,5.759,5.684,2041282,510500,中证500ETF南方,468902.0,419650.0,888552.0,615470.0,290066.0,325404.0,0.895,2096169.0,2344438.0,0.8941029790508429,,,0.0,0.0,-0.0017452006980803736,-0.0,-0.0,-0.0017452006980803736
2022-10-24,5.72,5.673,5.84,5.62,2871119,510500,中证500ETF南方,600505.0,635169.0,1235674.0,591806.0,278977.0,312829.0,1.0576999999999999,2396109.0,2520363.0,0.9506999586964259,,,0.0,0.0,-0.012237762237762184,-0.0,-0.0,-0.012237762237762184
2022-10-25,5.65,5.626,5.7,5.551,2620577,510500,中证500ETF南方,521028.0,616488.0,1137516.0,643457.0,313163.0,330294.0,1.1832,2642085.0,2603784.0,1.014709745508844,,,0.0,0.0,-0.0017699115044248481,-0.0,-0.0,-0.0017699115044248481
2022-10-26,5.64,5.747,5.791,5.633,2589924,510500,中证500ETF南方,465508.0,463179.0,928687.0,496801.0,241586.0,255215.0,0.995,2765265.0,2709244.0,1.020677724117872,,,0.0,0.0,0.023226950354609865,0.0,0.0,0.023226950354609865
2022-10-27,5.771,5.729,5.796,5.723,2116482,510500,中证500ETF南方,305605.0,277123.0,582728.0,549761.0,270924.0,278837.0,0.9068,2411609.0,2361548.0,1.0211983834332397,,,0.0,0.0,-0.011783053197019555,-0.0,-0.0,-0.011783053197019555
2022-10-28,5.703,5.539,5.712,5.514,2384385,510500,中证500ETF南方,385243.0,449198.0,834441.0,605186.0,319334.0,285852.0,1.166,2441157.0,2277889.0,1.0716751343019788,,,0.0,0.0,-0.030510257759074233,-0.0,-0.0,-0.030510257759074233
2022-10-31,5.529,5.574,5.635,5.506,1960796,510500,中证500ETF南方,403499.0,372402.0,775901.0,632000.0,336557.0,295443.0,0.9229,2178390.0,2080883.0,1.0468584730616761,,,0.0,0.0,0.009947549285584945,0.0,0.0,0.009947549285584945
2022-11-01,5.584,5.719,5.725,5.55,3657775,510500,中证500ETF南方,419573.0,415804.0,835377.0,632627.0,323607.0,309020.0,0.991,1977706.0,1979428.0,0.9991300517119087,,,0.0,0.0,0.022564469914040153,0.0,0.0,0.022564469914040153
2022-11-02,5.71,5.762,5.795,5.695,2564827,510500,中证500ETF南方,353623.0,293064.0,646687.0,635280.0,316588.0,318692.0,0.8287,1807591.0,1867543.0,0.9678979279191965,,,0.0,0.0,0.0029772329246935403,0.0,0.0,0.0029772329246935403
2022-11-03,5.727,5.765,5.785,5.721,2322176,510500,中证500ETF南方,290818.0,230157.0,520975.0,656040.0,331162.0,324878.0,0.7914,1760625.0,1852756.0,0.9502735384475883,,,0.0,0.0,0.005762179151387992,0.0,0.0,0.005762179151387992
2022-11-04,5.76,5.917,5.935,5.759,3368333,510500,中证500ETF南方,542810.0,471547.0,1014357.0,637382.0,306254.0,331128.0,0.8687,1782974.0,2010323.0,0.8869092180709269,,,0.0,0.0,0.02673611111111107,0.0,0.0,0.02673611111111107
2022-11-07,5.914,5.901,5.939,5.864,2049034,510500,中证500ETF南方,359493.0,270905.0,630398.0,646604.0,310556.0,336048.0,0.7536,1681477.0,1966317.0,0.8551403461395085,,,0.0,0.0,-0.003381805884342115,-0.0,-0.0,-0.003381805884342115
2022-11-08,5.894,5.907,5.91,5.869,1765701,510500,中证500ETF南方,295186.0,211957.0,507143.0,647840.0,311170.0,336670.0,0.718,1477630.0,1841930.0,0.8022183253435256,,,0.0,0.0,0.0035629453681709222,0.0,0.0,0.0035629453681709222
2022-11-09,5.915,5.89,5.956,5.883,1411868,510500,中证500ETF南方,327942.0,233310.0,561252.0,668075.0,327038.0,341037.0,0.7114,1417876.0,1816249.0,0.7806616824014769,,,0.0,0.0,-0.008284023668639118,-0.0,-0.0,-0.008284023668639118
2022-11-10,5.866,5.869,5.896,5.827,2004927,510500,中证500ETF南方,293327.0,245907.0,539234.0,678236.0,335645.0,342591.0,0.8382999999999999,1433626.0,1818758.0,0.7882445053162652,,,0.0,0.0,0.027957722468462398,0.0,0.0,0.027957722468462398
2022-11-11,6.03,5.905,6.039,5.897,4257227,510500,中证500ETF南方,564445.0,385202.0,949647.0,660738.0,320796.0,339942.0,0.6823999999999999,1347281.0,1840393.0,0.7320615759786089,,,0.0,0.0,-0.019568822553897247,-0.0,-0.0,-0.019568822553897247
2022-11-14,5.912,5.895,5.97,5.879,2591967,510500,中证500ETF南方,383003.0,341388.0,724391.0,669606.0,320582.0,349024.0,0.8913,1417764.0,1863903.0,0.7606425870874182,,,0.0,0.0,-0.002029769959404515,-0.0,-0.0,-0.002029769959404515
2022-11-15,5.9,6.001,6.01,5.887,2977302,510500,中证500ETF南方,382457.0,354211.0,736668.0,694463.0,323066.0,371397.0,0.9261,1560018.0,1951174.0,0.7995278739876608,,,0.0,0.0,0.016610169491525495,0.0,0.0,0.016610169491525495
2022-11-16,5.998,5.972,6.03,5.961,2080383,510500,中证500ETF南方,326029.0,263543.0,589572.0,697752.0,331016.0,366736.0,0.8083,1590251.0,1949261.0,0.8158225091457737,,,0.0,0.0,-0.0076692230743581336,-0.0,-0.0,-0.0076692230743581336
2022-11-17,5.952,5.985,5.988,5.921,3296446,510500,中证500ETF南方,377660.0,356737.0,734397.0,700234.0,336470.0,363764.0,0.9445999999999999,1701081.0,2033594.0,0.8364899778421848,,,0.0,0.0,0.005544354838709742,0.0,0.0,0.005544354838709742
2022-11-18,5.985,5.973,6.027,5.958,4650590,510500,中证500ETF南方,344701.0,273072.0,617773.0,721135.0,347614.0,373521.0,0.7922,1588951.0,1813850.0,0.8760101441684814,,,0.0,0.0,-0.010025062656641714,-0.0,-0.0,-0.010025062656641714
2022-11-21,5.925,5.966,5.975,5.894,4139889,510500,中证500ETF南方,287300.0,264284.0,551584.0,673023.0,328289.0,344734.0,0.9198999999999999,1511847.0,1718147.0,0.8799287837420198,,,0.0,0.0,0.0033755274261604296,0.0,0.0,0.0033755274261604296
2022-11-22,5.945,5.9,5.964,5.868,2674969,510500,中证500ETF南方,315177.0,303157.0,618334.0,665991.0,329037.0,336954.0,0.9619,1460793.0,1650867.0,0.8848641350272312,,,0.0,0.0,-0.01412952060555095,-0.0,-0.0,-0.01412952060555095
2022-11-23,5.861,5.889,5.915,5.816,4040029,510500,中证500ETF南方,310904.0,297920.0,608824.0,463552.0,240256.0,223296.0,0.9581999999999999,1495170.0,1635742.0,0.9140622420895227,,,0.0,0.0,0.006654154581129612,0.0,0.0,0.006654154581129612
2022-11-24,5.9,5.89,5.925,5.86,1993746,510500,中证500ETF南方,201179.0,180879.0,382058.0,498454.0,259206.0,239248.0,0.8991,1319312.0,1459261.0,0.9040959773474382,,,0.0,0.0,-0.005084745762711895,-0.0,-0.0,-0.005084745762711895
2022-11-25,5.87,5.858,5.888,5.824,2772368,510500,中证500ETF南方,212785.0,238073.0,450858.0,511600.0,265600.0,246000.0,1.1188,1284313.0,1327345.0,0.9675803954510697,,,0.0,0.0,-0.015161839863713888,-0.0,-0.0,-0.015161839863713888
2022-11-28,5.781,5.831,5.836,5.734,3588768,510500,中证500ETF南方,254706.0,302060.0,556766.0,532456.0,276612.0,255844.0,1.1859,1322089.0,1294751.0,1.0211144845611242,,,0.0,0.0,0.01141670991178012,0.0,0.0,0.01141670991178012
2022-11-29,5.847,5.931,5.955,5.846,3804857,510500,中证500ETF南方,276039.0,253396.0,529435.0,550496.0,275252.0,275244.0,0.9179999999999999,1272328.0,1255613.0,1.0133122227947624,,,0.0,0.0,0.014024285958611271,0.0,0.0,0.014024285958611271
