date,return,nav,holding,next_target,is_signal,rebalance_day,score,r2
2019-10-25,0.002502844699184381,1.365312223458151,1.512170,1.512170,False,False,0.13388719868086607,0.746058406237115
2019-10-28,0.0038982627103838485,1.370634569186889,1.512170,1.512170,False,False,0.127035735718104,0.746058406237115
2019-10-29,0.022239809234225527,1.4011172205354403,1.512170,1.512170,False,False,0.16521139051469946,0.746058406237115
2019-10-30,0.0024873182196079036,1.4046022449258846,1.512170,1.512170,False,False,0.1677440725072341,0.746058406237115
2019-10-31,0.013320093705769587,1.4233116784476316,1.512170,cash,True,True,,0.2641805430926152
2019-11-01,0.0,1.4233116784476316,cash,cash,False,False,,0.2641805430926152
2019-11-04,0.0,1.4233116784476316,cash,cash,False,False,,0.2641805430926152
2019-11-05,0.0,1.4233116784476316,cash,cash,False,False,,0.2641805430926152
2019-11-06,0.0,1.4233116784476316,cash,cash,False,False,,0.2641805430926152
2019-11-07,0.0,1.4233116784476316,cash,cash,False,True,,0.19294421520285485
2019-11-08,0.0,1.4233116784476316,cash,cash,False,False,,0.19294421520285485
2019-11-11,0.0,1.4233116784476316,cash,cash,False,False,,0.19294421520285485
2019-11-12,0.0,1.4233116784476316,cash,cash,False,False,,0.19294421520285485
2019-11-13,0.0,1.4233116784476316,cash,cash,False,False,,0.19294421520285485
2019-11-14,0.0,1.4233116784476316,cash,1.512690,True,True,0.26077741201506766,0.8341693631044461
2019-11-15,-0.0037147687940980445,1.418024404640259,1.512690,1.512690,False,False,0.27632335033098787,0.8341693631044461
2019-11-18,0.007832138810859313,1.4291305686145876,1.512690,1.512690,False,False,0.22855540603667301,0.8341693631044461
2019-11-19,-8.661931065456763e-05,1.429006778309899,1.512690,1.512690,False,False,0.22866518649005751,0.8341693631044461
2019-11-20,0.014059309557024502,1.449097626965244,1.512690,1.512690,False,False,0.20786863711962544,0.8341693631044461
2019-11-21,-0.012181865570244144,1.4314449144753936,1.512690,1.512690,False,True,0.23279830503154675,0.954355099443567
2019-11-22,-0.0538212628829694,1.3544027414309239,1.512690,1.512690,False,False,0.09880400232200892,0.954355099443567
2019-11-25,0.000526092559664626,1.35511528263598,1.512690,1.512690,False,False,0.09938013002490531,0.954355099443567
2019-11-26,0.02164484594295235,1.384446544163576,1.512690,1.512690,False,False,0.17908327377150468,0.954355099443567
2019-11-27,-0.00017885882300139322,1.3841989236841785,1.512690,1.512690,False,False,0.12319162689497354,0.954355099443567
2019-11-28,0.0030585654104799964,1.3884325866333826,1.512690,1.512690,False,True,0.13028787805917696,0.4566979864119584
2019-11-29,-0.06609679493101506,1.296661642679137,1.512690,1.512690,False,False,0.022213856136693577,0.4566979864119584
2019-12-02,-0.0021409864063708373,1.2938855077284985,1.512690,1.512690,False,False,-0.043704636911824246,0.4566979864119584
2019-12-03,-0.013546353942283318,1.2763580766800173,1.512690,1.512690,False,False,-0.04160581001152497,0.4566979864119584
2019-12-04,0.019864847419560405,1.3017127351259894,1.512690,1.512690,False,False,0.011184852535486511,0.4566979864119584
2019-12-05,-0.009537319104918618,1.2892978853881565,1.512690,1.512170,True,True,0.09085406425967646,0.5998703977252765
2019-12-06,-0.006234127918140153,1.281260237446059,1.512170,1.512170,False,False,0.09092980941815387,0.5998703977252765
2019-12-09,-0.019598659732350643,1.256149254023763,1.512170,1.512170,False,False,0.06754079573170046,0.5998703977252765
2019-12-10,0.012207111741937116,1.271483208332182,1.512170,1.512170,False,False,0.08949392921604482,0.5998703977252765
2019-12-11,-0.0004844608681400242,1.270867224473248,1.512170,1.512170,False,False,0.07711017741926418,0.5998703977252765
2019-12-12,0.0006297783869522178,1.271667589183907,1.512170,1.512690,True,True,0.19197975635676445,0.6747598867891091
2019-12-13,0.023890635325896747,1.3020485358128622,1.512690,1.512690,False,False,0.17723468143417742,0.6747598867891091
2019-12-16,-0.026935367170002333,1.2669773804275788,1.512690,1.512690,False,False,0.15931764108149826,0.6747598867891091
2019-12-17,0.004067243352784633,1.2721304857562514,1.512690,1.512690,False,False,0.1396078396973348,0.6747598867891091
2019-12-18,-0.004149480030199326,1.2668518057097982,1.512690,1.512690,False,False,0.031354726047284176,0.6747598867891091
2019-12-19,-0.014308014699384919,1.24872567145176,1.512690,1.512800,True,True,0.0654817547862605,0.8073975783648794
2019-12-20,0.010885698260501231,1.2623189223213258,1.512800,1.512800,False,False,0.07579086775392385,0.8073975783648794
2019-12-23,0.0087878622250801,1.2734120070947972,1.512800,1.512800,False,False,0.08882083442796196,0.8073975783648794
2019-12-24,-0.00994804481143352,1.2607440473848006,1.512800,1.512800,False,False,0.08008280546738944,0.8073975783648794
2019-12-25,-0.005843858583794104,1.2533764374615237,1.512800,1.512800,False,False,0.05036802391306994,0.8073975783648794
2019-12-26,0.0001388309058449888,1.2535504448477013,1.512800,1.512980,True,True,0.06107332861813175,0.8677835731619669
2019-12-27,-0.007840118677870933,1.2437224605913975,1.512980,1.512980,False,False,0.049040588513682426,0.8677835731619669
2019-12-30,0.0024120508677334396,1.2467223824316864,1.512980,1.512980,False,False,0.05036489048759685,0.8677835731619669
2019-12-31,-0.00848653265548005,1.236142032220862,1.512980,1.512980,False,False,0.06000020951496232,0.8677835731619669
2020-01-02,0.038789821821144654,1.284091761396337,1.512980,1.512980,False,True,0.10803509019871238,0.7340622947576914
2020-01-03,0.0006953799619029422,1.2849846930764566,1.512980,1.512980,False,False,0.11090371055793935,0.7340622947576914
2020-01-06,0.011369685595315815,1.2995945650315293,1.512980,1.512980,False,False,0.1209517332211445,0.7340622947576914
2020-01-07,0.018981214798682533,1.324262448621593,1.512980,1.512980,False,False,0.13487817049877537,0.7340622947576914
2020-01-08,-0.015113050000215233,1.3042488040221674,1.512980,1.512980,False,False,0.11529989829833354,0.7340622947576914
2020-01-09,0.0018569045740437495,1.3066706695920471,1.512980,1.512980,False,True,0.11528748606423345,0.7755671487122736
2020-01-10,-0.0011991450405247628,1.3051037819390066,1.512980,1.512980,False,False,0.10621139892611153,0.7755671487122736
2020-01-13,-0.00029630326531338014,1.3047170754268451,1.512980,1.512980,False,False,0.1025343111766086,0.7755671487122736
2020-01-14,-0.00011756092828563158,1.304563691676308,1.512980,1.512980,False,False,0.10737429717957658,0.7755671487122736
2020-01-15,-0.0021003712019987963,1.3018236236671377,1.512980,1.512980,False,False,0.11274070243139156,0.7755671487122736
2020-01-16,-0.010419226189666286,1.2882596288730987,1.512980,1.512690,True,True,0.21657245764003208,0.44935515743645765
2020-01-17,0.01076335741438772,1.3021256277011863,1.512690,1.512690,False,False,0.26646360337524655,0.44935515743645765
2020-01-20,-0.01782279175038537,1.2789181138058283,1.512690,1.512690,False,False,0.20242253481000305,0.44935515743645765
2020-01-21,-0.06031564435721237,1.2017793436915192,1.512690,1.512690,False,False,0.09385938717444575,0.44935515743645765
2020-01-22,-0.0012056464587211213,1.2003304226816334,1.512690,1.512690,False,False,0.055659346267186605,0.44935515743645765
2020-01-23,-0.033077192533406796,1.1606268621868874,1.512690,cash,True,True,,0.18898346290406856
2020-02-03,0.0,1.1606268621868874,cash,cash,False,False,,0.18898346290406856
2020-02-04,0.0,1.1606268621868874,cash,cash,False,False,,0.18898346290406856
2020-02-05,0.0,1.1606268621868874,cash,cash,False,False,,0.18898346290406856
2020-02-06,0.0,1.1606268621868874,cash,cash,False,True,,0.02939923537754471
2020-02-07,0.0,1.1606268621868874,cash,cash,False,False,,0.02939923537754471
2020-02-10,0.0,1.1606268621868874,cash,cash,False,False,,0.02939923537754471
2020-02-11,0.0,1.1606268621868874,cash,cash,False,False,,0.02939923537754471
2020-02-12,0.0,1.1606268621868874,cash,cash,False,False,,0.02939923537754471
2020-02-13,0.0,1.1606268621868874,cash,cash,False,True,,0.28631351451628356
2020-02-14,0.0,1.1606268621868874,cash,cash,False,False,,0.28631351451628356
2020-02-17,0.0,1.1606268621868874,cash,cash,False,False,,0.28631351451628356
2020-02-18,0.0,1.1606268621868874,cash,cash,False,False,,0.28631351451628356
2020-02-19,0.0,1.1606268621868874,cash,cash,False,False,,0.28631351451628356
2020-02-20,0.0,1.1606268621868874,cash,cash,False,True,,0.11706066082511431
2020-02-21,0.0,1.1606268621868874,cash,cash,False,False,,0.11706066082511431
2020-02-24,0.0,1.1606268621868874,cash,cash,False,False,,0.11706066082511431
2020-02-25,0.0,1.1606268621868874,cash,cash,False,False,,0.11706066082511431
2020-02-26,0.0,1.1606268621868874,cash,cash,False,False,,0.11706066082511431
2020-02-27,0.0,1.1606268621868874,cash,1.515880,True,True,0.12015102991726323,0.5234645823804964
2020-02-28,-0.012100964295040373,1.1465821579676991,1.515880,1.515880,False,False,0.09746616402745145,0.5234645823804964
2020-03-02,0.029037041385311158,1.1798755115402666,1.515880,1.515880,False,False,0.12812503368228456,0.5234645823804964
2020-03-03,-0.016420402736084805,1.1605014804623313,1.515880,1.515880,False,False,0.10771733418273843,0.5234645823804964
2020-03-04,-0.012791610125770014,1.1456567979738783,1.515880,1.515880,False,False,0.08934293134780513,0.5234645823804964
2020-03-05,-0.010084007583067045,1.1341039861355173,1.515880,cash,True,True,,0.26536003343017595
2020-03-06,0.0,1.1341039861355173,cash,cash,False,False,,0.26536003343017595
2020-03-09,0.0,1.1341039861355173,cash,cash,False,False,,0.26536003343017595
2020-03-10,0.0,1.1341039861355173,cash,cash,False,False,,0.26536003343017595
2020-03-11,0.0,1.1341039861355173,cash,cash,False,False,,0.26536003343017595
2020-03-12,0.0,1.1341039861355173,cash,1.515880,True,True,0.13635261423345613,0.5284655270689114
2020-03-13,0.006676520055043156,1.1416758541434555,1.515880,1.515880,False,False,0.14558549605190252,0.5284655270689114
2020-03-16,-0.04044736400328175,1.0954980752971575,1.515880,1.515880,False,False,0.0843039858772221,0.5284655270689114
2020-03-17,-0.004823280836192212,1.0902141804244911,1.515880,1.515880,False,False,0.08927343479997729,0.5284655270689114
2020-03-18,-0.0176784688791628,1.0709408629642347,1.515880,1.515880,False,False,0.07093543637136479,0.5284655270689114
2020-03-19,0.031879068928595045,1.1050814605531207,1.515880,cash,True,True,,0.08448211881089424
2020-03-20,0.0,1.1050814605531207,cash,cash,False,False,,0.08448211881089424
2020-03-23,0.0,1.1050814605531207,cash,cash,False,False,,0.08448211881089424
2020-03-24,0.0,1.1050814605531207,cash,cash,False,False,,0.08448211881089424
2020-03-25,0.0,1.1050814605531207,cash,cash,False,False,,0.08448211881089424
2020-03-26,0.0,1.1050814605531207,cash,cash,False,True,,0.021679890435214604
2020-03-27,0.0,1.1050814605531207,cash,cash,False,False,,0.021679890435214604
2020-03-30,0.0,1.1050814605531207,cash,cash,False,False,,0.021679890435214604
2020-03-31,0.0,1.1050814605531207,cash,cash,False,False,,0.021679890435214604
2020-04-01,0.0,1.1050814605531207,cash,cash,False,False,,0.021679890435214604
2020-04-02,0.0,1.1050814605531207,cash,cash,False,True,,0.16143078604050298
2020-04-03,0.0,1.1050814605531207,cash,cash,False,False,,0.16143078604050298
2020-04-07,0.0,1.1050814605531207,cash,cash,False,False,,0.16143078604050298
2020-04-08,0.0,1.1050814605531207,cash,cash,False,False,,0.16143078604050298
2020-04-09,0.0,1.1050814605531207,cash,1.512170,True,True,0.26728745588559244,0.7168291033586424
2020-04-10,0.002178503924876729,1.1074888848522442,1.512170,1.512170,False,False,0.26147382838493827,0.7168291033586424
2020-04-13,0.011472672494007963,1.120194742118908,1.512170,1.512170,False,False,0.2460494178916417,0.7168291033586424
2020-04-14,-0.009428500688213548,1.1096329852219067,1.512170,1.512170,False,False,0.2306790488117152,0.7168291033586424
2020-04-15,0.0037514725096858825,1.1137957428618073,1.512170,1.512170,False,False,0.2390344632131527,0.7168291033586424
2020-04-16,0.010115746816695026,1.12506261860211,1.512170,1.512170,False,True,0.25895362452073956,0.7977845102758149
2020-04-17,-0.00783979069791052,1.1162423631502263,1.512170,1.512170,False,False,0.24064929631753618,0.7977845102758149
2020-04-20,0.016661943665111867,1.1348411305216468,1.512170,1.512170,False,False,0.24079946405396857,0.7977845102758149
2020-04-21,-0.00036328268310570344,1.1344288623908523,1.512170,1.512170,False,False,0.22814916835291532,0.7977845102758149
2020-04-22,-0.000722377468704849,1.1336093765408126,1.512170,1.512170,False,False,0.23085261281347869,0.7977845102758149
2020-04-23,0.007388619478373215,1.1419851848611886,1.512170,1.512170,False,True,0.21255849568734408,0.7865332955453171
2020-04-24,-0.008306674187769203,1.1324990860032873,1.512170,1.512170,False,False,0.22419502691934778,0.7865332955453171
2020-04-27,0.01284840468857884,1.1470498925697032,1.512170,1.512170,False,False,0.22278031197910608,0.7865332955453171
2020-04-28,0.014682435736351085,1.1638913789037464,1.512170,1.512170,False,False,0.17258133847528656,0.7865332955453171
2020-04-29,-0.012812217863911846,1.1489793489873028,1.512170,1.512170,False,False,0.11315655800524005,0.7865332955453171
2020-04-30,-0.033723564978766274,1.110231669252469,1.512170,1.512690,True,True,0.2796037713936883,0.8330386699950518
2020-05-06,0.014854162685990602,1.1267232310866842,1.512690,1.512690,False,False,0.3095985083503705,0.8330386699950518
2020-05-07,0.025021770873843385,1.1549158416131717,1.512690,1.512690,False,True,0.2975105985344373,0.837144142151696
2020-05-08,0.012061656452279301,1.1688460397260048,1.512690,1.512690,False,False,0.3350330938201671,0.837144142151696
2020-05-11,0.005906595443686324,1.1757499404186211,1.512690,1.512690,False,False,0.2514359858774011,0.837144142151696
2020-05-12,0.01605117439217163,1.194622107753866,1.512690,1.512690,False,False,0.2823532094467551,0.837144142151696
2020-05-13,0.06657440259762137,1.2741533609074909,1.512690,1.512690,False,False,0.389113303160209,0.837144142151696
2020-05-14,0.005397094399844704,1.281030086876188,1.512690,1.512690,False,True,0.4056904471484506,0.8952267291644311
2020-05-15,-0.02127686459784761,1.2537737831719542,1.512690,1.512690,False,False,0.3721803416584395,0.8952267291644311
2020-05-18,0.062224608888563626,1.331789366464564,1.512690,1.512690,False,False,0.504242406641018,0.8952267291644311
2020-05-19,0.0008631094923396976,1.3329388465085565,1.512690,1.512690,False,False,0.42725182915533,0.8952267291644311
2020-05-20,-0.009446666131867953,1.320347018251393,1.512690,1.512690,False,False,0.3105190855477755,0.8952267291644311
2020-05-21,0.03191156443052234,1.3624813571949703,1.512690,1.512690,False,True,0.3770436772398864,0.9434693685640699
2020-05-22,-0.058362396628613644,1.2829636798272657,1.512690,1.512690,False,False,0.39104753019636607,0.9434693685640699
2020-05-25,0.05613954811643462,1.3549886810625664,1.512690,1.512690,False,False,0.5047488927064219,0.9434693685640699
2020-05-26,0.00781573560767046,1.3655789143451376,1.512690,1.512690,False,False,0.5187958277139324,0.9434693685640699
2020-05-27,-0.007255569611408941,1.3556708614722341,1.512690,1.512690,False,False,0.4821548152293196,0.9434693685640699
2020-05-28,0.031956760280161145,1.3989937102111019,1.512690,1.512690,False,True,0.6408834808456532,0.8919323432377807
2020-05-29,0.021082797041763968,1.4284884106661868,1.512690,1.512690,False,False,0.6025591994656321,0.8919323432377807
2020-06-01,0.027149158139857077,1.4672706684283163,1.512690,1.512690,False,False,0.6286013043128802,0.8919323432377807
2020-06-02,-0.035598746386394486,1.415037672022741,1.512690,1.512690,False,False,0.5356407931188691,0.8919323432377807
2020-06-03,0.002070466042928487,1.4179674594721288,1.512690,1.512690,False,False,0.3752300035774332,0.8919323432377807
2020-06-04,0.03970164534805298,1.474263100663171,1.512690,1.512690,False,True,0.5008969615698717,0.878173265673548
2020-06-05,0.02539143884642958,1.5116967620272075,1.512690,1.512690,False,False,0.6393235306892964,0.878173265673548
2020-06-08,0.004727312059543465,1.5188430243607116,1.512690,1.512690,False,False,0.5493732231401809,0.878173265673548
2020-06-09,0.014056799112697638,1.5401930956378722,1.512690,1.512690,False,False,0.5895253165479957,0.878173265673548
2020-06-10,0.007680757063151855,1.5520229446358105,1.512690,1.512690,False,False,0.6492815979370428,0.878173265673548
2020-06-11,-0.032067975461613996,1.5022527109313675,1.512690,1.512690,False,True,0.6731284843821546,0.8804107346161331
2020-06-12,0.011302587236331485,1.5192320532476846,1.512690,1.512690,False,False,0.7924664767151988,0.8804107346161331
2020-06-15,-0.04042769341951091,1.457813005565893,1.512690,1.512690,False,False,0.836819964559812,0.8804107346161331
2020-06-16,0.020554348651714793,1.4877774023512986,1.512690,1.512690,False,False,0.9695508006881526,0.8804107346161331
2020-06-17,-0.03320719573340547,1.4383724869436816,1.512690,1.512690,False,False,1.1830650462453023,0.8804107346161331
2020-06-18,0.003162916877302413,1.4429219395584831,1.512690,1.512690,False,True,0.9858258928571428,0.4854903957003907
2020-06-19,0.04139636811755931,1.5026536673333488,1.512690,1.512690,False,False,1.1936658972244198,0.4854903957003907
2020-06-22,0.011870570235477551,1.5204910232310274,1.512690,1.512690,False,False,0.9658506698616705,0.4854903957003907
2020-06-23,0.058113257284179154,1.608851709262337,1.512690,1.512690,False,False,0.9467228020018521,0.4854903957003907
2020-06-24,0.0026273443664568408,1.6130787167371317,1.512690,1.512690,False,True,0.9326557763951551,0.382218238358415
2020-06-29,0.0072420093312546285,1.62476064785579,1.512690,1.512690,False,False,0.8020118398426672,0.382218238358415
2020-06-30,0.0375657935837852,1.6857960709761979,1.512690,1.512690,False,False,0.8992929097791176,0.382218238358415
2020-07-01,0.10674670406185327,1.865749245273329,1.512690,1.512690,False,False,1.0288069676402678,0.382218238358415
2020-07-02,0.01333593358291707,1.8906307532906719,1.512690,1.512690,False,True,1.1022887154822865,0.5194097512069556
2020-07-03,-0.0324082161737802,1.829358783133231,1.512690,1.512690,False,False,1.0100183781881666,0.5194097512069556
2020-07-06,0.0035040859448067785,1.835769013533217,1.512690,1.512690,False,False,1.0116360022580158,0.5194097512069556
2020-07-07,0.02565385129856712,1.8828635588249154,1.512690,1.512690,False,False,0.9903248305592403,0.5194097512069556
2020-07-08,-0.018195520576829827,1.8486038761969537,1.512690,1.512690,False,False,0.9762937959610858,0.5194097512069556
2020-07-09,0.00026334987511389407,1.8490907057968853,1.512690,1.512690,False,True,0.9566649603632305,0.7894691298993065
2020-07-10,0.022506313122858668,1.8907069202141178,1.512690,1.512690,False,False,0.8930237276891417,0.7894691298993065
2020-07-13,0.07791510848221472,2.038021555010675,1.512690,1.512690,False,False,1.0397115622106101,0.7894691298993065
2020-07-14,-0.002513399164457919,2.0328991933371636,1.512690,1.512690,False,False,1.0047760697836705,0.7894691298993065
2020-07-15,0.05695142034968215,2.148675689825438,1.512690,1.512690,False,False,1.1535929702974577,0.7894691298993065
2020-07-16,-0.09038184204398558,1.9544744230238835,1.512690,1.512690,False,True,0.9856103095566622,0.8896463984836732
2020-07-17,-0.013930983427380528,1.9272466722274988,1.512690,1.512690,False,False,0.9221619576495441,0.8896463984836732
2020-07-20,-0.04089406966828002,1.8484337125454666,1.512690,1.512690,False,False,0.825285176027956,0.8896463984836732
2020-07-21,0.029316828357021985,1.902623926425495,1.512690,1.512690,False,False,0.9634387976186753,0.8896463984836732
2020-07-22,0.023005028717077103,1.9463938444907114,1.512690,1.512690,False,False,0.8806783650109649,0.8896463984836732
2020-07-23,0.009706009610664479,1.9652855618514764,1.512690,1.512690,False,True,0.871781884754578,0.45141323685121254
2020-07-24,-0.031133548824577084,1.904099247857337,1.512690,1.512690,False,False,0.7212638581877202,0.45141323685121254
2020-07-27,0.005949925305022807,1.9154284961554384,1.512690,1.512690,False,False,0.7588482446025386,0.45141323685121254
2020-07-28,0.03765332725569226,1.9875507521560576,1.512690,1.512690,False,False,0.7008730320476051,0.45141323685121254
2020-07-29,-0.009145176960721146,1.969374248809176,1.512690,1.512690,False,False,0.7493914076826997,0.45141323685121254
2020-07-30,0.014466506446164207,1.9978642140744838,1.512690,cash,True,True,,0.10411631097041618
2020-07-31,0.0,1.9978642140744838,cash,cash,False,False,,0.10411631097041618
2020-08-03,0.0,1.9978642140744838,cash,cash,False,False,,0.10411631097041618
2020-08-04,0.0,1.9978642140744838,cash,cash,False,False,,0.10411631097041618
2020-08-05,0.0,1.9978642140744838,cash,cash,False,False,,0.10411631097041618
2020-08-06,0.0,1.9978642140744838,cash,cash,False,True,,0.12462403587848131
2020-08-07,0.0,1.9978642140744838,cash,cash,False,False,,0.12462403587848131
2020-08-10,0.0,1.9978642140744838,cash,cash,False,False,,0.12462403587848131
2020-08-11,0.0,1.9978642140744838,cash,cash,False,False,,0.12462403587848131
2020-08-12,0.0,1.9978642140744838,cash,cash,False,False,,0.12462403587848131
2020-08-13,0.0,1.9978642140744838,cash,cash,False,True,,0.2646642747267909
2020-08-14,0.0,1.9978642140744838,cash,cash,False,False,,0.2646642747267909
2020-08-17,0.0,1.9978642140744838,cash,cash,False,False,,0.2646642747267909
2020-08-18,0.0,1.9978642140744838,cash,cash,False,False,,0.2646642747267909
2020-08-19,0.0,1.9978642140744838,cash,cash,False,False,,0.2646642747267909
2020-08-20,0.0,1.9978642140744838,cash,cash,False,True,,6.012706203912804e-06
2020-08-21,0.0,1.9978642140744838,cash,cash,False,False,,6.012706203912804e-06
2020-08-24,0.0,1.9978642140744838,cash,cash,False,False,,6.012706203912804e-06
2020-08-25,0.0,1.9978642140744838,cash,cash,False,False,,6.012706203912804e-06
2020-08-26,0.0,1.9978642140744838,cash,cash,False,False,,6.012706203912804e-06
2020-08-27,0.0,1.9978642140744838,cash,1.512690,True,True,0.6049822041743238,0.5546321192571636
2020-08-28,0.04386727019472425,2.0855050633656598,1.512690,1.512690,False,False,0.670749900596096,0.5546321192571636
2020-08-31,0.02359080186046647,2.1347038000945187,1.512690,1.512690,False,False,0.6450400740261684,0.5546321192571636
2020-09-01,-0.03826630322033253,2.0530165771945055,1.512690,1.512690,False,False,0.5433575095923737,0.5546321192571636
2020-09-02,-0.015208993067932997,2.021792262303603,1.512690,1.512690,False,False,0.5127452060043396,0.5546321192571636
2020-09-03,0.03375198566677873,2.0900317657620784,1.512690,1.512690,False,True,0.5426777248474124,0.9318180038778352
2020-09-04,-0.033880616203724845,2.0192202016527,1.512690,1.512690,False,False,0.4787181465333177,0.9318180038778352
2020-09-07,-0.011297088002732991,1.9964088933377333,1.512690,1.512690,False,False,0.5103117054899218,0.9318180038778352
2020-09-08,-0.040645668130262935,1.9152635200068222,1.512690,1.512690,False,False,0.43316798743047746,0.9318180038778352
2020-09-09,-0.011173873388581335,1.8938626079284973,1.512690,1.512690,False,False,0.4764071550297526,0.9318180038778352
2020-09-10,0.04492686354237829,1.9789479148829134,1.512690,1.512690,False,True,0.5134109072887949,0.5082990821344334
2020-09-11,0.04037929086464298,2.058856428343949,1.512690,1.512690,False,False,0.6274465863828163,0.5082990821344334
2020-09-14,0.012111820873673462,2.0837929286086623,1.512690,1.512690,False,False,0.6418421179696143,0.5082990821344334
2020-09-15,-0.007405613415738199,2.0683611637409376,1.512690,1.512690,False,False,0.5655362196976388,0.5082990821344334
2020-09-16,-0.022540010965437896,2.021740280429731,1.512690,1.512690,False,False,0.5121007879625918,0.5082990821344334
2020-09-17,-0.03748748960647652,1.9459503126801263,1.512690,cash,True,True,,0.1133693507829094
2020-09-18,0.0,1.9459503126801263,cash,cash,False,False,,0.1133693507829094
2020-09-21,0.0,1.9459503126801263,cash,cash,False,False,,0.1133693507829094
2020-09-22,0.0,1.9459503126801263,cash,cash,False,False,,0.1133693507829094
2020-09-23,0.0,1.9459503126801263,cash,cash,False,False,,0.1133693507829094
2020-09-24,0.0,1.9459503126801263,cash,cash,False,True,,0.1785850354860202
2020-09-25,0.0,1.9459503126801263,cash,cash,False,False,,0.1785850354860202
2020-09-28,0.0,1.9459503126801263,cash,cash,False,False,,0.1785850354860202
2020-09-29,0.0,1.9459503126801263,cash,cash,False,False,,0.1785850354860202
2020-09-30,0.0,1.9459503126801263,cash,cash,False,True,,0.23448755527775814
2020-10-09,0.0,1.9459503126801263,cash,cash,False,False,,0.23448755527775814
2020-10-12,0.0,1.9459503126801263,cash,cash,False,False,,0.23448755527775814
2020-10-13,0.0,1.9459503126801263,cash,cash,False,False,,0.23448755527775814
2020-10-14,0.0,1.9459503126801263,cash,cash,False,False,,0.23448755527775814
2020-10-15,0.0,1.9459503126801263,cash,1.512660,True,True,0.16730240985199174,0.7711537304016355
2020-10-16,-0.007458645555873389,1.9314361590285043,1.512660,1.512660,False,False,0.14524391305900264,0.7711537304016355
2020-10-19,0.003820928443929894,1.938816038386171,1.512660,1.512660,False,False,0.11259229639275792,0.7711537304016355
2020-10-20,-0.007499215603501197,1.924276438898787,1.512660,1.512660,False,False,0.03277581618986325,0.7711537304016355
2020-10-21,-0.014558397386222777,1.8962620578203528,1.512660,1.512660,False,False,0.07300454488824348,0.7711537304016355
2020-10-22,-0.007679461236656748,1.8816997868527785,1.512660,1.512690,True,True,0.31409572881204006,0.8057843176276959
2020-10-23,-0.012696953935297017,1.8578079313390505,1.512690,1.512690,False,False,0.28466168898682587,0.8057843176276959
2020-10-26,-0.022297163271748688,1.816384084566434,1.512690,1.512690,False,False,0.29861554940723134,0.8057843176276959
2020-10-27,0.019881632501730806,1.8524967654177766,1.512690,1.512690,False,False,0.3165900069878955,0.8057843176276959
2020-10-28,0.0482514135808505,1.9418823530031375,1.512690,1.512690,False,False,0.3302576989155179,0.8057843176276959
2020-10-29,0.03461888390524814,2.0091081527394032,1.512690,1.512690,False,True,0.38860937908049187,0.9089654816097708
2020-10-30,-0.01911546352924487,1.9707031191194047,1.512690,1.512690,False,False,0.3419715128035603,0.9089654816097708
2020-11-02,0.016034979177785846,2.002303302600082,1.512690,1.512690,False,False,0.38029946952796867,0.9089654816097708
2020-11-03,0.00026185961121338863,2.002827624964432,1.512690,1.512690,False,False,0.3982176872282359,0.9089654816097708
2020-11-04,0.004138913478933581,2.011117155217378,1.512690,1.512690,False,False,0.4058721532423202,0.9089654816097708
2020-11-05,0.017491004018634237,2.0462936134612297,1.512690,1.512690,False,True,0.45435753287727976,0.9149232568849114
2020-11-06,-0.010271940862746631,2.02527420647594,1.512690,1.512690,False,False,0.487191862372113,0.9149232568849114
2020-11-09,0.008074368149699085,2.0416270160231162,1.512690,1.512690,False,False,0.5516157495360694,0.9149232568849114
2020-11-10,0.04655913392905919,2.136683401695322,1.512690,1.512690,False,False,0.6033153325033267,0.9149232568849114
2020-11-11,0.012314277689472686,2.1629951144382855,1.512690,1.512690,False,False,0.577205153400316,0.9149232568849114
2020-11-12,0.04091880123508207,2.251502281598439,1.512690,1.512690,False,True,0.681131355955497,0.9184948864928157
2020-11-13,-0.0666868795492136,2.1013566201407046,1.512690,1.512690,False,False,0.5456589310234106,0.9184948864928157
2020-11-16,0.04510343842730369,2.1961350290710278,1.512690,1.512690,False,False,0.5524343924803286,0.9184948864928157
2020-11-17,-0.012938065014760913,2.167721291283713,1.512690,1.512690,False,False,0.49322906403952493,0.9184948864928157
2020-11-18,-0.024578436038227625,2.114442092177192,1.512690,1.512690,False,False,0.4420240899023853,0.9184948864928157
2020-11-19,0.011896962821062118,2.139597531135113,1.512690,1.512690,False,True,0.4248217269820984,0.7986713973638238
2020-11-20,0.02777506955044351,2.199025001372348,1.512690,1.512690,False,False,0.5115344722629178,0.7986713973638238
2020-11-23,0.010336059809667342,2.2217542553094862,1.512690,1.512690,False,False,0.48218707359911583,0.7986713973638238
2020-11-24,0.0034627977234584773,2.2294477408868563,1.512690,1.512690,False,False,0.4469518181338945,0.7986713973638238
2020-11-25,-0.03895119367104849,2.1426080901520907,1.512690,1.512690,False,False,0.30334943799629976,0.7986713973638238
2020-11-26,0.017315507447953182,2.179708436495164,1.512690,1.512690,False,True,0.30290597539317665,0.6456424580308571
2020-11-27,-0.004057244103453206,2.170864827293947,1.512690,1.512690,False,False,0.28660387360905926,0.6456424580308571
2020-11-30,-0.029654061644647456,2.1064898678831754,1.512690,1.512690,False,False,0.1966537448131338,0.6456424580308571
