date,top1,top2,top3
2017-11-03,1.0,1.0,1.0
2017-11-06,1.0,1.0,1.0
2017-11-07,1.0,1.0,1.0
2017-11-08,1.0,1.0,1.0
2017-11-09,1.0,1.0,1.0
2017-11-10,1.0,1.0,1.0
2017-11-13,1.0,1.0,1.0
2017-11-14,1.0,1.0,1.0
2017-11-15,1.0,1.0,1.0
2017-11-16,1.0,1.0,1.0
2017-11-17,1.0,1.0,1.0
2017-11-20,1.0,1.0,1.0
2017-11-21,1.0,1.0,1.0
2017-11-22,1.0,1.0,1.0
2017-11-23,1.0,1.0,1.0
2017-11-24,1.0,1.0,1.0
2017-11-27,1.0,1.0,1.0
2017-11-28,1.0,1.0,1.0
2017-11-29,1.0,1.0,1.0
2017-11-30,1.0,1.0,1.0
2017-12-01,1.0,1.0,1.0
2017-12-04,1.0,1.0,1.0
2017-12-05,1.0,1.0,1.0
2017-12-06,1.0,1.0,1.0
2017-12-07,1.0,1.0,1.0
2017-12-08,1.0,1.0,1.0
2017-12-11,1.0,1.0,1.0
2017-12-12,1.0,1.0,1.0
2017-12-13,1.0,1.0,1.0
2017-12-14,1.0,1.0,1.0
2017-12-15,1.0,1.0,1.0
2017-12-18,1.0,1.0,1.0
2017-12-19,1.0,1.0,1.0
2017-12-20,1.0,1.0,1.0
2017-12-21,1.0,1.0,1.0
2017-12-22,1.0,1.0,1.0
2017-12-25,1.0,1.0,1.0
2017-12-26,1.0,1.0,1.0
2017-12-27,1.0,1.0,1.0
2017-12-28,1.0,1.0,1.0
2017-12-29,1.0,1.0,1.0
2018-01-02,1.0,1.0,1.0
2018-01-03,1.0,1.0,1.0
2018-01-04,1.0,1.0,1.0
2018-01-05,1.0,1.0,1.0
2018-01-08,1.0,1.0,1.0
2018-01-09,1.0,1.0,1.0
2018-01-10,1.0,1.0,1.0
2018-01-11,1.0,1.0,1.0
2018-01-12,1.0,1.0,1.0
2018-01-15,1.0,1.0,1.0
2018-01-16,1.0,1.0,1.0
2018-01-17,1.0,1.0,1.0
2018-01-18,1.0,1.0,1.0
2018-01-19,1.0,1.0,1.0
2018-01-22,1.0,1.0,1.0
2018-01-23,1.0,1.0,1.0
2018-01-24,1.0,1.0,1.0
2018-01-25,1.0,1.0,1.0
2018-01-26,1.0,1.0,1.0
2018-01-29,1.0,1.0,1.0
2018-01-30,1.0,1.0,1.0
2018-01-31,1.0,1.0,1.0
2018-02-01,1.0,1.0,1.0
2018-02-02,0.98970737817996,0.9921818471488358,0.9925731364133913
2018-02-05,1.0270721196851649,1.013266217551793,0.9982791033767264
2018-02-06,1.0583868849377616,1.0279596804679585,1.0095985292922638
2018-02-07,1.0262130409789572,0.9881162227925518,0.9765415992999054
2018-02-08,0.9800417318376439,0.9591370148252645,0.9554803310607374
2018-02-09,0.9854866770653077,0.9509811613339025,0.9525845037105175
2018-02-12,0.9487268235116896,0.9323635525209194,0.9471974979651053
2018-02-13,0.9569380234243514,0.9446293611108427,0.9556392228116034
2018-02-14,0.9539555934120927,0.9446613303972567,0.9574622567685633
