date,return,nav,holding,next_target,is_signal,score
2017-11-29,0.0,1.0,cash,1.512800,True,31.433887994862967
2017-11-30,0.004828391319702696,1.0048283913197027,1.512800,1.512800,False,28.99463598380045
2017-12-01,-0.012343729330788644,0.9924250616333605,1.512800,1.512800,False,26.17107242633332
2017-12-04,0.0058245110751200535,0.9982054523960707,1.512800,1.512800,False,20.86733435719036
2017-12-05,0.04090673829464597,1.0390387816015254,1.512800,1.512800,False,19.80460412148478
2017-12-06,-0.01799850615626275,1.0203376356942746,1.512800,1.512800,False,16.401260615800936
2017-12-07,-0.001704439280504455,1.0185985321486202,1.512800,1.512800,False,11.43462506959268
2017-12-08,-0.012982434898019202,1.0053746430177828,1.512800,1.512800,False,5.0389880553255395
2017-12-11,-0.009471262224894028,0.9958524761395021,1.512800,1.512800,False,1.1214980332413975
2017-12-12,-0.005220380427256921,0.9906537473646281,1.512800,cash,True,
2017-12-13,0.0,0.9906537473646281,cash,1.512660,True,2.6310169444350593
2017-12-14,0.004682772100652821,0.9952927530941943,1.512660,1.512660,False,10.03553270354778
2017-12-15,0.00654771942656085,1.0018096507887444,1.512660,1.512660,False,11.15900735125111
2017-12-18,-0.003406587626390678,0.9983968984283687,1.512660,1.512660,False,11.437846089875901
2017-12-19,-0.00595933728977438,0.9924471145615694,1.512660,1.512660,False,12.03080014080047
2017-12-20,-0.003208326413954299,0.9892630202694688,1.512660,1.512660,False,15.408677334341512
2017-12-21,-0.0016569775320081082,0.9876238336716358,1.512660,0.159928,True,25.01636721472394
2017-12-22,0.000995701020267692,0.9886072117304633,0.159928,0.159928,False,31.92180137713259
2017-12-25,0.019346345797810915,1.0077331487068104,0.159928,0.159928,False,36.33795390143729
2017-12-26,0.0011242301616560813,1.0088660727074872,0.159928,0.159928,False,42.461880267476324
2017-12-27,-0.024110578790972448,0.9845417277719344,0.159928,0.159928,False,39.21905132455835
2017-12-28,0.008728176738630689,0.9931349819784846,0.159928,0.159928,False,34.934266576493485
2017-12-29,-0.017689654413839517,0.9755667673609905,0.159928,1.512400,True,42.711092882928014
2018-01-02,-0.006480816020100644,0.9692442986263996,1.512400,1.512400,False,54.21424487874174
2018-01-03,0.0019874318220096665,0.9711706055887912,1.512400,1.512400,False,60.034034073988444
2018-01-04,0.010420378819651965,0.9812905711975373,1.512400,1.512400,False,65.8632476705506
2018-01-05,-0.008402541017807685,0.973045236922662,1.512400,1.512400,False,68.04687864470026
2018-01-08,0.0178560556566969,0.9904199868296368,1.512400,1.512400,False,72.65304782039668
2018-01-09,6.670617326864914e-05,0.990486053956887,1.512400,1.512400,False,79.11267859957947
2018-01-10,-0.006323837412248401,0.9842223811925642,1.512400,1.512400,False,81.19339796397935
2018-01-11,0.002152159304571688,0.9863405845480155,1.512400,1.512400,False,83.2762730865565
2018-01-12,-0.0021611040359598155,0.9842089999299178,1.512400,1.512400,False,82.8581880945072
2018-01-15,-0.015201600354208589,0.9692474480479679,1.512400,1.512400,False,73.9755330133811
2018-01-16,0.0011456882054519113,0.9703579034173608,1.512400,1.512400,False,66.53547101215177
2018-01-17,-0.01097860321776889,0.9597047290165155,1.512400,1.512400,False,56.6217930995019
2018-01-18,-0.0019795848759383006,0.957804912049588,1.512400,1.512000,True,51.622471973850395
2018-01-19,0.02474267431729338,0.9815035670479347,1.512000,1.512200,True,93.6792450688277
2018-01-22,-0.015534475852499674,0.9662564235864863,1.512200,1.512200,False,87.46089786489058
2018-01-23,0.028517933309631482,0.9938120598343287,1.512200,1.512200,False,85.08440092455554
2018-01-24,-0.01840215211514229,0.9755237791353946,1.512200,1.512000,True,81.32470831765382
2018-01-25,-0.019261809023757626,0.9567334264035543,1.512000,1.512000,False,81.99813574680692
2018-01-26,-0.00014257244560300641,0.9565970225791618,1.512000,1.512000,False,81.53284063830354
2018-01-29,-0.004102589422609326,0.952672497752629,1.512000,1.512000,False,75.53693247598922
2018-01-30,-0.016468767129326656,0.936983156236627,1.512000,1.512000,False,67.52490138147499
2018-01-31,-0.0005455413252114516,0.9364719932038729,1.512000,1.512000,False,59.021901833709904
2018-02-01,0.02068570241105272,0.9558435741715736,1.512000,1.512800,True,49.919719239349114
2018-02-02,-0.010292621820039982,0.9460054377435103,1.512800,1.512800,False,44.57980514634081
2018-02-05,0.03775332217277949,0.9817202858118423,1.512800,1.512800,False,42.42286465778552
2018-02-06,0.030489353816941067,1.011652302955228,1.512800,1.512800,False,34.409617182571324
2018-02-07,-0.030398944295966346,0.980899140950806,1.512800,1.512800,False,24.781354286076922
2018-02-08,-0.04499193373850341,0.9367665917969924,1.512800,1.512800,False,9.103159382008087
2018-02-09,0.005555829972111681,0.941971107704571,1.512800,cash,True,
2018-02-12,0.0,0.941971107704571,cash,cash,False,
2018-02-13,0.0,0.941971107704571,cash,cash,False,
2018-02-14,0.0,0.941971107704571,cash,cash,False,
2018-02-22,0.0,0.941971107704571,cash,cash,False,
2018-02-23,0.0,0.941971107704571,cash,cash,False,
2018-02-26,0.0,0.941971107704571,cash,cash,False,
2018-02-27,0.0,0.941971107704571,cash,cash,False,
2018-02-28,0.0,0.941971107704571,cash,cash,False,
2018-03-01,0.0,0.941971107704571,cash,cash,False,
2018-03-02,0.0,0.941971107704571,cash,1.512660,True,16.028754281522872
2018-03-05,0.016485195553515464,0.9574996856208424,1.512660,1.512660,False,34.94941997738144
2018-03-06,-0.004708274333213414,0.9529915144269739,1.512660,1.512660,False,56.87986527390604
2018-03-07,-0.0052180869146547515,0.9480187218757655,1.512660,1.512660,False,73.5824614314997
2018-03-08,-0.0073967097621125966,0.9410065025410015,1.512660,1.512660,False,82.10775527579337
2018-03-09,0.00902143703062186,0.9494957334490809,1.512660,1.512660,False,94.07520559934511
2018-03-12,0.0004355404179472444,0.9499092772176664,1.512660,1.512660,False,112.3873570811782
2018-03-13,-0.003072864280810328,0.9469903349296939,1.512660,1.512660,False,111.91033017863958
2018-03-14,-0.011638972944458703,0.9359683400427833,1.512660,1.512660,False,102.9111866815675
2018-03-15,0.0052380471521911165,0.9408709863408854,1.512660,1.512660,False,102.05925110132596
2018-03-16,-0.003248151771220953,0.9378148945801118,1.512660,1.512660,False,87.27448342078029
2018-03-19,0.006314190115572993,0.9437364361177066,1.512660,1.512660,False,76.42101824623124
2018-03-20,0.00425241328228565,0.9477495934736305,1.512660,1.512660,False,67.32256003146442
2018-03-21,0.013396114017349525,0.9604457550876999,1.512660,1.512010,True,60.699426156643355
2018-03-22,0.0023894883792197064,0.9627407290583528,1.512010,1.512010,False,62.55522566208207
2018-03-23,0.02097705524623006,0.9829361945196057,1.512010,1.512010,False,56.98451546268269
