params,train_score,train_sharpe,train_calmar,train_annual_return,train_max_drawdown,test_score,test_sharpe,test_calmar,test_annual_return,test_max_drawdown,train_rank,test_rank
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",973.1617832218999,0.9038693147136065,0.6869633967289476,0.21903682582703454,-0.3188478845743495,1087.635703483996,0.9821672209185676,1.0406727977380288,0.2696998324050597,-0.25915910648502594,34.0,130.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",961.7697246844126,0.9051014099647917,0.5647945739677291,0.1646211783902578,-0.29147089221091527,1049.161122132516,0.9559341662941667,0.9230952238515978,0.20016260905322203,-0.21683852746853918,35.0,150.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",959.8354000362101,0.8798389656434922,0.793146223044618,0.1844733583840541,-0.23258429911690653,776.762265210995,0.703465272937749,0.72779093359426,0.16546845304557145,-0.22735712332714952,36.0,370.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",958.5505890777861,0.9001022769436093,0.5819306164443548,0.181297396857379,-0.31154469576651833,1087.9513985721226,0.9842227988382687,1.025400139512982,0.23197101325198566,-0.2262248699928608,37.0,129.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",954.5907010602499,0.8719567309172113,0.8190245452924952,0.18780035950169016,-0.22929759624557003,769.5616926570174,0.6952584754330592,0.7376126858936929,0.16823520447657914,-0.22808068203537613,38.0,380.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",953.4824295001322,0.8858979002048677,0.6702843410389444,0.21889381996501212,-0.32656860165601587,1086.654392628733,0.9821093711339085,1.0314226429854703,0.27225703570389226,-0.26396263215226656,39.0,131.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 20, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",950.6570163552296,0.9006831616036347,0.4997489648274171,0.20738291648303497,-0.4149741791954535,841.4984368306431,0.7732759289211617,0.6772640778612313,0.18954251567881752,-0.2798650066859947,40.0,282.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",948.3808883012421,0.8956459163386943,0.5262657743551138,0.2171812219788316,-0.41268353855039414,1343.4612208892745,1.2179619050107815,1.235382726237684,0.32943919891707507,-0.26666974688918543,41.0,16.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",948.2841740447394,0.8640411295755055,0.8349568575248725,0.1862963159464055,-0.223120888543461,778.6987695674592,0.7034542793130206,0.7468985076840117,0.16778530105745082,-0.2246427049074187,42.0,367.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",946.5300455268894,0.8798206186958006,0.6617725474621184,0.21769878871425963,-0.3289631604531333,1077.3808494846041,0.9733552988890503,1.0262878471650543,0.27237639149828596,-0.26539960718689154,43.0,135.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 20, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",942.1541155874256,0.8939273056615066,0.4830770824574702,0.23093018222146444,-0.4780400284085002,886.319541135202,0.8132281628460066,0.7238319788148181,0.2290126855811394,-0.3163892896195582,44.0,239.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 20, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",940.7676101614919,0.8924025778393532,0.48438965186429417,0.2294139380093858,-0.4736144488769096,856.6652709473412,0.7835298129857685,0.7245550226554072,0.21939625705860055,-0.30280137491082404,45.0,264.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",938.8707409168333,0.8894752048261771,0.49418322600329057,0.19359031081210198,-0.39173792355876713,1255.0302843474326,1.1401317566526208,1.1335444204637273,0.2762694477247838,-0.2437217657617364,46.0,60.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",937.8365366087445,0.8814040319163158,0.5623749001236238,0.1758261111561541,-0.31264928629905636,1058.9907150448007,0.9614897162322968,0.9640866304855216,0.2269201991286296,-0.23537324546690458,47.0,143.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 20, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",936.9088396377109,0.8889677016393213,0.48025521808226007,0.2052479747023559,-0.42737271137197763,829.7119233606714,0.7622579331789294,0.6697538215519117,0.18883201089516866,-0.2819424164801612,48.0,296.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",933.2157116934033,0.8763840938755317,0.5663774384437978,0.16542645673208178,-0.29207811876584344,1068.2235364925637,0.9708102132669677,0.9639971866635215,0.21058574741072866,-0.21845058297274117,49.0,138.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",933.0470954319029,0.8814159321203444,0.5156636416466398,0.21332564174429636,-0.4136914541096897,1326.0889226262407,1.2036238938630595,1.2056244545673422,0.3250739038672732,-0.2696311464451268,50.0,23.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",932.5568058970472,0.8828783783456726,0.496907741297218,0.19840223438505267,-0.3992737844395572,1309.887427716552,1.1909467422008588,1.1722207507568092,0.29969185241329144,-0.2556616168241386,51.0,26.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",923.8485896968347,0.8688477781982336,0.5485388040389622,0.1660473688243973,-0.30270851870782717,1048.778083021824,0.9502120353953984,0.9757375675045983,0.20351882039723113,-0.20857946560130988,52.0,151.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",921.8622239895475,0.8733491462047424,0.4856957358397623,0.1918292926002878,-0.39495774503479464,1260.389708952371,1.1462801922698753,1.125652320480041,0.27784242548054716,-0.24682792406278664,53.0,56.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",921.45899291668,0.872560747544117,0.48940416029658046,0.19477923036230615,-0.3979925921436167,1340.7824051251355,1.2176684132895448,1.21361060379989,0.2981144325665619,-0.24564257401274112,54.0,18.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 20, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",918.0853181448767,0.8768563073035104,0.41602423374353126,0.18499225411247622,-0.44466701482231297,857.0129946805298,0.788823834851574,0.6770994066219937,0.18321857743160863,-0.27059332151193954,55.0,263.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 20, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",915.2263804143207,0.8742188440290037,0.4138680648641077,0.1822410962355534,-0.4403362126898863,841.7447552044807,0.7739806877794275,0.6730012331572193,0.18048134802150373,-0.268173874176753,56.0,279.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 30, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",911.6559658548119,0.8657762213901855,0.4605875779512942,0.20920134320965844,-0.45420535251990857,386.7357456998117,0.3640607608731929,0.2374120323396533,0.09639934428889019,-0.40604237004709415,57.0,965.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",909.5033603680845,0.8558174010226001,0.5358028203596447,0.15815011197445594,-0.29516476204492825,1075.2271926452693,0.9744921824973624,0.9969775438756199,0.20808197735758305,-0.20871280264617753,58.0,136.0
