params,train_score,train_sharpe,train_calmar,train_annual_return,train_max_drawdown,test_score,test_sharpe,test_calmar,test_annual_return,test_max_drawdown,train_rank,test_rank
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1120.4969117260314,1.0424373201885184,0.771723289854451,0.2519920820969226,-0.32653165378026744,1036.677151560004,0.9457126325431708,0.8979763965898531,0.26328951415055135,-0.29320315673153236,1.0,155.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1120.3729931987523,1.0426411789344512,0.7685368862955729,0.25131442849883046,-0.32700373004891403,1025.5497879618995,0.9347213208112573,0.8967827236059729,0.2599596089062961,-0.2898802598036186,2.0,165.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1083.8994249901891,0.9883676502652511,0.9443924559082391,0.2321768199256764,-0.245847813028523,864.9840947127891,0.7789032141352488,0.8520735953191112,0.21140586168114495,-0.24810751423645638,3.0,252.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1080.7832225282464,0.9967411756441826,0.8325432689604754,0.1972107196451991,-0.23687744168713182,887.8975557356048,0.8068863504926722,0.8029811136520433,0.1889889799316855,-0.2353591843177277,4.0,237.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1079.0282857149946,1.0042846511843115,0.7397503793295567,0.23715066741922053,-0.3205820152929865,1025.6682852909155,0.9381286514460693,0.8645983033742146,0.256061608585912,-0.29616251568687574,5.0,164.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1073.4940223403173,0.9783564595375062,0.9405968041250384,0.23010896176588735,-0.2446414454702929,857.3987633992147,0.7730441143789173,0.8351300705111353,0.2097336464011288,-0.2511388989654783,6.0,261.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1069.7665087209007,0.9994193136287441,0.6973039411016793,0.21798741232159213,-0.31261462824545505,992.2773209097295,0.908934964397041,0.8246150510890224,0.22376144386968688,-0.27135260698210373,7.0,183.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1069.606248795862,0.9865173150954267,0.8232785981152392,0.19381915412220185,-0.235423530462129,879.1917628745601,0.799485323284603,0.7901923636587492,0.18712509629991136,-0.23680954778338356,8.0,243.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1069.322206891949,0.9950422906377125,0.7353060457511613,0.2341518281225421,-0.3184413204209973,1024.3431360649358,0.9372627399479582,0.8600984926320191,0.25570108013905957,-0.2972927895229525,9.0,167.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1068.344524030217,0.9994062723635685,0.6837106260714667,0.21108914343477148,-0.30874047496916746,975.3184286739828,0.8944955289972957,0.800200327744297,0.21400854660916924,-0.2674437127668303,10.0,190.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1066.8295836860093,1.0019822939206726,0.6439086036645162,0.20422602222769837,-0.31716616467839975,1055.2564302861906,0.9562477537258757,0.979339017673009,0.21958756771354948,-0.22422017682427053,11.0,145.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1059.8924809892058,0.9909527583227454,0.6837334590554303,0.21076767610071778,-0.3082600000179761,969.4890855292933,0.8888143772378017,0.7987397074048412,0.21409302524796225,-0.26803854029439056,12.0,193.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1059.3308868330503,0.9772860146845581,0.8129328198737824,0.19524711703617892,-0.24017620184961086,844.1764996487896,0.7708303851181396,0.7277516441101232,0.18243990724841175,-0.2506897905692742,13.0,277.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1058.994875519763,0.9899992077444005,0.6842038857594551,0.21368076032424188,-0.3123056807651125,1009.643695239409,0.9250349871051684,0.8370967455099189,0.22325284852668403,-0.2666989804036201,14.0,174.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1055.9447769946858,0.9920509976324204,0.6346731103253109,0.20098145846171755,-0.3166692509766194,1065.2433764748566,0.9631143883937765,1.0100802844235228,0.22197667020067202,-0.21976141265578653,15.0,139.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1051.9110727621828,0.9703434054414432,0.8082283213104774,0.19530875438643847,-0.24165047083448027,893.0187660551476,0.8102781785574648,0.8199132953500995,0.19202908230807814,-0.2342065720816035,16.0,233.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1031.4498201403806,0.9417456178962941,0.8871713339349778,0.22617872556893226,-0.2549436810201413,833.0433394848602,0.7505074179209557,0.8172906057540208,0.2078346771362607,-0.254297156572007,17.0,289.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1026.41619495033,0.9359116703705647,0.8951617661182194,0.22389091971483155,-0.2501122458410086,826.6803445039375,0.7440889574216112,0.8179221688362256,0.20560347351231734,-0.25137290728390294,18.0,300.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1025.5071548981764,0.9656184009225679,0.5959668604649261,0.1813780360371522,-0.3043424862510902,1006.5331659762376,0.9165209569005679,0.8915222750148651,0.19582352739894548,-0.2196507399612425,19.0,176.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1023.9151767775039,0.9438952154537849,0.7938396965636378,0.1718200223232953,-0.2164417111755275,854.6807400410518,0.7728059034202951,0.8124583187344903,0.16355465956017712,-0.20130836965880886,20.0,265.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",1017.3399389386706,0.9585602852806804,0.5851635929174792,0.18091096449459276,-0.3091630557407305,983.3567150527846,0.9000566611813305,0.8254718829289693,0.1909441027996639,-0.23131508988791852,21.0,187.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",1017.1349554651275,0.9366294863899063,0.798709845664912,0.16965260147902894,-0.21240830121205795,843.8900766787356,0.7644328008500736,0.7886527325688968,0.16174606828105564,-0.20509162220765587,22.0,278.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",999.6158277209087,0.9238434193162416,0.7519831246114621,0.1713251481031619,-0.22783110750215696,797.6728394292696,0.726930610241918,0.702899480870543,0.15668258452045647,-0.22290894898144561,23.0,340.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",996.0957412514773,0.9327545473494011,0.6296181964482549,0.18428040365803544,-0.29268595586592216,1069.426104172662,0.9709046324417635,0.9743502146949022,0.22316487115738592,-0.22903969003308058,24.0,137.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",987.2937056881148,0.9322005349823522,0.548869007705623,0.23167070494832087,-0.4220874228565912,1327.8160813938077,1.2049052205456068,1.2092803647135497,0.3380596312663029,-0.2795543871634609,25.0,22.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",985.3140902003018,0.9028077239403154,0.8176625499450281,0.19050444085496898,-0.23298662861320565,811.3019446417338,0.7324650586907876,0.7820631903758696,0.17483428849757932,-0.22355519432330234,26.0,313.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",984.1108681124483,0.9288759290705164,0.550242812002545,0.23070556474641557,-0.41927956115735415,1303.851746898376,1.1852560408961132,1.1668898657661004,0.3336280379815799,-0.28591219083263053,27.0,30.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",983.5959850347459,0.9197002929418185,0.634975616942385,0.1872953806456028,-0.29496468155342914,1152.8872071161081,1.0452667034585534,1.0630227426986678,0.2488900914533867,-0.23413430536917393,28.0,109.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",983.0541451921151,0.9183651514410555,0.6427751147412201,0.18524976726654518,-0.28820307914553656,1081.012841947519,0.9879754135528143,0.9196793313822336,0.2343676728510533,-0.25483629440580124,29.0,134.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.2, ""target_vol"": 0.3, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",979.7446750256032,0.909761397970248,0.6936759592180309,0.22051430782299697,-0.31789238893557586,1081.189492875555,0.9778873119447883,1.019348399125796,0.26837415505550566,-0.2632801064735729,30.0,133.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 40, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 40, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",978.2664230800996,0.9047746069037325,0.7296066899279824,0.16877928887431093,-0.23132914103483715,796.6269081201439,0.7256385571576366,0.7054167149135708,0.1533931478218018,-0.2174504014135756,31.0,341.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.25, ""min_lev"": 0.1, ""scale_threshold"": 0.0}",975.8195356975835,0.9176242981103112,0.579657133273482,0.16702254908871383,-0.28814024619259304,1024.787413752097,0.9337940606716778,0.901197753708404,0.19622898241210573,-0.21774242290843365,32.0,166.0
"{""commission"": 0.001, ""trading_days"": 252, ""bias_n"": 60, ""mom_day"": 40, ""r2_window"": 20, ""r2_threshold"": 0.3, ""target_vol"": 0.2, ""vol_window"": 20, ""max_lev"": 1.5, ""min_lev"": 0.1, ""scale_threshold"": 0.1}",973.3403375832411,0.9123665660082113,0.6065533487360694,0.18126961742598868,-0.2988518945674222,1086.2372470004386,0.9848875253205323,1.002145261828344,0.22655412190830648,-0.22606914440225392,33.0,132.0
