secid,name,score,selected
1.512800,银行,114.82667638692338,True
1.515170,食品饮料,89.18688369674275,False
1.512690,酒,84.89911073471234,False
0.159928,消费,84.13607645873893,False
1.512010,医药,83.32840053350519,False
1.516160,新能源,76.4411345926355,False
1.515220,煤炭,69.03294454042366,False
1.515080,红利策略,57.70773664651519,False
1.512170,医疗,53.856862469877676,False
1.515880,通信,53.07157161404005,False
1.512000,证券,50.7701953444343,False
1.515790,光伏,46.864176687012055,False
1.512200,房地产,45.416062720030844,False
0.159995,半导体/芯片,13.206309965670648,False
0.159770,机器人/中游制造,8.829414245186214,False
1.512980,传媒,1.9549845957129268,False
0.159745,建材,1.2760676726347615,False
1.515210,钢铁,-22.930479428858433,False
0.159870,化工,-24.70606047117585,False
1.512660,军工,-48.32796567680105,False
1.512400,有色金属,-82.76317053552975,False
