date,symbol,name,call_volume,put_volume,total_volume,oi_total,oi_call,oi_put,pcr_raw
2020-02-11,510300,沪深300ETF华泰柏瑞,932322.0,917802.0,1850124.0,1820998.0,952062.0,868936.0,0.9843999999999999
2020-02-12,510300,沪深300ETF华泰柏瑞,672100.0,737011.0,1409111.0,1860123.0,952599.0,907524.0,1.0966
2020-02-13,510300,沪深300ETF华泰柏瑞,800064.0,893923.0,1693987.0,1927645.0,975957.0,951688.0,1.1173
2020-02-14,510300,沪深300ETF华泰柏瑞,834742.0,915452.0,1750194.0,1919276.0,944194.0,975082.0,1.0967
2020-02-17,510300,沪深300ETF华泰柏瑞,1411621.0,1235094.0,2646715.0,1925230.0,891697.0,1033533.0,0.8748999999999999
2020-02-18,510300,沪深300ETF华泰柏瑞,1043878.0,1019076.0,2062954.0,1961160.0,937522.0,1023638.0,0.9762000000000001
2020-02-19,510300,沪深300ETF华泰柏瑞,1026069.0,899578.0,1925647.0,2028266.0,960555.0,1067711.0,0.8767
2020-02-20,510300,沪深300ETF华泰柏瑞,1720703.0,1428043.0,3148746.0,1986991.0,849687.0,1137304.0,0.8299
2020-02-21,510300,沪深300ETF华泰柏瑞,1693068.0,1242185.0,2935253.0,2032521.0,875250.0,1157271.0,0.7337
2020-02-24,510300,沪深300ETF华泰柏瑞,1259523.0,1233501.0,2493024.0,2007103.0,892430.0,1114673.0,0.9793000000000001
2020-02-25,510300,沪深300ETF华泰柏瑞,1414246.0,1741069.0,3155315.0,1959354.0,911282.0,1048072.0,1.2311
2020-02-26,510300,沪深300ETF华泰柏瑞,1257780.0,1446508.0,2704288.0,1413625.0,706284.0,707341.0,1.15
2020-02-27,510300,沪深300ETF华泰柏瑞,872393.0,837417.0,1709810.0,1555192.0,777092.0,778100.0,0.9599
2020-02-28,510300,沪深300ETF华泰柏瑞,1555280.0,1963018.0,3518298.0,1638114.0,870087.0,768027.0,1.2622
2020-03-02,510300,沪深300ETF华泰柏瑞,1504707.0,1297554.0,2802261.0,1664218.0,807090.0,857128.0,0.8623000000000001
2020-03-03,510300,沪深300ETF华泰柏瑞,1354040.0,1039134.0,2393174.0,1783388.0,856273.0,927115.0,0.7674
2020-03-04,510300,沪深300ETF华泰柏瑞,902368.0,935203.0,1837571.0,1829132.0,875530.0,953602.0,1.0364
2020-03-05,510300,沪深300ETF华泰柏瑞,1609063.0,1287847.0,2896910.0,1848917.0,814538.0,1034379.0,0.8004000000000001
2020-03-06,510300,沪深300ETF华泰柏瑞,913849.0,1007393.0,1921242.0,1851934.0,881998.0,969936.0,1.1024
2020-03-09,510300,沪深300ETF华泰柏瑞,1320045.0,1647570.0,2967615.0,1805861.0,920198.0,885663.0,1.2481
2020-03-10,510300,沪深300ETF华泰柏瑞,1512950.0,1479466.0,2992416.0,1887751.0,980809.0,906942.0,0.9779000000000001
2020-03-11,510300,沪深300ETF华泰柏瑞,971073.0,958841.0,1929914.0,1936602.0,996601.0,940001.0,0.9873999999999999
2020-03-12,510300,沪深300ETF华泰柏瑞,1204235.0,1617656.0,2821891.0,2035243.0,1085449.0,949794.0,1.3433000000000002
2020-03-13,510300,沪深300ETF华泰柏瑞,1744233.0,1995824.0,3740057.0,2034056.0,1136034.0,898022.0,1.1442
2020-03-16,510300,沪深300ETF华泰柏瑞,1418819.0,1626621.0,3045440.0,2074613.0,1194601.0,880012.0,1.1465
2020-03-17,510300,沪深300ETF华泰柏瑞,1571877.0,1642950.0,3214827.0,2170133.0,1336983.0,833150.0,1.0452
2020-03-18,510300,沪深300ETF华泰柏瑞,1752545.0,1569433.0,3321978.0,2057148.0,1239317.0,817831.0,0.8955
2020-03-19,510300,沪深300ETF华泰柏瑞,1787595.0,1889992.0,3677587.0,2097486.0,1311299.0,786187.0,1.0573000000000001
2020-03-20,510300,沪深300ETF华泰柏瑞,1410648.0,1259676.0,2670324.0,2065423.0,1265636.0,799787.0,0.893
2020-03-23,510300,沪深300ETF华泰柏瑞,1158907.0,1259469.0,2418376.0,2018875.0,1266763.0,752112.0,1.0868
2020-03-24,510300,沪深300ETF华泰柏瑞,1331375.0,1122899.0,2454274.0,2017951.0,1272850.0,745101.0,0.8434
2020-03-25,510300,沪深300ETF华泰柏瑞,1271014.0,922092.0,2193106.0,1367305.0,777802.0,589503.0,0.7254999999999999
2020-03-26,510300,沪深300ETF华泰柏瑞,735291.0,665574.0,1400865.0,1488469.0,842174.0,646295.0,0.9052
2020-03-27,510300,沪深300ETF华泰柏瑞,811449.0,675852.0,1487301.0,1561891.0,876054.0,685837.0,0.8329000000000001
2020-03-30,510300,沪深300ETF华泰柏瑞,713987.0,747187.0,1461174.0,1629974.0,923644.0,706330.0,1.0465
2020-03-31,510300,沪深300ETF华泰柏瑞,713320.0,590602.0,1303922.0,1688163.0,955146.0,733017.0,0.828
2020-04-01,510300,沪深300ETF华泰柏瑞,821959.0,744236.0,1566195.0,1722016.0,958383.0,763633.0,0.9054000000000001
2020-04-02,510300,沪深300ETF华泰柏瑞,769084.0,680246.0,1449330.0,1785906.0,991877.0,794029.0,0.8845000000000001
2020-04-03,510300,沪深300ETF华泰柏瑞,657023.0,627337.0,1284360.0,1864071.0,1016115.0,847956.0,0.9548000000000001
2020-04-07,510300,沪深300ETF华泰柏瑞,771838.0,763262.0,1535100.0,1887453.0,1011447.0,876006.0,0.9889
2020-04-08,510300,沪深300ETF华泰柏瑞,582363.0,550361.0,1132724.0,1909570.0,1028701.0,880869.0,0.945
2020-04-09,510300,沪深300ETF华泰柏瑞,578792.0,544877.0,1123669.0,1927970.0,1028398.0,899572.0,0.9414
2020-04-10,510300,沪深300ETF华泰柏瑞,888733.0,894866.0,1783599.0,1930051.0,1043025.0,887026.0,1.0069
2020-04-13,510300,沪深300ETF华泰柏瑞,615147.0,565849.0,1180996.0,1942100.0,1054808.0,887292.0,0.9198999999999999
2020-04-14,510300,沪深300ETF华泰柏瑞,772530.0,699490.0,1472020.0,1963878.0,1034305.0,929573.0,0.9055
2020-04-15,510300,沪深300ETF华泰柏瑞,648075.0,558065.0,1206140.0,1988830.0,1056741.0,932089.0,0.8611
2020-04-16,510300,沪深300ETF华泰柏瑞,662364.0,612457.0,1274821.0,2000184.0,1053313.0,946871.0,0.9247
2020-04-17,510300,沪深300ETF华泰柏瑞,1140104.0,928043.0,2068147.0,1931461.0,987558.0,943903.0,0.8140000000000001
2020-04-20,510300,沪深300ETF华泰柏瑞,609713.0,602920.0,1212633.0,1934712.0,961418.0,973294.0,0.9889
2020-04-21,510300,沪深300ETF华泰柏瑞,887997.0,810212.0,1698209.0,1889671.0,961571.0,928100.0,0.9124
2020-04-22,510300,沪深300ETF华泰柏瑞,716803.0,675829.0,1392632.0,1313348.0,647067.0,666281.0,0.9428
2020-04-23,510300,沪深300ETF华泰柏瑞,534303.0,501167.0,1035470.0,1410389.0,694376.0,716013.0,0.938
2020-04-24,510300,沪深300ETF华泰柏瑞,442852.0,453421.0,896273.0,1436533.0,720061.0,716472.0,1.0239
2020-04-27,510300,沪深300ETF华泰柏瑞,574811.0,565590.0,1140401.0,1503694.0,740765.0,762929.0,0.9840000000000001
2020-04-28,510300,沪深300ETF华泰柏瑞,777920.0,801624.0,1579544.0,1574749.0,753211.0,821538.0,1.0305
2020-04-29,510300,沪深300ETF华泰柏瑞,552396.0,483811.0,1036207.0,1610939.0,760489.0,850450.0,0.8758
2020-04-30,510300,沪深300ETF华泰柏瑞,965105.0,680487.0,1645592.0,1679479.0,786851.0,892628.0,0.7051000000000001
2020-05-06,510300,沪深300ETF华泰柏瑞,782595.0,709336.0,1491931.0,1728924.0,811129.0,917795.0,0.9064
2020-05-07,510300,沪深300ETF华泰柏瑞,529976.0,486847.0,1016823.0,1755841.0,834101.0,921740.0,0.9186
2020-05-08,510300,沪深300ETF华泰柏瑞,848374.0,704124.0,1552498.0,1792724.0,845199.0,947525.0,0.83
2020-05-11,510300,沪深300ETF华泰柏瑞,759355.0,640234.0,1399589.0,1818102.0,874419.0,943683.0,0.8431000000000001
2020-05-12,510300,沪深300ETF华泰柏瑞,596821.0,577389.0,1174210.0,1848399.0,902951.0,945448.0,0.9673999999999999
2020-05-13,510300,沪深300ETF华泰柏瑞,561020.0,529460.0,1090480.0,1872759.0,907610.0,965149.0,0.9437000000000001
2020-05-14,510300,沪深300ETF华泰柏瑞,638757.0,564745.0,1203502.0,1882707.0,931937.0,950770.0,0.8841
2020-05-15,510300,沪深300ETF华泰柏瑞,715238.0,571514.0,1286752.0,1873909.0,943321.0,930588.0,0.7990999999999999
2020-05-18,510300,沪深300ETF华泰柏瑞,796911.0,714196.0,1511107.0,1865961.0,919320.0,946641.0,0.8962
2020-05-19,510300,沪深300ETF华泰柏瑞,644036.0,507297.0,1151333.0,1880360.0,906645.0,973715.0,0.7877
2020-05-20,510300,沪深300ETF华泰柏瑞,553485.0,484069.0,1037554.0,1902914.0,921096.0,981818.0,0.8745999999999999
2020-05-21,510300,沪深300ETF华泰柏瑞,608552.0,582140.0,1190692.0,1902791.0,927202.0,975589.0,0.9566
2020-05-22,510300,沪深300ETF华泰柏瑞,1132638.0,1192172.0,2324810.0,1897423.0,977751.0,919672.0,1.0526
2020-05-25,510300,沪深300ETF华泰柏瑞,714618.0,714288.0,1428906.0,1894205.0,969223.0,924982.0,0.9995
2020-05-26,510300,沪深300ETF华泰柏瑞,611827.0,593483.0,1205310.0,1894704.0,933892.0,960812.0,0.97
2020-05-27,510300,沪深300ETF华泰柏瑞,452223.0,560308.0,1012531.0,1456713.0,708715.0,747998.0,1.239
2020-05-28,510300,沪深300ETF华泰柏瑞,838122.0,974631.0,1812753.0,1612383.0,764183.0,848200.0,1.1629
2020-05-29,510300,沪深300ETF华泰柏瑞,527896.0,630794.0,1158690.0,1693936.0,780466.0,913470.0,1.1948999999999999
2020-06-01,510300,沪深300ETF华泰柏瑞,969026.0,965835.0,1934861.0,1749518.0,767640.0,981878.0,0.9967
2020-06-02,510300,沪深300ETF华泰柏瑞,593755.0,555925.0,1149680.0,1799549.0,797398.0,1002151.0,0.9362999999999999
2020-06-03,510300,沪深300ETF华泰柏瑞,744152.0,640927.0,1385079.0,1857983.0,824350.0,1033633.0,0.8613
2020-06-04,510300,沪深300ETF华泰柏瑞,553134.0,461039.0,1014173.0,1891087.0,847200.0,1043887.0,0.8334999999999999
2020-06-05,510300,沪深300ETF华泰柏瑞,612979.0,565267.0,1178246.0,1930979.0,861928.0,1069051.0,0.9222
2020-06-08,510300,沪深300ETF华泰柏瑞,815389.0,713501.0,1528890.0,1977516.0,858463.0,1119053.0,0.875
2020-06-09,510300,沪深300ETF华泰柏瑞,768081.0,689423.0,1457504.0,2009873.0,854476.0,1155397.0,0.8976000000000001
2020-06-10,510300,沪深300ETF华泰柏瑞,531612.0,530780.0,1062392.0,2058451.0,871749.0,1186702.0,0.9984000000000001
2020-06-11,510300,沪深300ETF华泰柏瑞,978914.0,1076082.0,2054996.0,2059690.0,880495.0,1179195.0,1.0993000000000002
2020-06-12,510300,沪深300ETF华泰柏瑞,888444.0,1141238.0,2029682.0,2071463.0,883346.0,1188117.0,1.2845
2020-06-15,510300,沪深300ETF华泰柏瑞,889976.0,1065893.0,1955869.0,2074912.0,902516.0,1172396.0,1.1977
2020-06-16,510300,沪深300ETF华泰柏瑞,843514.0,967071.0,1810585.0,2076597.0,873391.0,1203206.0,1.1465
2020-06-17,510300,沪深300ETF华泰柏瑞,541042.0,674522.0,1215564.0,2100568.0,874217.0,1226351.0,1.2467
2020-06-18,510300,沪深300ETF华泰柏瑞,927628.0,957671.0,1885299.0,2154615.0,873207.0,1281408.0,1.0324
2020-06-19,510300,沪深300ETF华泰柏瑞,1249881.0,1145685.0,2395566.0,2113446.0,812951.0,1300495.0,0.9166
2020-06-22,510300,沪深300ETF华泰柏瑞,1060440.0,892709.0,1953149.0,2056501.0,776551.0,1279950.0,0.8418000000000001
2020-06-23,510300,沪深300ETF华泰柏瑞,831554.0,813864.0,1645418.0,2044242.0,773796.0,1270446.0,0.9787
2020-06-24,510300,沪深300ETF华泰柏瑞,801209.0,717416.0,1518625.0,1438021.0,596396.0,841625.0,0.8954000000000001
2020-06-29,510300,沪深300ETF华泰柏瑞,670738.0,659855.0,1330593.0,1536559.0,654319.0,882240.0,0.9838
2020-06-30,510300,沪深300ETF华泰柏瑞,857101.0,887847.0,1744948.0,1578121.0,654017.0,924104.0,1.0359
2020-07-01,510300,沪深300ETF华泰柏瑞,1300628.0,1101231.0,2401859.0,1694124.0,653244.0,1040880.0,0.8467
2020-07-02,510300,沪深300ETF华泰柏瑞,1865386.0,1333487.0,3198873.0,1765197.0,681680.0,1083517.0,0.7149
2020-07-03,510300,沪深300ETF华泰柏瑞,1742993.0,1183155.0,2926148.0,1804910.0,717290.0,1087620.0,0.6788
2020-07-06,510300,沪深300ETF华泰柏瑞,2340107.0,1610076.0,3950183.0,1774356.0,638902.0,1135454.0,0.688
2020-07-07,510300,沪深300ETF华泰柏瑞,2160770.0,1162567.0,3323337.0,1919229.0,759284.0,1159945.0,0.5379999999999999
2020-07-08,510300,沪深300ETF华泰柏瑞,1795414.0,1005199.0,2800613.0,2012501.0,841587.0,1170914.0,0.5599000000000001
2020-07-09,510300,沪深300ETF华泰柏瑞,1802126.0,912138.0,2714264.0,2069309.0,855291.0,1214018.0,0.5061
2020-07-10,510300,沪深300ETF华泰柏瑞,1540142.0,849371.0,2389513.0,2144031.0,921518.0,1222513.0,0.5515
2020-07-13,510300,沪深300ETF华泰柏瑞,1831008.0,1061109.0,2892117.0,2165512.0,906864.0,1258648.0,0.5795
2020-07-14,510300,沪深300ETF华泰柏瑞,1686308.0,1253386.0,2939694.0,2195900.0,923877.0,1272023.0,0.7433
2020-07-15,510300,沪深300ETF华泰柏瑞,1585223.0,1276050.0,2861273.0,2219109.0,965971.0,1253138.0,0.805
2020-07-16,510300,沪深300ETF华泰柏瑞,2079983.0,2218149.0,4298132.0,2102187.0,1019732.0,1082455.0,1.0664
2020-07-17,510300,沪深300ETF华泰柏瑞,1863836.0,1808316.0,3672152.0,2055503.0,1001584.0,1053919.0,0.9702
2020-07-20,510300,沪深300ETF华泰柏瑞,1740697.0,1388311.0,3129008.0,1986438.0,938732.0,1047706.0,0.7976000000000001
2020-07-21,510300,沪深300ETF华泰柏瑞,1149147.0,755847.0,1904994.0,1983115.0,928981.0,1054134.0,0.6577
2020-07-22,510300,沪深300ETF华泰柏瑞,1823481.0,1160052.0,2983533.0,1452510.0,711899.0,740611.0,0.6362
2020-07-23,510300,沪深300ETF华泰柏瑞,1242576.0,1279894.0,2522470.0,1575057.0,757599.0,817458.0,1.03
2020-07-24,510300,沪深300ETF华泰柏瑞,1232977.0,1697854.0,2930831.0,1708080.0,863710.0,844370.0,1.3769999999999998
2020-07-27,510300,沪深300ETF华泰柏瑞,890902.0,968269.0,1859171.0,1785451.0,894307.0,891144.0,1.0868
2020-07-28,510300,沪深300ETF华泰柏瑞,826519.0,774447.0,1600966.0,1816460.0,914240.0,902220.0,0.937
2020-07-29,510300,沪深300ETF华泰柏瑞,1377423.0,907947.0,2285370.0,1874073.0,901370.0,972703.0,0.6592
2020-07-30,510300,沪深300ETF华泰柏瑞,789295.0,710908.0,1500203.0,1914293.0,917689.0,996604.0,0.9007
2020-07-31,510300,沪深300ETF华泰柏瑞,1594730.0,1237895.0,2832625.0,1965823.0,948946.0,1016877.0,0.7762
2020-08-03,510300,沪深300ETF华泰柏瑞,1135878.0,854715.0,1990593.0,2031678.0,963489.0,1068189.0,0.7525
2020-08-04,510300,沪深300ETF华泰柏瑞,1030785.0,846550.0,1877335.0,2054850.0,962795.0,1092055.0,0.8212999999999999
2020-08-05,510300,沪深300ETF华泰柏瑞,889062.0,891133.0,1780195.0,2079280.0,977965.0,1101315.0,1.0023
2020-08-06,510300,沪深300ETF华泰柏瑞,1115569.0,1065927.0,2181496.0,2100416.0,989762.0,1110654.0,0.9555
2020-08-07,510300,沪深300ETF华泰柏瑞,1187027.0,1318006.0,2505033.0,2138420.0,1008658.0,1129762.0,1.1103
2020-08-10,510300,沪深300ETF华泰柏瑞,1051360.0,1108977.0,2160337.0,2145654.0,1010134.0,1135520.0,1.0548
2020-08-11,510300,沪深300ETF华泰柏瑞,1151357.0,1170655.0,2322012.0,2112844.0,987266.0,1125578.0,1.0168000000000001
2020-08-12,510300,沪深300ETF华泰柏瑞,1369375.0,1522933.0,2892308.0,2153839.0,1048050.0,1105789.0,1.1120999999999999
2020-08-13,510300,沪深300ETF华泰柏瑞,893933.0,796760.0,1690693.0,2184852.0,1062925.0,1121927.0,0.8913
2020-08-14,510300,沪深300ETF华泰柏瑞,1202994.0,1177539.0,2380533.0,2169022.0,1041072.0,1127950.0,0.9788
2020-08-17,510300,沪深300ETF华泰柏瑞,1741514.0,1364403.0,3105917.0,2168127.0,1016958.0,1151169.0,0.7835
2020-08-18,510300,沪深300ETF华泰柏瑞,966250.0,692510.0,1658760.0,2207820.0,1046861.0,1160959.0,0.7167
2020-08-19,510300,沪深300ETF华泰柏瑞,1146621.0,942934.0,2089555.0,2214384.0,1065887.0,1148497.0,0.8223999999999999
2020-08-20,510300,沪深300ETF华泰柏瑞,1264032.0,1074163.0,2338195.0,2217317.0,1105686.0,1111631.0,0.8498
2020-08-21,510300,沪深300ETF华泰柏瑞,1134809.0,847523.0,1982332.0,2205266.0,1097614.0,1107652.0,0.7468
2020-08-24,510300,沪深300ETF华泰柏瑞,1044091.0,796459.0,1840550.0,2112256.0,1022268.0,1089988.0,0.7628
2020-08-25,510300,沪深300ETF华泰柏瑞,1073138.0,860415.0,1933553.0,2099881.0,997113.0,1102768.0,0.8018000000000001
2020-08-26,510300,沪深300ETF华泰柏瑞,1067833.0,1053030.0,2120863.0,1513720.0,718442.0,795278.0,0.9861
2020-08-27,510300,沪深300ETF华泰柏瑞,686623.0,650399.0,1337022.0,1631448.0,768279.0,863169.0,0.9472
2020-08-28,510300,沪深300ETF华泰柏瑞,1260138.0,1000252.0,2260390.0,1700809.0,780686.0,920123.0,0.7938
2020-08-31,510300,沪深300ETF华泰柏瑞,1221926.0,786037.0,2007963.0,1770229.0,828619.0,941610.0,0.6433
2020-09-01,510300,沪深300ETF华泰柏瑞,722457.0,588872.0,1311329.0,1822984.0,865239.0,957745.0,0.8151
2020-09-02,510300,沪深300ETF华泰柏瑞,1087241.0,806900.0,1894141.0,1891567.0,911750.0,979817.0,0.7422
2020-09-03,510300,沪深300ETF华泰柏瑞,1066292.0,787755.0,1854047.0,1931779.0,942702.0,989077.0,0.7387999999999999
2020-09-04,510300,沪深300ETF华泰柏瑞,975177.0,978685.0,1953862.0,1996107.0,999330.0,996777.0,1.0036
2020-09-07,510300,沪深300ETF华泰柏瑞,1085552.0,1009258.0,2094810.0,2064884.0,1070417.0,994467.0,0.9297
2020-09-08,510300,沪深300ETF华泰柏瑞,997294.0,889741.0,1887035.0,2110631.0,1113044.0,997587.0,0.8922
2020-09-09,510300,沪深300ETF华泰柏瑞,1336340.0,1364652.0,2700992.0,2203268.0,1188120.0,1015148.0,1.0212
2020-09-10,510300,沪深300ETF华泰柏瑞,1158982.0,913675.0,2072657.0,2200258.0,1180241.0,1020017.0,0.7883
2020-09-11,510300,沪深300ETF华泰柏瑞,963506.0,828735.0,1792241.0,2213892.0,1187716.0,1026176.0,0.8601000000000001
2020-09-14,510300,沪深300ETF华泰柏瑞,974029.0,738233.0,1712262.0,2194499.0,1154226.0,1040273.0,0.7579
2020-09-15,510300,沪深300ETF华泰柏瑞,924837.0,828841.0,1753678.0,2146168.0,1109489.0,1036679.0,0.8962
2020-09-16,510300,沪深300ETF华泰柏瑞,769931.0,727146.0,1497077.0,2118517.0,1107424.0,1011093.0,0.9444
2020-09-17,510300,沪深300ETF华泰柏瑞,1069032.0,1094536.0,2163568.0,2107784.0,1113172.0,994612.0,1.0239
2020-09-18,510300,沪深300ETF华泰柏瑞,1636585.0,1233014.0,2869599.0,2099812.0,1070336.0,1029476.0,0.7534000000000001
2020-09-21,510300,沪深300ETF华泰柏瑞,1008335.0,746479.0,1754814.0,2007797.0,1045732.0,962065.0,0.7403
2020-09-22,510300,沪深300ETF华泰柏瑞,1209859.0,1044908.0,2254767.0,2037576.0,1089982.0,947594.0,0.8637
2020-09-23,510300,沪深300ETF华泰柏瑞,905580.0,751852.0,1657432.0,1303298.0,733136.0,570162.0,0.8301999999999999
2020-09-24,510300,沪深300ETF华泰柏瑞,848495.0,1005465.0,1853960.0,1490211.0,831305.0,658906.0,1.185
2020-09-25,510300,沪深300ETF华泰柏瑞,668490.0,580668.0,1249158.0,1560540.0,880776.0,679764.0,0.8686
2020-09-28,510300,沪深300ETF华泰柏瑞,630903.0,495382.0,1126285.0,1601706.0,903450.0,698256.0,0.7852
2020-09-29,510300,沪深300ETF华泰柏瑞,622772.0,455870.0,1078642.0,1627626.0,913089.0,714537.0,0.732
2020-09-30,510300,沪深300ETF华泰柏瑞,859962.0,684276.0,1544238.0,1660779.0,935697.0,725082.0,0.7957
2020-10-09,510300,沪深300ETF华泰柏瑞,935334.0,790047.0,1725381.0,1690832.0,949734.0,741098.0,0.8447
2020-10-12,510300,沪深300ETF华泰柏瑞,1475104.0,986828.0,2461932.0,1743322.0,934153.0,809169.0,0.669
2020-10-13,510300,沪深300ETF华泰柏瑞,879542.0,572983.0,1452525.0,1778090.0,942414.0,835676.0,0.6515000000000001
2020-10-14,510300,沪深300ETF华泰柏瑞,703354.0,550390.0,1253744.0,1815926.0,965225.0,850701.0,0.7825
2020-10-15,510300,沪深300ETF华泰柏瑞,801209.0,636687.0,1437896.0,1873210.0,992986.0,880224.0,0.7947
2020-10-16,510300,沪深300ETF华泰柏瑞,882619.0,749330.0,1631949.0,1909494.0,1027624.0,881870.0,0.8490000000000001
2020-10-19,510300,沪深300ETF华泰柏瑞,1530512.0,1143848.0,2674360.0,1966476.0,1072852.0,893624.0,0.7474
2020-10-20,510300,沪深300ETF华泰柏瑞,767801.0,625941.0,1393742.0,1979242.0,1050871.0,928371.0,0.8151999999999999
2020-10-21,510300,沪深300ETF华泰柏瑞,865719.0,717972.0,1583691.0,2004045.0,1062385.0,941660.0,0.8293
2020-10-22,510300,沪深300ETF华泰柏瑞,1100536.0,930268.0,2030804.0,2023885.0,1083905.0,939980.0,0.8453
2020-10-23,510300,沪深300ETF华泰柏瑞,1326444.0,1060717.0,2387161.0,2043594.0,1121120.0,922474.0,0.7997
2020-10-26,510300,沪深300ETF华泰柏瑞,1229907.0,1101414.0,2331321.0,1973236.0,1089806.0,883430.0,0.8955
2020-10-27,510300,沪深300ETF华泰柏瑞,806828.0,678557.0,1485385.0,1989061.0,1089610.0,899451.0,0.841
2020-10-28,510300,沪深300ETF华泰柏瑞,1024937.0,773711.0,1798648.0,1441914.0,740359.0,701555.0,0.7548999999999999
2020-10-29,510300,沪深300ETF华泰柏瑞,970264.0,869937.0,1840201.0,1570728.0,781359.0,789369.0,0.8966
2020-10-30,510300,沪深300ETF华泰柏瑞,928669.0,953050.0,1881719.0,1632075.0,839671.0,792404.0,1.0263
2020-11-02,510300,沪深300ETF华泰柏瑞,774041.0,711969.0,1486010.0,1685869.0,868005.0,817864.0,0.9198000000000001
2020-11-03,510300,沪深300ETF华泰柏瑞,995619.0,830876.0,1826495.0,1730593.0,881069.0,849524.0,0.8345
2020-11-04,510300,沪深300ETF华泰柏瑞,980364.0,838519.0,1818883.0,1790141.0,903532.0,886609.0,0.8553000000000001
2020-11-05,510300,沪深300ETF华泰柏瑞,1349674.0,1001439.0,2351113.0,1813670.0,897936.0,915734.0,0.742
2020-11-06,510300,沪深300ETF华泰柏瑞,895795.0,745755.0,1641550.0,1830338.0,910427.0,919911.0,0.8325
2020-11-09,510300,沪深300ETF华泰柏瑞,1854050.0,1219994.0,3074044.0,1972178.0,987410.0,984768.0,0.6579999999999999
2020-11-10,510300,沪深300ETF华泰柏瑞,1178358.0,819883.0,1998241.0,1979416.0,988555.0,990861.0,0.6958
