date,close_raw
2016-11-25,12.63
2016-11-28,13.89
2016-11-29,15.28
2016-11-30,16.81
2016-12-01,18.49
2016-12-02,20.34
2016-12-05,22.37
2016-12-06,24.61
2016-12-07,27.07
2016-12-08,29.78
2016-12-09,32.76
2016-12-12,36.04
2016-12-13,39.64
2016-12-14,43.6
2016-12-15,47.96
2016-12-16,45.52
2016-12-19,42.66
2016-12-20,41.0
2016-12-21,41.82
2016-12-22,40.8
2016-12-23,38.14
2016-12-26,38.91
2016-12-27,39.25
2016-12-28,39.32
2016-12-29,39.26
2016-12-30,39.8
2017-01-03,40.17
2017-01-04,40.49
2017-01-05,39.68
2017-01-06,37.63
2017-01-09,38.58
2017-01-10,38.52
2017-01-11,37.5
2017-01-12,37.45
2017-01-13,37.59
2017-01-16,35.84
2017-01-17,35.94
2017-01-18,36.77
2017-01-19,37.55
2017-01-20,38.12
2017-01-23,38.1
2017-01-24,38.16
2017-01-25,38.09
2017-01-26,38.14
2017-02-03,37.98
2017-02-06,38.5
2017-02-07,37.77
2017-02-08,37.69
2017-02-09,39.72
2017-02-10,38.88
2017-02-13,40.13
2017-02-14,40.2
2017-02-15,40.22
2017-02-16,40.53
2017-02-17,39.9
2017-02-20,36.94
2017-02-21,37.56
2017-02-22,36.98
2017-02-23,37.39
2017-02-24,39.67
2017-02-27,40.62
2017-02-28,40.03
2017-03-01,39.79
2017-03-02,39.32
2017-03-03,39.14
2017-03-06,40.49
2017-03-07,41.89
2017-03-08,41.37
2017-03-09,43.0
2017-03-10,42.51
2017-03-13,42.02
2017-03-14,42.05
2017-03-15,43.29
2017-03-16,43.95
2017-03-17,41.45
2017-03-20,42.27
2017-03-21,42.38
2017-03-22,42.9
2017-03-23,44.26
2017-03-24,43.77
2017-03-27,44.23
2017-03-28,43.45
2017-03-29,40.3
2017-03-30,37.01
2017-03-31,36.06
2017-04-05,36.5
2017-04-06,37.06
2017-04-07,36.02
2017-04-10,32.64
2017-04-11,33.49
2017-04-12,32.95
2017-04-13,33.04
2017-04-14,32.91
2017-04-17,31.19
2017-04-18,30.15
