date,close_raw
2021-05-12,20.88
2021-05-13,23.71
2021-05-14,24.77
2021-05-17,24.8
2021-05-18,25.21
2021-05-19,24.02
2021-05-20,23.49
2021-05-21,22.22
2021-05-24,22.73
2021-05-25,22.1
2021-05-26,22.17
2021-05-27,26.6
2021-05-28,29.2
2021-05-31,34.8
2021-06-01,37.0
2021-06-02,36.88
2021-06-03,34.89
2021-06-04,34.0
2021-06-07,34.0
2021-06-08,35.0
2021-06-09,34.6
2021-06-10,33.72
2021-06-11,33.78
2021-06-15,34.53
2021-06-16,33.0
2021-06-17,33.75
2021-06-18,33.8
2021-06-21,36.03
2021-06-22,35.33
2021-06-23,35.18
2021-06-24,34.14
2021-06-25,34.77
2021-06-28,34.77
2021-06-29,33.96
2021-06-30,33.2
2021-07-01,32.79
2021-07-02,33.69
2021-07-05,33.33
2021-07-06,32.92
2021-07-07,32.76
2021-07-08,34.73
2021-07-09,36.28
2021-07-12,35.69
2021-07-13,34.74
2021-07-14,34.0
2021-07-15,33.4
2021-07-16,33.55
2021-07-19,32.8
2021-07-20,32.9
2021-07-21,33.17
2021-07-22,32.62
2021-07-23,35.2
2021-07-26,35.99
2021-07-27,34.1
2021-07-28,33.0
2021-07-29,35.26
2021-07-30,40.83
2021-08-02,42.03
2021-08-03,42.04
2021-08-04,43.08
2021-08-05,41.0
2021-08-06,39.7
2021-08-09,42.35
2021-08-10,43.56
2021-08-11,44.26
2021-08-12,43.3
2021-08-13,45.07
2021-08-16,44.98
2021-08-17,41.9
2021-08-18,41.63
2021-08-19,42.1
2021-08-20,41.56
2021-08-23,42.87
2021-08-24,45.08
2021-08-25,44.24
2021-08-26,44.45
2021-08-27,44.6
2021-08-30,51.91
2021-08-31,50.78
2021-09-01,50.9
2021-09-02,51.41
2021-09-03,52.0
2021-09-06,51.45
2021-09-07,54.27
2021-09-08,54.35
2021-09-09,54.3
2021-09-10,54.0
2021-09-13,53.05
2021-09-14,53.5
2021-09-15,52.6
2021-09-16,52.52
2021-09-17,53.2
2021-09-22,54.82
2021-09-23,54.1
2021-09-24,53.0
2021-09-27,49.95
2021-09-28,49.1
2021-09-29,45.99
2021-09-30,47.87
2021-10-08,47.45
2021-10-11,44.52
2021-10-12,40.07
2021-10-13,40.48
2021-10-14,41.35
2021-10-15,41.37
2021-10-18,43.81
2021-10-19,44.13
2021-10-20,44.97
2021-10-21,43.9
2021-10-22,43.22
2021-10-25,41.26
2021-10-26,40.22
2021-10-27,39.1
2021-10-28,38.18
2021-10-29,38.13
2021-11-01,38.39
2021-11-02,38.14
2021-11-03,38.9
2021-11-04,42.04
2021-11-05,43.0
2021-11-08,40.2
2021-11-09,40.57
2021-11-10,39.75
2021-11-11,40.16
2021-11-12,44.33
2021-11-15,48.4
2021-11-16,47.2
2021-11-17,48.06
2021-11-18,46.88
2021-11-19,45.4
2021-11-22,47.0
2021-11-23,45.76
2021-11-24,47.73
2021-11-25,47.67
2021-11-26,48.09
2021-11-29,47.45
2021-11-30,47.05
2021-12-01,46.32
2021-12-02,45.0
2021-12-03,45.78
2021-12-06,43.7
2021-12-07,42.15
2021-12-08,44.8
2021-12-09,45.78
2021-12-10,48.15
2021-12-13,50.51
2021-12-14,50.18
2021-12-15,49.96
2021-12-16,48.99
2021-12-17,47.35
2021-12-20,45.9
2021-12-21,45.85
2021-12-22,48.45
2021-12-23,46.46
2021-12-24,46.46
2021-12-27,46.08
2021-12-28,46.53
2021-12-29,46.28
2021-12-30,45.74
2021-12-31,46.66
2022-01-04,46.79
2022-01-05,44.8
2022-01-06,44.43
2022-01-07,43.1
2022-01-10,42.45
2022-01-11,41.59
2022-01-12,41.8
2022-01-13,41.66
2022-01-14,42.1
2022-01-17,46.9
2022-01-18,45.33
2022-01-19,46.23
2022-01-20,42.95
2022-01-21,42.26
2022-01-24,42.75
2022-01-25,40.9
2022-01-26,40.05
2022-01-27,38.88
2022-01-28,39.66
2022-02-07,39.8
2022-02-08,39.18
2022-02-09,39.14
2022-02-10,37.3
2022-02-11,35.6
