rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,family,direction,ma,days,scale,trigger_days,score_3_5_10,robust_pass
zz2000_and_cyb_below_ma53_days13:scale0.00,38.16654613303745,13.523682610511498,2.822200670649568,-17.60868647176209,17045.318237743864,-1.5752448578056928,0.011736499260027511,-2.1316282072803006e-14,34.670605530407215,15.041982694046197,2.3049225780674694,-17.60868647176206,1856.5429003208567,-0.42034375252679723,0.07902292076838213,-2.4868995751603507e-14,38.57073356131351,17.422408509316845,2.2138577189650523,-17.60868647176208,408.08147255631997,1.4764153435397276,0.18851231389954215,0.0,49.716992740648244,17.10409441951624,2.9067304892751173,-14.766054859709431,234.20564992120356,-0.20724975976405347,0.1273355589123688,1.0277670643590984,37.924852581561154,18.15876534123322,2.0885149330855084,-14.766054859709431,37.16806933331378,6.444617305854706,0.451638071228331,1.0277670643590984,zz2000_and_cyb,below,53.0,13.0,0.0,311.0,0.24980122093367269,False
zz2000_and_cyb_below_ma54_days13:scale0.00,37.94084013285142,13.519221033842122,2.806436852972197,-17.608686471762102,16605.02787670298,-1.8009508579917224,-0.004027318417343384,-3.197442310920451e-14,34.670605530407215,15.041982694046197,2.3049225780674694,-17.60868647176206,1856.5429003208567,-0.42034375252679723,0.07902292076838213,-2.4868995751603507e-14,38.57073356131351,17.422408509316845,2.2138577189650523,-17.60868647176208,408.08147255631997,1.4764153435397276,0.18851231389954215,0.0,49.716992740648244,17.10409441951624,2.9067304892751173,-14.766054859709431,234.20564992120356,-0.20724975976405347,0.1273355589123688,1.0277670643590984,37.924852581561154,18.15876534123322,2.0885149330855084,-14.766054859709431,37.16806933331378,6.444617305854706,0.451638071228331,1.0277670643590984,zz2000_and_cyb,below,54.0,13.0,0.0,316.0,0.24980122093367269,False
zz2000_and_cyb_below_ma54_days13:scale0.25,38.41184062902185,13.555506412077342,2.833670647287559,-17.60868647176208,17536.140234311722,-1.3299503618212896,0.023206475898018386,-1.0658141036401503e-14,34.80366151536729,15.088744590316908,2.306597563968462,-17.60868647176208,1875.9412259169294,-0.28728776756672403,0.08069790666937493,-4.618527782440651e-14,38.239766297263955,17.48729775955135,2.186716714214914,-17.60868647176207,402.0633317237356,1.1454480794901727,0.16137130914940379,1.0658141036401503e-14,49.80823765818698,17.170069317653645,2.900875747017279,-14.934332709011711,234.81497223711608,-0.11600484222531549,0.12148081665453025,0.8594892150568185,36.331035704013104,18.252680581658268,1.9904493228529618,-14.934332709011711,35.60996603201592,4.8508004283066555,0.35357246099578443,0.8594892150568185,zz2000_and_cyb,below,54.0,13.0,0.25,316.0,0.2263766808150584,False
zz2000_and_cyb_below_ma53_days13:scale0.25,38.58130464263858,13.560770754778922,2.8450672414060407,-17.608686471762024,17882.886853026204,-1.1604863482045644,0.034603070016500315,4.618527782440651e-14,34.80366151536729,15.088744590316908,2.306597563968462,-17.60868647176208,1875.9412259169294,-0.28728776756672403,0.08069790666937493,-4.618527782440651e-14,38.239766297263955,17.48729775955135,2.186716714214914,-17.60868647176207,402.0633317237356,1.1454480794901727,0.16137130914940379,1.0658141036401503e-14,49.80823765818698,17.170069317653645,2.900875747017279,-14.934332709011711,234.81497223711608,-0.11600484222531549,0.12148081665453025,0.8594892150568185,36.331035704013104,18.252680581658268,1.9904493228529618,-14.934332709011711,35.60996603201592,4.8508004283066555,0.35357246099578443,0.8594892150568185,zz2000_and_cyb,below,53.0,13.0,0.25,311.0,0.2263766808150584,False
zz2000_and_cyb_below_ma54_days13:scale0.50,38.86912077694535,13.672746683014486,2.8428172976562247,-17.60868647176207,18486.478552737593,-0.8726702138977913,0.032353126266684296,0.0,34.91814259266002,15.226665857357052,2.2932231467986575,-17.608686471762034,1892.7698339474362,-0.17280669027399398,0.06732348949957023,0.0,37.88332189618904,17.660054038885615,2.1451419011954256,-17.60868647176207,395.64579393056096,0.7890036784152556,0.11979649612991539,1.0658141036401503e-14,49.87326620392243,17.33725878465987,2.8766523487583084,-15.221090837728624,235.24967576781367,-0.05097629648987123,0.0972574183955599,0.5727310863399051,34.725293363104214,18.465851785494376,1.8805140302481058,-15.22109083772859,34.039889237977164,3.2450580873977657,0.24363716839092842,0.5727310863399389,zz2000_and_cyb,below,54.0,13.0,0.5,316.0,0.17429008139848973,False
zz2000_and_cyb_below_ma53_days13:scale0.50,38.98220862797235,13.67750004075894,2.8500974967505317,-17.60868647176208,18728.79434695193,-0.7595823628707947,0.03963332536099129,-1.0658141036401503e-14,34.91814259266002,15.226665857357052,2.2932231467986575,-17.608686471762034,1892.7698339474362,-0.17280669027399398,0.06732348949957023,0.0,37.88332189618904,17.660054038885615,2.1451419011954256,-17.60868647176207,395.64579393056096,0.7890036784152556,0.11979649612991539,1.0658141036401503e-14,49.87326620392243,17.33725878465987,2.8766523487583084,-15.221090837728624,235.24967576781367,-0.05097629648987123,0.0972574183955599,0.5727310863399051,34.725293363104214,18.465851785494376,1.8805140302481058,-15.22109083772859,34.039889237977164,3.2450580873977657,0.24363716839092842,0.5727310863399389,zz2000_and_cyb,below,53.0,13.0,0.5,311.0,0.17429008139848973,False
zz2000_and_cyb_below_ma53_days13:scale0.75,39.369092398453056,13.871860115129895,2.838054310792364,-17.608686471762024,19580.355905481196,-0.37269859239008696,0.02759013940282351,4.618527782440651e-14,35.01394022316544,15.453305886681367,2.2657896297349978,-17.60868647176209,1906.9509946405976,-0.07700905976857086,0.039889972435910526,-5.684341886080802e-14,37.501477340439024,17.937561022640935,2.090667582571809,-17.60868647176208,388.8438612901112,0.40715912266524157,0.06532217750629865,0.0,49.91196857627851,17.602779078640694,2.835459580177425,-15.507587783672127,235.5085720204018,-0.012273924133786807,0.056064649814676404,0.2862341403964024,33.108176136816134,18.794221451323168,1.761614665580373,-15.50758778367214,32.45836653653993,1.6279408611096855,0.12473780372319565,0.28623414039638995,zz2000_and_cyb,below,53.0,13.0,0.75,311.0,0.09787379284191348,False
zz2000_and_cyb_below_ma54_days13:scale0.75,39.312498172420554,13.868888948719723,2.8345816537848623,-17.60868647176206,19453.57334330146,-0.4292928184225886,0.024117482395321854,1.0658141036401503e-14,35.01394022316544,15.453305886681367,2.2657896297349978,-17.60868647176209,1906.9509946405976,-0.07700905976857086,0.039889972435910526,-5.684341886080802e-14,37.501477340439024,17.937561022640935,2.090667582571809,-17.60868647176208,388.8438612901112,0.40715912266524157,0.06532217750629865,0.0,49.91196857627851,17.602779078640694,2.835459580177425,-15.507587783672127,235.5085720204018,-0.012273924133786807,0.056064649814676404,0.2862341403964024,33.108176136816134,18.794221451323168,1.761614665580373,-15.50758778367214,32.45836653653993,1.6279408611096855,0.12473780372319565,0.28623414039638995,zz2000_and_cyb,below,54.0,13.0,0.75,316.0,0.09787379284191348,False
zz2000_and_cyb_below_ma60_days13:scale0.50,38.702325378862334,13.623585425387425,2.8408325833771273,-17.608686471762113,18134.411201763487,-1.039465611980809,0.030368411987586885,-4.263256414560601e-14,34.95963056546141,15.165546805813875,2.3052007957971723,-17.60868647176207,1898.9002936403856,-0.1313187174726025,0.07930113849808507,-3.552713678800501e-14,37.028001709504,17.5438653113838,2.1105954162494283,-17.608686471762013,380.51350716149744,-0.06631650826978586,0.08525001118391806,6.750155989720952e-14,48.73372321873055,17.151955926621454,2.8412924699212416,-14.76605485970942,227.68625986805108,-1.1905192816817447,0.06189753955849309,1.027767064359109,34.103067845146114,18.476413702309177,1.8457622996871912,-14.76605485970941,33.4313982481786,2.622832569439666,0.2088854378300138,1.0277670643591197,zz2000_and_cyb,below,60.0,13.0,0.5,346.0,0.08585087173494929,False
zz2000_and_cyb_below_ma52_days13:scale0.50,38.87752145286634,13.673613769646822,2.8432513970204463,-17.608686471762113,18504.377889571755,-0.8642695379768028,0.03278722563090586,-4.263256414560601e-14,34.74193793806371,15.221318364325914,2.282452617211405,-17.60868647176205,1866.921084583754,-0.3490113448703056,0.05655295991231757,-1.4210854715202004e-14,37.340544793342566,17.62759909405055,2.118300092605651,-17.60868647176207,385.9995600173772,0.2462265755687838,0.09295468754014102,1.0658141036401503e-14,48.89126456619481,17.283397308285434,2.8287994364833,-14.76605485970941,228.72506316870346,-1.0329779342174845,0.04940450612055125,1.0277670643591197,34.55711071279557,18.51573933870356,1.86636407440456,-14.76605485970942,33.87542367394622,3.0768754370891216,0.22948721254738258,1.027767064359109,zz2000_and_cyb,below,52.0,13.0,0.5,310.0,0.08200478017487355,False
