date,baseline,zz2000_and_cyb_below_ma53_days13:scale0.00,zz2000_and_cyb_below_ma53_days13:scale0.25,zz2000_and_cyb_below_ma53_days13:scale0.50
2013-08-19,1.362665120813074,1.362665120813074,1.362665120813074,1.362665120813074
2013-08-20,1.3668656866126174,1.3668656866126174,1.3668656866126174,1.3668656866126174
2013-08-21,1.385976643277757,1.385976643277757,1.385976643277757,1.385976643277757
2013-08-22,1.3835559613722852,1.3835559613722852,1.3835559613722852,1.3835559613722852
2013-08-23,1.3725760122299053,1.3725760122299053,1.3725760122299053,1.3725760122299053
2013-08-26,1.3764164084995973,1.3764164084995973,1.3764164084995973,1.3764164084995973
2013-08-27,1.3774661063587004,1.3774661063587004,1.3774661063587004,1.3774661063587004
2013-08-28,1.371183209647983,1.371183209647983,1.371183209647983,1.371183209647983
2013-08-29,1.3710989155982096,1.3710989155982096,1.3710989155982096,1.3710989155982096
2013-08-30,1.3710146267304475,1.3710146267304475,1.3710146267304475,1.3710146267304475
2013-09-02,1.370930343044378,1.370930343044378,1.370930343044378,1.370930343044378
2013-09-03,1.3708460645396827,1.3708460645396827,1.3708460645396827,1.3708460645396827
2013-09-04,1.370761791216043,1.370761791216043,1.370761791216043,1.370761791216043
2013-09-05,1.3706775230731405,1.3706775230731405,1.3706775230731405,1.3706775230731405
2013-09-06,1.3705932601106565,1.3705932601106565,1.3705932601106565,1.3705932601106565
2013-09-09,1.3705090023282727,1.3705090023282727,1.3705090023282727,1.3705090023282727
2013-09-10,1.3704247497256705,1.3704247497256705,1.3704247497256705,1.3704247497256705
2013-09-11,1.372997879536527,1.372997879536527,1.372997879536527,1.372997879536527
2013-09-12,1.3752390598547433,1.3752390598547433,1.3752390598547433,1.3752390598547433
2013-09-13,1.3769035944218526,1.3769035944218526,1.3769035944218526,1.3769035944218526
2013-09-16,1.378304194852343,1.378304194852343,1.378304194852343,1.378304194852343
2013-09-17,1.3704950061114223,1.3704950061114223,1.3704950061114223,1.3704950061114223
2013-09-18,1.378141889796772,1.378141889796772,1.378141889796772,1.378141889796772
2013-09-23,1.3807074209365806,1.3807074209365806,1.3807074209365806,1.3807074209365806
2013-09-24,1.3716427390492374,1.3716427390492374,1.3716427390492374,1.3716427390492374
2013-09-25,1.3732527133617707,1.3732527133617707,1.3732527133617707,1.3732527133617707
2013-09-26,1.3775571500995925,1.3775571500995925,1.3775571500995925,1.3775571500995925
2013-09-27,1.3718537568533786,1.3718537568533786,1.3718537568533786,1.3718537568533786
2013-09-30,1.3710276281532383,1.3710276281532383,1.3710276281532383,1.3710276281532383
2013-10-08,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-09,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-10,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-11,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-14,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-15,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-16,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-17,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-18,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-21,1.36189497039256,1.36189497039256,1.36189497039256,1.36189497039256
2013-10-22,1.3557664430257936,1.3557664430257936,1.3557664430257936,1.3557664430257936
2013-10-23,1.356191707169651,1.356191707169651,1.356191707169651,1.356191707169651
2013-10-24,1.3591100216311105,1.3591100216311105,1.3591100216311105,1.3591100216311105
2013-10-25,1.3563993036005744,1.3563993036005744,1.3563993036005744,1.3563993036005744
2013-10-28,1.3545820013488716,1.3545820013488716,1.3545820013488716,1.3545820013488716
2013-10-29,1.3296154698428508,1.3296154698428508,1.3296154698428508,1.3296154698428508
2013-10-30,1.3437791866708324,1.3437791866708324,1.3437791866708324,1.3437791866708324
2013-10-31,1.3722765819441127,1.3722765819441127,1.3722765819441127,1.3722765819441127
2013-11-01,1.3825542923962975,1.3825542923962975,1.3825542923962975,1.3825542923962975
2013-11-04,1.3912460678733036,1.3912460678733036,1.3912460678733036,1.3912460678733036
2013-11-05,1.3838806144488582,1.3838806144488582,1.3838806144488582,1.3838806144488582
2013-11-06,1.390936638863002,1.390936638863002,1.390936638863002,1.390936638863002
2013-11-07,1.4023747051453592,1.4023747051453592,1.4023747051453592,1.4023747051453592
2013-11-08,1.4106696984876421,1.4106696984876421,1.4106696984876421,1.4106696984876421
2013-11-11,1.4330770905888004,1.4330770905888004,1.4330770905888004,1.4330770905888004
2013-11-12,1.4517579480892875,1.4517579480892875,1.4517579480892875,1.4517579480892875
2013-11-13,1.4547184806589935,1.4547184806589935,1.4547184806589935,1.4547184806589935
2013-11-14,1.4773819835701354,1.4773819835701354,1.4773819835701354,1.4773819835701354
2013-11-15,1.4822601849422676,1.4822601849422676,1.4822601849422676,1.4822601849422676
2013-11-18,1.4723803585448316,1.4723803585448316,1.4723803585448316,1.4723803585448316
2013-11-19,1.4713994168968179,1.4713994168968179,1.4713994168968179,1.4713994168968179
2013-11-20,1.4733468948609245,1.4733468948609245,1.4733468948609245,1.4733468948609245
2013-11-21,1.4583595118542652,1.4583595118542652,1.4583595118542652,1.4583595118542652
2013-11-22,1.4560636702429177,1.4560636702429177,1.4560636702429177,1.4560636702429177
2013-11-25,1.4650918692888886,1.4650918692888886,1.4650918692888886,1.4650918692888886
2013-11-26,1.4948143288249587,1.4948143288249587,1.4948143288249587,1.4948143288249587
2013-11-27,1.4879961835462088,1.4879961835462088,1.4879961835462088,1.4879961835462088
2013-11-28,1.4879047083709909,1.4879047083709909,1.4879047083709909,1.4879047083709909
2013-11-29,1.4878132388192469,1.4878132388192469,1.4878132388192469,1.4878132388192469
2013-12-02,1.487721774890631,1.487721774890631,1.487721774890631,1.487721774890631
2013-12-03,1.480935980160166,1.480935980160166,1.480935980160166,1.480935980160166
2013-12-04,1.480935980160166,1.480935980160166,1.480935980160166,1.480935980160166
2013-12-05,1.4742717682494453,1.4742717682494453,1.4742717682494453,1.4742717682494453
2013-12-06,1.4816007534723798,1.4816007534723798,1.4816007534723798,1.4816007534723798
2013-12-09,1.4894584800489488,1.4894584800489488,1.4894584800489488,1.4894584800489488
2013-12-10,1.4958989099345514,1.4958989099345514,1.4958989099345514,1.4958989099345514
2013-12-11,1.4814848865939427,1.4814848865939427,1.4814848865939427,1.4814848865939427
2013-12-12,1.4747275395507082,1.4747275395507082,1.4747275395507082,1.4747275395507082
2013-12-13,1.4802844192755968,1.4802844192755968,1.4802844192755968,1.4802844192755968
2013-12-16,1.4799908445912322,1.4799908445912322,1.4799908445912322,1.4799908445912322
2013-12-17,1.4907310934642397,1.4907310934642397,1.4907310934642397,1.4907310934642397
2013-12-18,1.4882819723924927,1.4882819723924927,1.4882819723924927,1.4882819723924927
2013-12-19,1.4895407638467966,1.4895407638467966,1.4895407638467966,1.4895407638467966
2013-12-20,1.4799273058578692,1.4799273058578692,1.4799273058578692,1.4799273058578692
2013-12-23,1.4654636911840098,1.4654636911840098,1.4654636911840098,1.4654636911840098
2013-12-24,1.4737912575545633,1.4737912575545633,1.4737912575545633,1.4737912575545633
2013-12-25,1.4848679910635234,1.4848679910635234,1.4848679910635234,1.4848679910635234
2013-12-26,1.4848911831555258,1.4848911831555258,1.4848911831555258,1.4848911831555258
2013-12-27,1.50708488749312,1.50708488749312,1.50708488749312,1.50708488749312
2013-12-30,1.5221306928187868,1.5221306928187868,1.5221306928187868,1.5221306928187868
2013-12-31,1.521693324441485,1.521693324441485,1.521693324441485,1.521693324441485
2014-01-02,1.5347603284068474,1.5347603284068474,1.5347603284068474,1.5347603284068474
2014-01-03,1.5359967019958878,1.5359967019958878,1.5359967019958878,1.5359967019958878
2014-01-06,1.5249449443863075,1.5249449443863075,1.5249449443863075,1.5249449443863075
2014-01-07,1.5250263972732798,1.5250263972732798,1.5250263972732798,1.5250263972732798
2014-01-08,1.5161608010319791,1.5161608010319791,1.5161608010319791,1.5161608010319791
2014-01-09,1.4996215132771937,1.4996215132771937,1.4996215132771937,1.4996215132771937
2014-01-10,1.482944352702229,1.482944352702229,1.482944352702229,1.482944352702229
2014-01-13,1.476180348743976,1.476180348743976,1.476180348743976,1.476180348743976
2014-01-14,1.4760895999520451,1.4760895999520451,1.4760895999520451,1.4760895999520451
2014-01-15,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-16,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-17,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-20,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-21,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-22,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-23,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-24,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-27,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-28,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-29,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-01-30,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-07,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-10,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-11,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-12,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-13,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-14,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-17,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-18,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-19,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-20,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-21,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-24,1.4693568618836081,1.4693568618836081,1.4693568618836081,1.4693568618836081
2014-02-25,1.4627447560051319,1.4627447560051319,1.4627447560051319,1.4627447560051319
2014-02-26,1.467660050334961,1.467660050334961,1.467660050334961,1.467660050334961
2014-02-27,1.4883215671230994,1.4883215671230994,1.4883215671230994,1.4883215671230994
2014-02-28,1.4910732256971833,1.4910732256971833,1.4910732256971833,1.4910732256971833
2014-03-03,1.4906262958057501,1.4906262958057501,1.4906262958057501,1.4906262958057501
2014-03-04,1.4965166758376747,1.4965166758376747,1.4965166758376747,1.4965166758376747
2014-03-05,1.4998982597617707,1.4998982597617707,1.4998982597617707,1.4998982597617707
2014-03-06,1.506617271345067,1.506617271345067,1.506617271345067,1.506617271345067
2014-03-07,1.5121490760943639,1.5121490760943639,1.5121490760943639,1.5121490760943639
2014-03-10,1.5169918622732417,1.5169918622732417,1.5169918622732417,1.5169918622732417
2014-03-11,1.536149452140752,1.536149452140752,1.536149452140752,1.536149452140752
2014-03-12,1.5533653779067391,1.5533653779067391,1.5533653779067391,1.5533653779067391
2014-03-13,1.549743643835325,1.549743643835325,1.549743643835325,1.549743643835325
2014-03-14,1.5545493662507595,1.5545493662507595,1.5545493662507595,1.5545493662507595
2014-03-17,1.5492960315099706,1.5492960315099706,1.5492960315099706,1.5492960315099706
2014-03-18,1.5475268773232413,1.5475268773232413,1.5475268773232413,1.5475268773232413
2014-03-19,1.5700874025496507,1.5700874025496507,1.5700874025496507,1.5700874025496507
2014-03-20,1.5819078159584583,1.5819078159584583,1.5819078159584583,1.5819078159584583
2014-03-21,1.594478642296477,1.594478642296477,1.594478642296477,1.594478642296477
2014-03-24,1.6134962374318846,1.6134962374318846,1.6134962374318846,1.6134962374318846
2014-03-25,1.6187362931643117,1.6187362931643117,1.6187362931643117,1.6187362931643117
2014-03-26,1.6198929640269206,1.6198929640269206,1.6198929640269206,1.6198929640269206
2014-03-27,1.6337222635250404,1.6337222635250404,1.6337222635250404,1.6337222635250404
2014-03-28,1.636036301017193,1.636036301017193,1.636036301017193,1.636036301017193
2014-03-31,1.627991579017857,1.627991579017857,1.627991579017857,1.627991579017857
2014-04-01,1.6322293361946383,1.6322293361946383,1.6322293361946383,1.6322293361946383
2014-04-02,1.6456630473635327,1.6456630473635327,1.6456630473635327,1.6456630473635327
2014-04-03,1.6502265070593756,1.6502265070593756,1.6502265070593756,1.6502265070593756
2014-04-04,1.65321984053438,1.65321984053438,1.65321984053438,1.65321984053438
2014-04-08,1.6627554870783419,1.6627554870783419,1.6627554870783419,1.6627554870783419
2014-04-09,1.6592220369121418,1.6592220369121418,1.6592220369121418,1.6592220369121418
2014-04-10,1.652360447882352,1.6542443708014054,1.653773390071642,1.6533024093418787
2014-04-11,1.674961272090827,1.671908230010463,1.6726725502371957,1.6734361639928341
2014-04-14,1.6938416165750052,1.6907541602743472,1.6915270960012811,1.6922993172937024
2014-04-15,1.6858469398567328,1.6827740558837139,1.6835433434707034,1.6843119199952035
2014-04-16,1.6882044000272174,1.6851272189846345,1.6858975823305218,1.6866672336195818
2014-04-17,1.6949814319797836,1.6918918980762265,1.692665353925018,1.693438094858542
2014-04-18,1.6936627239002635,1.6905755936769142,1.6913484477713396,1.692120587506707
2014-04-21,1.6953971159022287,1.6923068243092083,1.6930804698433586,1.6938534002869126
2014-04-22,1.700440549430347,1.697341064899527,1.698117011858983,1.6988922416006054
2014-04-23,1.7102729887369434,1.7071555820896809,1.707936015798989,1.7087157281433025
2014-04-24,1.7282210659631971,1.725070944389359,1.7258595681856161,1.7266474630466755
2014-04-25,1.7140541360828545,1.7109298373347708,1.7117119964615224,1.7124934326284544
2014-04-28,1.7027090787704438,1.6996054592690721,1.7003824414064082,1.7011587053690829
2014-04-29,1.7180760650382454,1.7149444353037384,1.715728429721671,1.7165116994834007
2014-04-30,1.7316673651929522,1.7097996019978272,1.7152612228942319,1.7207263943454996
2014-05-05,1.7448393636419846,1.7097996019978272,1.7185230240088372,1.727270782099496
2014-05-06,1.7380410981438004,1.7097996019978272,1.7168490911492573,1.7239058748167249
2014-05-07,1.7408863899243865,1.7097996019978272,1.7175517409043137,1.7253169505448416
2014-05-08,1.762890199250175,1.7097996019978272,1.7229789590778781,1.7362204607986005
2014-05-09,1.7852757711705123,1.7097996019978272,1.7284486516063848,1.7472439176228824
2014-05-12,1.78888586217682,1.7097996019978272,1.7293224461529744,1.7490105101165174
2014-05-13,1.786439345328148,1.7097996019978272,1.728731181976937,1.7478145188652092
2014-05-14,1.7893342843214264,1.7097996019978272,1.7294315375922409,1.7492306924444894
2014-05-15,1.7748860963836213,1.7097996019978272,1.7259404135329128,1.7421685090357029
2014-05-16,1.792456121039997,1.7097996019978272,1.7302117884232502,1.7507915817279973
2014-05-19,1.804697996305946,1.7097996019978272,1.7331659802510064,1.7567702419330107
2014-05-20,1.8066144218483273,1.7097996019978272,1.7336260965087593,1.7577030072407318
2014-05-21,1.8105998503744336,1.7097996019978272,1.7345822002040292,1.7596417717111033
2014-05-22,1.8014224729370139,1.7097996019978272,1.732384183405313,1.755182228457992
2014-05-23,1.7834394061535719,1.6876017803809984,1.7111924409974666,1.735027990991451
2014-05-26,1.7753047845269776,1.6799042932152448,1.7033873521395142,1.727114183452172
2014-05-27,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-05-28,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-05-29,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-05-30,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-03,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-04,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-05,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-06,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-09,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-10,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-11,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-12,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-13,1.767207266526545,1.6722419158184876,1.6956178638432642,1.719236472362111
2014-06-16,1.7592548338271756,1.6647168271973045,1.6879875834559697,1.7114999082364815
2014-06-17,1.7558814484403689,1.6615247192035911,1.6847508535987301,1.708218093306119
2014-06-18,1.7522265573803923,1.65806623295582,1.681244021837067,1.7046624141665847
2014-06-19,1.7328139060099392,1.639696769490084,1.6626177751755766,1.6857767187003523
2014-06-20,1.7457365489935524,1.6519249815791106,1.6750169230888552,1.698348576884486
2014-06-23,1.763646938714017,1.668872911222968,1.6922017645806546,1.7157727895531927
2014-06-24,1.7725132568734319,1.6772627753583154,1.7007089090126548,1.7243984317424041
2014-06-25,1.7872018670805063,1.6911620559569447,1.714802484980741,1.7386883200167706
2014-06-26,1.7954749007181394,1.6989905172143602,1.7227403787919853,1.7467367823767366
2014-06-27,1.8128501541907374,1.715432067509679,1.739411762355753,1.7636403850567666
2014-06-30,1.809441128417931,1.7122062343562217,1.7361408359012496,1.760323897197733
2014-07-01,1.822356867747348,1.7244279137763656,1.7485333598267239,1.7728890391271797
2014-07-02,1.8296074614675901,1.731288878510508,1.7554902326669293,1.7799428156740704
2014-07-03,1.833500407399306,1.734972627149583,1.759225475719527,1.7837300876921933
2014-07-04,1.8397411707173579,1.7408780272714717,1.7652134262936015,1.7898014456562554
2014-07-07,1.8608550886519812,1.760857335441037,1.7854720213683237,1.8103422268511022
2014-07-08,1.869464322305363,1.7690039301563005,1.7937324957638185,1.8187177630863474
2014-07-09,1.8608376507374664,1.760840834596949,1.7854552898621108,1.8103252622883124
2014-07-10,1.8883429072868723,1.7868680266408465,1.8118463110163145,1.837083889381534
2014-07-11,1.8995815747085643,1.7975027558525685,1.8226297010617107,1.848017483475507
2014-07-14,1.9112660273737352,1.808559314910579,1.8338408176316625,1.8593847619844022
2014-07-15,1.9261573290283347,1.8226503948193116,1.8481288740355084,1.873871839652351
2014-07-16,1.9331879051430065,1.829303165150216,1.8548746421629667,1.8807115709657127
2014-07-17,1.9363693575575813,1.8323136541752474,1.8579272142349021,1.8838066629392605
2014-07-18,1.9455131985157483,1.840966127720062,1.866700639042782,1.8927022945782463
2014-07-21,1.9473889907946689,1.8427411195580852,1.8685004431502248,1.8945271685257343
2014-07-22,1.9261127806179201,1.822608240330368,1.8480861302770737,1.8738285005073507
2014-07-23,1.9312929648715365,1.8275100542854377,1.8530564657463793,1.8788680687974233
2014-07-24,1.9435159532794601,1.8390762095064197,1.8647843020260255,1.8907592645106828
2014-07-25,1.9632290559335352,1.8577299787463857,1.8836988287174672,1.9099372555184486
2014-07-28,1.962556473161138,1.8570935389098344,1.8830534922108833,1.9092829299874878
2014-07-29,1.9637560323408456,1.8582286367440317,1.8842044573593275,1.9104499271652233
2014-07-30,1.950857305857409,1.8460230559415738,1.8718282570910187,1.8979013362685064
2014-07-31,1.9629470937644133,1.8574631685273402,1.8834282888097005,1.9096629472048952
2014-08-01,1.9822524402557422,1.8757310934129436,1.901951577502781,1.928444250580088
2014-08-04,1.993026564761648,1.8859262430970185,1.9122892432228826,1.9389259117633468
2014-08-05,1.9972409035253635,1.8899141137116495,1.916332859513624,1.9430258524136081
2014-08-06,2.0052513719936167,1.8974941194029367,1.9240188246461802,1.9508188769287211
2014-08-07,1.993084384437695,1.8859809556865808,1.9123447206292084,1.938982161925828
2014-08-08,2.0097712485758623,1.9017711089888913,1.9283556014467227,1.955216061581569
2014-08-11,2.0006042824278882,1.8930967529448144,1.919559988248333,1.9462979324854375
2014-08-12,2.000481294459706,1.8929803740460678,1.9194419825113505,1.9461782830223748
2014-08-13,2.001278450914524,1.8937346932832404,1.9202068462320188,1.9469538006864664
2014-08-14,2.0037015788836823,1.8960276083442922,1.9225318135115834,1.9493111529114637
2014-08-15,2.0233293072996927,1.9146005911467379,1.9413644244674368,1.9684060871625824
2014-08-18,2.040371738695287,1.9307272044008745,1.9577164685457136,1.9849859022120213
2014-08-19,2.05462928154268,1.944218582134314,1.9713964396529324,1.9988564244386995
2014-08-20,2.062935574391147,1.952078515334776,1.97936624534746,2.0069372431891073
2014-08-21,2.067959178587123,1.9568321634575023,1.9841863438027574,2.011824481783032
2014-08-22,2.0857815939331097,1.9736968462523303,2.00128677475384,2.0291631081393118
2014-08-25,2.091341764600022,1.9789582270900123,2.0066217034220344,2.034572348121616
2014-08-26,2.0728888835369177,1.961496958247458,1.9889163468616389,2.0166203700233116
2014-08-27,2.0924366657218205,1.9799942909316621,2.007672250200802,2.035637528181636
2014-08-28,2.0838832977964286,1.971900559858243,1.9994653784178307,2.027316341200683
2014-08-29,2.0944567337301288,1.9819058054779648,2.0096104854411982,2.0376027614976815
2014-09-01,2.1164576490999987,2.0027244460328917,2.030720145767221,2.059006462606028
2014-09-02,2.1206425638568023,2.0066844738140186,2.034735530014845,2.0630777779632608
2014-09-03,2.1271685460096355,2.012859765815449,2.0409971452351217,2.0694266125044334
2014-09-04,2.1430864705827344,2.027922300464422,2.0562702361581273,2.0849124454391124
2014-09-05,2.1563752003751424,2.040496926761952,2.0690206407374845,2.0978404530153703
2014-09-09,2.1723547577226356,2.0556177821923542,2.0843528676969023,2.113386245704425
2014-09-10,2.208452024650275,2.0897752712126048,2.1189878376847338,2.1485036532830883
2014-09-11,2.2162255571169114,2.097131073257396,2.126446465071153,2.156066173418036
2014-09-12,2.2466971144315337,2.125965164394838,2.1556836224213214,2.1857105811212363
2014-09-15,2.2786860094829176,2.1562350552892906,2.186376650297075,2.2168311384687613
2014-09-16,2.2642570534875768,2.142581475726813,2.172532209972655,2.2027938560994693
2014-09-17,2.2890410424063123,2.16603363433668,2.1963122017958554,2.22690508429935
2014-09-18,2.301133771885266,2.1774765304215897,2.2079150559236793,2.238669556958796
2014-09-19,2.324956205230481,2.200018805077895,2.2307724447005803,2.2618453309855795
2014-09-22,2.3039770292430015,2.18016699815626,2.210643133189204,2.241435634171312
2014-09-23,2.3215295055664136,2.1967762477844106,2.227484560322514,2.258511648992593
2014-09-24,2.332326980419197,2.2069934930254345,2.237844630469104,2.2690160266781856
2014-09-25,2.330025312205912,2.204815510773173,2.235636202621952,2.2667768371872246
2014-09-26,2.3438426017845417,2.2178902933603912,2.248893755079548,2.28021905680839
2014-09-29,2.374810075000282,2.2471936511041215,2.278606738823613,2.310345918788786
2014-09-30,2.409845166284213,2.2803460431745037,2.3122225618046803,2.3444299834532885
2014-10-08,2.4018216127739733,2.272753655599046,2.3045240417039765,2.3366242290893053
2014-10-09,2.3798478281094293,2.251960687812396,2.2834404130209194,2.3152469222240115
2014-10-10,2.389542130600836,2.2611340424481634,2.292742000216313,2.3246780731325836
2014-10-13,2.407655994335154,2.278274511915272,2.3101220730085106,2.342300236518459
2014-10-14,2.430350554924015,2.299749522909522,2.3318972790499513,2.3643787538648087
2014-10-15,2.4550431496137746,2.3231151985903904,2.355589579015926,2.3884010687296233
2014-10-16,2.478011878007768,2.344849644289553,2.377627846350107,2.41074631160334
2014-10-17,2.4522197945511546,2.320443563650686,2.3528805978053855,2.3856543535649526
2014-10-20,2.445878217954233,2.3144427677063657,2.3467959178890307,2.3794849188957894
2014-10-21,2.464388408756395,2.331958266604247,2.364556262576263,2.3974926510618118
2014-10-22,2.4633780157194654,2.331002169591854,2.363586800467674,2.396509685116949
2014-10-23,2.434212873107692,2.3034042896600386,2.335603135081746,2.3681362295242967
2014-10-24,2.4486446404515756,2.3170605294961373,2.34945027286724,2.3821762469281507
2014-10-27,2.4462751670131677,2.314818385703965,2.3471767865783546,2.379871092783096
2014-10-28,2.490634466397944,2.3567939259773842,2.3897390948537365,2.42302626016798
2014-10-29,2.5029695363737017,2.3684661397797635,2.4015744722872854,2.4350264949979015
2014-10-30,2.509378981580136,2.3745311572422643,2.4077242714620684,2.4412619559849804
2014-10-31,2.52650270974286,2.390734698576196,2.4241543189829677,2.4579208610029712
2014-11-03,2.549056257915552,2.412076274812998,2.445794225008157,2.4798621937114316
2014-11-04,2.5649724120822426,2.4271371341928276,2.461065617243754,2.495346304297337
2014-11-05,2.579587476138021,2.4409668208285566,2.475088626408321,2.509564642828725
2014-11-06,2.5863001968965764,2.447318816564577,2.4815294154706984,2.516095146961143
2014-11-07,2.6009694995042287,2.461199827106457,2.4956044659884267,2.5303662517403587
2014-11-10,2.610659263934388,2.4703688875451726,2.5049016989590136,2.539792987773235
2014-11-11,2.5929215936576444,2.4535843958290204,2.4878825800622675,2.522536806083551
2014-11-12,2.616096769201257,2.475514194718232,2.5101189313911583,2.5450828921045114
2014-11-13,2.612613587904195,2.472218190975111,2.5067768534458184,2.541694261670952
2014-11-14,2.620797032883565,2.479961877847333,2.5146287878270477,2.5496555672543963
2014-11-17,2.635979247034811,2.494328237334156,2.529195971889246,2.5644256606070215
2014-11-18,2.641622593726541,2.4996683245226583,2.534610707129197,2.5699158188031657
2014-11-19,2.6406716916710997,2.4987685215934454,2.533698326027946,2.5689907289586835
2014-11-20,2.6492802431771385,2.506914470818278,2.5419581459098235,2.5773656015634567
2014-11-21,2.661632021942564,2.5186024955212654,2.5538095552615183,2.5893820916233956
2014-11-24,2.6656412493501147,2.5223962769570623,2.557656369238135,2.59328248865979
2014-11-25,2.6534827297610066,2.5108911261599127,2.5459903901514256,2.581454011760977
2014-11-26,2.6533196058227015,2.5107367680988784,2.5458338743487525,2.581295315817631
2014-11-27,2.6531564919125077,2.510582419527069,2.5456773681679525,2.5811366296301834
2014-11-28,2.652993388029808,2.5104280804439014,2.545520871608434,2.580977953198034
2014-12-01,2.6528302941739867,2.5102737508487922,2.5453643846696057,2.5808192865205837
2014-12-02,2.652667210344427,2.5101194307411583,2.545207907350876,2.580660629597232
2014-12-03,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-04,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-05,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-08,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-09,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-10,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-11,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-12,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-15,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-16,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-17,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-18,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-19,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-22,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-23,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-24,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
2014-12-25,2.6405678679260802,2.4986702770798743,2.5335987081732214,2.5688897235064565
